meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
hour,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
159,179.034,187.9857,197.384985,207.2542343,217.616946,228.4977933,239.9226829,251.9188171,264.5147579,277.7404958
160,192.013,201.61365,211.6943325,222.2790491,233.3930016,245.0626517,257.3157842,270.1815735,283.6906521,297.8751847
161,212.714,223.3497,234.517185,246.2430443,258.5551965,271.4829563,285.0571041,299.3099593,314.2754573,329.9892301
162,240.332,252.3486,264.96603,278.2143315,292.1250481,306.7313005,322.0678655,338.1712588,355.0798217,372.8338128
163,24.314,25.5297,26.806185,28.14649425,29.55381896,31.03150991,32.58308541,34.21223968,35.92285166,37.71899424
164,183.668,192.8514,202.49397,212.6186685,223.2496019,234.412082,246.1326861,258.4393204,271.3612864,284.9293508
165,123.943,130.14015,136.6471575,143.4795154,150.6534911,158.1861657,166.095474,174.4002477,183.1202601,192.2762731
166,83.577,87.75585,92.1436425,96.75082463,101.5883659,106.6677841,112.0011734,117.601232,123.4812936,129.6553583
167,29.072,30.5256,32.05188,33.654474,35.3371977,37.10405759,38.95926046,40.90722349,42.95258466,45.10021389
168,24.505,25.73025,27.0167625,28.36760063,29.78598066,31.27527969,32.83904367,34.48099586,36.20504565,38.01529793
169,41.707,43.79235,45.9819675,48.28106588,50.69511917,53.22987513,55.89136888,58.68593733,61.62023419,64.7012459
170,47.206,49.5663,52.044615,54.64684575,57.37918804,60.24814744,63.26055481,66.42358255,69.74476168,73.23199976
171,52.219,54.82995,57.5714475,60.45001988,63.47252087,66.64614691,69.97845426,73.47737697,77.15124582,81.00880811
172,53.264,55.9272,58.72356,61.659738,64.7427249,67.97986115,71.3788542,74.94779691,78.69518676,82.6299461
173,80.661,84.69405,88.9287525,93.37519013,98.04394963,102.9461471,108.0934545,113.4981272,119.1730336,125.1316852
174,109.809,115.29945,121.0644225,127.1176436,133.4735258,140.1472021,147.1545622,154.5122903,162.2379048,170.3498001
