meta,low,base,high
hour,typical_year,typical_year,typical_year
4043,66.50625,88.675,110.84375
4044,71.70525,95.607,119.50875
4045,6.56775,8.757,10.94625
4046,82.9455,110.594,138.2425
4047,88.5885,118.118,147.6475
4048,113.2785,151.038,188.7975
4049,130.02675,173.369,216.71125
4050,192.10725,256.143,320.17875
4051,216.98325,289.311,361.63875
4052,174.92925,233.239,291.54875
4053,115.443,153.924,192.405
4054,54.19725,72.263,90.32875
4055,34.38675,45.849,57.31125
4056,15.92475,21.233,26.54125
4057,2.45025,3.267,4.08375
4058,21.46125,28.615,35.76875
4059,25.30275,33.737,42.17125
4060,43.4085,57.878,72.3475
4061,52.11225,69.483,86.85375
4062,85.071,113.428,141.785
4063,172.58475,230.113,287.64125
4064,202.88925,270.519,338.14875
4065,166.398,221.864,277.33
4066,100.0665,133.422,166.7775
4067,89.4495,119.266,149.0825
4068,72.687,96.916,121.145
4069,79.15425,105.539,131.92375
4070,86.32275,115.097,143.87125
4071,88.9455,118.594,148.2425
4072,120.1515,160.202,200.2525
4073,152.4045,203.206,254.0075
4074,17.73825,23.651,29.56375
4075,201.61725,268.823,336.02875
4076,161.6655,215.554,269.4425
4077,11.388,15.184,18.98
4078,56.3295,75.106,93.8825
4079,36.07425,48.099,60.12375
4080,24.35925,32.479,40.59875
4081,28.632,38.176,47.72
4082,33.97275,45.297,56.62125
4083,35.56875,47.425,59.28125
4084,48.849,65.132,81.415
4085,63.88275,85.177,106.47125
4086,109.73325,146.311,182.88875
4087,147.88425,197.179,246.47375
4088,179.38125,239.175,298.96875
4089,171.3195,228.426,285.5325
4090,107.98875,143.985,179.98125
4091,7.86975,10.493,13.11625
4092,79.34625,105.795,132.24375
4093,88.36575,117.821,147.27625
4094,92.52075,123.361,154.20125
4095,124.641,166.188,207.735
4096,127.953,170.604,213.255
4097,134.80425,179.739,224.67375
4098,197.85975,263.813,329.76625
4099,195.90375,261.205,326.50625
4100,162.03975,216.053,270.06625
4101,105.37875,140.505,175.63125
4102,42.0015,56.002,70.0025
4103,18.882,25.176,31.47
4104,12.69375,16.925,21.15625
4105,16.33875,21.785,27.23125
4106,33.23625,44.315,55.39375
4107,47.76825,63.691,79.61375
4108,41.94375,55.925,69.90625
4109,54.91725,73.223,91.52875
4110,80.55675,107.409,134.26125
4111,175.938,234.584,293.23
4112,174.7455,232.994,291.2425
4113,159.80325,213.071,266.33875
4114,104.877,139.836,174.795
4115,80.1405,106.854,133.5675
4116,78.96225,105.283,131.60375
4117,8.08725,10.783,13.47875
4118,90.1455,120.194,150.2425
4119,95.82675,127.769,159.71125
4120,113.07225,150.763,188.45375
4121,163.299,217.732,272.165
4122,195.1605,260.214,325.2675
4123,210.474,280.632,350.79
4124,146.27025,195.027,243.78375
4125,96.7935,129.058,161.3225
4126,50.7315,67.642,84.5525
4127,21.69375,28.925,36.15625
4128,11.06625,14.755,18.44375
4129,13.94325,18.591,23.23875
4130,17.4135,23.218,29.0225
4131,32.02275,42.697,53.37125
4132,3.93825,5.251,6.56375
4133,57.5715,76.762,95.9525
4134,111.2085,148.278,185.3475
4135,163.4055,217.874,272.3425
4136,193.81875,258.425,323.03125
4137,200.997,267.996,334.995
4138,103.08825,137.451,171.81375
4139,73.63725,98.183,122.72875
4140,83.74575,111.661,139.57625
4141,78.0945,104.126,130.1575
4142,81.5985,108.798,135.9975
4143,94.029,125.372,156.715
4144,105.354,140.472,175.59
4145,155.80875,207.745,259.68125
4146,197.28075,263.041,328.80125
4147,220.56075,294.081,367.60125
4148,185.0595,246.746,308.4325
4149,12.39375,16.525,20.65625
4150,53.79975,71.733,89.66625
4151,35.3655,47.154,58.9425
4152,26.09175,34.789,43.48625
4153,31.4865,41.982,52.4775
4154,33.13575,44.181,55.22625
4155,36.24075,48.321,60.40125
4156,46.6035,62.138,77.6725
4157,5.214,6.952,8.69
4158,88.31625,117.755,147.19375
4159,144.26325,192.351,240.43875
4160,157.08525,209.447,261.80875
4161,122.502,163.336,204.17
4162,110.18475,146.913,183.64125
4163,108.49725,144.663,180.82875
4164,96.9135,129.218,161.5225
4165,102.85575,137.141,171.42625
4166,116.22525,154.967,193.70875
4167,121.91925,162.559,203.19875
4168,135.4155,180.554,225.6925
4169,162.0285,216.038,270.0475
4170,175.749,234.332,292.915
4171,17.472,23.296,29.12
4172,12.62175,16.829,21.03625
4173,85.71375,114.285,142.85625
4174,6.04875,8.065,10.08125
4175,41.547,55.396,69.245
4176,25.56225,34.083,42.60375
4177,30.61575,40.821,51.02625
4178,31.4805,41.974,52.4675
4179,36.68625,48.915,61.14375
4180,36.57525,48.767,60.95875
4181,61.24575,81.661,102.07625
4182,94.50675,126.009,157.51125
4183,129.096,172.128,215.16
4184,140.67225,187.563,234.45375
4185,138.01575,184.021,230.02625
4186,105.447,140.596,175.745
4187,99.57975,132.773,165.96625
4188,102.62175,136.829,171.03625
4189,103.37325,137.831,172.28875
4190,91.212,121.616,152.02
4191,100.1415,133.522,166.9025
4192,14.01675,18.689,23.36125
4193,170.67525,227.567,284.45875
4194,176.058,234.744,293.43
4195,173.6655,231.554,289.4425
4196,123.56925,164.759,205.94875
4197,68.69775,91.597,114.49625
4198,47.82075,63.761,79.70125
4199,24.29325,32.391,40.48875
4200,13.80975,18.413,23.01625
4201,28.6815,38.242,47.8025
4202,29.62575,39.501,49.37625
4203,38.19075,50.921,63.65125
4204,41.328,55.104,68.88
4205,55.2915,73.722,92.1525
4206,97.9185,130.558,163.1975
4207,147.27975,196.373,245.46625
4208,200.99325,267.991,334.98875
4209,179.3685,239.158,298.9475
4210,114.22875,152.305,190.38125
4211,94.04025,125.387,156.73375
4212,83.7345,111.646,139.5575
4213,8.96475,11.953,14.94125
4214,93.14925,124.199,155.24875
4215,92.35425,123.139,153.92375
4216,133.4085,177.878,222.3475
4217,142.35075,189.801,237.25125
4218,189.99225,253.323,316.65375
4219,216.22725,288.303,360.37875
4220,191.91075,255.881,319.85125
4221,11.94225,15.923,19.90375
4222,62.03475,82.713,103.39125
4223,32.9265,43.902,54.8775
4224,17.48775,23.317,29.14625
4225,35.0235,46.698,58.3725
4226,36.26925,48.359,60.44875
4227,39.10275,52.137,65.17125
4228,46.64625,62.195,77.74375
4229,6.111,8.148,10.185
4230,108.468,144.624,180.78
4231,169.821,226.428,283.035
4232,196.296,261.728,327.16
4233,182.6865,243.582,304.4775
4234,119.53725,159.383,199.22875
4235,89.424,119.232,149.04
4236,82.64775,110.197,137.74625
4237,71.37075,95.161,118.95125
4238,81.4755,108.634,135.7925
4239,111.99975,149.333,186.66625
4240,112.20075,149.601,187.00125
4241,127.33725,169.783,212.22875
4242,192.168,256.224,320.28
4243,20.805,27.74,34.675
4244,188.41875,251.225,314.03125
4245,125.322,167.096,208.87
4246,57.882,77.176,96.47
4247,34.70025,46.267,57.83375
4248,13.206,17.608,22.01
4249,21.40275,28.537,35.67125
4250,29.32425,39.099,48.87375
4251,33.11025,44.147,55.18375
4252,36.23025,48.307,60.38375
4253,55.35525,73.807,92.25875
4254,102.6945,136.926,171.1575
4255,173.913,231.884,289.855
4256,200.59575,267.461,334.32625
4257,157.716,210.288,262.86
4258,102.006,136.008,170.01
4259,7.60575,10.141,12.67625
4260,80.2605,107.014,133.7675
4261,101.27925,135.039,168.79875
4262,90.76875,121.025,151.28125
4263,102.64125,136.855,171.06875
4264,10.431,13.908,17.385
4265,144.1995,192.266,240.3325
4266,192.59175,256.789,320.98625
4267,213.342,284.456,355.57
4268,191.51475,255.353,319.19125
4269,111.888,149.184,186.48
4270,5.2725,7.03,8.7875
4271,27.37575,36.501,45.62625
4272,13.03875,17.385,21.73125
4273,20.751,27.668,34.585
4274,33.93525,45.247,56.55875
4275,31.86825,42.491,53.11375
4276,38.613,51.484,64.355
4277,49.74975,66.333,82.91625
4278,112.08225,149.443,186.80375
4279,162.71325,216.951,271.18875
4280,191.01225,254.683,318.35375
4281,165.05925,220.079,275.09875
4282,119.5965,159.462,199.3275
4283,83.23575,110.981,138.72625
4284,5.6865,7.582,9.4775
4285,63.27525,84.367,105.45875
4286,71.16675,94.889,118.61125
4287,93.19275,124.257,155.32125
4288,104.27625,139.035,173.79375
4289,155.18175,206.909,258.63625
4290,195.906,261.208,326.51
4291,199.2195,265.626,332.0325
4292,172.65975,230.213,287.76625
4293,111.53175,148.709,185.88625
4294,43.287,57.716,72.145
4295,19.2855,25.714,32.1425
4296,2.7405,3.654,4.5675
4297,33.77625,45.035,56.29375
4298,38.99775,51.997,64.99625
4299,38.3685,51.158,63.9475
4300,45.786,61.048,76.31
4301,54.441,72.588,90.735
4302,85.2435,113.658,142.0725
4303,17.85075,23.801,29.75125
4304,173.568,231.424,289.28
4305,148.488,197.984,247.48
4306,88.167,117.556,146.945
4307,65.442,87.256,109.07
4308,75.1695,100.226,125.2825
4309,86.7705,115.694,144.6175
4310,70.85325,94.471,118.08875
4311,104.103,138.804,173.505
4312,103.24575,137.661,172.07625
4313,139.91625,186.555,233.19375
4314,195.4155,260.554,325.6925
4315,212.96325,283.951,354.93875
4316,17.43675,23.249,29.06125
4317,116.736,155.648,194.56
4318,4.677,6.236,7.795
4319,20.5395,27.386,34.2325
4320,28.0755,37.434,46.7925
4321,32.85375,43.805,54.75625
4322,34.57725,46.103,57.62875
4323,34.99875,46.665,58.33125
4324,4.0905,5.454,6.8175
4325,52.21575,69.621,87.02625
4326,92.49075,123.321,154.15125
4327,124.73625,166.315,207.89375
4328,14.89725,19.863,24.82875
4329,14.163,18.884,23.605
4330,11.7915,15.722,19.6525
4331,8.81475,11.753,14.69125
4332,96.099,128.132,160.165
4333,96.1365,128.182,160.2275
4334,98.50725,131.343,164.17875
4335,132.5895,176.786,220.9825
4336,122.07375,162.765,203.45625
4337,149.376,199.168,248.96
4338,171.49275,228.657,285.82125
4339,198.20625,264.275,330.34375
4340,155.69775,207.597,259.49625
4341,100.431,133.908,167.385
4342,54.3495,72.466,90.5825
4343,33.33525,44.447,55.55875
4344,29.32575,39.101,48.87625
4345,31.593,42.124,52.655
4346,37.50975,50.013,62.51625
4347,33.96375,45.285,56.60625
4348,41.5455,55.394,69.2425
4349,57.13275,76.177,95.22125
4350,96.4335,128.578,160.7225
4351,15.15075,20.201,25.25125
4352,168.70725,224.943,281.17875
4353,144.27825,192.371,240.46375
4354,113.74875,151.665,189.58125
4355,10.311,13.748,17.185
4356,107.508,143.344,179.18
4357,103.54275,138.057,172.57125
4358,115.13625,153.515,191.89375
4359,116.04825,154.731,193.41375
4360,165.9795,221.306,276.6325
4361,15.6,20.8,26
4362,168.95025,225.267,281.58375
4363,15.81,21.08,26.35
4364,14.04975,18.733,23.41625
4365,95.661,127.548,159.435
4366,49.91625,66.555,83.19375
4367,35.8605,47.814,59.7675
4368,16.51575,22.021,27.52625
4369,32.301,43.068,53.835
4370,41.25225,55.003,68.75375
4371,39.80175,53.069,66.33625
4372,3.915,5.22,6.525
4373,65.03175,86.709,108.38625
4374,91.53225,122.043,152.55375
4375,183.98025,245.307,306.63375
4376,21.45375,28.605,35.75625
4377,181.137,241.516,301.895
4378,119.42625,159.235,199.04375
4379,66.267,88.356,110.445
4380,67.3965,89.862,112.3275
4381,87.62325,116.831,146.03875
4382,80.64675,107.529,134.41125
4383,97.97475,130.633,163.29125
4384,10.572,14.096,17.62
4385,134.25975,179.013,223.76625
4386,185.4795,247.306,309.1325
4387,208.77525,278.367,347.95875
4388,177.49275,236.657,295.82125
4389,122.5395,163.386,204.2325
4390,64.81875,86.425,108.03125
4391,35.38275,47.177,58.97125
4392,12.92625,17.235,21.54375
4393,31.743,42.324,52.905
4394,35.34525,47.127,58.90875
4395,34.91775,46.557,58.19625
4396,35.33775,47.117,58.89625
4397,48.546,64.728,80.91
4398,94.43175,125.909,157.38625
4399,153.90525,205.207,256.50875
4400,198.0045,264.006,330.0075
4401,176.83125,235.775,294.71875
4402,104.262,139.016,173.77
4403,85.50975,114.013,142.51625
4404,68.00925,90.679,113.34875
4405,74.71275,99.617,124.52125
4406,90.717,120.956,151.195
4407,88.254,117.672,147.09
4408,110.598,147.464,184.33
4409,147.07275,196.097,245.12125
4410,185.06025,246.747,308.43375
4411,201.6945,268.926,336.1575
4412,180.261,240.348,300.435
4413,123.40875,164.545,205.68125
4414,52.893,70.524,88.155
4415,21.8115,29.082,36.3525
4416,10.26675,13.689,17.11125
4417,16.25025,21.667,27.08375
4418,33.59625,44.795,55.99375
4419,34.73175,46.309,57.88625
4420,43.026,57.368,71.71
4421,61.3635,81.818,102.2725
4422,84.753,113.004,141.255
4423,129.747,172.996,216.245
4424,184.9155,246.554,308.1925
4425,181.81275,242.417,303.02125
4426,11.86725,15.823,19.77875
4427,78.291,104.388,130.485
4428,86.77875,115.705,144.63125
4429,79.17075,105.561,131.95125
4430,85.137,113.516,141.895
4431,99.65325,132.871,166.08875
4432,129.762,173.016,216.27
4433,146.6355,195.514,244.3925
4434,206.562,275.416,344.27
4435,226.93275,302.577,378.22125
4436,19.11525,25.487,31.85875
4437,111.954,149.272,186.59
4438,5.517,7.356,9.195
4439,2.331,3.108,3.885
4440,29.32125,39.095,48.86875
4441,38.01075,50.681,63.35125
4442,40.9395,54.586,68.2325
4443,45.44775,60.597,75.74625
4444,42.774,57.032,71.29
4445,51.07575,68.101,85.12625
4446,104.13075,138.841,173.55125
4447,193.752,258.336,322.92
4448,198.399,264.532,330.665
4449,153.768,205.024,256.28
4450,91.68525,122.247,152.80875
4451,91.50975,122.013,152.51625
4452,66.25125,88.335,110.41875
4453,66.60075,88.801,111.00125
4454,69.78675,93.049,116.31125
4455,81.72675,108.969,136.21125
4456,90.72075,120.961,151.20125
4457,143.92275,191.897,239.87125
4458,20.1045,26.806,33.5075
4459,211.23075,281.641,352.05125
4460,173.82075,231.761,289.70125
4461,117.23325,156.311,195.38875
4462,55.203,73.604,92.005
4463,2.71575,3.621,4.52625
4464,16.46625,21.955,27.44375
4465,16.62375,22.165,27.70625
4466,27.624,36.832,46.04
4467,36.13725,48.183,60.22875
4468,46.908,62.544,78.18
4469,52.077,69.436,86.795
4470,92.6115,123.482,154.3525
4471,189.92625,253.235,316.54375
4472,191.04225,254.723,318.40375
4473,190.827,254.436,318.045
4474,99.11025,132.147,165.18375
4475,82.42275,109.897,137.37125
4476,73.01325,97.351,121.68875
4477,67.82475,90.433,113.04125
4478,74.4105,99.214,124.0175
4479,84.6285,112.838,141.0475
4480,98.04525,130.727,163.40875
4481,13.7295,18.306,22.8825
4482,184.60125,246.135,307.66875
4483,197.01525,262.687,328.35875
4484,186.70425,248.939,311.17375
4485,120.48975,160.653,200.81625
4486,57.2865,76.382,95.4775
4487,29.3685,39.158,48.9475
4488,20.256,27.008,33.76
4489,22.032,29.376,36.72
4490,31.311,41.748,52.185
4491,35.8095,47.746,59.6825
4492,46.089,61.452,76.815
4493,74.5965,99.462,124.3275
4494,103.90425,138.539,173.17375
4495,11.3685,15.158,18.9475
4496,149.30025,199.067,248.83375
4497,131.214,174.952,218.69
4498,114.636,152.848,191.06
4499,110.5935,147.458,184.3225
4500,10.278,13.704,17.13
4501,104.577,139.436,174.295
4502,89.78025,119.707,149.63375
4503,124.002,165.336,206.67
4504,145.03425,193.379,241.72375
4505,177.507,236.676,295.845
4506,198.05775,264.077,330.09625
4507,188.99475,251.993,314.99125
4508,140.1555,186.874,233.5925
4509,94.4835,125.978,157.4725
4510,55.386,73.848,92.31
4511,28.9395,38.586,48.2325
4512,24.32625,32.435,40.54375
4513,32.10675,42.809,53.51125
4514,36.5205,48.694,60.8675
4515,34.728,46.304,57.88
4516,35.80125,47.735,59.66875
4517,63.45975,84.613,105.76625
4518,85.58625,114.115,142.64375
4519,131.75925,175.679,219.59875
4520,147.87225,197.163,246.45375
4521,126.63225,168.843,211.05375
4522,105.7215,140.962,176.2025
4523,103.4835,137.978,172.4725
4524,101.27925,135.039,168.79875
4525,10.2585,13.678,17.0975
4526,108.25725,144.343,180.42875
4527,143.412,191.216,239.02
4528,134.574,179.432,224.29
4529,149.94375,199.925,249.90625
4530,178.80525,238.407,298.00875
4531,17.79,23.72,29.65
4532,140.69025,187.587,234.48375
4533,89.91225,119.883,149.85375
4534,59.0235,78.698,98.3725
4535,35.961,47.948,59.935
4536,12.94425,17.259,21.57375
4537,2.82225,3.763,4.70375
4538,30.70875,40.945,51.18125
4539,33.44925,44.599,55.74875
4540,44.37525,59.167,73.95875
4541,52.39875,69.865,87.33125
4542,86.11125,114.815,143.51875
4543,154.78575,206.381,257.97625
4544,19.3125,25.75,32.1875
4545,178.36725,237.823,297.27875
4546,114.73275,152.977,191.22125
4547,79.287,105.716,132.145
4548,105.53925,140.719,175.89875
4549,83.88375,111.845,139.80625
4550,94.10625,125.475,156.84375
4551,94.16925,125.559,156.94875
4552,105.96225,141.283,176.60375
4553,143.41125,191.215,239.01875
4554,18.306,24.408,30.51
4555,19.66875,26.225,32.78125
4556,169.707,226.276,282.845
4557,130.2435,173.658,217.0725
4558,60.819,81.092,101.365
4559,30.45525,40.607,50.75875
4560,13.272,17.696,22.12
4561,17.334,23.112,28.89
4562,20.82375,27.765,34.70625
4563,31.734,42.312,52.89
4564,42.6315,56.842,71.0525
4565,65.57475,87.433,109.29125
4566,95.26275,127.017,158.77125
4567,151.49775,201.997,252.49625
4568,193.86075,258.481,323.10125
4569,160.4565,213.942,267.4275
4570,111.22725,148.303,185.37875
4571,68.69775,91.597,114.49625
4572,62.664,83.552,104.44
4573,71.166,94.888,118.61
4574,72.95325,97.271,121.58875
4575,91.311,121.748,152.185
4576,104.8605,139.814,174.7675
4577,141.50175,188.669,235.83625
4578,196.317,261.756,327.195
4579,203.0715,270.762,338.4525
4580,183.3135,244.418,305.5225
4581,120.32925,160.439,200.54875
4582,41.02875,54.705,68.38125
4583,18.33375,24.445,30.55625
4584,26.63175,35.509,44.38625
4585,31.76475,42.353,52.94125
4586,35.5785,47.438,59.2975
4587,37.986,50.648,63.31
4588,44.40975,59.213,74.01625
4589,63.99075,85.321,106.65125
4590,8.313,11.084,13.855
4591,168.60375,224.805,281.00625
4592,199.62525,266.167,332.70875
4593,169.26225,225.683,282.10375
4594,106.77375,142.365,177.95625
4595,85.4655,113.954,142.4425
4596,7.63875,10.185,12.73125
4597,75.882,101.176,126.47
4598,87.34875,116.465,145.58125
4599,77.09925,102.799,128.49875
4600,120.9405,161.254,201.5675
4601,149.0865,198.782,248.4775
4602,179.9895,239.986,299.9825
4603,213.29175,284.389,355.48625
4604,176.571,235.428,294.285
4605,112.5615,150.082,187.6025
4606,53.31675,71.089,88.86125
4607,16.72425,22.299,27.87375
4608,13.2765,17.702,22.1275
4609,19.21425,25.619,32.02375
4610,32.04225,42.723,53.40375
4611,36.234,48.312,60.39
4612,4.0215,5.362,6.7025
4613,59.5695,79.426,99.2825
4614,97.09425,129.459,161.82375
4615,152.95275,203.937,254.92125
4616,196.296,261.728,327.16
4617,146.253,195.004,243.755
4618,89.67375,119.565,149.45625
4619,83.04225,110.723,138.40375
4620,100.434,133.912,167.39
4621,74.3895,99.186,123.9825
4622,86.46525,115.287,144.10875
4623,82.6395,110.186,137.7325
4624,98.34825,131.131,163.91375
4625,133.05675,177.409,221.76125
4626,190.79625,254.395,317.99375
4627,211.55175,282.069,352.58625
4628,183.687,244.916,306.145
4629,124.06275,165.417,206.77125
4630,52.9515,70.602,88.2525
4631,19.8135,26.418,33.0225
4632,24.34725,32.463,40.57875
4633,30.5685,40.758,50.9475
4634,31.07925,41.439,51.79875
4635,36.91725,49.223,61.52875
4636,47.673,63.564,79.455
4637,56.943,75.924,94.905
4638,90.53325,120.711,150.88875
4639,14.8215,19.762,24.7025
4640,190.947,254.596,318.245
4641,156.54975,208.733,260.91625
4642,119.391,159.188,198.985
4643,7.17075,9.561,11.95125
4644,78.26775,104.357,130.44625
4645,97.23225,129.643,162.05375
4646,75.89175,101.189,126.48625
4647,8.92125,11.895,14.86875
4648,106.28325,141.711,177.13875
4649,150.156,200.208,250.26
4650,209.29575,279.061,348.82625
4651,213.039,284.052,355.065
4652,184.28775,245.717,307.14625
4653,133.5915,178.122,222.6525
4654,69.5385,92.718,115.8975
4655,2.30025,3.067,3.83375
4656,12.816,17.088,21.36
4657,21.1455,28.194,35.2425
4658,18.03825,24.051,30.06375
4659,33.34575,44.461,55.57625
4660,39.30675,52.409,65.51125
4661,45.44325,60.591,75.73875
4662,86.154,114.872,143.59
4663,116.21625,154.955,193.69375
4664,130.01625,173.355,216.69375
4665,11.8815,15.842,19.8025
4666,113.95275,151.937,189.92125
4667,108.7485,144.998,181.2475
4668,113.991,151.988,189.985
4669,104.10525,138.807,173.50875
4670,117.393,156.524,195.655
4671,118.8915,158.522,198.1525
4672,140.37225,187.163,233.95375
4673,141.207,188.276,235.345
4674,173.382,231.176,288.97
4675,171.459,228.612,285.765
4676,135.48075,180.641,225.80125
4677,87.207,116.276,145.345
4678,52.98375,70.645,88.30625
4679,27.62625,36.835,46.04375
4680,17.52375,23.365,29.20625
4681,32.52375,43.365,54.20625
4682,38.1495,50.866,63.5825
4683,37.3845,49.846,62.3075
4684,39.531,52.708,65.885
4685,58.55325,78.071,97.58875
4686,95.37975,127.173,158.96625
4687,125.53575,167.381,209.22625
4688,163.104,217.472,271.84
4689,142.818,190.424,238.03
4690,120.14775,160.197,200.24625
4691,100.4355,133.914,167.3925
4692,100.473,133.964,167.455
4693,95.48325,127.311,159.13875
4694,107.70225,143.603,179.50375
4695,119.54925,159.399,199.24875
4696,13.10925,17.479,21.84875
4697,138.85125,185.135,231.41875
4698,166.152,221.536,276.92
4699,168.23475,224.313,280.39125
4700,13.9515,18.602,23.2525
4701,100.37625,133.835,167.29375
4702,62.241,82.988,103.735
4703,23.33625,31.115,38.89375
4704,13.9065,18.542,23.1775
4705,19.79025,26.387,32.98375
4706,2.26575,3.021,3.77625
4707,3.86025,5.147,6.43375
4708,45.0045,60.006,75.0075
4709,56.0835,74.778,93.4725
4710,94.98225,126.643,158.30375
4711,174.57675,232.769,290.96125
4712,207.05175,276.069,345.08625
4713,178.78275,238.377,297.97125
4714,110.937,147.916,184.895
4715,86.89125,115.855,144.81875
4716,77.28225,103.043,128.80375
4717,67.428,89.904,112.38
4718,83.82075,111.761,139.70125
4719,9.59475,12.793,15.99125
4720,12.9735,17.298,21.6225
4721,150.92475,201.233,251.54125
4722,197.382,263.176,328.97
4723,218.86875,291.825,364.78125
4724,166.91925,222.559,278.19875
4725,107.148,142.864,178.58
4726,36.6915,48.922,61.1525
4727,14.1555,18.874,23.5925
4728,28.48125,37.975,47.46875
4729,30.789,41.052,51.315
4730,3.3585,4.478,5.5975
4731,34.43325,45.911,57.38875
4732,41.6955,55.594,69.4925
4733,56.754,75.672,94.59
4734,118.0935,157.458,196.8225
4735,171.12225,228.163,285.20375
4736,180.237,240.316,300.395
4737,143.89425,191.859,239.82375
4738,97.806,130.408,163.01
4739,78.39525,104.527,130.65875
4740,82.9995,110.666,138.3325
4741,84.93075,113.241,141.55125
4742,89.67975,119.573,149.46625
4743,90.21675,120.289,150.36125
4744,107.8785,143.838,179.7975
4745,13.7505,18.334,22.9175
4746,199.33125,265.775,332.21875
4747,218.86275,291.817,364.77125
4748,17.89725,23.863,29.82875
4749,99.6795,132.906,166.1325
4750,38.6805,51.574,64.4675
4751,19.3035,25.738,32.1725
4752,13.7865,18.382,22.9775
4753,16.614,22.152,27.69
4754,16.6395,22.186,27.7325
4755,21.81525,29.087,36.35875
4756,34.66125,46.215,57.76875
4757,49.6485,66.198,82.7475
4758,79.71975,106.293,132.86625
4759,15.51825,20.691,25.86375
4760,21.49275,28.657,35.82125
4761,160.11675,213.489,266.86125
4762,111.537,148.716,185.895
4763,78.60825,104.811,131.01375
4764,77.202,102.936,128.67
4765,85.79625,114.395,142.99375
4766,81.879,109.172,136.465
4767,105.11175,140.149,175.18625
4768,106.76025,142.347,177.93375
4769,140.59575,187.461,234.32625
4770,176.0055,234.674,293.3425
4771,179.9805,239.974,299.9675
4772,176.47875,235.305,294.13125
4773,126.5355,168.714,210.8925
4774,3.83625,5.115,6.39375
4775,16.05075,21.401,26.75125
4776,19.5015,26.002,32.5025
4777,32.3505,43.134,53.9175
4778,33.30975,44.413,55.51625
4779,35.92575,47.901,59.87625
4780,46.19775,61.597,76.99625
4781,64.3665,85.822,107.2775
4782,86.27775,115.037,143.79625
4783,151.776,202.368,252.96
4784,170.5215,227.362,284.2025
4785,155.44575,207.261,259.07625
4786,105.561,140.748,175.935
4787,79.36125,105.815,132.26875
4788,86.38725,115.183,143.97875
4789,77.45475,103.273,129.09125
4790,9.6975,12.93,16.1625
4791,91.64175,122.189,152.73625
4792,119.63175,159.509,199.38625
4793,140.67375,187.565,234.45625
4794,188.6685,251.558,314.4475
4795,220.6395,294.186,367.7325
4796,18.7245,24.966,31.2075
4797,110.037,146.716,183.395
4798,56.982,75.976,94.97
4799,19.803,26.404,33.005
4800,13.87575,18.501,23.12625
4801,21.4005,28.534,35.6675
4802,20.8035,27.738,34.6725
4803,3.46725,4.623,5.77875
4804,3.67725,4.903,6.12875
4805,54.162,72.216,90.27
4806,96.4515,128.602,160.7525
4807,174.87975,233.173,291.46625
4808,205.22925,273.639,342.04875
4809,184.9365,246.582,308.2275
4810,109.641,146.188,182.735
4811,9.11925,12.159,15.19875
4812,73.386,97.848,122.31
4813,74.78475,99.713,124.64125
4814,74.80575,99.741,124.67625
4815,89.61525,119.487,149.35875
4816,120.39825,160.531,200.66375
4817,151.092,201.456,251.82
4818,195.62925,260.839,326.04875
4819,218.4705,291.294,364.1175
4820,192.40875,256.545,320.68125
4821,124.233,165.644,207.055
4822,61.52325,82.031,102.53875
4823,2.0325,2.71,3.3875
4824,30.408,40.544,50.68
4825,41.814,55.752,69.69
4826,40.61175,54.149,67.68625
4827,38.89575,51.861,64.82625
4828,50.26575,67.021,83.77625
4829,5.8845,7.846,9.8075
4830,92.18025,122.907,153.63375
4831,138.24525,184.327,230.40875
4832,153.30075,204.401,255.50125
4833,140.808,187.744,234.68
4834,115.56675,154.089,192.61125
4835,116.10525,154.807,193.50875
4836,101.03325,134.711,168.38875
4837,104.40675,139.209,174.01125
4838,104.6805,139.574,174.4675
4839,11.1465,14.862,18.5775
4840,130.7655,174.354,217.9425
4841,150.58425,200.779,250.97375
4842,179.36775,239.157,298.94625
4843,170.74575,227.661,284.57625
4844,133.80075,178.401,223.00125
4845,9.2115,12.282,15.3525
4846,56.394,75.192,93.99
4847,35.71875,47.625,59.53125
4848,12.98475,17.313,21.64125
4849,24.65775,32.877,41.09625
4850,31.758,42.344,52.93
4851,32.883,43.844,54.805
4852,40.8255,54.434,68.0425
4853,64.0545,85.406,106.7575
4854,90.3885,120.518,150.6475
4855,131.172,174.896,218.62
4856,179.84175,239.789,299.73625
4857,137.367,183.156,228.945
4858,93.30375,124.405,155.50625
4859,86.98425,115.979,144.97375
4860,86.28075,115.041,143.80125
4861,93.0555,124.074,155.0925
4862,114.042,152.056,190.07
4863,118.191,157.588,196.985
4864,137.0745,182.766,228.4575
4865,154.60275,206.137,257.67125
4866,199.21125,265.615,332.01875
4867,191.61525,255.487,319.35875
4868,134.98575,179.981,224.97625
4869,8.604,11.472,14.34
4870,41.67225,55.563,69.45375
4871,27.693,36.924,46.155
4872,26.81025,35.747,44.68375
4873,34.25625,45.675,57.09375
4874,34.698,46.264,57.83
4875,4.13175,5.509,6.88625
4876,44.271,59.028,73.785
4877,54.171,72.228,90.285
4878,91.8045,122.406,153.0075
4879,158.70075,211.601,264.50125
4880,195.408,260.544,325.68
4881,179.57325,239.431,299.28875
4882,120.84075,161.121,201.40125
4883,7.623,10.164,12.705
4884,78.9765,105.302,131.6275
4885,8.28225,11.043,13.80375
4886,91.04475,121.393,151.74125
