meta,low,base,high
hour,typical_year,typical_year,typical_year
1755,42.89025,57.187,71.48375
1756,45.3735,60.498,75.6225
1757,51.60075,68.801,86.00125
1758,76.098,101.464,126.83
1759,152.18475,202.913,253.64125
1760,183.02025,244.027,305.03375
1761,162.00225,216.003,270.00375
1762,122.09625,162.795,203.49375
1763,79.593,106.124,132.655
1764,86.706,115.608,144.51
1765,7.68975,10.253,12.81625
1766,76.7685,102.358,127.9475
1767,94.6395,126.186,157.7325
1768,102.942,137.256,171.57
1769,133.0815,177.442,221.8025
1770,167.0595,222.746,278.4325
1771,194.78775,259.717,324.64625
1772,191.80575,255.741,319.67625
1773,137.32425,183.099,228.87375
1774,51.37575,68.501,85.62625
1775,32.14275,42.857,53.57125
1776,13.0095,17.346,21.6825
1777,15.771,21.028,26.285
1778,26.6535,35.538,44.4225
1779,35.6145,47.486,59.3575
1780,43.88775,58.517,73.14625
1781,5.805,7.74,9.675
1782,94.88325,126.511,158.13875
1783,162.78075,217.041,271.30125
1784,201.8685,269.158,336.4475
1785,179.00025,238.667,298.33375
1786,112.1685,149.558,186.9475
1787,67.38825,89.851,112.31375
1788,69.05175,92.069,115.08625
1789,93.228,124.304,155.38
1790,89.41875,119.225,149.03125
1791,92.80725,123.743,154.67875
1792,107.01525,142.687,178.35875
1793,153.23475,204.313,255.39125
1794,194.50725,259.343,324.17875
1795,218.946,291.928,364.91
1796,202.749,270.332,337.915
1797,138.83625,185.115,231.39375
1798,6.4305,8.574,10.7175
1799,32.58075,43.441,54.30125
1800,12.8415,17.122,21.4025
1801,17.607,23.476,29.345
1802,1.6905,2.254,2.8175
1803,27.66075,36.881,46.10125
1804,42.6405,56.854,71.0675
1805,55.377,73.836,92.295
1806,92.3985,123.198,153.9975
1807,13.08225,17.443,21.80375
1808,161.049,214.732,268.415
1809,150.32475,200.433,250.54125
1810,111.42225,148.563,185.70375
1811,97.36275,129.817,162.27125
1812,99.36375,132.485,165.60625
1813,10.16325,13.551,16.93875
1814,123.77625,165.035,206.29375
1815,123.8055,165.074,206.3425
1816,150.99525,201.327,251.65875
1817,148.20825,197.611,247.01375
1818,170.91375,227.885,284.85625
1819,164.283,219.044,273.805
1820,116.96625,155.955,194.94375
1821,82.2495,109.666,137.0825
1822,52.15725,69.543,86.92875
1823,31.73475,42.313,52.89125
1824,28.21125,37.615,47.01875
1825,32.4765,43.302,54.1275
1826,32.12625,42.835,53.54375
1827,41.59275,55.457,69.32125
1828,38.28525,51.047,63.80875
1829,50.6085,67.478,84.3475
1830,85.2405,113.654,142.0675
1831,117.86625,157.155,196.44375
1832,137.98425,183.979,229.97375
1833,125.2965,167.062,208.8275
1834,106.67625,142.235,177.79375
1835,10.28925,13.719,17.14875
1836,107.57775,143.437,179.29625
1837,105.009,140.012,175.015
1838,108.56925,144.759,180.94875
1839,125.65725,167.543,209.42875
1840,157.518,210.024,262.53
1841,174.23775,232.317,290.39625
1842,187.008,249.344,311.68
1843,158.844,211.792,264.74
1844,142.086,189.448,236.81
1845,97.9515,130.602,163.2525
1846,50.00175,66.669,83.33625
1847,22.81125,30.415,38.01875
1848,25.881,34.508,43.135
1849,34.54275,46.057,57.57125
1850,37.8645,50.486,63.1075
1851,40.266,53.688,67.11
1852,59.127,78.836,98.545
1853,71.79225,95.723,119.65375
1854,104.39175,139.189,173.98625
1855,195.18825,260.251,325.31375
1856,196.00875,261.345,326.68125
1857,153.7455,204.994,256.2425
1858,99.22425,132.299,165.37375
1859,78.93225,105.243,131.55375
1860,73.52175,98.029,122.53625
1861,6.90075,9.201,11.50125
1862,70.2195,93.626,117.0325
1863,97.47075,129.961,162.45125
1864,112.69125,150.255,187.81875
1865,135.597,180.796,225.995
1866,180.318,240.424,300.53
1867,199.851,266.468,333.085
1868,147.75675,197.009,246.26125
1869,96.5235,128.698,160.8725
1870,45.23925,60.319,75.39875
1871,17.30175,23.069,28.83625
1872,13.026,17.368,21.71
1873,18.16425,24.219,30.27375
1874,29.6085,39.478,49.3475
1875,33.342,44.456,55.57
1876,37.068,49.424,61.78
1877,53.05425,70.739,88.42375
1878,100.9905,134.654,168.3175
1879,164.13675,218.849,273.56125
1880,205.48725,273.983,342.47875
1881,153.20025,204.267,255.33375
1882,100.596,134.128,167.66
1883,97.191,129.588,161.985
1884,81.66825,108.891,136.11375
1885,81.519,108.692,135.865
1886,78.58425,104.779,130.97375
1887,94.9515,126.602,158.2525
1888,116.84025,155.787,194.73375
1889,136.24575,181.661,227.07625
1890,182.55225,243.403,304.25375
1891,20.69025,27.587,34.48375
1892,176.871,235.828,294.785
1893,11.14725,14.863,18.57875
1894,56.13975,74.853,93.56625
1895,31.023,41.364,51.705
1896,27.04425,36.059,45.07375
1897,29.30475,39.073,48.84125
1898,30.89175,41.189,51.48625
1899,33.23475,44.313,55.39125
1900,41.823,55.764,69.705
1901,46.12125,61.495,76.86875
1902,84.1485,112.198,140.2475
1903,159.65775,212.877,266.09625
1904,184.34625,245.795,307.24375
1905,168.00675,224.009,280.01125
1906,134.9235,179.898,224.8725
1907,80.72925,107.639,134.54875
1908,65.661,87.548,109.435
1909,78.8565,105.142,131.4275
1910,79.41225,105.883,132.35375
1911,94.221,125.628,157.035
1912,112.29225,149.723,187.15375
1913,154.29225,205.723,257.15375
1914,189.72225,252.963,316.20375
1915,201.85275,269.137,336.42125
1916,179.778,239.704,299.63
1917,109.12875,145.505,181.88125
1918,56.22975,74.973,93.71625
1919,28.40775,37.877,47.34625
1920,17.40375,23.205,29.00625
1921,31.6815,42.242,52.8025
1922,3.46575,4.621,5.77625
1923,38.37075,51.161,63.95125
1924,41.18325,54.911,68.63875
1925,58.8435,78.458,98.0725
1926,84.37275,112.497,140.62125
1927,152.52225,203.363,254.20375
1928,189.162,252.216,315.27
1929,198.669,264.892,331.115
1930,102.19575,136.261,170.32625
1931,7.302,9.736,12.17
1932,81.85125,109.135,136.41875
1933,77.0565,102.742,128.4275
1934,80.89725,107.863,134.82875
1935,88.524,118.032,147.54
1936,104.20425,138.939,173.67375
1937,143.094,190.792,238.49
1938,200.76075,267.681,334.60125
1939,21.40875,28.545,35.68125
1940,188.03925,250.719,313.39875
1941,114.77325,153.031,191.28875
1942,56.54175,75.389,94.23625
1943,32.2365,42.982,53.7275
1944,15.19725,20.263,25.32875
1945,16.57425,22.099,27.62375
1946,20.21025,26.947,33.68375
1947,37.19325,49.591,61.98875
1948,39.74325,52.991,66.23875
1949,53.6265,71.502,89.3775
1950,109.24425,145.659,182.07375
1951,165.10575,220.141,275.17625
1952,208.2315,277.642,347.0525
1953,198.3135,264.418,330.5225
1954,124.64775,166.197,207.74625
1955,76.146,101.528,126.91
1956,78.9885,105.318,131.6475
1957,78.8895,105.186,131.4825
1958,80.00925,106.679,133.34875
1959,102.23325,136.311,170.38875
1960,100.90425,134.539,168.17375
1961,128.84325,171.791,214.73875
1962,18.801,25.068,31.335
1963,240.552,320.736,400.92
1964,194.913,259.884,324.855
1965,127.932,170.576,213.22
1966,51.4545,68.606,85.7575
1967,2.22375,2.965,3.70625
1968,24.963,33.284,41.605
1969,3.03225,4.043,5.05375
1970,30.92325,41.231,51.53875
1971,30.6705,40.894,51.1175
1972,48.084,64.112,80.14
1973,70.3935,93.858,117.3225
1974,108.40275,144.537,180.67125
1975,116.88075,155.841,194.80125
1976,133.53075,178.041,222.55125
1977,120.6585,160.878,201.0975
1978,133.254,177.672,222.09
1979,101.4135,135.218,169.0225
1980,105.4365,140.582,175.7275
1981,124.407,165.876,207.345
1982,116.577,155.436,194.295
1983,133.84125,178.455,223.06875
1984,129.579,172.772,215.965
1985,136.4085,181.878,227.3475
1986,164.47425,219.299,274.12375
1987,171.63975,228.853,286.06625
1988,129.7965,173.062,216.3275
1989,85.68675,114.249,142.81125
1990,54.528,72.704,90.88
1991,35.67525,47.567,59.45875
1992,27.318,36.424,45.53
1993,32.89725,43.863,54.82875
1994,36.49425,48.659,60.82375
1995,3.894,5.192,6.49
1996,45.15825,60.211,75.26375
1997,58.029,77.372,96.715
1998,76.977,102.636,128.295
1999,124.7955,166.394,207.9925
2000,143.45025,191.267,239.08375
2001,12.67125,16.895,21.11875
2002,109.98675,146.649,183.31125
2003,94.8795,126.506,158.1325
2004,106.34175,141.789,177.23625
2005,96.867,129.156,161.445
2006,102.684,136.912,171.14
2007,110.0895,146.786,183.4825
2008,158.97975,211.973,264.96625
2009,147.783,197.044,246.305
2010,171.591,228.788,285.985
2011,157.6245,210.166,262.7075
2012,128.36475,171.153,213.94125
2013,102.29925,136.399,170.49875
2014,64.017,85.356,106.695
2015,39.1365,52.182,65.2275
2016,25.272,33.696,42.12
2017,33.22875,44.305,55.38125
2018,35.6415,47.522,59.4025
2019,34.85625,46.475,58.09375
2020,45.5955,60.794,75.9925
2021,50.13675,66.849,83.56125
2022,102.003,136.004,170.005
2023,17.06775,22.757,28.44625
2024,191.37525,255.167,318.95875
2025,164.04525,218.727,273.40875
2026,100.431,133.908,167.385
2027,93.27825,124.371,155.46375
2028,93.6795,124.906,156.1325
2029,75.372,100.496,125.62
2030,77.1015,102.802,128.5025
2031,113.604,151.472,189.34
2032,108.912,145.216,181.52
2033,131.0445,174.726,218.4075
2034,196.464,261.952,327.44
2035,20.62275,27.497,34.37125
2036,183.21525,244.287,305.35875
2037,106.572,142.096,177.62
2038,36.57075,48.761,60.95125
2039,12.7395,16.986,21.2325
2040,12.48975,16.653,20.81625
2041,17.87475,23.833,29.79125
2042,30.25125,40.335,50.41875
2043,31.56975,42.093,52.61625
2044,36.6045,48.806,61.0075
2045,49.88625,66.515,83.14375
2046,99.38775,132.517,165.64625
2047,166.09275,221.457,276.82125
2048,195.1305,260.174,325.2175
2049,171.30075,228.401,285.50125
2050,127.33575,169.781,212.22625
2051,96.19125,128.255,160.31875
2052,76.11225,101.483,126.85375
2053,81.1455,108.194,135.2425
2054,87.92475,117.233,146.54125
2055,94.95225,126.603,158.25375
2056,11.03925,14.719,18.39875
2057,141.1965,188.262,235.3275
2058,191.75325,255.671,319.58875
2059,199.9395,266.586,333.2325
2060,180.8505,241.134,301.4175
2061,122.77875,163.705,204.63125
2062,6.54975,8.733,10.91625
2063,22.5645,30.086,37.6075
2064,30.9855,41.314,51.6425
2065,29.48925,39.319,49.14875
2066,35.5665,47.422,59.2775
2067,38.89575,51.861,64.82625
2068,38.721,51.628,64.535
2069,57.8835,77.178,96.4725
2070,97.9035,130.538,163.1725
2071,171.432,228.576,285.72
2072,205.49625,273.995,342.49375
2073,172.15725,229.543,286.92875
2074,106.12575,141.501,176.87625
2075,88.99125,118.655,148.31875
2076,91.37175,121.829,152.28625
2077,93.08175,124.109,155.13625
2078,83.57025,111.427,139.28375
2079,89.271,119.028,148.785
2080,103.24725,137.663,172.07875
2081,141.23175,188.309,235.38625
2082,205.38825,273.851,342.31375
2083,218.31375,291.085,363.85625
2084,170.47575,227.301,284.12625
2085,111.42525,148.567,185.70875
2086,5.7345,7.646,9.5575
2087,31.2345,41.646,52.0575
2088,1.254,1.672,2.09
2089,21.633,28.844,36.055
2090,24.35775,32.477,40.59625
2091,37.90275,50.537,63.17125
2092,53.622,71.496,89.37
2093,48.897,65.196,81.495
2094,8.3775,11.17,13.9625
2095,176.4015,235.202,294.0025
2096,181.617,242.156,302.695
2097,150.21525,200.287,250.35875
2098,10.158,13.544,16.93
2099,82.17525,109.567,136.95875
2100,7.63275,10.177,12.72125
2101,7.041,9.388,11.735
2102,67.01625,89.355,111.69375
2103,85.73925,114.319,142.89875
2104,100.4415,133.922,167.4025
2105,142.04025,189.387,236.73375
2106,187.557,250.076,312.595
2107,216.35475,288.473,360.59125
2108,179.523,239.364,299.205
2109,104.97075,139.961,174.95125
2110,56.1285,74.838,93.5475
2111,31.497,41.996,52.495
2112,27.45225,36.603,45.75375
2113,32.46825,43.291,54.11375
2114,37.96125,50.615,63.26875
2115,41.184,54.912,68.64
2116,43.94775,58.597,73.24625
2117,54.651,72.868,91.085
2118,107.02275,142.697,178.37125
2119,191.51175,255.349,319.18625
2120,211.7205,282.294,352.8675
2121,154.25475,205.673,257.09125
2122,111.6885,148.918,186.1475
2123,90.1335,120.178,150.2225
2124,85.62525,114.167,142.70875
2125,70.0245,93.366,116.7075
2126,78.18225,104.243,130.30375
2127,92.23875,122.985,153.73125
2128,128.4315,171.242,214.0525
2129,150.48375,200.645,250.80625
2130,177.02625,236.035,295.04375
2131,210.948,281.264,351.58
2132,173.118,230.824,288.53
2133,112.56525,150.087,187.60875
2134,61.06875,81.425,101.78125
2135,35.9565,47.942,59.9275
2136,31.704,42.272,52.84
2137,34.731,46.308,57.885
2138,37.824,50.432,63.04
2139,36.56175,48.749,60.93625
2140,45.11175,60.149,75.18625
2141,59.4795,79.306,99.1325
2142,10.24275,13.657,17.07125
2143,135.8715,181.162,226.4525
2144,146.32425,195.099,243.87375
2145,137.5155,183.354,229.1925
2146,11.499,15.332,19.165
2147,102.04725,136.063,170.07875
2148,89.87925,119.839,149.79875
2149,90.59475,120.793,150.99125
2150,109.37175,145.829,182.28625
2151,146.1345,194.846,243.5575
2152,12.82425,17.099,21.37375
2153,145.413,193.884,242.355
2154,163.78725,218.383,272.97875
2155,163.30425,217.739,272.17375
2156,117.94125,157.255,196.56875
2157,66.22125,88.295,110.36875
2158,3.8835,5.178,6.4725
2159,22.06875,29.425,36.78125
2160,17.11725,22.823,28.52875
2161,19.17375,25.565,31.95625
2162,31.917,42.556,53.195
2163,36.51075,48.681,60.85125
2164,48.8985,65.198,81.4975
2165,57.85125,77.135,96.41875
2166,9.39375,12.525,15.65625
2167,127.986,170.648,213.31
2168,145.4835,193.978,242.4725
2169,14.09325,18.791,23.48875
2170,138.153,184.204,230.255
2171,10.1535,13.538,16.9225
2172,88.053,117.404,146.755
2173,109.56225,146.083,182.60375
2174,133.42875,177.905,222.38125
2175,117.6915,156.922,196.1525
2176,14.96925,19.959,24.94875
2177,163.2945,217.726,272.1575
2178,170.268,227.024,283.78
2179,164.652,219.536,274.42
2180,141.6195,188.826,236.0325
2181,110.74425,147.659,184.57375
2182,54.68775,72.917,91.14625
2183,31.57425,42.099,52.62375
2184,20.718,27.624,34.53
2185,30.54525,40.727,50.90875
2186,34.99575,46.661,58.32625
2187,34.659,46.212,57.765
2188,48.38775,64.517,80.64625
2189,61.623,82.164,102.705
2190,93.168,124.224,155.28
2191,156.2715,208.362,260.4525
2192,202.398,269.864,337.33
2193,174.759,233.012,291.265
2194,108.98625,145.315,181.64375
2195,81.67875,108.905,136.13125
2196,6.9525,9.27,11.5875
2197,66.8955,89.194,111.4925
2198,80.892,107.856,134.82
2199,102.43425,136.579,170.72375
2200,128.06325,170.751,213.43875
2201,171.834,229.112,286.39
2202,202.89975,270.533,338.16625
2203,206.3415,275.122,343.9025
2204,167.62725,223.503,279.37875
2205,101.4105,135.214,169.0175
2206,50.50575,67.341,84.17625
2207,33.12375,44.165,55.20625
2208,28.56075,38.081,47.60125
2209,34.87425,46.499,58.12375
2210,32.022,42.696,53.37
2211,35.98125,47.975,59.96875
2212,45.25725,60.343,75.42875
2213,59.4165,79.222,99.0275
2214,97.6545,130.206,162.7575
2215,150.1545,200.206,250.2575
2216,192.0135,256.018,320.0225
2217,160.4445,213.926,267.4075
2218,124.76175,166.349,207.93625
2219,8.7375,11.65,14.5625
2220,6.6705,8.894,11.1175
2221,83.9235,111.898,139.8725
2222,76.506,102.008,127.51
2223,107.56875,143.425,179.28125
2224,104.46825,139.291,174.11375
2225,133.4085,177.878,222.3475
2226,186.57975,248.773,310.96625
2227,219.10275,292.137,365.17125
2228,171.609,228.812,286.015
2229,120.73125,160.975,201.21875
2230,50.67525,67.567,84.45875
2231,28.17525,37.567,46.95875
2232,30.0495,40.066,50.0825
2233,27.42525,36.567,45.70875
2234,31.50675,42.009,52.51125
2235,32.36025,43.147,53.93375
2236,39.306,52.408,65.51
2237,55.2645,73.686,92.1075
2238,101.7435,135.658,169.5725
2239,176.01525,234.687,293.35875
2240,206.58075,275.441,344.30125
2241,183.42675,244.569,305.71125
2242,104.97375,139.965,174.95625
2243,88.56675,118.089,147.61125
2244,71.241,94.988,118.735
2245,68.21475,90.953,113.69125
2246,77.77125,103.695,129.61875
2247,91.347,121.796,152.245
2248,124.14825,165.531,206.91375
2249,151.60575,202.141,252.67625
2250,206.08425,274.779,343.47375
2251,210.2685,280.358,350.4475
2252,178.33275,237.777,297.22125
2253,123.40125,164.535,205.66875
2254,47.283,63.044,78.805
2255,17.9055,23.874,29.8425
2256,27.7695,37.026,46.2825
2257,37.653,50.204,62.755
2258,36.627,48.836,61.045
2259,41.544,55.392,69.24
2260,48.8265,65.102,81.3775
2261,4.839,6.452,8.065
2262,79.14975,105.533,131.91625
2263,145.48275,193.977,242.47125
2264,200.5395,267.386,334.2325
2265,169.1535,225.538,281.9225
2266,124.71225,166.283,207.85375
2267,73.4505,97.934,122.4175
2268,71.286,95.048,118.81
2269,77.643,103.524,129.405
2270,104.43075,139.241,174.05125
2271,92.02275,122.697,153.37125
2272,110.52225,147.363,184.20375
2273,14.80575,19.741,24.67625
2274,200.46675,267.289,334.11125
2275,234.5295,312.706,390.8825
2276,175.0965,233.462,291.8275
2277,117.903,157.204,196.505
2278,64.806,86.408,108.01
2279,33.3735,44.498,55.6225
2280,11.46225,15.283,19.10375
2281,23.3745,31.166,38.9575
2282,40.737,54.316,67.895
2283,36.08625,48.115,60.14375
2284,38.514,51.352,64.19
2285,61.08525,81.447,101.80875
2286,101.85225,135.803,169.75375
2287,157.4055,209.874,262.3425
2288,212.40375,283.205,354.00625
2289,171.99375,229.325,286.65625
2290,96.64875,128.865,161.08125
2291,80.7435,107.658,134.5725
2292,71.15025,94.867,118.58375
2293,65.877,87.836,109.795
2294,92.157,122.876,153.595
2295,94.01775,125.357,156.69625
2296,114.58125,152.775,190.96875
2297,136.67475,182.233,227.79125
2298,191.14725,254.863,318.57875
2299,211.164,281.552,351.94
2300,187.68675,250.249,312.81125
2301,112.98525,150.647,188.30875
2302,55.656,74.208,92.76
2303,18.61725,24.823,31.02875
2304,29.40525,39.207,49.00875
2305,33.003,44.004,55.005
2306,36.342,48.456,60.57
2307,38.6685,51.558,64.4475
2308,50.2185,66.958,83.6975
2309,59.50275,79.337,99.17125
2310,91.37625,121.835,152.29375
2311,114.48975,152.653,190.81625
2312,131.5095,175.346,219.1825
2313,133.01325,177.351,221.68875
2314,110.67675,147.569,184.46125
2315,85.77825,114.371,142.96375
2316,84.61575,112.821,141.02625
2317,9.7905,13.054,16.3175
2318,120.33975,160.453,200.56625
2319,125.58225,167.443,209.30375
2320,123.08475,164.113,205.14125
2321,157.34175,209.789,262.23625
2322,187.7295,250.306,312.8825
2323,175.61025,234.147,292.68375
2324,140.7555,187.674,234.5925
2325,109.1955,145.594,181.9925
2326,55.5045,74.006,92.5075
2327,24.57075,32.761,40.95125
2328,14.67825,19.571,24.46375
2329,18.276,24.368,30.46
2330,18.9915,25.322,31.6525
2331,28.9635,38.618,48.2725
2332,42.8655,57.154,71.4425
2333,52.40325,69.871,87.33875
2334,83.63175,111.509,139.38625
2335,120.85725,161.143,201.42875
2336,131.70075,175.601,219.50125
2337,102.49725,136.663,170.82875
2338,98.18025,130.907,163.63375
2339,84.27375,112.365,140.45625
2340,89.5665,119.422,149.2775
2341,103.91025,138.547,173.18375
2342,130.479,173.972,217.465
2343,123.513,164.684,205.855
2344,150.44475,200.593,250.74125
2345,177.9585,237.278,296.5975
2346,175.35075,233.801,292.25125
2347,158.86575,211.821,264.77625
2348,131.0715,174.762,218.4525
2349,8.90475,11.873,14.84125
2350,54.534,72.712,90.89
2351,41.02125,54.695,68.36875
2352,15.7035,20.938,26.1725
2353,26.9415,35.922,44.9025
2354,30.12225,40.163,50.20375
2355,30.95925,41.279,51.59875
2356,37.52325,50.031,62.53875
2357,54.73425,72.979,91.22375
2358,84.606,112.808,141.01
2359,167.04375,222.725,278.40625
2360,22.854,30.472,38.09
2361,166.44825,221.931,277.41375
2362,115.6365,154.182,192.7275
2363,85.37475,113.833,142.29125
2364,65.52975,87.373,109.21625
2365,72.207,96.276,120.345
2366,86.922,115.896,144.87
2367,104.53725,139.383,174.22875
2368,105.5505,140.734,175.9175
2369,14.75625,19.675,24.59375
2370,195.0105,260.014,325.0175
2371,212.04825,282.731,353.41375
2372,183.89625,245.195,306.49375
2373,108.98775,145.317,181.64625
2374,51.49575,68.661,85.82625
2375,31.62975,42.173,52.71625
2376,25.95225,34.603,43.25375
2377,3.40575,4.541,5.67625
2378,39.55725,52.743,65.92875
2379,4.55025,6.067,7.58375
2380,40.49475,53.993,67.49125
2381,51.02175,68.029,85.03625
2382,88.9485,118.598,148.2475
2383,168.288,224.384,280.48
2384,192.492,256.656,320.82
2385,142.28175,189.709,237.13625
2386,91.99125,122.655,153.31875
2387,73.074,97.432,121.79
2388,82.56975,110.093,137.61625
2389,65.45475,87.273,109.09125
2390,70.641,94.188,117.735
2391,112.96275,150.617,188.27125
2392,102.1065,136.142,170.1775
2393,124.93725,166.583,208.22875
2394,182.65125,243.535,304.41875
2395,220.52475,294.033,367.54125
2396,176.124,234.832,293.54
2397,12.30075,16.401,20.50125
2398,65.58075,87.441,109.30125
2399,28.5105,38.014,47.5175
2400,26.2095,34.946,43.6825
2401,29.328,39.104,48.88
2402,32.39325,43.191,53.98875
2403,42.00225,56.003,70.00375
2404,44.202,58.936,73.67
2405,59.451,79.268,99.085
2406,97.30125,129.735,162.16875
2407,167.976,223.968,279.96
2408,22.01775,29.357,36.69625
2409,171.44175,228.589,285.73625
2410,94.88925,126.519,158.14875
2411,83.65575,111.541,139.42625
2412,92.25525,123.007,153.75875
2413,71.9685,95.958,119.9475
2414,91.227,121.636,152.045
2415,94.70625,126.275,157.84375
2416,112.33875,149.785,187.23125
2417,143.86125,191.815,239.76875
2418,204.95175,273.269,341.58625
2419,236.45925,315.279,394.09875
2420,175.22775,233.637,292.04625
2421,130.93275,174.577,218.22125
2422,61.77825,82.371,102.96375
2423,34.77675,46.369,57.96125
2424,13.2345,17.646,22.0575
2425,23.62725,31.503,39.37875
2426,42.162,56.216,70.27
2427,32.8785,43.838,54.7975
2428,41.7735,55.698,69.6225
2429,59.60775,79.477,99.34625
2430,104.68125,139.575,174.46875
2431,176.03475,234.713,293.39125
2432,210.65475,280.873,351.09125
2433,175.48425,233.979,292.47375
2434,111.00225,148.003,185.00375
2435,77.856,103.808,129.76
2436,67.05675,89.409,111.76125
2437,89.553,119.404,149.255
2438,76.827,102.436,128.045
2439,10.06575,13.421,16.77625
2440,106.93275,142.577,178.22125
2441,137.92725,183.903,229.87875
2442,18.73875,24.985,31.23125
2443,205.06125,273.415,341.76875
2444,179.13375,238.845,298.55625
2445,125.388,167.184,208.98
2446,46.62525,62.167,77.70875
2447,20.7465,27.662,34.5775
2448,28.857,38.476,48.095
2449,37.3605,49.814,62.2675
2450,34.64025,46.187,57.73375
2451,38.02275,50.697,63.37125
2452,38.83275,51.777,64.72125
2453,53.38125,71.175,88.96875
2454,105.02625,140.035,175.04375
2455,179.24925,238.999,298.74875
2456,201.32775,268.437,335.54625
2457,160.932,214.576,268.22
2458,106.01025,141.347,176.68375
2459,84.69825,112.931,141.16375
2460,81.411,108.548,135.685
2461,101.04225,134.723,168.40375
2462,9.0525,12.07,15.0875
2463,98.10825,130.811,163.51375
2464,8.82525,11.767,14.70875
2465,139.83975,186.453,233.06625
2466,196.59825,262.131,327.66375
2467,232.99425,310.659,388.32375
2468,194.72775,259.637,324.54625
2469,11.32275,15.097,18.87125
2470,52.287,69.716,87.145
2471,19.72725,26.303,32.87875
2472,13.19925,17.599,21.99875
2473,17.88075,23.841,29.80125
2474,24.021,32.028,40.035
2475,35.2515,47.002,58.7525
2476,48.486,64.648,80.81
2477,57.6795,76.906,96.1325
2478,87.11175,116.149,145.18625
2479,119.634,159.512,199.39
2480,173.6295,231.506,289.3825
2481,13.56825,18.091,22.61375
2482,118.206,157.608,197.01
2483,106.11525,141.487,176.85875
2484,97.38075,129.841,162.30125
2485,91.90125,122.535,153.16875
2486,11.22225,14.963,18.70375
2487,123.9165,165.222,206.5275
2488,129.79275,173.057,216.32125
2489,146.409,195.212,244.015
2490,169.62525,226.167,282.70875
2491,17.43975,23.253,29.06625
2492,126.642,168.856,211.07
2493,88.81875,118.425,148.03125
2494,5.99925,7.999,9.99875
2495,35.3415,47.122,58.9025
2496,1.45275,1.937,2.42125
2497,27.798,37.064,46.33
2498,31.54275,42.057,52.57125
2499,37.0935,49.458,61.8225
2500,45.2415,60.322,75.4025
2501,60.186,80.248,100.31
2502,103.50075,138.001,172.50125
2503,127.818,170.424,213.03
2504,15.43575,20.581,25.72625
2505,13.09425,17.459,21.82375
2506,112.76625,150.355,187.94375
2507,105.6405,140.854,176.0675
2508,100.458,133.944,167.43
2509,84.933,113.244,141.555
2510,100.4685,133.958,167.4475
2511,119.928,159.904,199.88
2512,14.61975,19.493,24.36625
2513,164.6745,219.566,274.4575
2514,19.67625,26.235,32.79375
2515,169.06875,225.425,281.78125
2516,130.61325,174.151,217.68875
2517,79.86975,106.493,133.11625
2518,55.53075,74.041,92.55125
2519,38.58975,51.453,64.31625
2520,15.4335,20.578,25.7225
2521,18.5895,24.786,30.9825
2522,2.607,3.476,4.345
2523,45.279,60.372,75.465
2524,45.9195,61.226,76.5325
2525,48.7665,65.022,81.2775
2526,90.69225,120.923,151.15375
2527,170.2185,226.958,283.6975
2528,199.77225,266.363,332.95375
2529,166.7955,222.394,277.9925
2530,107.20725,142.943,178.67875
2531,83.59875,111.465,139.33125
2532,81.951,109.268,136.585
2533,70.41075,93.881,117.35125
2534,80.44125,107.255,134.06875
2535,97.743,130.324,162.905
2536,117.879,157.172,196.465
2537,136.944,182.592,228.24
2538,187.41375,249.885,312.35625
2539,219.57375,292.765,365.95625
2540,178.05375,237.405,296.75625
2541,117.57375,156.765,195.95625
2542,52.78875,70.385,87.98125
2543,34.79475,46.393,57.99125
2544,26.87175,35.829,44.78625
2545,35.298,47.064,58.83
2546,37.34775,49.797,62.24625
2547,37.9635,50.618,63.2725
2548,39.2415,52.322,65.4025
2549,4.85625,6.475,8.09375
2550,96.6705,128.894,161.1175
2551,165.82575,221.101,276.37625
2552,22.143,29.524,36.905
2553,175.377,233.836,292.295
2554,108.40125,144.535,180.66875
2555,87.40725,116.543,145.67875
2556,7.392,9.856,12.32
2557,89.223,118.964,148.705
2558,84.447,112.596,140.745
2559,108.11475,144.153,180.19125
2560,109.92675,146.569,183.21125
2561,128.57925,171.439,214.29875
2562,180.38475,240.513,300.64125
2563,206.62875,275.505,344.38125
2564,176.424,235.232,294.04
2565,107.277,143.036,178.795
2566,44.86125,59.815,74.76875
2567,23.81775,31.757,39.69625
2568,12.303,16.404,20.505
2569,23.763,31.684,39.605
2570,25.84725,34.463,43.07875
2571,38.166,50.888,63.61
2572,46.3365,61.782,77.2275
2573,73.8135,98.418,123.0225
2574,82.59525,110.127,137.65875
2575,14.80575,19.741,24.67625
2576,20.70975,27.613,34.51625
2577,18.492,24.656,30.82
2578,101.373,135.164,168.955
2579,80.75775,107.677,134.59625
2580,6.8265,9.102,11.3775
2581,7.32075,9.761,12.20125
2582,85.82925,114.439,143.04875
2583,97.953,130.604,163.255
2584,110.71875,147.625,184.53125
2585,140.50425,187.339,234.17375
2586,202.63275,270.177,337.72125
2587,210.078,280.104,350.13
2588,167.9085,223.878,279.8475
2589,133.5435,178.058,222.5725
2590,57.9285,77.238,96.5475
2591,32.01075,42.681,53.35125
2592,30.86775,41.157,51.44625
2593,37.26675,49.689,62.11125
2594,35.07825,46.771,58.46375
2595,40.134,53.512,66.89
2596,48.46875,64.625,80.78125
2597,64.5705,86.094,107.6175
2598,86.89875,115.865,144.83125
