meta;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1
hour;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035
1685;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1686;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1687;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1688;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1689;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1690;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1691;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1692;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1693;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1694;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1695;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1696;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1697;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1698;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1699;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1700;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1701;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1702;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1703;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1704;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1705;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1706;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1707;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1708;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1709;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1710;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1711;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1712;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1713;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1714;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1715;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1716;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1717;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1718;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1719;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1720;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1721;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1722;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1723;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1724;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1725;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1726;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1727;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1728;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1729;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1730;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1731;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1732;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1733;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1734;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1735;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1736;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1737;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1738;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1739;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1740;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1741;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1742;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1743;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1744;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1745;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1746;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1747;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1748;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1749;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1750;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1751;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1752;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1753;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1754;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1755;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1756;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1757;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1758;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1759;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1760;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1761;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1762;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1763;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1764;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1765;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1766;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1767;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1768;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1769;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1770;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1771;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1772;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1773;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1774;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1775;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1776;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1777;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1778;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1779;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1780;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1781;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1782;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1783;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1784;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1785;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1786;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1787;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1788;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1789;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1790;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1791;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1792;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1793;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1794;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1795;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1796;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1797;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1798;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1799;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1800;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1801;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1802;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1803;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1804;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1805;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1806;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1807;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1808;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1809;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1810;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1811;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1812;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1813;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1814;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1815;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1816;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1817;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1818;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1819;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1820;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1821;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1822;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1823;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1824;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1825;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1826;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1827;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1828;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1829;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1830;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1831;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1832;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1833;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1834;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1835;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1836;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1837;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1838;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1839;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1840;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1841;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1842;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1843;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1844;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1845;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1846;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1847;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1848;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1849;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1850;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1851;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1852;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1853;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1854;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1855;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1856;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1857;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1858;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1859;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1860;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1861;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1862;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1863;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1864;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1865;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1866;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1867;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1868;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1869;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1870;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1871;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1872;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1873;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1874;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1875;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1876;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1877;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1878;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1879;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1880;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1881;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1882;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1883;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1884;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1885;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1886;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1887;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1888;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1889;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1890;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1891;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1892;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1893;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1894;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1895;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1896;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1897;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1898;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1899;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1900;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1901;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1902;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1903;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1904;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1905;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1906;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1907;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1908;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1909;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1910;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1911;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1912;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1913;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1914;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1915;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1916;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1917;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1918;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1919;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1920;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1921;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1922;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1923;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1924;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1925;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1926;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1927;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1928;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1929;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1930;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1931;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1932;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1933;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1934;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1935;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1936;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1937;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1938;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1939;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1940;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1941;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1942;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1943;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1944;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1945;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1946;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1947;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1948;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1949;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1950;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1951;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1952;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1953;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1954;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1955;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1956;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1957;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1958;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1959;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1960;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1961;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1962;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1963;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1964;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1965;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1966;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1967;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1968;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1969;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1970;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1971;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1972;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1973;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1974;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1975;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
1976;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
1977;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
1978;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
1979;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
1980;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
1981;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
1982;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
1983;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
1984;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167;55,167
1985;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387;72,387
1986;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067;80,067
1987;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965;69,965
1988;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829;51,829
1989;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709;51,709
1990;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1991;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1992;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1993;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941;18,941
1994;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1995;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101;17,101
1996;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381;41,381
1997;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165;34,165
1998;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465;51,465
1999;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629;63,629
2000;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661;52,661
2001;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951;56,951
2002;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119;57,119
2003;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259;52,259
2004;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623;42,623
2005;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487;43,487
2006;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327;41,327
2007;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127;48,127
