meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
hour,2026,2027,2028,2029,2030
,Solar,Solar,Solar,Solar,Solar
4556,0,0,0,0,0
4557,0,0,0,0,0
4558,0,0,0,0,0
4559,0,0,0,0,0
4560,0,0,0,0,0
4561,0,0,0,0,0
4562,0,0,0,0,0
4563,0,0,0,0,0
4564,0,0,0,0,0
4565,0,0,0,0,0
4566,0.02468,0.02468,0.02468,0.02468,0.02468
4567,0.1259,0.1259,0.1259,0.1259,0.1259
4568,0.19808,0.19808,0.19808,0.19808,0.19808
4569,0.25501,0.25501,0.25501,0.25501,0.25501
4570,0.19641,0.19641,0.19641,0.19641,0.19641
4571,0.60481,0.60481,0.60481,0.60481,0.60481
4572,0.5775,0.5775,0.5775,0.5775,0.5775
4573,0.57467,0.57467,0.57467,0.57467,0.57467
4574,0.51376,0.51376,0.51376,0.51376,0.51376
4575,0.41154,0.41154,0.41154,0.41154,0.41154
4576,0.22866,0.22866,0.22866,0.22866,0.22866
4577,0.06097,0.06097,0.06097,0.06097,0.06097
4578,0,0,0,0,0
4579,0,0,0,0,0
4580,0,0,0,0,0
4581,0,0,0,0,0
4582,0,0,0,0,0
4583,0,0,0,0,0
4584,0,0,0,0,0
4585,0,0,0,0,0
4586,0,0,0,0,0
4587,0,0,0,0,0
4588,0,0,0,0,0
4589,0,0,0,0,0
4590,0.02596,0.02596,0.02596,0.02596,0.02596
4591,0.09871,0.09871,0.09871,0.09871,0.09871
4592,0.33474,0.33474,0.33474,0.33474,0.33474
4593,0.47819,0.47819,0.47819,0.47819,0.47819
4594,0.39244,0.39244,0.39244,0.39244,0.39244
4595,0.54906,0.54906,0.54906,0.54906,0.54906
4596,0.58333,0.58333,0.58333,0.58333,0.58333
4597,0.57234,0.57234,0.57234,0.57234,0.57234
4598,0.55697,0.55697,0.55697,0.55697,0.55697
4599,0.38849,0.38849,0.38849,0.38849,0.38849
4600,0.24046,0.24046,0.24046,0.24046,0.24046
4601,0.06582,0.06582,0.06582,0.06582,0.06582
4602,0,0,0,0,0
4603,0,0,0,0,0
4604,0,0,0,0,0
4605,0,0,0,0,0
4606,0,0,0,0,0
4607,0,0,0,0,0
4608,0,0,0,0,0
4609,0,0,0,0,0
4610,0,0,0,0,0
4611,0,0,0,0,0
4612,0,0,0,0,0
4613,0,0,0,0,0
4614,0.03364,0.03364,0.03364,0.03364,0.03364
4615,0.15591,0.15591,0.15591,0.15591,0.15591
4616,0.23028,0.23028,0.23028,0.23028,0.23028
4617,0.46135,0.46135,0.46135,0.46135,0.46135
4618,0.53235,0.53235,0.53235,0.53235,0.53235
4619,0.66301,0.66301,0.66301,0.66301,0.66301
4620,0.6289,0.6289,0.6289,0.6289,0.6289
4621,0.57354,0.57354,0.57354,0.57354,0.57354
4622,0.53495,0.53495,0.53495,0.53495,0.53495
4623,0.37962,0.37962,0.37962,0.37962,0.37962
4624,0.19929,0.19929,0.19929,0.19929,0.19929
4625,0.06414,0.06414,0.06414,0.06414,0.06414
4626,0,0,0,0,0
4627,0,0,0,0,0
4628,0,0,0,0,0
4629,0,0,0,0,0
4630,0,0,0,0,0
4631,0,0,0,0,0
4632,0,0,0,0,0
4633,0,0,0,0,0
4634,0,0,0,0,0
4635,0,0,0,0,0
4636,0,0,0,0,0
4637,0,0,0,0,0
4638,0.03301,0.03301,0.03301,0.03301,0.03301
4639,0.16008,0.16008,0.16008,0.16008,0.16008
4640,0.34308,0.34308,0.34308,0.34308,0.34308
4641,0.34416,0.34416,0.34416,0.34416,0.34416
4642,0.18665,0.18665,0.18665,0.18665,0.18665
4643,0.19059,0.19059,0.19059,0.19059,0.19059
4644,0.42251,0.42251,0.42251,0.42251,0.42251
4645,0.37372,0.37372,0.37372,0.37372,0.37372
4646,0.42148,0.42148,0.42148,0.42148,0.42148
4647,0.32163,0.32163,0.32163,0.32163,0.32163
4648,0.24318,0.24318,0.24318,0.24318,0.24318
4649,0.06305,0.06305,0.06305,0.06305,0.06305
4650,0,0,0,0,0
4651,0,0,0,0,0
4652,0,0,0,0,0
4653,0,0,0,0,0
4654,0,0,0,0,0
4655,0,0,0,0,0
4656,0,0,0,0,0
4657,0,0,0,0,0
4658,0,0,0,0,0
4659,0,0,0,0,0
4660,0,0,0,0,0
4661,0,0,0,0,0
4662,0.03169,0.03169,0.03169,0.03169,0.03169
4663,0.15764,0.15764,0.15764,0.15764,0.15764
4664,0.32212,0.32212,0.32212,0.32212,0.32212
4665,0.42672,0.42672,0.42672,0.42672,0.42672
4666,0.49458,0.49458,0.49458,0.49458,0.49458
4667,0.66007,0.66007,0.66007,0.66007,0.66007
4668,0.58142,0.58142,0.58142,0.58142,0.58142
4669,0.32543,0.32543,0.32543,0.32543,0.32543
4670,0.48197,0.48197,0.48197,0.48197,0.48197
4671,0.29844,0.29844,0.29844,0.29844,0.29844
4672,0.15992,0.15992,0.15992,0.15992,0.15992
4673,0.04105,0.04105,0.04105,0.04105,0.04105
4674,0,0,0,0,0
4675,0,0,0,0,0
4676,0,0,0,0,0
4677,0,0,0,0,0
4678,0,0,0,0,0
4679,0,0,0,0,0
4680,0,0,0,0,0
4681,0,0,0,0,0
4682,0,0,0,0,0
4683,0,0,0,0,0
4684,0,0,0,0,0
4685,0,0,0,0,0
4686,0.03307,0.03307,0.03307,0.03307,0.03307
4687,0.1644,0.1644,0.1644,0.1644,0.1644
4688,0.31968,0.31968,0.31968,0.31968,0.31968
4689,0.4903,0.4903,0.4903,0.4903,0.4903
4690,0.31461,0.31461,0.31461,0.31461,0.31461
4691,0.64553,0.64553,0.64553,0.64553,0.64553
4692,0.36212,0.36212,0.36212,0.36212,0.36212
4693,0.48746,0.48746,0.48746,0.48746,0.48746
4694,0.29336,0.29336,0.29336,0.29336,0.29336
4695,0.35379,0.35379,0.35379,0.35379,0.35379
4696,0.17496,0.17496,0.17496,0.17496,0.17496
4697,0.04229,0.04229,0.04229,0.04229,0.04229
4698,0,0,0,0,0
4699,0,0,0,0,0
4700,0,0,0,0,0
4701,0,0,0,0,0
4702,0,0,0,0,0
4703,0,0,0,0,0
4704,0,0,0,0,0
4705,0,0,0,0,0
4706,0,0,0,0,0
4707,0,0,0,0,0
4708,0,0,0,0,0
4709,0,0,0,0,0
4710,0.00435,0.00435,0.00435,0.00435,0.00435
4711,0.0499,0.0499,0.0499,0.0499,0.0499
4712,0.21184,0.21184,0.21184,0.21184,0.21184
4713,0.21892,0.21892,0.21892,0.21892,0.21892
4714,0.39979,0.39979,0.39979,0.39979,0.39979
4715,0.26395,0.26395,0.26395,0.26395,0.26395
4716,0.2735,0.2735,0.2735,0.2735,0.2735
4717,0.33693,0.33693,0.33693,0.33693,0.33693
4718,0.43872,0.43872,0.43872,0.43872,0.43872
4719,0.39822,0.39822,0.39822,0.39822,0.39822
4720,0.23306,0.23306,0.23306,0.23306,0.23306
4721,0.06679,0.06679,0.06679,0.06679,0.06679
4722,0,0,0,0,0
4723,0,0,0,0,0
4724,0,0,0,0,0
4725,0,0,0,0,0
4726,0,0,0,0,0
4727,0,0,0,0,0
4728,0,0,0,0,0
4729,0,0,0,0,0
4730,0,0,0,0,0
4731,0,0,0,0,0
4732,0,0,0,0,0
4733,0,0,0,0,0
4734,0.03232,0.03232,0.03232,0.03232,0.03232
4735,0.04894,0.04894,0.04894,0.04894,0.04894
4736,0.06906,0.06906,0.06906,0.06906,0.06906
4737,0.21171,0.21171,0.21171,0.21171,0.21171
4738,0.27419,0.27419,0.27419,0.27419,0.27419
4739,0.26146,0.26146,0.26146,0.26146,0.26146
4740,0.30456,0.30456,0.30456,0.30456,0.30456
4741,0.14108,0.14108,0.14108,0.14108,0.14108
4742,0.28402,0.28402,0.28402,0.28402,0.28402
4743,0.23174,0.23174,0.23174,0.23174,0.23174
4744,0.15777,0.15777,0.15777,0.15777,0.15777
4745,0.06144,0.06144,0.06144,0.06144,0.06144
4746,0,0,0,0,0
4747,0,0,0,0,0
4748,0,0,0,0,0
4749,0,0,0,0,0
4750,0,0,0,0,0
4751,0,0,0,0,0
4752,0,0,0,0,0
4753,0,0,0,0,0
4754,0,0,0,0,0
4755,0,0,0,0,0
4756,0,0,0,0,0
4757,0,0,0,0,0
4758,0.03046,0.03046,0.03046,0.03046,0.03046
4759,0.14756,0.14756,0.14756,0.14756,0.14756
4760,0.13668,0.13668,0.13668,0.13668,0.13668
4761,0.14597,0.14597,0.14597,0.14597,0.14597
4762,0.3291,0.3291,0.3291,0.3291,0.3291
4763,0.51511,0.51511,0.51511,0.51511,0.51511
4764,0.4408,0.4408,0.4408,0.4408,0.4408
4765,0.4325,0.4325,0.4325,0.4325,0.4325
4766,0.40281,0.40281,0.40281,0.40281,0.40281
4767,0.39484,0.39484,0.39484,0.39484,0.39484
4768,0.23115,0.23115,0.23115,0.23115,0.23115
4769,0.06722,0.06722,0.06722,0.06722,0.06722
4770,0,0,0,0,0
4771,0,0,0,0,0
4772,0,0,0,0,0
4773,0,0,0,0,0
4774,0,0,0,0,0
4775,0,0,0,0,0
4776,0,0,0,0,0
4777,0,0,0,0,0
4778,0,0,0,0,0
4779,0,0,0,0,0
4780,0,0,0,0,0
4781,0,0,0,0,0
4782,0.0292,0.0292,0.0292,0.0292,0.0292
4783,0.15962,0.15962,0.15962,0.15962,0.15962
4784,0.20609,0.20609,0.20609,0.20609,0.20609
4785,0.20682,0.20682,0.20682,0.20682,0.20682
4786,0.21078,0.21078,0.21078,0.21078,0.21078
4787,0.20525,0.20525,0.20525,0.20525,0.20525
4788,0.12242,0.12242,0.12242,0.12242,0.12242
4789,0.23021,0.23021,0.23021,0.23021,0.23021
4790,0.44083,0.44083,0.44083,0.44083,0.44083
4791,0.18511,0.18511,0.18511,0.18511,0.18511
4792,0.05137,0.05137,0.05137,0.05137,0.05137
4793,0.06349,0.06349,0.06349,0.06349,0.06349
4794,0,0,0,0,0
4795,0,0,0,0,0
4796,0,0,0,0,0
4797,0,0,0,0,0
4798,0,0,0,0,0
4799,0,0,0,0,0
4800,0,0,0,0,0
4801,0,0,0,0,0
4802,0,0,0,0,0
4803,0,0,0,0,0
4804,0,0,0,0,0
4805,0,0,0,0,0
4806,0.03043,0.03043,0.03043,0.03043,0.03043
4807,0.14606,0.14606,0.14606,0.14606,0.14606
4808,0.35612,0.35612,0.35612,0.35612,0.35612
4809,0.24556,0.24556,0.24556,0.24556,0.24556
4810,0.53107,0.53107,0.53107,0.53107,0.53107
4811,0.56604,0.56604,0.56604,0.56604,0.56604
4812,0.42842,0.42842,0.42842,0.42842,0.42842
4813,0.3236,0.3236,0.3236,0.3236,0.3236
4814,0.56494,0.56494,0.56494,0.56494,0.56494
4815,0.3986,0.3986,0.3986,0.3986,0.3986
4816,0.22392,0.22392,0.22392,0.22392,0.22392
4817,0.07007,0.07007,0.07007,0.07007,0.07007
4818,0,0,0,0,0
4819,0,0,0,0,0
4820,0,0,0,0,0
4821,0,0,0,0,0
4822,0,0,0,0,0
4823,0,0,0,0,0
4824,0,0,0,0,0
4825,0,0,0,0,0
4826,0,0,0,0,0
4827,0,0,0,0,0
4828,0,0,0,0,0
4829,0,0,0,0,0
4830,0.02955,0.02955,0.02955,0.02955,0.02955
4831,0.13915,0.13915,0.13915,0.13915,0.13915
4832,0.24543,0.24543,0.24543,0.24543,0.24543
4833,0.37931,0.37931,0.37931,0.37931,0.37931
4834,0.126,0.126,0.126,0.126,0.126
4835,0.51877,0.51877,0.51877,0.51877,0.51877
4836,0.65657,0.65657,0.65657,0.65657,0.65657
4837,0.37801,0.37801,0.37801,0.37801,0.37801
4838,0.16073,0.16073,0.16073,0.16073,0.16073
4839,0.39617,0.39617,0.39617,0.39617,0.39617
4840,0.24624,0.24624,0.24624,0.24624,0.24624
4841,0.07098,0.07098,0.07098,0.07098,0.07098
4842,0,0,0,0,0
4843,0,0,0,0,0
4844,0,0,0,0,0
4845,0,0,0,0,0
4846,0,0,0,0,0
4847,0,0,0,0,0
4848,0,0,0,0,0
4849,0,0,0,0,0
4850,0,0,0,0,0
4851,0,0,0,0,0
4852,0,0,0,0,0
4853,0,0,0,0,0
4854,0.00272,0.00272,0.00272,0.00272,0.00272
4855,0.01262,0.01262,0.01262,0.01262,0.01262
4856,0.07538,0.07538,0.07538,0.07538,0.07538
4857,0.04113,0.04113,0.04113,0.04113,0.04113
4858,0.05156,0.05156,0.05156,0.05156,0.05156
4859,0.05705,0.05705,0.05705,0.05705,0.05705
4860,0.12327,0.12327,0.12327,0.12327,0.12327
4861,0.33246,0.33246,0.33246,0.33246,0.33246
4862,0.32202,0.32202,0.32202,0.32202,0.32202
4863,0.32329,0.32329,0.32329,0.32329,0.32329
4864,0.22306,0.22306,0.22306,0.22306,0.22306
4865,0.06856,0.06856,0.06856,0.06856,0.06856
4866,0,0,0,0,0
4867,0,0,0,0,0
4868,0,0,0,0,0
4869,0,0,0,0,0
4870,0,0,0,0,0
4871,0,0,0,0,0
4872,0,0,0,0,0
4873,0,0,0,0,0
4874,0,0,0,0,0
4875,0,0,0,0,0
4876,0,0,0,0,0
4877,0,0,0,0,0
4878,0.02527,0.02527,0.02527,0.02527,0.02527
4879,0.07599,0.07599,0.07599,0.07599,0.07599
4880,0.03313,0.03313,0.03313,0.03313,0.03313
4881,0.17291,0.17291,0.17291,0.17291,0.17291
4882,0.50467,0.50467,0.50467,0.50467,0.50467
4883,0.5124,0.5124,0.5124,0.5124,0.5124
4884,0.49763,0.49763,0.49763,0.49763,0.49763
4885,0.33372,0.33372,0.33372,0.33372,0.33372
4886,0.53092,0.53092,0.53092,0.53092,0.53092
4887,0.42215,0.42215,0.42215,0.42215,0.42215
4888,0.25542,0.25542,0.25542,0.25542,0.25542
4889,0.07093,0.07093,0.07093,0.07093,0.07093
4890,0,0,0,0,0
4891,0,0,0,0,0
4892,0,0,0,0,0
4893,0,0,0,0,0
4894,0,0,0,0,0
4895,0,0,0,0,0
4896,0,0,0,0,0
4897,0,0,0,0,0
4898,0,0,0,0,0
4899,0,0,0,0,0
4900,0,0,0,0,0
4901,0,0,0,0,0
4902,0.01762,0.01762,0.01762,0.01762,0.01762
4903,0.13266,0.13266,0.13266,0.13266,0.13266
4904,0.29178,0.29178,0.29178,0.29178,0.29178
4905,0.44163,0.44163,0.44163,0.44163,0.44163
4906,0.603,0.603,0.603,0.603,0.603
4907,0.46851,0.46851,0.46851,0.46851,0.46851
4908,0.71143,0.71143,0.71143,0.71143,0.71143
4909,0.60754,0.60754,0.60754,0.60754,0.60754
4910,0.44137,0.44137,0.44137,0.44137,0.44137
4911,0.32754,0.32754,0.32754,0.32754,0.32754
4912,0.18509,0.18509,0.18509,0.18509,0.18509
4913,0.06496,0.06496,0.06496,0.06496,0.06496
4914,0,0,0,0,0
4915,0,0,0,0,0
4916,0,0,0,0,0
4917,0,0,0,0,0
4918,0,0,0,0,0
4919,0,0,0,0,0
4920,0,0,0,0,0
4921,0,0,0,0,0
4922,0,0,0,0,0
4923,0,0,0,0,0
4924,0,0,0,0,0
4925,0,0,0,0,0
4926,0.01947,0.01947,0.01947,0.01947,0.01947
4927,0.1146,0.1146,0.1146,0.1146,0.1146
4928,0.32624,0.32624,0.32624,0.32624,0.32624
4929,0.5197,0.5197,0.5197,0.5197,0.5197
4930,0.61955,0.61955,0.61955,0.61955,0.61955
4931,0,0,0,0,0
4932,0.66677,0.66677,0.66677,0.66677,0.66677
4933,0.60057,0.60057,0.60057,0.60057,0.60057
4934,0.5425,0.5425,0.5425,0.5425,0.5425
4935,0.35003,0.35003,0.35003,0.35003,0.35003
4936,0.08664,0.08664,0.08664,0.08664,0.08664
4937,0.02002,0.02002,0.02002,0.02002,0.02002
4938,0,0,0,0,0
4939,0,0,0,0,0
4940,0,0,0,0,0
4941,0,0,0,0,0
4942,0,0,0,0,0
4943,0,0,0,0,0
4944,0,0,0,0,0
4945,0,0,0,0,0
4946,0,0,0,0,0
4947,0,0,0,0,0
4948,0,0,0,0,0
4949,0,0,0,0,0
4950,0.02895,0.02895,0.02895,0.02895,0.02895
4951,0.12094,0.12094,0.12094,0.12094,0.12094
4952,0.29555,0.29555,0.29555,0.29555,0.29555
4953,0.43161,0.43161,0.43161,0.43161,0.43161
4954,0.37486,0.37486,0.37486,0.37486,0.37486
4955,0.18564,0.18564,0.18564,0.18564,0.18564
4956,0.30449,0.30449,0.30449,0.30449,0.30449
4957,0.44135,0.44135,0.44135,0.44135,0.44135
4958,0.27208,0.27208,0.27208,0.27208,0.27208
4959,0.32496,0.32496,0.32496,0.32496,0.32496
4960,0.21223,0.21223,0.21223,0.21223,0.21223
4961,0.04815,0.04815,0.04815,0.04815,0.04815
4962,0,0,0,0,0
4963,0,0,0,0,0
4964,0,0,0,0,0
4965,0,0,0,0,0
4966,0,0,0,0,0
4967,0,0,0,0,0
4968,0,0,0,0,0
4969,0,0,0,0,0
4970,0,0,0,0,0
4971,0,0,0,0,0
4972,0,0,0,0,0
4973,0,0,0,0,0
4974,0.02648,0.02648,0.02648,0.02648,0.02648
4975,0.07364,0.07364,0.07364,0.07364,0.07364
4976,0.0976,0.0976,0.0976,0.0976,0.0976
4977,0.16267,0.16267,0.16267,0.16267,0.16267
4978,0.15436,0.15436,0.15436,0.15436,0.15436
4979,0.12989,0.12989,0.12989,0.12989,0.12989
4980,0.29033,0.29033,0.29033,0.29033,0.29033
4981,0.20637,0.20637,0.20637,0.20637,0.20637
4982,0.33383,0.33383,0.33383,0.33383,0.33383
4983,0.22484,0.22484,0.22484,0.22484,0.22484
4984,0.06251,0.06251,0.06251,0.06251,0.06251
4985,0.0661,0.0661,0.0661,0.0661,0.0661
4986,0,0,0,0,0
4987,0,0,0,0,0
4988,0,0,0,0,0
4989,0,0,0,0,0
4990,0,0,0,0,0
4991,0,0,0,0,0
4992,0,0,0,0,0
4993,0,0,0,0,0
4994,0,0,0,0,0
4995,0,0,0,0,0
4996,0,0,0,0,0
4997,0,0,0,0,0
4998,0.01469,0.01469,0.01469,0.01469,0.01469
4999,0.0684,0.0684,0.0684,0.0684,0.0684
5000,0.08199,0.08199,0.08199,0.08199,0.08199
5001,0.1295,0.1295,0.1295,0.1295,0.1295
5002,0.13562,0.13562,0.13562,0.13562,0.13562
5003,0.22934,0.22934,0.22934,0.22934,0.22934
5004,0.13384,0.13384,0.13384,0.13384,0.13384
5005,0.0529,0.0529,0.0529,0.0529,0.0529
5006,0.0436,0.0436,0.0436,0.0436,0.0436
5007,0.0631,0.0631,0.0631,0.0631,0.0631
5008,0.1122,0.1122,0.1122,0.1122,0.1122
5009,0.04937,0.04937,0.04937,0.04937,0.04937
5010,0,0,0,0,0
5011,0,0,0,0,0
5012,0,0,0,0,0
5013,0,0,0,0,0
5014,0,0,0,0,0
5015,0,0,0,0,0
5016,0,0,0,0,0
5017,0,0,0,0,0
5018,0,0,0,0,0
5019,0,0,0,0,0
5020,0,0,0,0,0
5021,0,0,0,0,0
5022,0.01689,0.01689,0.01689,0.01689,0.01689
5023,0.02706,0.02706,0.02706,0.02706,0.02706
5024,0.22646,0.22646,0.22646,0.22646,0.22646
5025,0.36628,0.36628,0.36628,0.36628,0.36628
5026,0.15425,0.15425,0.15425,0.15425,0.15425
5027,0.25747,0.25747,0.25747,0.25747,0.25747
5028,0.49205,0.49205,0.49205,0.49205,0.49205
5029,0.35302,0.35302,0.35302,0.35302,0.35302
5030,0.41433,0.41433,0.41433,0.41433,0.41433
5031,0.31326,0.31326,0.31326,0.31326,0.31326
5032,0.24829,0.24829,0.24829,0.24829,0.24829
5033,0.06994,0.06994,0.06994,0.06994,0.06994
5034,0,0,0,0,0
5035,0,0,0,0,0
5036,0,0,0,0,0
5037,0,0,0,0,0
5038,0,0,0,0,0
5039,0,0,0,0,0
5040,0,0,0,0,0
5041,0,0,0,0,0
5042,0,0,0,0,0
5043,0,0,0,0,0
5044,0,0,0,0,0
5045,0,0,0,0,0
5046,0.01407,0.01407,0.01407,0.01407,0.01407
5047,0.0126,0.0126,0.0126,0.0126,0.0126
5048,0.18242,0.18242,0.18242,0.18242,0.18242
5049,0.11664,0.11664,0.11664,0.11664,0.11664
5050,0.05112,0.05112,0.05112,0.05112,0.05112
5051,0.42636,0.42636,0.42636,0.42636,0.42636
5052,0.71991,0.71991,0.71991,0.71991,0.71991
5053,0.60831,0.60831,0.60831,0.60831,0.60831
5054,0.29956,0.29956,0.29956,0.29956,0.29956
5055,0.28942,0.28942,0.28942,0.28942,0.28942
5056,0.19666,0.19666,0.19666,0.19666,0.19666
5057,0.03828,0.03828,0.03828,0.03828,0.03828
5058,0,0,0,0,0
5059,0,0,0,0,0
5060,0,0,0,0,0
5061,0,0,0,0,0
5062,0,0,0,0,0
5063,0,0,0,0,0
5064,0,0,0,0,0
5065,0,0,0,0,0
5066,0,0,0,0,0
5067,0,0,0,0,0
5068,0,0,0,0,0
5069,0,0,0,0,0
5070,0.03022,0.03022,0.03022,0.03022,0.03022
5071,0.12872,0.12872,0.12872,0.12872,0.12872
5072,0.07264,0.07264,0.07264,0.07264,0.07264
5073,0.30789,0.30789,0.30789,0.30789,0.30789
5074,0.29266,0.29266,0.29266,0.29266,0.29266
5075,0.54421,0.54421,0.54421,0.54421,0.54421
5076,0.41875,0.41875,0.41875,0.41875,0.41875
5077,0.33076,0.33076,0.33076,0.33076,0.33076
5078,0.34509,0.34509,0.34509,0.34509,0.34509
5079,0.41505,0.41505,0.41505,0.41505,0.41505
5080,0.10779,0.10779,0.10779,0.10779,0.10779
5081,0.05971,0.05971,0.05971,0.05971,0.05971
5082,0,0,0,0,0
5083,0,0,0,0,0
5084,0,0,0,0,0
5085,0,0,0,0,0
5086,0,0,0,0,0
5087,0,0,0,0,0
5088,0,0,0,0,0
5089,0,0,0,0,0
5090,0,0,0,0,0
5091,0,0,0,0,0
5092,0,0,0,0,0
5093,0,0,0,0,0
5094,0.02867,0.02867,0.02867,0.02867,0.02867
5095,0.05812,0.05812,0.05812,0.05812,0.05812
5096,0.18806,0.18806,0.18806,0.18806,0.18806
5097,0.34198,0.34198,0.34198,0.34198,0.34198
5098,0.32071,0.32071,0.32071,0.32071,0.32071
5099,0.37678,0.37678,0.37678,0.37678,0.37678
5100,0.18878,0.18878,0.18878,0.18878,0.18878
5101,0.11061,0.11061,0.11061,0.11061,0.11061
5102,0.47985,0.47985,0.47985,0.47985,0.47985
5103,0.44459,0.44459,0.44459,0.44459,0.44459
5104,0.21939,0.21939,0.21939,0.21939,0.21939
5105,0.06144,0.06144,0.06144,0.06144,0.06144
5106,0,0,0,0,0
5107,0,0,0,0,0
5108,0,0,0,0,0
5109,0,0,0,0,0
5110,0,0,0,0,0
5111,0,0,0,0,0
5112,0,0,0,0,0
5113,0,0,0,0,0
5114,0,0,0,0,0
5115,0,0,0,0,0
5116,0,0,0,0,0
5117,0,0,0,0,0
5118,0.02829,0.02829,0.02829,0.02829,0.02829
5119,0.12811,0.12811,0.12811,0.12811,0.12811
5120,0.26086,0.26086,0.26086,0.26086,0.26086
5121,0.42574,0.42574,0.42574,0.42574,0.42574
5122,0.53673,0.53673,0.53673,0.53673,0.53673
5123,0.38509,0.38509,0.38509,0.38509,0.38509
5124,0.43337,0.43337,0.43337,0.43337,0.43337
5125,0.3173,0.3173,0.3173,0.3173,0.3173
5126,0.3584,0.3584,0.3584,0.3584,0.3584
5127,0.22132,0.22132,0.22132,0.22132,0.22132
5128,0.12833,0.12833,0.12833,0.12833,0.12833
5129,0.05672,0.05672,0.05672,0.05672,0.05672
5130,0,0,0,0,0
5131,0,0,0,0,0
5132,0,0,0,0,0
5133,0,0,0,0,0
5134,0,0,0,0,0
5135,0,0,0,0,0
5136,0,0,0,0,0
5137,0,0,0,0,0
5138,0,0,0,0,0
5139,0,0,0,0,0
5140,0,0,0,0,0
5141,0,0,0,0,0
5142,0.02941,0.02941,0.02941,0.02941,0.02941
5143,0.14937,0.14937,0.14937,0.14937,0.14937
5144,0.07078,0.07078,0.07078,0.07078,0.07078
5145,0.19322,0.19322,0.19322,0.19322,0.19322
5146,0.11661,0.11661,0.11661,0.11661,0.11661
5147,0.07175,0.07175,0.07175,0.07175,0.07175
5148,0.05714,0.05714,0.05714,0.05714,0.05714
5149,0.48535,0.48535,0.48535,0.48535,0.48535
5150,0.07986,0.07986,0.07986,0.07986,0.07986
5151,0.15938,0.15938,0.15938,0.15938,0.15938
5152,0.13362,0.13362,0.13362,0.13362,0.13362
5153,0.00267,0.00267,0.00267,0.00267,0.00267
5154,0,0,0,0,0
5155,0,0,0,0,0
5156,0,0,0,0,0
5157,0,0,0,0,0
5158,0,0,0,0,0
5159,0,0,0,0,0
5160,0,0,0,0,0
5161,0,0,0,0,0
5162,0,0,0,0,0
5163,0,0,0,0,0
5164,0,0,0,0,0
5165,0,0,0,0,0
5166,0.00081,0.00081,0.00081,0.00081,0.00081
5167,0.0279,0.0279,0.0279,0.0279,0.0279
5168,0.16594,0.16594,0.16594,0.16594,0.16594
5169,0.08702,0.08702,0.08702,0.08702,0.08702
5170,0.0826,0.0826,0.0826,0.0826,0.0826
5171,0.41111,0.41111,0.41111,0.41111,0.41111
5172,0.14888,0.14888,0.14888,0.14888,0.14888
5173,0.07177,0.07177,0.07177,0.07177,0.07177
5174,0.16612,0.16612,0.16612,0.16612,0.16612
5175,0.34834,0.34834,0.34834,0.34834,0.34834
5176,0.1306,0.1306,0.1306,0.1306,0.1306
5177,0.06822,0.06822,0.06822,0.06822,0.06822
5178,0,0,0,0,0
5179,0,0,0,0,0
5180,0,0,0,0,0
5181,0,0,0,0,0
5182,0,0,0,0,0
5183,0,0,0,0,0
5184,0,0,0,0,0
5185,0,0,0,0,0
5186,0,0,0,0,0
5187,0,0,0,0,0
5188,0,0,0,0,0
5189,0,0,0,0,0
5190,0.02701,0.02701,0.02701,0.02701,0.02701
5191,0.17322,0.17322,0.17322,0.17322,0.17322
5192,0.37674,0.37674,0.37674,0.37674,0.37674
5193,0.53487,0.53487,0.53487,0.53487,0.53487
5194,0.62735,0.62735,0.62735,0.62735,0.62735
5195,0.72869,0.72869,0.72869,0.72869,0.72869
5196,0.71866,0.71866,0.71866,0.71866,0.71866
5197,0.67607,0.67607,0.67607,0.67607,0.67607
5198,0.56662,0.56662,0.56662,0.56662,0.56662
5199,0.46179,0.46179,0.46179,0.46179,0.46179
5200,0.23001,0.23001,0.23001,0.23001,0.23001
5201,0.05799,0.05799,0.05799,0.05799,0.05799
5202,0,0,0,0,0
5203,0,0,0,0,0
5204,0,0,0,0,0
5205,0,0,0,0,0
5206,0,0,0,0,0
5207,0,0,0,0,0
5208,0,0,0,0,0
5209,0,0,0,0,0
5210,0,0,0,0,0
5211,0,0,0,0,0
5212,0,0,0,0,0
5213,0,0,0,0,0
5214,0.03053,0.03053,0.03053,0.03053,0.03053
5215,0.16574,0.16574,0.16574,0.16574,0.16574
5216,0.3454,0.3454,0.3454,0.3454,0.3454
5217,0.4539,0.4539,0.4539,0.4539,0.4539
5218,0.43512,0.43512,0.43512,0.43512,0.43512
5219,0.6301,0.6301,0.6301,0.6301,0.6301
5220,0.62834,0.62834,0.62834,0.62834,0.62834
5221,0.64976,0.64976,0.64976,0.64976,0.64976
5222,0.59155,0.59155,0.59155,0.59155,0.59155
5223,0.03512,0.03512,0.03512,0.03512,0.03512
5224,0.14696,0.14696,0.14696,0.14696,0.14696
5225,0.07235,0.07235,0.07235,0.07235,0.07235
5226,0,0,0,0,0
5227,0,0,0,0,0
5228,0,0,0,0,0
5229,0,0,0,0,0
5230,0,0,0,0,0
5231,0,0,0,0,0
5232,0,0,0,0,0
5233,0,0,0,0,0
5234,0,0,0,0,0
5235,0,0,0,0,0
5236,0,0,0,0,0
5237,0,0,0,0,0
5238,0.02835,0.02835,0.02835,0.02835,0.02835
