meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
hour,2026,2027,2028,2029,2030
,Solar,Solar,Solar,Solar,Solar
1808,0.35486,0.35486,0.35486,0.35486,0.35486
1809,0.4879,0.4879,0.4879,0.4879,0.4879
1810,0.5985,0.5985,0.5985,0.5985,0.5985
1811,0.67475,0.67475,0.67475,0.67475,0.67475
1812,0.69826,0.69826,0.69826,0.69826,0.69826
1813,0.6531,0.6531,0.6531,0.6531,0.6531
1814,0.5366,0.5366,0.5366,0.5366,0.5366
1815,0.3912,0.3912,0.3912,0.3912,0.3912
1816,0.20887,0.20887,0.20887,0.20887,0.20887
1817,0.04274,0.04274,0.04274,0.04274,0.04274
1818,0,0,0,0,0
1819,0,0,0,0,0
1820,0,0,0,0,0
1821,0,0,0,0,0
1822,0,0,0,0,0
1823,0,0,0,0,0
1824,0,0,0,0,0
1825,0,0,0,0,0
1826,0,0,0,0,0
1827,0,0,0,0,0
1828,0,0,0,0,0
1829,0,0,0,0,0
1830,0.01032,0.01032,0.01032,0.01032,0.01032
1831,0.14743,0.14743,0.14743,0.14743,0.14743
1832,0.3489,0.3489,0.3489,0.3489,0.3489
1833,0.50814,0.50814,0.50814,0.50814,0.50814
1834,0.63464,0.63464,0.63464,0.63464,0.63464
1835,0.70142,0.70142,0.70142,0.70142,0.70142
1836,0.71321,0.71321,0.71321,0.71321,0.71321
1837,0.66764,0.66764,0.66764,0.66764,0.66764
1838,0.56939,0.56939,0.56939,0.56939,0.56939
1839,0.42808,0.42808,0.42808,0.42808,0.42808
1840,0.23886,0.23886,0.23886,0.23886,0.23886
1841,0.06199,0.06199,0.06199,0.06199,0.06199
1842,0,0,0,0,0
1843,0,0,0,0,0
1844,0,0,0,0,0
1845,0,0,0,0,0
1846,0,0,0,0,0
1847,0,0,0,0,0
1848,0,0,0,0,0
1849,0,0,0,0,0
1850,0,0,0,0,0
1851,0,0,0,0,0
1852,0,0,0,0,0
1853,0,0,0,0,0
1854,0.01274,0.01274,0.01274,0.01274,0.01274
1855,0.18627,0.18627,0.18627,0.18627,0.18627
1856,0.38353,0.38353,0.38353,0.38353,0.38353
1857,0.55381,0.55381,0.55381,0.55381,0.55381
1858,0.6673,0.6673,0.6673,0.6673,0.6673
1859,0.73897,0.73897,0.73897,0.73897,0.73897
1860,0.74971,0.74971,0.74971,0.74971,0.74971
1861,0.70814,0.70814,0.70814,0.70814,0.70814
1862,0.59873,0.59873,0.59873,0.59873,0.59873
1863,0.44631,0.44631,0.44631,0.44631,0.44631
1864,0.2519,0.2519,0.2519,0.2519,0.2519
1865,0.06357,0.06357,0.06357,0.06357,0.06357
1866,0,0,0,0,0
1867,0,0,0,0,0
1868,0,0,0,0,0
1869,0,0,0,0,0
1870,0,0,0,0,0
1871,0,0,0,0,0
1872,0,0,0,0,0
1873,0,0,0,0,0
1874,0,0,0,0,0
1875,0,0,0,0,0
1876,0,0,0,0,0
1877,0,0,0,0,0
1878,0.01427,0.01427,0.01427,0.01427,0.01427
1879,0.1719,0.1719,0.1719,0.1719,0.1719
1880,0.37666,0.37666,0.37666,0.37666,0.37666
1881,0.55248,0.55248,0.55248,0.55248,0.55248
1882,0.67597,0.67597,0.67597,0.67597,0.67597
1883,0.7296,0.7296,0.7296,0.7296,0.7296
1884,0.72709,0.72709,0.72709,0.72709,0.72709
1885,0.64851,0.64851,0.64851,0.64851,0.64851
1886,0.55869,0.55869,0.55869,0.55869,0.55869
1887,0.35654,0.35654,0.35654,0.35654,0.35654
1888,0.25467,0.25467,0.25467,0.25467,0.25467
1889,0.05965,0.05965,0.05965,0.05965,0.05965
1890,0,0,0,0,0
1891,0,0,0,0,0
1892,0,0,0,0,0
1893,0,0,0,0,0
1894,0,0,0,0,0
1895,0,0,0,0,0
1896,0,0,0,0,0
1897,0,0,0,0,0
1898,0,0,0,0,0
1899,0,0,0,0,0
1900,0,0,0,0,0
1901,0,0,0,0,0
1902,0.01415,0.01415,0.01415,0.01415,0.01415
1903,0.17932,0.17932,0.17932,0.17932,0.17932
1904,0.36635,0.36635,0.36635,0.36635,0.36635
1905,0.55025,0.55025,0.55025,0.55025,0.55025
1906,0.66493,0.66493,0.66493,0.66493,0.66493
1907,0.70818,0.70818,0.70818,0.70818,0.70818
1908,0.69301,0.69301,0.69301,0.69301,0.69301
1909,0.66616,0.66616,0.66616,0.66616,0.66616
1910,0.54467,0.54467,0.54467,0.54467,0.54467
1911,0.33651,0.33651,0.33651,0.33651,0.33651
1912,0.17112,0.17112,0.17112,0.17112,0.17112
1913,0.04307,0.04307,0.04307,0.04307,0.04307
1914,0,0,0,0,0
1915,0,0,0,0,0
1916,0,0,0,0,0
1917,0,0,0,0,0
1918,0,0,0,0,0
1919,0,0,0,0,0
1920,0,0,0,0,0
1921,0,0,0,0,0
1922,0,0,0,0,0
1923,0,0,0,0,0
1924,0,0,0,0,0
1925,0,0,0,0,0
1926,0.01467,0.01467,0.01467,0.01467,0.01467
1927,0.11546,0.11546,0.11546,0.11546,0.11546
1928,0.37019,0.37019,0.37019,0.37019,0.37019
1929,0.51536,0.51536,0.51536,0.51536,0.51536
1930,0.65686,0.65686,0.65686,0.65686,0.65686
1931,0.73119,0.73119,0.73119,0.73119,0.73119
1932,0.73378,0.73378,0.73378,0.73378,0.73378
1933,0.68734,0.68734,0.68734,0.68734,0.68734
1934,0.58994,0.58994,0.58994,0.58994,0.58994
1935,0.41378,0.41378,0.41378,0.41378,0.41378
1936,0.20065,0.20065,0.20065,0.20065,0.20065
1937,0.04304,0.04304,0.04304,0.04304,0.04304
1938,0,0,0,0,0
1939,0,0,0,0,0
1940,0,0,0,0,0
1941,0,0,0,0,0
1942,0,0,0,0,0
1943,0,0,0,0,0
1944,0,0,0,0,0
1945,0,0,0,0,0
1946,0,0,0,0,0
1947,0,0,0,0,0
1948,0,0,0,0,0
1949,0,0,0,0,0
1950,0.01649,0.01649,0.01649,0.01649,0.01649
1951,0.16847,0.16847,0.16847,0.16847,0.16847
1952,0.35309,0.35309,0.35309,0.35309,0.35309
1953,0.5545,0.5545,0.5545,0.5545,0.5545
1954,0.67166,0.67166,0.67166,0.67166,0.67166
1955,0.72349,0.72349,0.72349,0.72349,0.72349
1956,0.72507,0.72507,0.72507,0.72507,0.72507
1957,0.65871,0.65871,0.65871,0.65871,0.65871
1958,0.54042,0.54042,0.54042,0.54042,0.54042
1959,0.39602,0.39602,0.39602,0.39602,0.39602
1960,0.21084,0.21084,0.21084,0.21084,0.21084
1961,0.05152,0.05152,0.05152,0.05152,0.05152
1962,0,0,0,0,0
1963,0,0,0,0,0
1964,0,0,0,0,0
1965,0,0,0,0,0
1966,0,0,0,0,0
1967,0,0,0,0,0
1968,0,0,0,0,0
1969,0,0,0,0,0
1970,0,0,0,0,0
1971,0,0,0,0,0
1972,0,0,0,0,0
1973,0,0,0,0,0
1974,0.01593,0.01593,0.01593,0.01593,0.01593
1975,0.14776,0.14776,0.14776,0.14776,0.14776
1976,0.26888,0.26888,0.26888,0.26888,0.26888
1977,0.42794,0.42794,0.42794,0.42794,0.42794
1978,0.46065,0.46065,0.46065,0.46065,0.46065
1979,0.53044,0.53044,0.53044,0.53044,0.53044
1980,0.58678,0.58678,0.58678,0.58678,0.58678
1981,0.48165,0.48165,0.48165,0.48165,0.48165
1982,0.189,0.189,0.189,0.189,0.189
1983,0.31474,0.31474,0.31474,0.31474,0.31474
1984,0.1776,0.1776,0.1776,0.1776,0.1776
1985,0.03979,0.03979,0.03979,0.03979,0.03979
1986,0,0,0,0,0
1987,0,0,0,0,0
1988,0,0,0,0,0
1989,0,0,0,0,0
1990,0,0,0,0,0
1991,0,0,0,0,0
1992,0,0,0,0,0
1993,0,0,0,0,0
1994,0,0,0,0,0
1995,0,0,0,0,0
1996,0,0,0,0,0
1997,0,0,0,0,0
1998,0.01899,0.01899,0.01899,0.01899,0.01899
1999,0.15962,0.15962,0.15962,0.15962,0.15962
2000,0.36054,0.36054,0.36054,0.36054,0.36054
2001,0.54175,0.54175,0.54175,0.54175,0.54175
2002,0.67278,0.67278,0.67278,0.67278,0.67278
2003,0.73128,0.73128,0.73128,0.73128,0.73128
2004,0.76019,0.76019,0.76019,0.76019,0.76019
2005,0.7128,0.7128,0.7128,0.7128,0.7128
2006,0.59953,0.59953,0.59953,0.59953,0.59953
2007,0.44467,0.44467,0.44467,0.44467,0.44467
2008,0.24096,0.24096,0.24096,0.24096,0.24096
2009,0.06101,0.06101,0.06101,0.06101,0.06101
2010,0,0,0,0,0
2011,0,0,0,0,0
2012,0,0,0,0,0
2013,0,0,0,0,0
2014,0,0,0,0,0
2015,0,0,0,0,0
2016,0,0,0,0,0
2017,0,0,0,0,0
2018,0,0,0,0,0
2019,0,0,0,0,0
2020,0,0,0,0,0
2021,0,0,0,0,0
2022,0.01964,0.01964,0.01964,0.01964,0.01964
2023,0.17505,0.17505,0.17505,0.17505,0.17505
2024,0.39391,0.39391,0.39391,0.39391,0.39391
2025,0.5579,0.5579,0.5579,0.5579,0.5579
2026,0.65754,0.65754,0.65754,0.65754,0.65754
2027,0.71551,0.71551,0.71551,0.71551,0.71551
2028,0.74757,0.74757,0.74757,0.74757,0.74757
2029,0.70715,0.70715,0.70715,0.70715,0.70715
2030,0.60218,0.60218,0.60218,0.60218,0.60218
2031,0.44727,0.44727,0.44727,0.44727,0.44727
2032,0.24468,0.24468,0.24468,0.24468,0.24468
2033,0.05577,0.05577,0.05577,0.05577,0.05577
2034,0,0,0,0,0
2035,0,0,0,0,0
2036,0,0,0,0,0
2037,0,0,0,0,0
2038,0,0,0,0,0
2039,0,0,0,0,0
2040,0,0,0,0,0
2041,0,0,0,0,0
2042,0,0,0,0,0
2043,0,0,0,0,0
2044,0,0,0,0,0
2045,0,0,0,0,0
2046,0.02048,0.02048,0.02048,0.02048,0.02048
2047,0.18834,0.18834,0.18834,0.18834,0.18834
2048,0.40846,0.40846,0.40846,0.40846,0.40846
2049,0.58039,0.58039,0.58039,0.58039,0.58039
2050,0.70286,0.70286,0.70286,0.70286,0.70286
2051,0.76106,0.76106,0.76106,0.76106,0.76106
2052,0.77191,0.77191,0.77191,0.77191,0.77191
2053,0.72327,0.72327,0.72327,0.72327,0.72327
2054,0.60333,0.60333,0.60333,0.60333,0.60333
2055,0.44796,0.44796,0.44796,0.44796,0.44796
2056,0.2481,0.2481,0.2481,0.2481,0.2481
2057,0.05722,0.05722,0.05722,0.05722,0.05722
2058,0,0,0,0,0
2059,0,0,0,0,0
2060,0,0,0,0,0
2061,0,0,0,0,0
2062,0,0,0,0,0
2063,0,0,0,0,0
2064,0,0,0,0,0
2065,0,0,0,0,0
2066,0,0,0,0,0
2067,0,0,0,0,0
2068,0,0,0,0,0
2069,0,0,0,0,0
2070,0.02124,0.02124,0.02124,0.02124,0.02124
2071,0.19244,0.19244,0.19244,0.19244,0.19244
2072,0.41238,0.41238,0.41238,0.41238,0.41238
2073,0.58734,0.58734,0.58734,0.58734,0.58734
2074,0.70385,0.70385,0.70385,0.70385,0.70385
2075,0.76012,0.76012,0.76012,0.76012,0.76012
2076,0.77108,0.77108,0.77108,0.77108,0.77108
2077,0.7168,0.7168,0.7168,0.7168,0.7168
2078,0.60007,0.60007,0.60007,0.60007,0.60007
2079,0.4457,0.4457,0.4457,0.4457,0.4457
2080,0.24041,0.24041,0.24041,0.24041,0.24041
2081,0.05684,0.05684,0.05684,0.05684,0.05684
2082,0,0,0,0,0
2083,0,0,0,0,0
2084,0,0,0,0,0
2085,0,0,0,0,0
2086,0,0,0,0,0
2087,0,0,0,0,0
2088,0,0,0,0,0
2089,0,0,0,0,0
2090,0,0,0,0,0
2091,0,0,0,0,0
2092,0,0,0,0,0
2093,0,0,0,0,0
2094,0.02233,0.02233,0.02233,0.02233,0.02233
2095,0.17586,0.17586,0.17586,0.17586,0.17586
2096,0.37389,0.37389,0.37389,0.37389,0.37389
2097,0.55391,0.55391,0.55391,0.55391,0.55391
2098,0.68345,0.68345,0.68345,0.68345,0.68345
2099,0.74642,0.74642,0.74642,0.74642,0.74642
2100,0.75735,0.75735,0.75735,0.75735,0.75735
2101,0.70003,0.70003,0.70003,0.70003,0.70003
2102,0.58987,0.58987,0.58987,0.58987,0.58987
2103,0.44196,0.44196,0.44196,0.44196,0.44196
2104,0.24743,0.24743,0.24743,0.24743,0.24743
2105,0.05382,0.05382,0.05382,0.05382,0.05382
2106,0,0,0,0,0
2107,0,0,0,0,0
2108,0,0,0,0,0
2109,0,0,0,0,0
2110,0,0,0,0,0
2111,0,0,0,0,0
2112,0,0,0,0,0
2113,0,0,0,0,0
2114,0,0,0,0,0
2115,0,0,0,0,0
2116,0,0,0,0,0
2117,0,0,0,0,0
2118,0.02308,0.02308,0.02308,0.02308,0.02308
2119,0.18146,0.18146,0.18146,0.18146,0.18146
2120,0.37798,0.37798,0.37798,0.37798,0.37798
2121,0.55534,0.55534,0.55534,0.55534,0.55534
2122,0.67631,0.67631,0.67631,0.67631,0.67631
2123,0.73908,0.73908,0.73908,0.73908,0.73908
2124,0.74442,0.74442,0.74442,0.74442,0.74442
2125,0.69293,0.69293,0.69293,0.69293,0.69293
2126,0.58837,0.58837,0.58837,0.58837,0.58837
2127,0.43974,0.43974,0.43974,0.43974,0.43974
2128,0.24078,0.24078,0.24078,0.24078,0.24078
2129,0.05471,0.05471,0.05471,0.05471,0.05471
2130,0,0,0,0,0
2131,0,0,0,0,0
2132,0,0,0,0,0
2133,0,0,0,0,0
2134,0,0,0,0,0
2135,0,0,0,0,0
2136,0,0,0,0,0
2137,0,0,0,0,0
2138,0,0,0,0,0
2139,0,0,0,0,0
2140,0,0,0,0,0
2141,0,0,0,0,0
2142,0.02373,0.02373,0.02373,0.02373,0.02373
2143,0.17746,0.17746,0.17746,0.17746,0.17746
2144,0.38734,0.38734,0.38734,0.38734,0.38734
2145,0.54847,0.54847,0.54847,0.54847,0.54847
2146,0.66657,0.66657,0.66657,0.66657,0.66657
2147,0.72721,0.72721,0.72721,0.72721,0.72721
2148,0.73427,0.73427,0.73427,0.73427,0.73427
2149,0.6812,0.6812,0.6812,0.6812,0.6812
2150,0.58516,0.58516,0.58516,0.58516,0.58516
2151,0.44489,0.44489,0.44489,0.44489,0.44489
2152,0.25424,0.25424,0.25424,0.25424,0.25424
2153,0.05993,0.05993,0.05993,0.05993,0.05993
2154,0,0,0,0,0
2155,0,0,0,0,0
2156,0,0,0,0,0
2157,0,0,0,0,0
2158,0,0,0,0,0
2159,0,0,0,0,0
2160,0,0,0,0,0
2161,0,0,0,0,0
2162,0,0,0,0,0
2163,0,0,0,0,0
2164,0,0,0,0,0
2165,0,0,0,0,0
2166,0.02417,0.02417,0.02417,0.02417,0.02417
2167,0.1724,0.1724,0.1724,0.1724,0.1724
2168,0.37334,0.37334,0.37334,0.37334,0.37334
2169,0.52588,0.52588,0.52588,0.52588,0.52588
2170,0.68563,0.68563,0.68563,0.68563,0.68563
2171,0.72613,0.72613,0.72613,0.72613,0.72613
2172,0.72528,0.72528,0.72528,0.72528,0.72528
2173,0.67356,0.67356,0.67356,0.67356,0.67356
2174,0.58239,0.58239,0.58239,0.58239,0.58239
2175,0.45005,0.45005,0.45005,0.45005,0.45005
2176,0.25051,0.25051,0.25051,0.25051,0.25051
2177,0.05861,0.05861,0.05861,0.05861,0.05861
2178,0,0,0,0,0
2179,0,0,0,0,0
2180,0,0,0,0,0
2181,0,0,0,0,0
2182,0,0,0,0,0
2183,0,0,0,0,0
2184,0,0,0,0,0
2185,0,0,0,0,0
2186,0,0,0,0,0
2187,0,0,0,0,0
2188,0,0,0,0,0
2189,0,0,0,0,0
2190,0.02601,0.02601,0.02601,0.02601,0.02601
2191,0.18882,0.18882,0.18882,0.18882,0.18882
2192,0.39878,0.39878,0.39878,0.39878,0.39878
2193,0.5597,0.5597,0.5597,0.5597,0.5597
2194,0.68429,0.68429,0.68429,0.68429,0.68429
2195,0.74336,0.74336,0.74336,0.74336,0.74336
2196,0.74125,0.74125,0.74125,0.74125,0.74125
2197,0.68982,0.68982,0.68982,0.68982,0.68982
2198,0.52641,0.52641,0.52641,0.52641,0.52641
2199,0.46006,0.46006,0.46006,0.46006,0.46006
2200,0.25003,0.25003,0.25003,0.25003,0.25003
2201,0.06046,0.06046,0.06046,0.06046,0.06046
2202,0,0,0,0,0
2203,0,0,0,0,0
2204,0,0,0,0,0
2205,0,0,0,0,0
2206,0,0,0,0,0
2207,0,0,0,0,0
2208,0,0,0,0,0
2209,0,0,0,0,0
2210,0,0,0,0,0
2211,0,0,0,0,0
2212,0,0,0,0,0
2213,0,0,0,0,0
2214,0.02595,0.02595,0.02595,0.02595,0.02595
2215,0.18433,0.18433,0.18433,0.18433,0.18433
2216,0.39557,0.39557,0.39557,0.39557,0.39557
2217,0.56671,0.56671,0.56671,0.56671,0.56671
2218,0.66786,0.66786,0.66786,0.66786,0.66786
2219,0.72402,0.72402,0.72402,0.72402,0.72402
2220,0.68298,0.68298,0.68298,0.68298,0.68298
2221,0.59702,0.59702,0.59702,0.59702,0.59702
2222,0.50727,0.50727,0.50727,0.50727,0.50727
2223,0.41069,0.41069,0.41069,0.41069,0.41069
2224,0.24235,0.24235,0.24235,0.24235,0.24235
2225,0.05057,0.05057,0.05057,0.05057,0.05057
2226,0,0,0,0,0
2227,0,0,0,0,0
2228,0,0,0,0,0
2229,0,0,0,0,0
2230,0,0,0,0,0
2231,0,0,0,0,0
2232,0,0,0,0,0
2233,0,0,0,0,0
2234,0,0,0,0,0
2235,0,0,0,0,0
2236,0,0,0,0,0
2237,0,0,0,0,0
2238,0.02662,0.02662,0.02662,0.02662,0.02662
2239,0.17672,0.17672,0.17672,0.17672,0.17672
2240,0.39727,0.39727,0.39727,0.39727,0.39727
2241,0.58387,0.58387,0.58387,0.58387,0.58387
2242,0.68684,0.68684,0.68684,0.68684,0.68684
2243,0.74809,0.74809,0.74809,0.74809,0.74809
2244,0.72634,0.72634,0.72634,0.72634,0.72634
2245,0.6215,0.6215,0.6215,0.6215,0.6215
2246,0.417,0.417,0.417,0.417,0.417
2247,0.44691,0.44691,0.44691,0.44691,0.44691
2248,0.25255,0.25255,0.25255,0.25255,0.25255
2249,0.03439,0.03439,0.03439,0.03439,0.03439
2250,0,0,0,0,0
2251,0,0,0,0,0
2252,0,0,0,0,0
2253,0,0,0,0,0
2254,0,0,0,0,0
2255,0,0,0,0,0
2256,0,0,0,0,0
2257,0,0,0,0,0
2258,0,0,0,0,0
2259,0,0,0,0,0
2260,0,0,0,0,0
2261,0,0,0,0,0
2262,0.02879,0.02879,0.02879,0.02879,0.02879
2263,0.19123,0.19123,0.19123,0.19123,0.19123
2264,0.40198,0.40198,0.40198,0.40198,0.40198
2265,0.57612,0.57612,0.57612,0.57612,0.57612
2266,0.68947,0.68947,0.68947,0.68947,0.68947
2267,0.72782,0.72782,0.72782,0.72782,0.72782
2268,0.71004,0.71004,0.71004,0.71004,0.71004
2269,0.67269,0.67269,0.67269,0.67269,0.67269
2270,0.56166,0.56166,0.56166,0.56166,0.56166
2271,0.43328,0.43328,0.43328,0.43328,0.43328
2272,0.25514,0.25514,0.25514,0.25514,0.25514
2273,0.05263,0.05263,0.05263,0.05263,0.05263
2274,0,0,0,0,0
2275,0,0,0,0,0
2276,0,0,0,0,0
2277,0,0,0,0,0
2278,0,0,0,0,0
2279,0,0,0,0,0
2280,0,0,0,0,0
2281,0,0,0,0,0
2282,0,0,0,0,0
2283,0,0,0,0,0
2284,0,0,0,0,0
2285,0,0,0,0,0
2286,0.0258,0.0258,0.0258,0.0258,0.0258
2287,0.15077,0.15077,0.15077,0.15077,0.15077
2288,0.30707,0.30707,0.30707,0.30707,0.30707
2289,0.44396,0.44396,0.44396,0.44396,0.44396
2290,0.64967,0.64967,0.64967,0.64967,0.64967
2291,0.62652,0.62652,0.62652,0.62652,0.62652
2292,0.67118,0.67118,0.67118,0.67118,0.67118
2293,0.58266,0.58266,0.58266,0.58266,0.58266
2294,0.58554,0.58554,0.58554,0.58554,0.58554
2295,0.29074,0.29074,0.29074,0.29074,0.29074
2296,0.24963,0.24963,0.24963,0.24963,0.24963
2297,0.04925,0.04925,0.04925,0.04925,0.04925
2298,0,0,0,0,0
2299,0,0,0,0,0
2300,0,0,0,0,0
2301,0,0,0,0,0
2302,0,0,0,0,0
2303,0,0,0,0,0
2304,0,0,0,0,0
2305,0,0,0,0,0
2306,0,0,0,0,0
2307,0,0,0,0,0
2308,0,0,0,0,0
2309,0,0,0,0,0
2310,0.03019,0.03019,0.03019,0.03019,0.03019
2311,0.18766,0.18766,0.18766,0.18766,0.18766
2312,0.40575,0.40575,0.40575,0.40575,0.40575
2313,0.57877,0.57877,0.57877,0.57877,0.57877
2314,0.69106,0.69106,0.69106,0.69106,0.69106
2315,0.73792,0.73792,0.73792,0.73792,0.73792
2316,0.72568,0.72568,0.72568,0.72568,0.72568
2317,0.65673,0.65673,0.65673,0.65673,0.65673
2318,0.55745,0.55745,0.55745,0.55745,0.55745
2319,0.36089,0.36089,0.36089,0.36089,0.36089
2320,0.23209,0.23209,0.23209,0.23209,0.23209
2321,0.04506,0.04506,0.04506,0.04506,0.04506
2322,0,0,0,0,0
2323,0,0,0,0,0
2324,0,0,0,0,0
2325,0,0,0,0,0
2326,0,0,0,0,0
2327,0,0,0,0,0
2328,0,0,0,0,0
2329,0,0,0,0,0
2330,0,0,0,0,0
2331,0,0,0,0,0
2332,0,0,0,0,0
2333,0,0,0,0,0
2334,0.02805,0.02805,0.02805,0.02805,0.02805
2335,0.13788,0.13788,0.13788,0.13788,0.13788
2336,0.37282,0.37282,0.37282,0.37282,0.37282
2337,0.49703,0.49703,0.49703,0.49703,0.49703
2338,0.6548,0.6548,0.6548,0.6548,0.6548
2339,0.73198,0.73198,0.73198,0.73198,0.73198
2340,0.71954,0.71954,0.71954,0.71954,0.71954
2341,0.61743,0.61743,0.61743,0.61743,0.61743
2342,0.47395,0.47395,0.47395,0.47395,0.47395
2343,0.43335,0.43335,0.43335,0.43335,0.43335
2344,0.19994,0.19994,0.19994,0.19994,0.19994
2345,0.04702,0.04702,0.04702,0.04702,0.04702
2346,0,0,0,0,0
2347,0,0,0,0,0
2348,0,0,0,0,0
2349,0,0,0,0,0
2350,0,0,0,0,0
2351,0,0,0,0,0
2352,0,0,0,0,0
2353,0,0,0,0,0
2354,0,0,0,0,0
2355,0,0,0,0,0
2356,0,0,0,0,0
2357,0,0,0,0,0
2358,0.02805,0.02805,0.02805,0.02805,0.02805
2359,0.17717,0.17717,0.17717,0.17717,0.17717
2360,0.36539,0.36539,0.36539,0.36539,0.36539
2361,0.56231,0.56231,0.56231,0.56231,0.56231
2362,0.66754,0.66754,0.66754,0.66754,0.66754
2363,0.73352,0.73352,0.73352,0.73352,0.73352
2364,0.50629,0.50629,0.50629,0.50629,0.50629
2365,0.63187,0.63187,0.63187,0.63187,0.63187
2366,0.57349,0.57349,0.57349,0.57349,0.57349
2367,0.18847,0.18847,0.18847,0.18847,0.18847
2368,0.15472,0.15472,0.15472,0.15472,0.15472
2369,0.05544,0.05544,0.05544,0.05544,0.05544
2370,0,0,0,0,0
2371,0,0,0,0,0
2372,0,0,0,0,0
2373,0,0,0,0,0
2374,0,0,0,0,0
2375,0,0,0,0,0
2376,0,0,0,0,0
2377,0,0,0,0,0
2378,0,0,0,0,0
2379,0,0,0,0,0
2380,0,0,0,0,0
2381,0,0,0,0,0
2382,0.03256,0.03256,0.03256,0.03256,0.03256
2383,0.19698,0.19698,0.19698,0.19698,0.19698
2384,0.41468,0.41468,0.41468,0.41468,0.41468
2385,0.57916,0.57916,0.57916,0.57916,0.57916
2386,0.68361,0.68361,0.68361,0.68361,0.68361
2387,0.74172,0.74172,0.74172,0.74172,0.74172
2388,0.74674,0.74674,0.74674,0.74674,0.74674
2389,0.69121,0.69121,0.69121,0.69121,0.69121
2390,0.59407,0.59407,0.59407,0.59407,0.59407
2391,0.4479,0.4479,0.4479,0.4479,0.4479
2392,0.25264,0.25264,0.25264,0.25264,0.25264
2393,0.05468,0.05468,0.05468,0.05468,0.05468
2394,0,0,0,0,0
2395,0,0,0,0,0
2396,0,0,0,0,0
2397,0,0,0,0,0
2398,0,0,0,0,0
2399,0,0,0,0,0
2400,0,0,0,0,0
2401,0,0,0,0,0
2402,0,0,0,0,0
2403,0,0,0,0,0
2404,0,0,0,0,0
2405,0,0,0,0,0
2406,0.0325,0.0325,0.0325,0.0325,0.0325
2407,0.19836,0.19836,0.19836,0.19836,0.19836
2408,0.40961,0.40961,0.40961,0.40961,0.40961
2409,0.56971,0.56971,0.56971,0.56971,0.56971
2410,0.6815,0.6815,0.6815,0.6815,0.6815
2411,0.73218,0.73218,0.73218,0.73218,0.73218
2412,0.73713,0.73713,0.73713,0.73713,0.73713
2413,0.68246,0.68246,0.68246,0.68246,0.68246
2414,0.57965,0.57965,0.57965,0.57965,0.57965
2415,0.4131,0.4131,0.4131,0.4131,0.4131
2416,0.24375,0.24375,0.24375,0.24375,0.24375
2417,0.04612,0.04612,0.04612,0.04612,0.04612
2418,0,0,0,0,0
2419,0,0,0,0,0
2420,0,0,0,0,0
2421,0,0,0,0,0
2422,0,0,0,0,0
2423,0,0,0,0,0
2424,0,0,0,0,0
2425,0,0,0,0,0
2426,0,0,0,0,0
2427,0,0,0,0,0
2428,0,0,0,0,0
2429,0,0,0,0,0
2430,0.03098,0.03098,0.03098,0.03098,0.03098
2431,0.10888,0.10888,0.10888,0.10888,0.10888
2432,0.30199,0.30199,0.30199,0.30199,0.30199
2433,0.53909,0.53909,0.53909,0.53909,0.53909
2434,0.61277,0.61277,0.61277,0.61277,0.61277
2435,0.704,0.704,0.704,0.704,0.704
2436,0.72746,0.72746,0.72746,0.72746,0.72746
2437,0.65096,0.65096,0.65096,0.65096,0.65096
2438,0.52252,0.52252,0.52252,0.52252,0.52252
2439,0.40003,0.40003,0.40003,0.40003,0.40003
2440,0.23188,0.23188,0.23188,0.23188,0.23188
2441,0.03857,0.03857,0.03857,0.03857,0.03857
2442,0,0,0,0,0
2443,0,0,0,0,0
2444,0,0,0,0,0
2445,0,0,0,0,0
2446,0,0,0,0,0
2447,0,0,0,0,0
2448,0,0,0,0,0
2449,0,0,0,0,0
2450,0,0,0,0,0
2451,0,0,0,0,0
2452,0,0,0,0,0
2453,0,0,0,0,0
2454,0.02666,0.02666,0.02666,0.02666,0.02666
2455,0.19271,0.19271,0.19271,0.19271,0.19271
2456,0.37084,0.37084,0.37084,0.37084,0.37084
2457,0.41285,0.41285,0.41285,0.41285,0.41285
2458,0.50321,0.50321,0.50321,0.50321,0.50321
2459,0.57694,0.57694,0.57694,0.57694,0.57694
2460,0.71715,0.71715,0.71715,0.71715,0.71715
2461,0.51242,0.51242,0.51242,0.51242,0.51242
2462,0.51769,0.51769,0.51769,0.51769,0.51769
2463,0.28346,0.28346,0.28346,0.28346,0.28346
2464,0.23549,0.23549,0.23549,0.23549,0.23549
2465,0.04385,0.04385,0.04385,0.04385,0.04385
2466,0,0,0,0,0
2467,0,0,0,0,0
2468,0,0,0,0,0
2469,0,0,0,0,0
2470,0,0,0,0,0
2471,0,0,0,0,0
2472,0,0,0,0,0
2473,0,0,0,0,0
2474,0,0,0,0,0
2475,0,0,0,0,0
2476,0,0,0,0,0
2477,0,0,0,0,0
2478,0.0097,0.0097,0.0097,0.0097,0.0097
2479,0.07287,0.07287,0.07287,0.07287,0.07287
2480,0.20539,0.20539,0.20539,0.20539,0.20539
2481,0.48726,0.48726,0.48726,0.48726,0.48726
2482,0.58091,0.58091,0.58091,0.58091,0.58091
2483,0.64513,0.64513,0.64513,0.64513,0.64513
2484,0.58109,0.58109,0.58109,0.58109,0.58109
