meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
hour,2026,2027,2028,2029,2030
4088,239.175,239.175,239.175,239.175,239.175
4089,228.426,228.426,228.426,228.426,228.426
4090,143.985,143.985,143.985,143.985,143.985
4091,10.493,10.493,10.493,10.493,10.493
4092,105.795,105.795,105.795,105.795,105.795
4093,117.821,117.821,117.821,117.821,117.821
4094,123.361,123.361,123.361,123.361,123.361
4095,166.188,166.188,166.188,166.188,166.188
4096,170.604,170.604,170.604,170.604,170.604
4097,179.739,179.739,179.739,179.739,179.739
4098,263.813,263.813,263.813,263.813,263.813
4099,261.205,261.205,261.205,261.205,261.205
4100,216.053,216.053,216.053,216.053,216.053
4101,140.505,140.505,140.505,140.505,140.505
4102,56.002,56.002,56.002,56.002,56.002
4103,25.176,25.176,25.176,25.176,25.176
4104,16.925,16.925,16.925,16.925,16.925
4105,21.785,21.785,21.785,21.785,21.785
4106,44.315,44.315,44.315,44.315,44.315
4107,63.691,63.691,63.691,63.691,63.691
4108,55.925,55.925,55.925,55.925,55.925
4109,73.223,73.223,73.223,73.223,73.223
4110,107.409,107.409,107.409,107.409,107.409
4111,234.584,234.584,234.584,234.584,234.584
4112,232.994,232.994,232.994,232.994,232.994
4113,213.071,213.071,213.071,213.071,213.071
4114,139.836,139.836,139.836,139.836,139.836
4115,106.854,106.854,106.854,106.854,106.854
4116,105.283,105.283,105.283,105.283,105.283
4117,10.783,10.783,10.783,10.783,10.783
4118,120.194,120.194,120.194,120.194,120.194
4119,127.769,127.769,127.769,127.769,127.769
4120,150.763,150.763,150.763,150.763,150.763
4121,217.732,217.732,217.732,217.732,217.732
4122,260.214,260.214,260.214,260.214,260.214
4123,280.632,280.632,280.632,280.632,280.632
4124,195.027,195.027,195.027,195.027,195.027
4125,129.058,129.058,129.058,129.058,129.058
4126,67.642,67.642,67.642,67.642,67.642
4127,28.925,28.925,28.925,28.925,28.925
4128,14.755,14.755,14.755,14.755,14.755
4129,18.591,18.591,18.591,18.591,18.591
4130,23.218,23.218,23.218,23.218,23.218
4131,42.697,42.697,42.697,42.697,42.697
4132,5.251,5.251,5.251,5.251,5.251
4133,76.762,76.762,76.762,76.762,76.762
4134,148.278,148.278,148.278,148.278,148.278
4135,217.874,217.874,217.874,217.874,217.874
4136,258.425,258.425,258.425,258.425,258.425
4137,267.996,267.996,267.996,267.996,267.996
4138,137.451,137.451,137.451,137.451,137.451
4139,98.183,98.183,98.183,98.183,98.183
4140,111.661,111.661,111.661,111.661,111.661
4141,104.126,104.126,104.126,104.126,104.126
4142,108.798,108.798,108.798,108.798,108.798
4143,125.372,125.372,125.372,125.372,125.372
4144,140.472,140.472,140.472,140.472,140.472
4145,207.745,207.745,207.745,207.745,207.745
4146,263.041,263.041,263.041,263.041,263.041
4147,294.081,294.081,294.081,294.081,294.081
4148,246.746,246.746,246.746,246.746,246.746
4149,16.525,16.525,16.525,16.525,16.525
4150,71.733,71.733,71.733,71.733,71.733
4151,47.154,47.154,47.154,47.154,47.154
4152,34.789,34.789,34.789,34.789,34.789
4153,41.982,41.982,41.982,41.982,41.982
4154,44.181,44.181,44.181,44.181,44.181
4155,48.321,48.321,48.321,48.321,48.321
4156,62.138,62.138,62.138,62.138,62.138
4157,6.952,6.952,6.952,6.952,6.952
4158,117.755,117.755,117.755,117.755,117.755
4159,192.351,192.351,192.351,192.351,192.351
4160,209.447,209.447,209.447,209.447,209.447
4161,163.336,163.336,163.336,163.336,163.336
4162,146.913,146.913,146.913,146.913,146.913
4163,144.663,144.663,144.663,144.663,144.663
4164,129.218,129.218,129.218,129.218,129.218
4165,137.141,137.141,137.141,137.141,137.141
4166,154.967,154.967,154.967,154.967,154.967
4167,162.559,162.559,162.559,162.559,162.559
4168,180.554,180.554,180.554,180.554,180.554
4169,216.038,216.038,216.038,216.038,216.038
4170,234.332,234.332,234.332,234.332,234.332
4171,23.296,23.296,23.296,23.296,23.296
4172,16.829,16.829,16.829,16.829,16.829
4173,114.285,114.285,114.285,114.285,114.285
4174,8.065,8.065,8.065,8.065,8.065
4175,55.396,55.396,55.396,55.396,55.396
4176,34.083,34.083,34.083,34.083,34.083
4177,40.821,40.821,40.821,40.821,40.821
4178,41.974,41.974,41.974,41.974,41.974
4179,48.915,48.915,48.915,48.915,48.915
4180,48.767,48.767,48.767,48.767,48.767
4181,81.661,81.661,81.661,81.661,81.661
4182,126.009,126.009,126.009,126.009,126.009
4183,172.128,172.128,172.128,172.128,172.128
4184,187.563,187.563,187.563,187.563,187.563
4185,184.021,184.021,184.021,184.021,184.021
4186,140.596,140.596,140.596,140.596,140.596
4187,132.773,132.773,132.773,132.773,132.773
4188,136.829,136.829,136.829,136.829,136.829
4189,137.831,137.831,137.831,137.831,137.831
4190,121.616,121.616,121.616,121.616,121.616
4191,133.522,133.522,133.522,133.522,133.522
4192,18.689,18.689,18.689,18.689,18.689
4193,227.567,227.567,227.567,227.567,227.567
4194,234.744,234.744,234.744,234.744,234.744
4195,231.554,231.554,231.554,231.554,231.554
4196,164.759,164.759,164.759,164.759,164.759
4197,91.597,91.597,91.597,91.597,91.597
4198,63.761,63.761,63.761,63.761,63.761
4199,32.391,32.391,32.391,32.391,32.391
4200,18.413,18.413,18.413,18.413,18.413
4201,38.242,38.242,38.242,38.242,38.242
4202,39.501,39.501,39.501,39.501,39.501
4203,50.921,50.921,50.921,50.921,50.921
4204,55.104,55.104,55.104,55.104,55.104
4205,73.722,73.722,73.722,73.722,73.722
4206,130.558,130.558,130.558,130.558,130.558
4207,196.373,196.373,196.373,196.373,196.373
4208,267.991,267.991,267.991,267.991,267.991
4209,239.158,239.158,239.158,239.158,239.158
4210,152.305,152.305,152.305,152.305,152.305
4211,125.387,125.387,125.387,125.387,125.387
4212,111.646,111.646,111.646,111.646,111.646
4213,11.953,11.953,11.953,11.953,11.953
4214,124.199,124.199,124.199,124.199,124.199
4215,123.139,123.139,123.139,123.139,123.139
4216,177.878,177.878,177.878,177.878,177.878
4217,189.801,189.801,189.801,189.801,189.801
4218,253.323,253.323,253.323,253.323,253.323
4219,288.303,288.303,288.303,288.303,288.303
4220,255.881,255.881,255.881,255.881,255.881
4221,15.923,15.923,15.923,15.923,15.923
4222,82.713,82.713,82.713,82.713,82.713
4223,43.902,43.902,43.902,43.902,43.902
4224,23.317,23.317,23.317,23.317,23.317
4225,46.698,46.698,46.698,46.698,46.698
4226,48.359,48.359,48.359,48.359,48.359
4227,52.137,52.137,52.137,52.137,52.137
4228,62.195,62.195,62.195,62.195,62.195
4229,8.148,8.148,8.148,8.148,8.148
4230,144.624,144.624,144.624,144.624,144.624
4231,226.428,226.428,226.428,226.428,226.428
4232,261.728,261.728,261.728,261.728,261.728
4233,243.582,243.582,243.582,243.582,243.582
4234,159.383,159.383,159.383,159.383,159.383
4235,119.232,119.232,119.232,119.232,119.232
4236,110.197,110.197,110.197,110.197,110.197
4237,95.161,95.161,95.161,95.161,95.161
4238,108.634,108.634,108.634,108.634,108.634
4239,149.333,149.333,149.333,149.333,149.333
4240,149.601,149.601,149.601,149.601,149.601
4241,169.783,169.783,169.783,169.783,169.783
4242,256.224,256.224,256.224,256.224,256.224
4243,27.74,27.74,27.74,27.74,27.74
4244,251.225,251.225,251.225,251.225,251.225
4245,167.096,167.096,167.096,167.096,167.096
4246,77.176,77.176,77.176,77.176,77.176
4247,46.267,46.267,46.267,46.267,46.267
4248,17.608,17.608,17.608,17.608,17.608
4249,28.537,28.537,28.537,28.537,28.537
4250,39.099,39.099,39.099,39.099,39.099
4251,44.147,44.147,44.147,44.147,44.147
4252,48.307,48.307,48.307,48.307,48.307
4253,73.807,73.807,73.807,73.807,73.807
4254,136.926,136.926,136.926,136.926,136.926
4255,231.884,231.884,231.884,231.884,231.884
4256,267.461,267.461,267.461,267.461,267.461
4257,210.288,210.288,210.288,210.288,210.288
4258,136.008,136.008,136.008,136.008,136.008
4259,10.141,10.141,10.141,10.141,10.141
4260,107.014,107.014,107.014,107.014,107.014
4261,135.039,135.039,135.039,135.039,135.039
4262,121.025,121.025,121.025,121.025,121.025
4263,136.855,136.855,136.855,136.855,136.855
4264,13.908,13.908,13.908,13.908,13.908
4265,192.266,192.266,192.266,192.266,192.266
4266,256.789,256.789,256.789,256.789,256.789
4267,284.456,284.456,284.456,284.456,284.456
4268,255.353,255.353,255.353,255.353,255.353
4269,149.184,149.184,149.184,149.184,149.184
4270,7.03,7.03,7.03,7.03,7.03
4271,36.501,36.501,36.501,36.501,36.501
4272,17.385,17.385,17.385,17.385,17.385
4273,27.668,27.668,27.668,27.668,27.668
4274,45.247,45.247,45.247,45.247,45.247
4275,42.491,42.491,42.491,42.491,42.491
4276,51.484,51.484,51.484,51.484,51.484
4277,66.333,66.333,66.333,66.333,66.333
4278,149.443,149.443,149.443,149.443,149.443
4279,216.951,216.951,216.951,216.951,216.951
4280,254.683,254.683,254.683,254.683,254.683
4281,220.079,220.079,220.079,220.079,220.079
4282,159.462,159.462,159.462,159.462,159.462
4283,110.981,110.981,110.981,110.981,110.981
4284,7.582,7.582,7.582,7.582,7.582
4285,84.367,84.367,84.367,84.367,84.367
4286,94.889,94.889,94.889,94.889,94.889
4287,124.257,124.257,124.257,124.257,124.257
4288,139.035,139.035,139.035,139.035,139.035
4289,206.909,206.909,206.909,206.909,206.909
4290,261.208,261.208,261.208,261.208,261.208
4291,265.626,265.626,265.626,265.626,265.626
4292,230.213,230.213,230.213,230.213,230.213
4293,148.709,148.709,148.709,148.709,148.709
4294,57.716,57.716,57.716,57.716,57.716
4295,25.714,25.714,25.714,25.714,25.714
4296,3.654,3.654,3.654,3.654,3.654
4297,45.035,45.035,45.035,45.035,45.035
4298,51.997,51.997,51.997,51.997,51.997
4299,51.158,51.158,51.158,51.158,51.158
4300,61.048,61.048,61.048,61.048,61.048
4301,72.588,72.588,72.588,72.588,72.588
4302,113.658,113.658,113.658,113.658,113.658
4303,23.801,23.801,23.801,23.801,23.801
4304,231.424,231.424,231.424,231.424,231.424
4305,197.984,197.984,197.984,197.984,197.984
4306,117.556,117.556,117.556,117.556,117.556
4307,87.256,87.256,87.256,87.256,87.256
4308,100.226,100.226,100.226,100.226,100.226
4309,115.694,115.694,115.694,115.694,115.694
4310,94.471,94.471,94.471,94.471,94.471
4311,138.804,138.804,138.804,138.804,138.804
4312,137.661,137.661,137.661,137.661,137.661
4313,186.555,186.555,186.555,186.555,186.555
4314,260.554,260.554,260.554,260.554,260.554
4315,283.951,283.951,283.951,283.951,283.951
4316,23.249,23.249,23.249,23.249,23.249
4317,155.648,155.648,155.648,155.648,155.648
4318,6.236,6.236,6.236,6.236,6.236
4319,27.386,27.386,27.386,27.386,27.386
4320,37.434,37.434,37.434,37.434,37.434
4321,43.805,43.805,43.805,43.805,43.805
4322,46.103,46.103,46.103,46.103,46.103
4323,46.665,46.665,46.665,46.665,46.665
4324,5.454,5.454,5.454,5.454,5.454
4325,69.621,69.621,69.621,69.621,69.621
4326,123.321,123.321,123.321,123.321,123.321
4327,166.315,166.315,166.315,166.315,166.315
4328,19.863,19.863,19.863,19.863,19.863
4329,18.884,18.884,18.884,18.884,18.884
4330,15.722,15.722,15.722,15.722,15.722
4331,11.753,11.753,11.753,11.753,11.753
4332,128.132,128.132,128.132,128.132,128.132
4333,128.182,128.182,128.182,128.182,128.182
4334,131.343,131.343,131.343,131.343,131.343
4335,176.786,176.786,176.786,176.786,176.786
4336,162.765,162.765,162.765,162.765,162.765
4337,199.168,199.168,199.168,199.168,199.168
4338,228.657,228.657,228.657,228.657,228.657
4339,264.275,264.275,264.275,264.275,264.275
4340,207.597,207.597,207.597,207.597,207.597
4341,133.908,133.908,133.908,133.908,133.908
4342,72.466,72.466,72.466,72.466,72.466
4343,44.447,44.447,44.447,44.447,44.447
4344,39.101,39.101,39.101,39.101,39.101
4345,42.124,42.124,42.124,42.124,42.124
4346,50.013,50.013,50.013,50.013,50.013
4347,45.285,45.285,45.285,45.285,45.285
4348,55.394,55.394,55.394,55.394,55.394
4349,76.177,76.177,76.177,76.177,76.177
4350,128.578,128.578,128.578,128.578,128.578
4351,20.201,20.201,20.201,20.201,20.201
4352,224.943,224.943,224.943,224.943,224.943
4353,192.371,192.371,192.371,192.371,192.371
4354,151.665,151.665,151.665,151.665,151.665
4355,13.748,13.748,13.748,13.748,13.748
4356,143.344,143.344,143.344,143.344,143.344
4357,138.057,138.057,138.057,138.057,138.057
4358,153.515,153.515,153.515,153.515,153.515
4359,154.731,154.731,154.731,154.731,154.731
4360,221.306,221.306,221.306,221.306,221.306
4361,20.8,20.8,20.8,20.8,20.8
4362,225.267,225.267,225.267,225.267,225.267
4363,21.08,21.08,21.08,21.08,21.08
4364,18.733,18.733,18.733,18.733,18.733
4365,127.548,127.548,127.548,127.548,127.548
4366,66.555,66.555,66.555,66.555,66.555
4367,47.814,47.814,47.814,47.814,47.814
4368,22.021,22.021,22.021,22.021,22.021
4369,43.068,43.068,43.068,43.068,43.068
4370,55.003,55.003,55.003,55.003,55.003
4371,53.069,53.069,53.069,53.069,53.069
4372,5.22,5.22,5.22,5.22,5.22
4373,86.709,86.709,86.709,86.709,86.709
4374,122.043,122.043,122.043,122.043,122.043
4375,245.307,245.307,245.307,245.307,245.307
4376,28.605,28.605,28.605,28.605,28.605
4377,241.516,241.516,241.516,241.516,241.516
4378,159.235,159.235,159.235,159.235,159.235
4379,88.356,88.356,88.356,88.356,88.356
4380,89.862,89.862,89.862,89.862,89.862
4381,116.831,116.831,116.831,116.831,116.831
4382,107.529,107.529,107.529,107.529,107.529
4383,130.633,130.633,130.633,130.633,130.633
4384,14.096,14.096,14.096,14.096,14.096
4385,179.013,179.013,179.013,179.013,179.013
4386,247.306,247.306,247.306,247.306,247.306
4387,278.367,278.367,278.367,278.367,278.367
4388,236.657,236.657,236.657,236.657,236.657
4389,163.386,163.386,163.386,163.386,163.386
4390,86.425,86.425,86.425,86.425,86.425
4391,47.177,47.177,47.177,47.177,47.177
4392,17.235,17.235,17.235,17.235,17.235
4393,42.324,42.324,42.324,42.324,42.324
4394,47.127,47.127,47.127,47.127,47.127
4395,46.557,46.557,46.557,46.557,46.557
4396,47.117,47.117,47.117,47.117,47.117
4397,64.728,64.728,64.728,64.728,64.728
4398,125.909,125.909,125.909,125.909,125.909
4399,205.207,205.207,205.207,205.207,205.207
4400,264.006,264.006,264.006,264.006,264.006
4401,235.775,235.775,235.775,235.775,235.775
4402,139.016,139.016,139.016,139.016,139.016
4403,114.013,114.013,114.013,114.013,114.013
4404,90.679,90.679,90.679,90.679,90.679
4405,99.617,99.617,99.617,99.617,99.617
4406,120.956,120.956,120.956,120.956,120.956
4407,117.672,117.672,117.672,117.672,117.672
4408,147.464,147.464,147.464,147.464,147.464
4409,196.097,196.097,196.097,196.097,196.097
4410,246.747,246.747,246.747,246.747,246.747
4411,268.926,268.926,268.926,268.926,268.926
4412,240.348,240.348,240.348,240.348,240.348
4413,164.545,164.545,164.545,164.545,164.545
4414,70.524,70.524,70.524,70.524,70.524
4415,29.082,29.082,29.082,29.082,29.082
4416,13.689,13.689,13.689,13.689,13.689
4417,21.667,21.667,21.667,21.667,21.667
4418,44.795,44.795,44.795,44.795,44.795
4419,46.309,46.309,46.309,46.309,46.309
4420,57.368,57.368,57.368,57.368,57.368
4421,81.818,81.818,81.818,81.818,81.818
4422,113.004,113.004,113.004,113.004,113.004
4423,172.996,172.996,172.996,172.996,172.996
4424,246.554,246.554,246.554,246.554,246.554
4425,242.417,242.417,242.417,242.417,242.417
4426,15.823,15.823,15.823,15.823,15.823
4427,104.388,104.388,104.388,104.388,104.388
4428,115.705,115.705,115.705,115.705,115.705
4429,105.561,105.561,105.561,105.561,105.561
4430,113.516,113.516,113.516,113.516,113.516
4431,132.871,132.871,132.871,132.871,132.871
4432,173.016,173.016,173.016,173.016,173.016
4433,195.514,195.514,195.514,195.514,195.514
4434,275.416,275.416,275.416,275.416,275.416
4435,302.577,302.577,302.577,302.577,302.577
4436,25.487,25.487,25.487,25.487,25.487
4437,149.272,149.272,149.272,149.272,149.272
4438,7.356,7.356,7.356,7.356,7.356
4439,3.108,3.108,3.108,3.108,3.108
4440,39.095,39.095,39.095,39.095,39.095
4441,50.681,50.681,50.681,50.681,50.681
4442,54.586,54.586,54.586,54.586,54.586
4443,60.597,60.597,60.597,60.597,60.597
4444,57.032,57.032,57.032,57.032,57.032
4445,68.101,68.101,68.101,68.101,68.101
4446,138.841,138.841,138.841,138.841,138.841
4447,258.336,258.336,258.336,258.336,258.336
4448,264.532,264.532,264.532,264.532,264.532
4449,205.024,205.024,205.024,205.024,205.024
4450,122.247,122.247,122.247,122.247,122.247
4451,122.013,122.013,122.013,122.013,122.013
4452,88.335,88.335,88.335,88.335,88.335
4453,88.801,88.801,88.801,88.801,88.801
4454,93.049,93.049,93.049,93.049,93.049
4455,108.969,108.969,108.969,108.969,108.969
4456,120.961,120.961,120.961,120.961,120.961
4457,191.897,191.897,191.897,191.897,191.897
4458,26.806,26.806,26.806,26.806,26.806
4459,281.641,281.641,281.641,281.641,281.641
4460,231.761,231.761,231.761,231.761,231.761
4461,156.311,156.311,156.311,156.311,156.311
4462,73.604,73.604,73.604,73.604,73.604
4463,3.621,3.621,3.621,3.621,3.621
4464,21.955,21.955,21.955,21.955,21.955
4465,22.165,22.165,22.165,22.165,22.165
4466,36.832,36.832,36.832,36.832,36.832
4467,48.183,48.183,48.183,48.183,48.183
4468,62.544,62.544,62.544,62.544,62.544
4469,69.436,69.436,69.436,69.436,69.436
4470,123.482,123.482,123.482,123.482,123.482
4471,253.235,253.235,253.235,253.235,253.235
4472,254.723,254.723,254.723,254.723,254.723
4473,254.436,254.436,254.436,254.436,254.436
4474,132.147,132.147,132.147,132.147,132.147
4475,109.897,109.897,109.897,109.897,109.897
4476,97.351,97.351,97.351,97.351,97.351
4477,90.433,90.433,90.433,90.433,90.433
4478,99.214,99.214,99.214,99.214,99.214
4479,112.838,112.838,112.838,112.838,112.838
4480,130.727,130.727,130.727,130.727,130.727
4481,18.306,18.306,18.306,18.306,18.306
4482,246.135,246.135,246.135,246.135,246.135
4483,262.687,262.687,262.687,262.687,262.687
4484,248.939,248.939,248.939,248.939,248.939
4485,160.653,160.653,160.653,160.653,160.653
4486,76.382,76.382,76.382,76.382,76.382
4487,39.158,39.158,39.158,39.158,39.158
4488,27.008,27.008,27.008,27.008,27.008
4489,29.376,29.376,29.376,29.376,29.376
4490,41.748,41.748,41.748,41.748,41.748
4491,47.746,47.746,47.746,47.746,47.746
4492,61.452,61.452,61.452,61.452,61.452
4493,99.462,99.462,99.462,99.462,99.462
4494,138.539,138.539,138.539,138.539,138.539
4495,15.158,15.158,15.158,15.158,15.158
4496,199.067,199.067,199.067,199.067,199.067
4497,174.952,174.952,174.952,174.952,174.952
4498,152.848,152.848,152.848,152.848,152.848
4499,147.458,147.458,147.458,147.458,147.458
4500,13.704,13.704,13.704,13.704,13.704
4501,139.436,139.436,139.436,139.436,139.436
4502,119.707,119.707,119.707,119.707,119.707
4503,165.336,165.336,165.336,165.336,165.336
4504,193.379,193.379,193.379,193.379,193.379
4505,236.676,236.676,236.676,236.676,236.676
4506,264.077,264.077,264.077,264.077,264.077
4507,251.993,251.993,251.993,251.993,251.993
4508,186.874,186.874,186.874,186.874,186.874
4509,125.978,125.978,125.978,125.978,125.978
4510,73.848,73.848,73.848,73.848,73.848
4511,38.586,38.586,38.586,38.586,38.586
4512,32.435,32.435,32.435,32.435,32.435
4513,42.809,42.809,42.809,42.809,42.809
4514,48.694,48.694,48.694,48.694,48.694
4515,46.304,46.304,46.304,46.304,46.304
4516,47.735,47.735,47.735,47.735,47.735
4517,84.613,84.613,84.613,84.613,84.613
4518,114.115,114.115,114.115,114.115,114.115
4519,175.679,175.679,175.679,175.679,175.679
4520,197.163,197.163,197.163,197.163,197.163
4521,168.843,168.843,168.843,168.843,168.843
4522,140.962,140.962,140.962,140.962,140.962
4523,137.978,137.978,137.978,137.978,137.978
4524,135.039,135.039,135.039,135.039,135.039
4525,13.678,13.678,13.678,13.678,13.678
4526,144.343,144.343,144.343,144.343,144.343
4527,191.216,191.216,191.216,191.216,191.216
4528,179.432,179.432,179.432,179.432,179.432
4529,199.925,199.925,199.925,199.925,199.925
4530,238.407,238.407,238.407,238.407,238.407
4531,23.72,23.72,23.72,23.72,23.72
4532,187.587,187.587,187.587,187.587,187.587
4533,119.883,119.883,119.883,119.883,119.883
4534,78.698,78.698,78.698,78.698,78.698
4535,47.948,47.948,47.948,47.948,47.948
4536,17.259,17.259,17.259,17.259,17.259
4537,3.763,3.763,3.763,3.763,3.763
4538,40.945,40.945,40.945,40.945,40.945
4539,44.599,44.599,44.599,44.599,44.599
4540,59.167,59.167,59.167,59.167,59.167
4541,69.865,69.865,69.865,69.865,69.865
4542,114.815,114.815,114.815,114.815,114.815
4543,206.381,206.381,206.381,206.381,206.381
4544,25.75,25.75,25.75,25.75,25.75
4545,237.823,237.823,237.823,237.823,237.823
4546,152.977,152.977,152.977,152.977,152.977
4547,105.716,105.716,105.716,105.716,105.716
4548,140.719,140.719,140.719,140.719,140.719
4549,111.845,111.845,111.845,111.845,111.845
4550,125.475,125.475,125.475,125.475,125.475
4551,125.559,125.559,125.559,125.559,125.559
4552,141.283,141.283,141.283,141.283,141.283
4553,191.215,191.215,191.215,191.215,191.215
4554,24.408,24.408,24.408,24.408,24.408
4555,26.225,26.225,26.225,26.225,26.225
4556,226.276,226.276,226.276,226.276,226.276
4557,173.658,173.658,173.658,173.658,173.658
4558,81.092,81.092,81.092,81.092,81.092
4559,40.607,40.607,40.607,40.607,40.607
4560,17.696,17.696,17.696,17.696,17.696
4561,23.112,23.112,23.112,23.112,23.112
4562,27.765,27.765,27.765,27.765,27.765
4563,42.312,42.312,42.312,42.312,42.312
4564,56.842,56.842,56.842,56.842,56.842
4565,87.433,87.433,87.433,87.433,87.433
4566,127.017,127.017,127.017,127.017,127.017
4567,201.997,201.997,201.997,201.997,201.997
4568,258.481,258.481,258.481,258.481,258.481
4569,213.942,213.942,213.942,213.942,213.942
4570,148.303,148.303,148.303,148.303,148.303
4571,91.597,91.597,91.597,91.597,91.597
4572,83.552,83.552,83.552,83.552,83.552
4573,94.888,94.888,94.888,94.888,94.888
4574,97.271,97.271,97.271,97.271,97.271
4575,121.748,121.748,121.748,121.748,121.748
4576,139.814,139.814,139.814,139.814,139.814
4577,188.669,188.669,188.669,188.669,188.669
4578,261.756,261.756,261.756,261.756,261.756
4579,270.762,270.762,270.762,270.762,270.762
4580,244.418,244.418,244.418,244.418,244.418
4581,160.439,160.439,160.439,160.439,160.439
4582,54.705,54.705,54.705,54.705,54.705
4583,24.445,24.445,24.445,24.445,24.445
4584,35.509,35.509,35.509,35.509,35.509
4585,42.353,42.353,42.353,42.353,42.353
4586,47.438,47.438,47.438,47.438,47.438
4587,50.648,50.648,50.648,50.648,50.648
4588,59.213,59.213,59.213,59.213,59.213
4589,85.321,85.321,85.321,85.321,85.321
4590,11.084,11.084,11.084,11.084,11.084
4591,224.805,224.805,224.805,224.805,224.805
4592,266.167,266.167,266.167,266.167,266.167
4593,225.683,225.683,225.683,225.683,225.683
4594,142.365,142.365,142.365,142.365,142.365
4595,113.954,113.954,113.954,113.954,113.954
4596,10.185,10.185,10.185,10.185,10.185
4597,101.176,101.176,101.176,101.176,101.176
4598,116.465,116.465,116.465,116.465,116.465
4599,102.799,102.799,102.799,102.799,102.799
4600,161.254,161.254,161.254,161.254,161.254
4601,198.782,198.782,198.782,198.782,198.782
4602,239.986,239.986,239.986,239.986,239.986
4603,284.389,284.389,284.389,284.389,284.389
4604,235.428,235.428,235.428,235.428,235.428
4605,150.082,150.082,150.082,150.082,150.082
4606,71.089,71.089,71.089,71.089,71.089
4607,22.299,22.299,22.299,22.299,22.299
4608,17.702,17.702,17.702,17.702,17.702
4609,25.619,25.619,25.619,25.619,25.619
4610,42.723,42.723,42.723,42.723,42.723
4611,48.312,48.312,48.312,48.312,48.312
4612,5.362,5.362,5.362,5.362,5.362
4613,79.426,79.426,79.426,79.426,79.426
4614,129.459,129.459,129.459,129.459,129.459
4615,203.937,203.937,203.937,203.937,203.937
4616,261.728,261.728,261.728,261.728,261.728
4617,195.004,195.004,195.004,195.004,195.004
4618,119.565,119.565,119.565,119.565,119.565
4619,110.723,110.723,110.723,110.723,110.723
4620,133.912,133.912,133.912,133.912,133.912
4621,99.186,99.186,99.186,99.186,99.186
4622,115.287,115.287,115.287,115.287,115.287
4623,110.186,110.186,110.186,110.186,110.186
4624,131.131,131.131,131.131,131.131,131.131
4625,177.409,177.409,177.409,177.409,177.409
4626,254.395,254.395,254.395,254.395,254.395
4627,282.069,282.069,282.069,282.069,282.069
4628,244.916,244.916,244.916,244.916,244.916
4629,165.417,165.417,165.417,165.417,165.417
4630,70.602,70.602,70.602,70.602,70.602
4631,26.418,26.418,26.418,26.418,26.418
4632,32.463,32.463,32.463,32.463,32.463
4633,40.758,40.758,40.758,40.758,40.758
4634,41.439,41.439,41.439,41.439,41.439
4635,49.223,49.223,49.223,49.223,49.223
4636,63.564,63.564,63.564,63.564,63.564
4637,75.924,75.924,75.924,75.924,75.924
4638,120.711,120.711,120.711,120.711,120.711
4639,19.762,19.762,19.762,19.762,19.762
4640,254.596,254.596,254.596,254.596,254.596
4641,208.733,208.733,208.733,208.733,208.733
4642,159.188,159.188,159.188,159.188,159.188
4643,9.561,9.561,9.561,9.561,9.561
4644,104.357,104.357,104.357,104.357,104.357
4645,129.643,129.643,129.643,129.643,129.643
4646,101.189,101.189,101.189,101.189,101.189
4647,11.895,11.895,11.895,11.895,11.895
4648,141.711,141.711,141.711,141.711,141.711
4649,200.208,200.208,200.208,200.208,200.208
4650,279.061,279.061,279.061,279.061,279.061
4651,284.052,284.052,284.052,284.052,284.052
4652,245.717,245.717,245.717,245.717,245.717
4653,178.122,178.122,178.122,178.122,178.122
4654,92.718,92.718,92.718,92.718,92.718
4655,3.067,3.067,3.067,3.067,3.067
4656,17.088,17.088,17.088,17.088,17.088
4657,28.194,28.194,28.194,28.194,28.194
4658,24.051,24.051,24.051,24.051,24.051
4659,44.461,44.461,44.461,44.461,44.461
4660,52.409,52.409,52.409,52.409,52.409
4661,60.591,60.591,60.591,60.591,60.591
4662,114.872,114.872,114.872,114.872,114.872
4663,154.955,154.955,154.955,154.955,154.955
4664,173.355,173.355,173.355,173.355,173.355
4665,15.842,15.842,15.842,15.842,15.842
4666,151.937,151.937,151.937,151.937,151.937
4667,144.998,144.998,144.998,144.998,144.998
4668,151.988,151.988,151.988,151.988,151.988
4669,138.807,138.807,138.807,138.807,138.807
4670,156.524,156.524,156.524,156.524,156.524
4671,158.522,158.522,158.522,158.522,158.522
4672,187.163,187.163,187.163,187.163,187.163
4673,188.276,188.276,188.276,188.276,188.276
4674,231.176,231.176,231.176,231.176,231.176
4675,228.612,228.612,228.612,228.612,228.612
4676,180.641,180.641,180.641,180.641,180.641
4677,116.276,116.276,116.276,116.276,116.276
4678,70.645,70.645,70.645,70.645,70.645
4679,36.835,36.835,36.835,36.835,36.835
4680,23.365,23.365,23.365,23.365,23.365
4681,43.365,43.365,43.365,43.365,43.365
4682,50.866,50.866,50.866,50.866,50.866
4683,49.846,49.846,49.846,49.846,49.846
4684,52.708,52.708,52.708,52.708,52.708
4685,78.071,78.071,78.071,78.071,78.071
4686,127.173,127.173,127.173,127.173,127.173
4687,167.381,167.381,167.381,167.381,167.381
4688,217.472,217.472,217.472,217.472,217.472
4689,190.424,190.424,190.424,190.424,190.424
4690,160.197,160.197,160.197,160.197,160.197
4691,133.914,133.914,133.914,133.914,133.914
4692,133.964,133.964,133.964,133.964,133.964
4693,127.311,127.311,127.311,127.311,127.311
