meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
hour,2026,2027,2028,2029,2030
1315,225.268,225.268,225.268,225.268,225.268
1316,155.548,155.548,155.548,155.548,155.548
1317,109.949,109.949,109.949,109.949,109.949
1318,74.479,74.479,74.479,74.479,74.479
1319,3.6,3.6,3.6,3.6,3.6
1320,1.85,1.85,1.85,1.85,1.85
1321,27.258,27.258,27.258,27.258,27.258
1322,27.809,27.809,27.809,27.809,27.809
1323,45.867,45.867,45.867,45.867,45.867
1324,7.25,7.25,7.25,7.25,7.25
1325,88.882,88.882,88.882,88.882,88.882
1326,123.391,123.391,123.391,123.391,123.391
1327,162.891,162.891,162.891,162.891,162.891
1328,183.977,183.977,183.977,183.977,183.977
1329,153.516,153.516,153.516,153.516,153.516
1330,135.648,135.648,135.648,135.648,135.648
1331,144.029,144.029,144.029,144.029,144.029
1332,150.067,150.067,150.067,150.067,150.067
1333,176.093,176.093,176.093,176.093,176.093
1334,139.387,139.387,139.387,139.387,139.387
1335,158.359,158.359,158.359,158.359,158.359
1336,191.544,191.544,191.544,191.544,191.544
1337,205.765,205.765,205.765,205.765,205.765
1338,232.292,232.292,232.292,232.292,232.292
1339,215.941,215.941,215.941,215.941,215.941
1340,184.528,184.528,184.528,184.528,184.528
1341,119.803,119.803,119.803,119.803,119.803
1342,73.605,73.605,73.605,73.605,73.605
1343,48.142,48.142,48.142,48.142,48.142
1344,19.913,19.913,19.913,19.913,19.913
1345,24.556,24.556,24.556,24.556,24.556
1346,40.921,40.921,40.921,40.921,40.921
1347,57.625,57.625,57.625,57.625,57.625
1348,64.498,64.498,64.498,64.498,64.498
1349,83.181,83.181,83.181,83.181,83.181
1350,117.539,117.539,117.539,117.539,117.539
1351,222.032,222.032,222.032,222.032,222.032
1352,299.409,299.409,299.409,299.409,299.409
1353,232.307,232.307,232.307,232.307,232.307
1354,147.741,147.741,147.741,147.741,147.741
1355,110.813,110.813,110.813,110.813,110.813
1356,98.589,98.589,98.589,98.589,98.589
1357,101.035,101.035,101.035,101.035,101.035
1358,107.615,107.615,107.615,107.615,107.615
1359,124.099,124.099,124.099,124.099,124.099
1360,167.451,167.451,167.451,167.451,167.451
1361,23.368,23.368,23.368,23.368,23.368
1362,296.672,296.672,296.672,296.672,296.672
1363,29.303,29.303,29.303,29.303,29.303
1364,254.828,254.828,254.828,254.828,254.828
1365,137.337,137.337,137.337,137.337,137.337
1366,66.561,66.561,66.561,66.561,66.561
1367,27.989,27.989,27.989,27.989,27.989
1368,19.174,19.174,19.174,19.174,19.174
1369,20.539,20.539,20.539,20.539,20.539
1370,36.385,36.385,36.385,36.385,36.385
1371,47.128,47.128,47.128,47.128,47.128
1372,56.038,56.038,56.038,56.038,56.038
1373,62.154,62.154,62.154,62.154,62.154
1374,148.192,148.192,148.192,148.192,148.192
1375,229.961,229.961,229.961,229.961,229.961
1376,289.258,289.258,289.258,289.258,289.258
1377,233.428,233.428,233.428,233.428,233.428
1378,152.655,152.655,152.655,152.655,152.655
1379,100.431,100.431,100.431,100.431,100.431
1380,97.699,97.699,97.699,97.699,97.699
1381,99.465,99.465,99.465,99.465,99.465
1382,115.758,115.758,115.758,115.758,115.758
1383,109.543,109.543,109.543,109.543,109.543
1384,16.046,16.046,16.046,16.046,16.046
1385,165.399,165.399,165.399,165.399,165.399
1386,241.186,241.186,241.186,241.186,241.186
1387,280.933,280.933,280.933,280.933,280.933
1388,251.221,251.221,251.221,251.221,251.221
1389,158.453,158.453,158.453,158.453,158.453
1390,69.636,69.636,69.636,69.636,69.636
1391,37.801,37.801,37.801,37.801,37.801
1392,22.948,22.948,22.948,22.948,22.948
1393,44.741,44.741,44.741,44.741,44.741
1394,4.495,4.495,4.495,4.495,4.495
1395,50.993,50.993,50.993,50.993,50.993
1396,5.537,5.537,5.537,5.537,5.537
1397,70.675,70.675,70.675,70.675,70.675
1398,107.993,107.993,107.993,107.993,107.993
1399,208.519,208.519,208.519,208.519,208.519
1400,255.368,255.368,255.368,255.368,255.368
1401,209.959,209.959,209.959,209.959,209.959
1402,167.864,167.864,167.864,167.864,167.864
1403,121.943,121.943,121.943,121.943,121.943
1404,103.041,103.041,103.041,103.041,103.041
1405,117.073,117.073,117.073,117.073,117.073
1406,116.656,116.656,116.656,116.656,116.656
1407,133.557,133.557,133.557,133.557,133.557
1408,163.189,163.189,163.189,163.189,163.189
1409,20.299,20.299,20.299,20.299,20.299
1410,247.091,247.091,247.091,247.091,247.091
1411,278.856,278.856,278.856,278.856,278.856
1412,21.799,21.799,21.799,21.799,21.799
1413,142.084,142.084,142.084,142.084,142.084
1414,51.517,51.517,51.517,51.517,51.517
1415,23.473,23.473,23.473,23.473,23.473
1416,38.312,38.312,38.312,38.312,38.312
1417,45.706,45.706,45.706,45.706,45.706
1418,50.513,50.513,50.513,50.513,50.513
1419,49.044,49.044,49.044,49.044,49.044
1420,60.783,60.783,60.783,60.783,60.783
1421,79.694,79.694,79.694,79.694,79.694
1422,130.514,130.514,130.514,130.514,130.514
1423,208.408,208.408,208.408,208.408,208.408
1424,263.246,263.246,263.246,263.246,263.246
1425,251.478,251.478,251.478,251.478,251.478
1426,161.429,161.429,161.429,161.429,161.429
1427,10.36,10.36,10.36,10.36,10.36
1428,86.018,86.018,86.018,86.018,86.018
1429,92.351,92.351,92.351,92.351,92.351
1430,9.553,9.553,9.553,9.553,9.553
1431,132.416,132.416,132.416,132.416,132.416
1432,163.123,163.123,163.123,163.123,163.123
1433,181.354,181.354,181.354,181.354,181.354
1434,250.653,250.653,250.653,250.653,250.653
1435,277.474,277.474,277.474,277.474,277.474
1436,210.777,210.777,210.777,210.777,210.777
1437,155.439,155.439,155.439,155.439,155.439
1438,90.709,90.709,90.709,90.709,90.709
1439,49.592,49.592,49.592,49.592,49.592
1440,22.758,22.758,22.758,22.758,22.758
1441,45.617,45.617,45.617,45.617,45.617
1442,46.485,46.485,46.485,46.485,46.485
1443,49.805,49.805,49.805,49.805,49.805
1444,4.622,4.622,4.622,4.622,4.622
1445,59.443,59.443,59.443,59.443,59.443
1446,11.465,11.465,11.465,11.465,11.465
1447,212.277,212.277,212.277,212.277,212.277
1448,239.014,239.014,239.014,239.014,239.014
1449,21.526,21.526,21.526,21.526,21.526
1450,144.618,144.618,144.618,144.618,144.618
1451,126.024,126.024,126.024,126.024,126.024
1452,102.702,102.702,102.702,102.702,102.702
1453,105.834,105.834,105.834,105.834,105.834
1454,136.117,136.117,136.117,136.117,136.117
1455,140.344,140.344,140.344,140.344,140.344
1456,140.107,140.107,140.107,140.107,140.107
1457,204.816,204.816,204.816,204.816,204.816
1458,257.205,257.205,257.205,257.205,257.205
1459,295.994,295.994,295.994,295.994,295.994
1460,236.126,236.126,236.126,236.126,236.126
1461,151.212,151.212,151.212,151.212,151.212
1462,86.111,86.111,86.111,86.111,86.111
1463,5.232,5.232,5.232,5.232,5.232
1464,39.174,39.174,39.174,39.174,39.174
1465,44.749,44.749,44.749,44.749,44.749
1466,46.257,46.257,46.257,46.257,46.257
1467,47.887,47.887,47.887,47.887,47.887
1468,68.843,68.843,68.843,68.843,68.843
1469,81.876,81.876,81.876,81.876,81.876
1470,110.908,110.908,110.908,110.908,110.908
1471,153.798,153.798,153.798,153.798,153.798
1472,213.182,213.182,213.182,213.182,213.182
1473,187.491,187.491,187.491,187.491,187.491
1474,161.937,161.937,161.937,161.937,161.937
1475,141.271,141.271,141.271,141.271,141.271
1476,164.183,164.183,164.183,164.183,164.183
1477,172.004,172.004,172.004,172.004,172.004
1478,137.072,137.072,137.072,137.072,137.072
1479,145.273,145.273,145.273,145.273,145.273
1480,181.043,181.043,181.043,181.043,181.043
1481,222.106,222.106,222.106,222.106,222.106
1482,242.142,242.142,242.142,242.142,242.142
1483,234.675,234.675,234.675,234.675,234.675
1484,180.379,180.379,180.379,180.379,180.379
1485,110.428,110.428,110.428,110.428,110.428
1486,71.119,71.119,71.119,71.119,71.119
1487,30.141,30.141,30.141,30.141,30.141
1488,3.77,3.77,3.77,3.77,3.77
1489,44.416,44.416,44.416,44.416,44.416
1490,43.851,43.851,43.851,43.851,43.851
1491,43.729,43.729,43.729,43.729,43.729
1492,53.956,53.956,53.956,53.956,53.956
1493,8.875,8.875,8.875,8.875,8.875
1494,134.012,134.012,134.012,134.012,134.012
1495,184.173,184.173,184.173,184.173,184.173
1496,189.405,189.405,189.405,189.405,189.405
1497,198.813,198.813,198.813,198.813,198.813
1498,143.763,143.763,143.763,143.763,143.763
1499,137.662,137.662,137.662,137.662,137.662
1500,156.573,156.573,156.573,156.573,156.573
1501,127.398,127.398,127.398,127.398,127.398
1502,138.834,138.834,138.834,138.834,138.834
1503,15.489,15.489,15.489,15.489,15.489
1504,196.921,196.921,196.921,196.921,196.921
1505,22.699,22.699,22.699,22.699,22.699
1506,252.246,252.246,252.246,252.246,252.246
1507,239.054,239.054,239.054,239.054,239.054
1508,170.359,170.359,170.359,170.359,170.359
1509,119.398,119.398,119.398,119.398,119.398
1510,71.176,71.176,71.176,71.176,71.176
1511,29.337,29.337,29.337,29.337,29.337
1512,22.892,22.892,22.892,22.892,22.892
1513,28.524,28.524,28.524,28.524,28.524
1514,37.592,37.592,37.592,37.592,37.592
1515,48.058,48.058,48.058,48.058,48.058
1516,62.434,62.434,62.434,62.434,62.434
1517,82.362,82.362,82.362,82.362,82.362
1518,140.582,140.582,140.582,140.582,140.582
1519,206.375,206.375,206.375,206.375,206.375
1520,247.233,247.233,247.233,247.233,247.233
1521,230.719,230.719,230.719,230.719,230.719
1522,146.648,146.648,146.648,146.648,146.648
1523,105.277,105.277,105.277,105.277,105.277
1524,87.416,87.416,87.416,87.416,87.416
1525,92.004,92.004,92.004,92.004,92.004
1526,121.928,121.928,121.928,121.928,121.928
1527,132.291,132.291,132.291,132.291,132.291
1528,13.805,13.805,13.805,13.805,13.805
1529,181.687,181.687,181.687,181.687,181.687
1530,246.659,246.659,246.659,246.659,246.659
1531,301.476,301.476,301.476,301.476,301.476
1532,260.336,260.336,260.336,260.336,260.336
1533,16.965,16.965,16.965,16.965,16.965
1534,64.282,64.282,64.282,64.282,64.282
1535,34.395,34.395,34.395,34.395,34.395
1536,37.523,37.523,37.523,37.523,37.523
1537,46.971,46.971,46.971,46.971,46.971
1538,5.271,5.271,5.271,5.271,5.271
1539,57.696,57.696,57.696,57.696,57.696
1540,61.925,61.925,61.925,61.925,61.925
1541,103.777,103.777,103.777,103.777,103.777
1542,15.457,15.457,15.457,15.457,15.457
1543,231.387,231.387,231.387,231.387,231.387
1544,275.411,275.411,275.411,275.411,275.411
1545,239.804,239.804,239.804,239.804,239.804
1546,135.055,135.055,135.055,135.055,135.055
1547,106.942,106.942,106.942,106.942,106.942
1548,93.594,93.594,93.594,93.594,93.594
1549,100.985,100.985,100.985,100.985,100.985
1550,108.628,108.628,108.628,108.628,108.628
1551,131.937,131.937,131.937,131.937,131.937
1552,151.372,151.372,151.372,151.372,151.372
1553,188.523,188.523,188.523,188.523,188.523
1554,249.329,249.329,249.329,249.329,249.329
1555,276.383,276.383,276.383,276.383,276.383
1556,224.574,224.574,224.574,224.574,224.574
1557,16.599,16.599,16.599,16.599,16.599
1558,78.281,78.281,78.281,78.281,78.281
1559,33.126,33.126,33.126,33.126,33.126
1560,34.315,34.315,34.315,34.315,34.315
1561,46.698,46.698,46.698,46.698,46.698
1562,47.343,47.343,47.343,47.343,47.343
1563,43.776,43.776,43.776,43.776,43.776
1564,56.807,56.807,56.807,56.807,56.807
1565,72.411,72.411,72.411,72.411,72.411
1566,142.736,142.736,142.736,142.736,142.736
1567,221.926,221.926,221.926,221.926,221.926
1568,278.415,278.415,278.415,278.415,278.415
1569,242.104,242.104,242.104,242.104,242.104
1570,172.925,172.925,172.925,172.925,172.925
1571,103.888,103.888,103.888,103.888,103.888
1572,9.364,9.364,9.364,9.364,9.364
1573,100.589,100.589,100.589,100.589,100.589
1574,127.939,127.939,127.939,127.939,127.939
1575,124.761,124.761,124.761,124.761,124.761
1576,144.586,144.586,144.586,144.586,144.586
1577,181.597,181.597,181.597,181.597,181.597
1578,274.524,274.524,274.524,274.524,274.524
1579,28.63,28.63,28.63,28.63,28.63
1580,239.289,239.289,239.289,239.289,239.289
1581,143.107,143.107,143.107,143.107,143.107
1582,82.155,82.155,82.155,82.155,82.155
1583,33.917,33.917,33.917,33.917,33.917
1584,3.689,3.689,3.689,3.689,3.689
1585,4.664,4.664,4.664,4.664,4.664
1586,46.651,46.651,46.651,46.651,46.651
1587,49.465,49.465,49.465,49.465,49.465
1588,49.466,49.466,49.466,49.466,49.466
1589,60.964,60.964,60.964,60.964,60.964
1590,12.555,12.555,12.555,12.555,12.555
1591,224.858,224.858,224.858,224.858,224.858
1592,264.914,264.914,264.914,264.914,264.914
1593,21.935,21.935,21.935,21.935,21.935
1594,149.787,149.787,149.787,149.787,149.787
1595,123.911,123.911,123.911,123.911,123.911
1596,106.706,106.706,106.706,106.706,106.706
1597,106.179,106.179,106.179,106.179,106.179
1598,104.051,104.051,104.051,104.051,104.051
1599,11.145,11.145,11.145,11.145,11.145
1600,134.931,134.931,134.931,134.931,134.931
1601,188.617,188.617,188.617,188.617,188.617
1602,238.276,238.276,238.276,238.276,238.276
1603,267.897,267.897,267.897,267.897,267.897
1604,218.734,218.734,218.734,218.734,218.734
1605,176.213,176.213,176.213,176.213,176.213
1606,76.531,76.531,76.531,76.531,76.531
1607,25.425,25.425,25.425,25.425,25.425
1608,3.681,3.681,3.681,3.681,3.681
1609,43.271,43.271,43.271,43.271,43.271
1610,43.225,43.225,43.225,43.225,43.225
1611,44.171,44.171,44.171,44.171,44.171
1612,53.356,53.356,53.356,53.356,53.356
1613,86.083,86.083,86.083,86.083,86.083
1614,137.635,137.635,137.635,137.635,137.635
1615,230.825,230.825,230.825,230.825,230.825
1616,249.044,249.044,249.044,249.044,249.044
1617,230.941,230.941,230.941,230.941,230.941
1618,136.311,136.311,136.311,136.311,136.311
1619,121.271,121.271,121.271,121.271,121.271
1620,125.906,125.906,125.906,125.906,125.906
1621,106.052,106.052,106.052,106.052,106.052
1622,114.605,114.605,114.605,114.605,114.605
1623,115.486,115.486,115.486,115.486,115.486
1624,14.188,14.188,14.188,14.188,14.188
1625,187.271,187.271,187.271,187.271,187.271
1626,232.931,232.931,232.931,232.931,232.931
1627,264.707,264.707,264.707,264.707,264.707
1628,216.869,216.869,216.869,216.869,216.869
1629,144.271,144.271,144.271,144.271,144.271
1630,6.036,6.036,6.036,6.036,6.036
1631,43.612,43.612,43.612,43.612,43.612
1632,16.775,16.775,16.775,16.775,16.775
1633,21.276,21.276,21.276,21.276,21.276
1634,24.646,24.646,24.646,24.646,24.646
1635,48.662,48.662,48.662,48.662,48.662
1636,56.013,56.013,56.013,56.013,56.013
1637,70.582,70.582,70.582,70.582,70.582
1638,12.473,12.473,12.473,12.473,12.473
1639,185.909,185.909,185.909,185.909,185.909
1640,254.719,254.719,254.719,254.719,254.719
1641,192.382,192.382,192.382,192.382,192.382
1642,149.944,149.944,149.944,149.944,149.944
1643,140.983,140.983,140.983,140.983,140.983
1644,146.254,146.254,146.254,146.254,146.254
1645,17.721,17.721,17.721,17.721,17.721
1646,14.46,14.46,14.46,14.46,14.46
1647,147.836,147.836,147.836,147.836,147.836
1648,21.047,21.047,21.047,21.047,21.047
1649,22.07,22.07,22.07,22.07,22.07
1650,248.554,248.554,248.554,248.554,248.554
1651,255.954,255.954,255.954,255.954,255.954
1652,171.089,171.089,171.089,171.089,171.089
1653,120.581,120.581,120.581,120.581,120.581
1654,72.028,72.028,72.028,72.028,72.028
1655,38.071,38.071,38.071,38.071,38.071
1656,33.955,33.955,33.955,33.955,33.955
1657,38.257,38.257,38.257,38.257,38.257
1658,49.213,49.213,49.213,49.213,49.213
1659,51.347,51.347,51.347,51.347,51.347
1660,55.162,55.162,55.162,55.162,55.162
1661,95.339,95.339,95.339,95.339,95.339
1662,125.568,125.568,125.568,125.568,125.568
1663,187.051,187.051,187.051,187.051,187.051
1664,206.562,206.562,206.562,206.562,206.562
1665,184.219,184.219,184.219,184.219,184.219
1666,14.038,14.038,14.038,14.038,14.038
1667,121.241,121.241,121.241,121.241,121.241
1668,117.669,117.669,117.669,117.669,117.669
1669,112.567,112.567,112.567,112.567,112.567
1670,134.949,134.949,134.949,134.949,134.949
1671,132.685,132.685,132.685,132.685,132.685
1672,177.439,177.439,177.439,177.439,177.439
1673,193.129,193.129,193.129,193.129,193.129
1674,230.416,230.416,230.416,230.416,230.416
1675,22.107,22.107,22.107,22.107,22.107
1676,177.286,177.286,177.286,177.286,177.286
1677,135.907,135.907,135.907,135.907,135.907
1678,76.291,76.291,76.291,76.291,76.291
1679,34.393,34.393,34.393,34.393,34.393
1680,17.722,17.722,17.722,17.722,17.722
1681,23.892,23.892,23.892,23.892,23.892
1682,21.392,21.392,21.392,21.392,21.392
1683,4.081,4.081,4.081,4.081,4.081
1684,47.333,47.333,47.333,47.333,47.333
1685,71.402,71.402,71.402,71.402,71.402
1686,137.319,137.319,137.319,137.319,137.319
1687,204.352,204.352,204.352,204.352,204.352
1688,268.232,268.232,268.232,268.232,268.232
1689,215.931,215.931,215.931,215.931,215.931
1690,139.619,139.619,139.619,139.619,139.619
1691,95.491,95.491,95.491,95.491,95.491
1692,102.691,102.691,102.691,102.691,102.691
1693,136.476,136.476,136.476,136.476,136.476
1694,13.402,13.402,13.402,13.402,13.402
1695,136.055,136.055,136.055,136.055,136.055
1696,172.213,172.213,172.213,172.213,172.213
1697,187.053,187.053,187.053,187.053,187.053
1698,262.907,262.907,262.907,262.907,262.907
1699,307.504,307.504,307.504,307.504,307.504
1700,253.309,253.309,253.309,253.309,253.309
1701,153.377,153.377,153.377,153.377,153.377
1702,66.804,66.804,66.804,66.804,66.804
1703,42.064,42.064,42.064,42.064,42.064
1704,36.107,36.107,36.107,36.107,36.107
1705,49.729,49.729,49.729,49.729,49.729
1706,45.283,45.283,45.283,45.283,45.283
1707,47.102,47.102,47.102,47.102,47.102
1708,5.256,5.256,5.256,5.256,5.256
1709,68.432,68.432,68.432,68.432,68.432
1710,141.122,141.122,141.122,141.122,141.122
1711,218.863,218.863,218.863,218.863,218.863
1712,263.851,263.851,263.851,263.851,263.851
1713,220.949,220.949,220.949,220.949,220.949
1714,134.116,134.116,134.116,134.116,134.116
1715,125.473,125.473,125.473,125.473,125.473
1716,84.725,84.725,84.725,84.725,84.725
1717,88.056,88.056,88.056,88.056,88.056
1718,101.968,101.968,101.968,101.968,101.968
1719,119.756,119.756,119.756,119.756,119.756
1720,154.937,154.937,154.937,154.937,154.937
1721,186.106,186.106,186.106,186.106,186.106
1722,240.952,240.952,240.952,240.952,240.952
1723,252.456,252.456,252.456,252.456,252.456
1724,224.964,224.964,224.964,224.964,224.964
1725,143.917,143.917,143.917,143.917,143.917
1726,73.025,73.025,73.025,73.025,73.025
1727,33.402,33.402,33.402,33.402,33.402
1728,37.145,37.145,37.145,37.145,37.145
1729,42.231,42.231,42.231,42.231,42.231
1730,46.666,46.666,46.666,46.666,46.666
1731,59.195,59.195,59.195,59.195,59.195
1732,59.443,59.443,59.443,59.443,59.443
1733,87.065,87.065,87.065,87.065,87.065
1734,157.783,157.783,157.783,157.783,157.783
1735,218.255,218.255,218.255,218.255,218.255
1736,26.598,26.598,26.598,26.598,26.598
1737,203.963,203.963,203.963,203.963,203.963
1738,148.438,148.438,148.438,148.438,148.438
1739,127.395,127.395,127.395,127.395,127.395
1740,92.393,92.393,92.393,92.393,92.393
1741,98.493,98.493,98.493,98.493,98.493
1742,113.896,113.896,113.896,113.896,113.896
1743,157.689,157.689,157.689,157.689,157.689
1744,13.687,13.687,13.687,13.687,13.687
1745,163.557,163.557,163.557,163.557,163.557
1746,262.646,262.646,262.646,262.646,262.646
1747,269.068,269.068,269.068,269.068,269.068
1748,250.102,250.102,250.102,250.102,250.102
1749,180.679,180.679,180.679,180.679,180.679
1750,87.086,87.086,87.086,87.086,87.086
1751,42.723,42.723,42.723,42.723,42.723
1752,17.256,17.256,17.256,17.256,17.256
1753,24.835,24.835,24.835,24.835,24.835
1754,49.791,49.791,49.791,49.791,49.791
1755,57.187,57.187,57.187,57.187,57.187
1756,60.498,60.498,60.498,60.498,60.498
1757,68.801,68.801,68.801,68.801,68.801
1758,101.464,101.464,101.464,101.464,101.464
1759,202.913,202.913,202.913,202.913,202.913
1760,244.027,244.027,244.027,244.027,244.027
1761,216.003,216.003,216.003,216.003,216.003
1762,162.795,162.795,162.795,162.795,162.795
1763,106.124,106.124,106.124,106.124,106.124
1764,115.608,115.608,115.608,115.608,115.608
1765,10.253,10.253,10.253,10.253,10.253
1766,102.358,102.358,102.358,102.358,102.358
1767,126.186,126.186,126.186,126.186,126.186
1768,137.256,137.256,137.256,137.256,137.256
1769,177.442,177.442,177.442,177.442,177.442
1770,222.746,222.746,222.746,222.746,222.746
1771,259.717,259.717,259.717,259.717,259.717
1772,255.741,255.741,255.741,255.741,255.741
1773,183.099,183.099,183.099,183.099,183.099
1774,68.501,68.501,68.501,68.501,68.501
1775,42.857,42.857,42.857,42.857,42.857
1776,17.346,17.346,17.346,17.346,17.346
1777,21.028,21.028,21.028,21.028,21.028
1778,35.538,35.538,35.538,35.538,35.538
1779,47.486,47.486,47.486,47.486,47.486
1780,58.517,58.517,58.517,58.517,58.517
1781,7.74,7.74,7.74,7.74,7.74
1782,126.511,126.511,126.511,126.511,126.511
1783,217.041,217.041,217.041,217.041,217.041
1784,269.158,269.158,269.158,269.158,269.158
1785,238.667,238.667,238.667,238.667,238.667
1786,149.558,149.558,149.558,149.558,149.558
1787,89.851,89.851,89.851,89.851,89.851
1788,92.069,92.069,92.069,92.069,92.069
1789,124.304,124.304,124.304,124.304,124.304
1790,119.225,119.225,119.225,119.225,119.225
1791,123.743,123.743,123.743,123.743,123.743
1792,142.687,142.687,142.687,142.687,142.687
1793,204.313,204.313,204.313,204.313,204.313
1794,259.343,259.343,259.343,259.343,259.343
1795,291.928,291.928,291.928,291.928,291.928
1796,270.332,270.332,270.332,270.332,270.332
1797,185.115,185.115,185.115,185.115,185.115
1798,8.574,8.574,8.574,8.574,8.574
1799,43.441,43.441,43.441,43.441,43.441
1800,17.122,17.122,17.122,17.122,17.122
1801,23.476,23.476,23.476,23.476,23.476
1802,2.254,2.254,2.254,2.254,2.254
1803,36.881,36.881,36.881,36.881,36.881
1804,56.854,56.854,56.854,56.854,56.854
1805,73.836,73.836,73.836,73.836,73.836
1806,123.198,123.198,123.198,123.198,123.198
1807,17.443,17.443,17.443,17.443,17.443
1808,214.732,214.732,214.732,214.732,214.732
1809,200.433,200.433,200.433,200.433,200.433
1810,148.563,148.563,148.563,148.563,148.563
1811,129.817,129.817,129.817,129.817,129.817
1812,132.485,132.485,132.485,132.485,132.485
1813,13.551,13.551,13.551,13.551,13.551
1814,165.035,165.035,165.035,165.035,165.035
1815,165.074,165.074,165.074,165.074,165.074
1816,201.327,201.327,201.327,201.327,201.327
1817,197.611,197.611,197.611,197.611,197.611
1818,227.885,227.885,227.885,227.885,227.885
1819,219.044,219.044,219.044,219.044,219.044
1820,155.955,155.955,155.955,155.955,155.955
1821,109.666,109.666,109.666,109.666,109.666
1822,69.543,69.543,69.543,69.543,69.543
1823,42.313,42.313,42.313,42.313,42.313
1824,37.615,37.615,37.615,37.615,37.615
1825,43.302,43.302,43.302,43.302,43.302
1826,42.835,42.835,42.835,42.835,42.835
1827,55.457,55.457,55.457,55.457,55.457
1828,51.047,51.047,51.047,51.047,51.047
1829,67.478,67.478,67.478,67.478,67.478
1830,113.654,113.654,113.654,113.654,113.654
1831,157.155,157.155,157.155,157.155,157.155
1832,183.979,183.979,183.979,183.979,183.979
1833,167.062,167.062,167.062,167.062,167.062
1834,142.235,142.235,142.235,142.235,142.235
1835,13.719,13.719,13.719,13.719,13.719
1836,143.437,143.437,143.437,143.437,143.437
1837,140.012,140.012,140.012,140.012,140.012
1838,144.759,144.759,144.759,144.759,144.759
1839,167.543,167.543,167.543,167.543,167.543
1840,210.024,210.024,210.024,210.024,210.024
1841,232.317,232.317,232.317,232.317,232.317
1842,249.344,249.344,249.344,249.344,249.344
1843,211.792,211.792,211.792,211.792,211.792
1844,189.448,189.448,189.448,189.448,189.448
1845,130.602,130.602,130.602,130.602,130.602
1846,66.669,66.669,66.669,66.669,66.669
1847,30.415,30.415,30.415,30.415,30.415
1848,34.508,34.508,34.508,34.508,34.508
1849,46.057,46.057,46.057,46.057,46.057
1850,50.486,50.486,50.486,50.486,50.486
1851,53.688,53.688,53.688,53.688,53.688
1852,78.836,78.836,78.836,78.836,78.836
1853,95.723,95.723,95.723,95.723,95.723
1854,139.189,139.189,139.189,139.189,139.189
1855,260.251,260.251,260.251,260.251,260.251
1856,261.345,261.345,261.345,261.345,261.345
1857,204.994,204.994,204.994,204.994,204.994
1858,132.299,132.299,132.299,132.299,132.299
1859,105.243,105.243,105.243,105.243,105.243
1860,98.029,98.029,98.029,98.029,98.029
1861,9.201,9.201,9.201,9.201,9.201
1862,93.626,93.626,93.626,93.626,93.626
1863,129.961,129.961,129.961,129.961,129.961
1864,150.255,150.255,150.255,150.255,150.255
1865,180.796,180.796,180.796,180.796,180.796
1866,240.424,240.424,240.424,240.424,240.424
1867,266.468,266.468,266.468,266.468,266.468
1868,197.009,197.009,197.009,197.009,197.009
1869,128.698,128.698,128.698,128.698,128.698
1870,60.319,60.319,60.319,60.319,60.319
1871,23.069,23.069,23.069,23.069,23.069
1872,17.368,17.368,17.368,17.368,17.368
1873,24.219,24.219,24.219,24.219,24.219
1874,39.478,39.478,39.478,39.478,39.478
1875,44.456,44.456,44.456,44.456,44.456
1876,49.424,49.424,49.424,49.424,49.424
1877,70.739,70.739,70.739,70.739,70.739
1878,134.654,134.654,134.654,134.654,134.654
1879,218.849,218.849,218.849,218.849,218.849
1880,273.983,273.983,273.983,273.983,273.983
1881,204.267,204.267,204.267,204.267,204.267
1882,134.128,134.128,134.128,134.128,134.128
1883,129.588,129.588,129.588,129.588,129.588
1884,108.891,108.891,108.891,108.891,108.891
1885,108.692,108.692,108.692,108.692,108.692
1886,104.779,104.779,104.779,104.779,104.779
1887,126.602,126.602,126.602,126.602,126.602
1888,155.787,155.787,155.787,155.787,155.787
1889,181.661,181.661,181.661,181.661,181.661
1890,243.403,243.403,243.403,243.403,243.403
1891,27.587,27.587,27.587,27.587,27.587
1892,235.828,235.828,235.828,235.828,235.828
1893,14.863,14.863,14.863,14.863,14.863
1894,74.853,74.853,74.853,74.853,74.853
1895,41.364,41.364,41.364,41.364,41.364
1896,36.059,36.059,36.059,36.059,36.059
1897,39.073,39.073,39.073,39.073,39.073
1898,41.189,41.189,41.189,41.189,41.189
1899,44.313,44.313,44.313,44.313,44.313
1900,55.764,55.764,55.764,55.764,55.764
1901,61.495,61.495,61.495,61.495,61.495
1902,112.198,112.198,112.198,112.198,112.198
1903,212.877,212.877,212.877,212.877,212.877
1904,245.795,245.795,245.795,245.795,245.795
1905,224.009,224.009,224.009,224.009,224.009
1906,179.898,179.898,179.898,179.898,179.898
1907,107.639,107.639,107.639,107.639,107.639
1908,87.548,87.548,87.548,87.548,87.548
1909,105.142,105.142,105.142,105.142,105.142
1910,105.883,105.883,105.883,105.883,105.883
1911,125.628,125.628,125.628,125.628,125.628
1912,149.723,149.723,149.723,149.723,149.723
1913,205.723,205.723,205.723,205.723,205.723
1914,252.963,252.963,252.963,252.963,252.963
1915,269.137,269.137,269.137,269.137,269.137
1916,239.704,239.704,239.704,239.704,239.704
1917,145.505,145.505,145.505,145.505,145.505
1918,74.973,74.973,74.973,74.973,74.973
1919,37.877,37.877,37.877,37.877,37.877
1920,23.205,23.205,23.205,23.205,23.205
