inv_step,inv_step_start_year,resource,technology_label,installed_inverter_capacity_ac_kw,specific_investment_cost_per_kw_ac,lifetime_years,fixed_om_share_per_year
1,2026,Solar,Solar PV,619.1338031505485,180.0,15.0,0.02
