Periods,Solar PV
186,296.40325397740787
187,78.17288898606535
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,45.196001735689784
201,275.21252282022346
202,493.0504392607968
203,665.7690653799785
204,785.1879894216163
205,831.6120263329097
206,806.0738739021823
207,733.6015596772808
208,658.8640302554587
209,474.3544256852606
210,291.1976966486155
211,74.9839085586663
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,42.12865867405928
225,219.69348377802103
226,415.37798235674353
227,574.325183150203
228,699.7802384665623
229,765.5272334779661
230,796.3468803704886
231,696.1538760537811
232,273.4803458073631
233,458.33008867250015
234,281.79675611668915
235,79.69620869134776
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,30.835157402276664
249,122.95386068503554
250,303.3042333281377
251,547.6633626238811
252,698.5442072920671
253,767.857785283674
254,672.7443822155367
255,731.629894763633
256,598.8152928084907
257,436.03831572974786
258,276.21673603251685
259,84.94822597234503
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,39.98671088814123
273,163.32623653601817
274,360.44903663707015
275,613.199255033446
276,758.8050700258522
277,791.4046437746877
278,784.7521103151745
279,770.9739403858811
280,658.4278763805904
281,497.71446939247056
282,302.7794920205455
283,83.60040086263334
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,42.99851941229265
297,263.4373311745307
298,487.23641981782305
299,665.7147599275692
300,785.4816530216682
301,847.6164993138317
302,821.4036273815292
303,692.5504491244072
304,634.5036310732078
305,477.99314477329966
306,284.9541554243516
307,75.26905253979929
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,28.710276709444788
321,201.00179040867937
322,446.15268599877834
323,532.4605742663879
324,478.2442707956879
325,791.5425394350124
326,833.2925360345524
327,763.5346953301539
328,659.0451739490464
329,459.962965172341
330,178.21770173703362
331,85.03198164258752
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,31.78187664942676
345,206.67075745068374
346,398.14628579983975
347,484.23231061711573
348,700.6942317432673
349,796.3574868493295
350,684.359858983512
351,668.4384118040498
352,678.3557861690239
353,517.7555933143132
354,307.2571338131014
355,88.36300900358106
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,20.52708735086157
369,28.644375632142502
370,109.94279833120675
371,85.90570887830624
372,453.2431472288984
373,682.9543759530113
374,790.7206107263753
375,345.18816031946574
376,618.8003882553993
377,478.34517457818856
378,276.99307915615503
379,91.30963842776829
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,15.452977143757778
393,162.43155118791304
394,327.33409460272657
395,520.281542701633
396,537.461190026743
397,599.2889419529919
398,787.6202802041042
399,762.8058242157699
400,675.7796331137547
401,524.7173168097155
402,310.9557532529933
403,92.29653165497744
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
