meta,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand
4973,71.552,73.3408,75.17432,77.053678,78.98001995,80.95452045,82.97838346,85.05284305,87.17916412,89.35864323,71.552,75.1296,77.00784,78.933036,80.9063619,82.92902095,85.00224647,87.12730263,89.3054852,91.53812233,71.552,76.9184,78.84136,80.812394,82.83270385,84.90352145,87.02610948,89.20176222,91.43180627,93.71760143
4974,120.503,123.515575,126.6034644,129.768551,133.0127648,136.3380839,139.746536,143.2401994,146.8212044,150.4917345,120.503,126.52815,129.6913538,132.9336376,136.2569785,139.663403,143.1549881,146.7338628,150.4022093,154.1622646,120.503,129.540725,132.7792431,136.0987242,139.5011923,142.9887221,146.5634402,150.2275262,153.9832143,157.8327947
4975,207.479,212.665975,217.9826244,223.43219,229.0179947,234.7434446,240.6120307,246.6273315,252.7930148,259.1128401,207.479,217.85295,223.2992738,228.8817556,234.6037995,240.4688945,246.4806168,252.6426323,258.9586981,265.4326655,207.479,223.039925,228.6159231,234.3313212,240.1896042,246.1943443,252.3492029,258.657933,265.1243813,271.7524909
4976,249.784,256.0286,262.429315,268.9900479,275.7147991,282.607669,289.6728608,296.9146823,304.3375494,311.9459881,249.784,262.2732,268.83003,275.5507808,282.4395503,289.500539,296.7380525,304.1565038,311.7604164,319.5544268,249.784,268.5178,275.230745,282.1115136,289.1643015,296.393409,303.8032442,311.3983253,319.1832835,327.1628656
4977,202.548,207.6117,212.8019925,218.1220423,223.5750934,229.1644707,234.8935825,240.765922,246.7850701,252.9546968,202.548,212.6754,217.992285,223.4420921,229.0281444,234.753848,240.6226942,246.6382616,252.8042181,259.1243236,202.548,217.7391,223.1825775,228.7621419,234.4811955,240.3432254,246.351806,252.5106012,258.8233662,265.2939503
4978,148.053,151.754325,155.5481831,159.4368877,163.4228099,167.5083801,171.6960896,175.9884919,180.3882042,184.8979093,148.053,155.45565,159.3420413,163.3255923,167.4087321,171.5939504,175.8837992,180.2808941,184.7879165,189.4076144,148.053,159.156975,163.1358994,167.2142969,171.3946543,175.6795206,180.0715087,184.5732964,189.1876288,193.9173195
4979,116.094,118.99635,121.9712588,125.0205402,128.1460537,131.3497051,134.6334477,137.9992839,141.449266,144.9854976,116.094,121.8987,124.9461675,128.0698217,131.2715672,134.5533564,137.9171903,141.3651201,144.8992481,148.5217293,116.094,124.80105,127.9210763,131.1191032,134.3970807,137.7570078,141.2009329,144.7309563,148.3492302,152.0579609
4980,98.404,100.8641,103.3857025,105.9703451,108.6196037,111.3350938,114.1184711,116.9714329,119.8957187,122.8931117,98.404,103.3242,105.907305,108.5549876,111.2688623,114.0505839,116.9018485,119.8243947,122.8200045,125.8905047,98.404,105.7843,108.4289075,111.1396302,113.9181209,116.766074,119.6852258,122.6773565,125.7442904,128.8878976
4981,109.999,112.748975,115.5676994,118.4568919,121.4183142,124.453772,127.5651163,130.7542442,134.0231003,137.3736778,109.999,115.49895,118.3864238,121.3460843,124.3797365,127.4892299,130.6764606,133.9433721,137.2919564,140.7242553,109.999,118.248925,121.2051481,124.2352768,127.3411587,130.5246877,133.7878049,137.1325,140.5608125,144.0748328
4982,97.406,99.84115,102.3371788,104.8956082,107.5179984,110.2059484,112.9610971,115.7851245,118.6797526,121.6467465,97.406,102.2763,104.8332075,107.4540377,110.1403886,112.8938983,115.7162458,118.6091519,121.5743807,124.6137403,97.406,104.71145,107.3292363,110.0124672,112.7627788,115.5818483,118.4713945,121.4331794,124.4690089,127.5807341
4983,142.675,146.241875,149.8979219,153.6453699,157.4865042,161.4236668,165.4592584,169.5957399,173.8356334,178.1815242,142.675,149.80875,153.5539688,157.392818,161.3276384,165.3608294,169.4948501,173.7322214,178.0755269,182.5274151,142.675,153.375625,157.2100156,161.140266,165.1687727,169.297992,173.5304418,177.8687028,182.3154204,186.8733059
4984,171.962,176.26105,180.6675763,185.1842657,189.8138723,194.5592191,199.4231996,204.4087796,209.5189991,214.756974,171.962,180.5601,185.0741025,189.7009551,194.4434789,199.3045659,204.2871801,209.3943596,214.6292186,219.994949,171.962,184.85915,189.4806288,194.2176445,199.0730856,204.0499127,209.1511605,214.3799396,219.739438,225.232924
4985,212.826,218.14665,223.6003163,229.1903242,234.9200823,240.7930843,246.8129114,252.9832342,259.3078151,265.7905104,212.826,223.4673,229.0539825,234.7803321,240.6498404,246.6660864,252.8327385,259.153557,265.6323959,272.2732058,212.826,228.78795,234.5076488,240.37034,246.3795985,252.5390884,258.8525656,265.3238798,271.9569768,278.7559012
4986,253.589,259.928725,266.4269431,273.0876167,279.9148071,286.9126773,294.0854942,301.4376316,308.9735724,316.6979117,253.589,266.26845,272.9251613,279.7482903,286.7419975,293.9105475,301.2583112,308.7897689,316.5095132,324.422251,253.589,272.608175,279.4233794,286.4089639,293.569188,300.9084177,308.4311281,316.1419063,324.045454,332.1465903
4987,280.799,287.818975,295.0144494,302.3898106,309.9495559,317.6982948,325.6407521,333.7817709,342.1263152,350.6794731,280.799,294.83895,302.2099238,309.7651718,317.5093011,325.4470337,333.5832095,341.9227897,350.4708595,359.232631,280.799,301.858925,309.4053981,317.1405331,325.0690464,333.1957726,341.5256669,350.0638086,358.8154038,367.7857889
4988,250.995,257.269875,263.7016219,270.2941624,277.0515165,283.9778044,291.0772495,298.3541807,305.8130353,313.4583611,250.995,263.54475,270.1333688,276.886703,283.8088705,290.9040923,298.1766946,305.631112,313.2718898,321.103687,250.995,269.819625,276.5651156,283.4792435,290.5662246,297.8303802,305.2761397,312.9080432,320.7307443,328.7490129
4989,17.525,17.963125,18.41220313,18.8725082,19.34432091,19.82792893,20.32362715,20.83171783,21.35251078,21.88632355,17.525,18.40125,18.86128125,19.33281328,19.81613361,20.31153695,20.81932538,21.33980851,21.87330372,22.42013632,17.525,18.839375,19.31035938,19.79311836,20.28794632,20.79514498,21.3150236,21.84789919,22.39409667,22.95394909
4990,85.816,87.9614,90.160435,92.41444588,94.72480702,97.0929272,99.52025038,102.0082566,104.5584631,107.1724246,85.816,90.1068,92.35947,94.66845675,97.03516817,99.46104737,101.9475736,104.4962629,107.1086695,109.7863862,85.816,92.2522,94.558505,96.92246763,99.34552932,101.8291675,104.3748967,106.9842692,109.6588759,112.4003478
4991,24.828,25.4487,26.0849175,26.73704044,27.40546645,28.09060311,28.79286819,29.51268989,30.25050714,31.00676982,24.828,26.0694,26.721135,27.38916338,28.07389246,28.77573977,29.49513327,30.2325116,30.98832439,31.7630325,24.828,26.6901,27.3573525,28.04128631,28.74231847,29.46087643,30.19739834,30.9523333,31.72614163,32.51929517
4992,20.221,20.726525,21.24468813,21.77580533,22.32020046,22.87820547,23.45016061,24.03641462,24.63732499,25.25325812,20.221,21.23205,21.76285125,22.30692253,22.86459559,23.43621048,24.02211575,24.62266864,25.23823536,25.86919124,20.221,21.737575,22.28101438,22.83803973,23.40899073,23.9942155,24.59407088,25.20892266,25.83914572,26.48512436
4993,30.707,31.474675,32.26154188,33.06808042,33.89478243,34.74215199,35.61070579,36.50097344,37.41349777,38.34883522,30.707,32.24235,33.04840875,33.87461897,34.72148444,35.58952155,36.47925959,37.39124108,38.32602211,39.28417266,30.707,33.010025,33.83527563,34.68115752,35.54818645,36.43689111,37.34781339,38.28150873,39.23854645,40.21951011
4994,47.329,48.512225,49.72503063,50.96815639,52.2423603,53.54841931,54.88712979,56.25930804,57.66579074,59.1074355,47.329,49.69545,50.93783625,52.21128216,53.51656421,54.85447832,56.22584027,57.63148628,59.07227344,60.54908027,47.329,50.878675,52.15064188,53.45440792,54.79076812,56.16053732,57.56455076,59.00366452,60.47875614,61.99072504
4995,50.167,51.421175,52.70670438,54.02437198,55.37498128,56.75935582,58.17833971,59.6327982,61.12361816,62.65170861,50.167,52.67535,53.99223375,55.34203959,56.72559058,58.14373035,59.59732361,61.0872567,62.61443811,64.17979907,50.167,53.929525,55.27776313,56.6597072,58.07619988,59.52810488,61.0163075,62.54171519,64.10525807,65.70788952
4996,61.989,63.538725,65.12719313,66.75537295,68.42425728,70.13486371,71.8882353,73.68544118,75.52757721,77.41576664,61.989,65.08845,66.71566125,68.38355278,70.0931416,71.84547014,73.64160689,75.48264707,77.36971324,79.30395607,61.989,66.638175,68.30412938,70.01173261,71.76202592,73.55607657,75.39497849,77.27985295,79.21184927,81.1921455
4997,74.569,76.433225,78.34405563,80.30265702,82.31022344,84.36797903,86.4771785,88.63910797,90.85508566,93.12646281,74.569,78.29745,80.25488625,82.26125841,84.31778987,86.42573461,88.58637798,90.80103743,93.07106336,95.39783995,74.569,80.161675,82.16571688,84.2198598,86.32535629,88.4834902,90.69557745,92.96296689,95.28704106,97.66921709
4998,107.634,110.32485,113.0829713,115.9100455,118.8077967,121.7779916,124.8224414,127.9430024,131.1415775,134.4201169,107.634,113.0157,115.8410925,118.7371198,121.7055478,124.7481865,127.8668912,131.0635634,134.3401525,137.6986563,107.634,115.70655,118.5992138,121.5641941,124.6032989,127.7183814,130.911341,134.1841245,137.5387276,140.9771958
4999,15.862,16.25855,16.66501375,17.08163909,17.50868007,17.94639707,18.395057,18.85493342,19.32630676,19.80946443,15.862,16.6551,17.0714775,17.49826444,17.93572105,18.38411407,18.84371693,19.31480985,19.7976801,20.2926221,15.862,17.05165,17.47794125,17.91488978,18.36276203,18.82183108,19.29237685,19.77468627,20.26905343,20.77577977
5000,208.795,214.014875,219.3652469,224.849378,230.4706125,236.2323778,242.1381873,248.1916419,254.396433,260.7563438,208.795,219.23475,224.7156188,230.3335092,236.0918469,241.9941431,248.0439967,254.2450966,260.601224,267.1162546,208.795,224.454625,230.0659906,235.8176404,241.7130814,247.7559084,253.9498061,260.2985513,266.8060151,273.4761655
5001,181.433,185.968825,190.6180456,195.3834968,200.2680842,205.2747863,210.4066559,215.6668223,221.0584929,226.5849552,181.433,190.50465,195.2672663,200.1489479,205.1526716,210.2814884,215.5385256,220.9269887,226.4501635,232.1114175,181.433,195.040475,199.9164869,204.914399,210.037259,215.2881905,220.6703953,226.1871551,231.841834,237.6378799
5002,160.363,164.372075,168.4813769,172.6934113,177.0107466,181.4360152,185.9719156,190.6212135,195.3867439,200.2714124,160.363,168.38115,172.5906788,176.9054457,181.3280819,185.8612839,190.507816,195.2705114,200.1522742,205.156081,160.363,172.390225,176.6999806,181.1174801,185.6454171,190.2865526,195.0437164,199.9198093,204.9178045,210.0407496
5003,153.218,157.04845,160.9746613,164.9990278,169.1240035,173.3521036,177.6859062,182.1280538,186.6812552,191.3482865,153.218,160.8789,164.9008725,169.0233943,173.2489792,177.5802036,182.0197087,186.5702015,191.2344565,196.0153179,153.218,164.70935,168.8270838,173.0477608,177.3739549,181.8083037,186.3535113,191.0123491,195.7876578,200.6823493
5004,126.894,130.06635,133.3180088,136.650959,140.0672329,143.5689138,147.1581366,150.83709,154.6080173,158.4732177,126.894,133.2387,136.5696675,139.9839092,143.4835069,147.0705946,150.7473595,154.5160434,158.3789445,162.3384181,126.894,136.41105,139.8213263,143.3168594,146.8997809,150.5722754,154.3365823,158.1949969,162.1498718,166.2036186
5005,125.931,129.079275,132.3062569,135.6139133,139.0042611,142.4793677,146.0413518,149.6923856,153.4346953,157.2705627,125.931,132.22755,135.5332388,138.9215697,142.394609,145.9544742,149.603336,153.3434194,157.1770049,161.1064301,125.931,135.375825,138.7602206,142.2292261,145.7849568,149.4295807,153.1653202,156.9944532,160.9193146,164.9422974
5006,122.431,125.491775,128.6290694,131.8447961,135.140916,138.5194389,141.9824249,145.5319855,149.1702851,152.8995423,122.431,128.55255,131.7663638,135.0605228,138.4370359,141.8979618,145.4454109,149.0815461,152.8085848,156.6287994,122.431,131.613325,134.9036581,138.2762496,141.7331558,145.2764847,148.9083968,152.6311068,156.4468844,160.3580565
5007,148.489,152.201225,156.0062556,159.906412,163.9040723,168.0016741,172.201716,176.5067589,180.9194278,185.4424135,148.489,155.91345,159.8112863,163.8065684,167.9017326,172.0992759,176.4017578,180.8118018,185.3320968,189.9653992,148.489,159.625675,163.6163169,167.7067248,171.8993929,176.1968777,180.6017997,185.1168447,189.7447658,194.4883849
5008,221.894,227.44135,233.1273838,238.9555683,244.9294576,251.052694,257.3290113,263.7622366,270.3562925,277.1151999,221.894,232.9887,238.8134175,244.7837529,250.9033468,257.1759304,263.6053287,270.1954619,276.9503485,283.8741072,221.894,238.53605,244.4994513,250.6119375,256.877236,263.2991669,269.881646,276.6286872,283.5444044,290.6330145
5009,215.003,220.378075,225.8875269,231.534715,237.3230829,243.25616,249.337564,255.5710031,261.9602782,268.5092851,215.003,225.75315,231.3969788,237.1819032,243.1114508,249.1892371,255.418968,261.8044422,268.3495533,275.0582921,215.003,231.128225,236.9064306,242.8290914,248.8998187,255.1223141,261.500372,268.0378813,274.7388283,281.607299
5010,218.253,223.709325,229.3020581,235.0346096,240.9104748,246.9332367,253.1065676,259.4342318,265.9200876,272.5680898,218.253,229.16565,234.8947913,240.767161,246.7863401,252.9559986,259.2798985,265.761896,272.4059434,279.216092,218.253,234.621975,240.4875244,246.4997125,252.6622053,258.9787604,265.4532294,272.0895602,278.8917992,285.8640942
5011,20.528,21.0412,21.56723,22.10641075,22.65907102,23.22554779,23.80618649,24.40134115,25.01137468,25.63665905,20.528,21.5544,22.09326,22.6455915,23.21173129,23.79202457,24.38682518,24.99649581,25.62140821,26.26194341,20.528,22.0676,22.61929,23.18477225,23.76439156,24.35850135,24.96746388,25.59165048,26.23144174,26.88722778
5012,164.014,168.11435,172.3172088,176.625139,181.0407674,185.5667866,190.2059563,194.9611052,199.8351328,204.8310112,164.014,172.2147,176.5200675,180.9330692,185.4563959,190.0928058,194.845126,199.7162541,204.7091605,209.8268895,164.014,176.31505,180.7229263,185.2409994,189.8720244,194.618825,199.4842956,204.471403,209.5831881,214.8227678
5013,125.221,128.351525,131.5603131,134.849321,138.220554,141.6760678,145.2179695,148.8484188,152.5696292,156.38387,125.221,131.48205,134.7691013,138.1383288,141.591787,145.1315817,148.7598712,152.478868,156.2908397,160.1981107,125.221,134.612575,137.9778894,141.4273366,144.96302,148.5870955,152.3017729,156.1093172,160.0120502,164.0123514
5014,73.716,75.5589,77.4478725,79.38406931,81.36867105,83.40288782,85.48796002,87.62515902,89.81578799,92.06118269,73.716,77.4018,79.336845,81.32026613,83.35327278,85.4371046,87.57303221,89.76235802,92.00641697,94.30657739,73.716,79.2447,81.2258175,83.25646294,85.33787451,87.47132137,89.65810441,91.89955702,94.19704594,96.55197209
5015,48.841,50.062025,51.31357563,52.59641502,53.91132539,55.25910853,56.64058624,58.05660089,59.50801592,60.99571632,48.841,51.28305,52.56512625,53.87925441,55.22623577,56.60689166,58.02206395,59.47261555,60.95943094,62.48341671,48.841,52.504075,53.81667688,55.1620938,56.54114614,57.9546748,59.40354167,60.88863021,62.41084596,63.97111711
5016,36.002,36.90205,37.82460125,38.77021628,39.73947169,40.73295848,41.75128244,42.7950645,43.86494112,44.96156464,36.002,37.8021,38.7471525,39.71583131,40.7087271,41.72644527,42.7696064,43.83884656,44.93481773,46.05818817,36.002,38.70215,39.66970375,40.66144634,41.6779825,42.71993206,43.78793037,44.88262863,46.00469434,47.1548117
5017,40.561,41.575025,42.61440063,43.67976064,44.77175466,45.89104852,47.03832474,48.21428285,49.41963993,50.65513092,40.561,42.58905,43.65377625,44.74512066,45.86374867,47.01034239,48.18560095,49.39024097,50.624997,51.89062192,40.561,43.603075,44.69315188,45.81048067,46.95574269,48.12963626,49.33287716,50.56619909,51.83035407,53.12611292
5018,44.849,45.970225,47.11948063,48.29746764,49.50490433,50.74252694,52.01109011,53.31136737,54.64415155,56.01025534,44.849,47.09145,48.26873625,49.47545466,50.71234102,51.98014955,53.27965329,54.61164462,55.97693573,57.37635913,44.849,48.212675,49.41799188,50.65344167,51.91977771,53.21777216,54.54821646,55.91192187,57.30971992,58.74246292
5019,56.918,58.34095,59.79947375,61.29446059,62.82682211,64.39749266,66.00742998,67.65761573,69.34905612,71.08278252,56.918,59.7639,61.2579975,62.78944744,64.35918362,65.96816321,67.61736729,69.30780148,71.04049651,72.81650893,56.918,61.18685,62.71652125,64.28443428,65.89154514,67.53883377,69.22730461,70.95798723,72.73193691,74.55023533
5020,58.198,59.65295,61.14427375,62.67288059,64.23970261,65.84569517,67.49183755,69.17913349,70.90861183,72.68132713,58.198,61.1079,62.6355975,64.20148744,65.80652462,67.45168774,69.13797993,70.86642943,72.63809017,74.45404242,58.198,62.56285,64.12692125,65.73009428,67.37334664,69.0576803,70.78412231,72.55372537,74.3675685,76.22675772
5021,76.945,78.868625,80.84034063,82.86134914,84.93288287,87.05620494,89.23261006,91.46342532,93.75001095,96.09376122,76.945,80.79225,82.81205625,84.88235766,87.0044166,89.17952701,91.40901519,93.69424057,96.03659658,98.4375115,76.945,82.715875,84.78377188,86.90336617,89.07595033,91.30284908,93.58542031,95.92505582,98.32318221,100.7812618
5022,109.734,112.47735,115.2892838,118.1715158,121.1258037,124.1539488,127.2577976,130.4392425,133.7002236,137.0427291,109.734,115.2207,118.1012175,121.0537479,124.0800916,127.1820939,130.3616463,133.6206874,136.9612046,140.3852347,109.734,117.96405,120.9131513,123.93598,127.0343795,130.210239,133.465495,136.8021324,140.2221857,143.7277403
5023,150.831,154.601775,158.4668194,162.4284899,166.4892021,170.6514322,174.917718,179.2906609,183.7729274,188.3672506,150.831,158.37255,162.3318638,166.3901603,170.5499144,174.8136622,179.1840038,183.6636039,188.255194,192.9615738,150.831,162.143325,166.1969081,170.3518308,174.6106266,178.9758923,183.4502896,188.0365468,192.7374605,197.555897
5024,19.49,19.97725,20.47668125,20.98859828,21.51331324,22.05114607,22.60242472,23.16748534,23.74667247,24.34033928,19.49,20.4645,20.9761125,21.50051531,22.0380282,22.5889789,23.15370337,23.73254596,24.32585961,24.9340061,19.49,20.95175,21.47554375,22.01243234,22.56274315,23.12681173,23.70498202,24.29760658,24.90504674,25.52767291
5025,182.725,187.293125,191.9754531,196.7748395,201.6942104,206.7365657,211.9049798,217.2026043,222.6326694,228.1984862,182.725,191.86125,196.6577813,201.5742258,206.6135814,211.778921,217.073394,222.5002288,228.0627346,233.7643029,182.725,196.429375,201.3401094,206.3736121,211.5329524,216.8212762,222.2418081,227.7978533,233.4927997,239.3301197
5026,172.999,177.323975,181.7570744,186.3010012,190.9585263,195.7324894,200.6258017,205.6414467,210.7824829,216.0520449,172.999,181.64895,186.1901738,190.8449281,195.6160513,200.5064526,205.5191139,210.6570917,215.923519,221.321607,172.999,185.973925,190.6232731,195.388855,200.2735763,205.2804157,210.4124261,215.6727368,221.0645552,226.5911691
5027,138.607,142.072175,145.6239794,149.2645789,152.9961933,156.8210982,160.7416256,164.7601663,168.8791704,173.1011497,138.607,145.53735,149.1757838,152.9051783,156.7278078,160.646003,164.6621531,168.7787069,172.9981746,177.3231289,138.607,149.002525,152.7275881,156.5457778,160.4594223,164.4709078,168.5826805,172.7972475,177.1171787,181.5451082
5028,133.592,136.9318,140.355095,143.8639724,147.4605717,151.147086,154.9257631,158.7989072,162.7688799,166.8381019,133.592,140.2716,143.77839,147.3728498,151.057171,154.8336003,158.7044403,162.6720513,166.7388526,170.9073239,133.592,143.6114,147.201685,150.8817271,154.6537703,158.5201146,162.4831174,166.5451954,170.7088252,174.9765459
5029,136.949,140.372725,143.8820431,147.4790942,151.1660716,154.9452233,158.8188539,162.7893253,166.8590584,171.0305349,136.949,143.79645,147.3913613,151.0761453,154.8530489,158.7243751,162.6924845,166.7597966,170.9287915,175.2020113,136.949,147.220175,150.9006794,154.6731964,158.5400263,162.5035269,166.5661151,170.730268,174.9985247,179.3734878
5030,143.271,146.852775,150.5240944,154.2871967,158.1443767,162.0979861,166.1504357,170.3041966,174.5618015,178.9258466,143.271,150.43455,154.1954138,158.0502991,162.0015566,166.0515955,170.2028854,174.4579575,178.8194064,183.2898916,143.271,154.016325,157.8667331,161.8134015,165.8587365,170.0052049,174.255335,178.6117184,183.0770114,187.6539366
5031,159.646,163.63715,167.7280788,171.9212807,176.2193127,180.6247956,185.1404154,189.7689258,194.513149,199.3759777,159.646,167.6283,171.8190075,176.1144827,180.5173448,185.0302784,189.6560353,194.3974362,199.2573721,204.2388064,159.646,171.61945,175.9099363,180.3076847,184.8153768,189.4357612,194.1716552,199.0259466,204.0015953,209.1016351
5032,180.494,185.00635,189.6315088,194.3722965,199.2316039,204.212394,209.3177038,214.5506464,219.9144126,225.4122729,180.494,189.5187,194.2566675,199.1130842,204.0909113,209.1931841,214.4230137,219.783589,225.2781787,230.9101332,180.494,194.03105,198.8818263,203.8538719,208.9502187,214.1739742,219.5283235,225.0165316,230.6419449,236.4079935
5033,198.241,203.197025,208.2769506,213.4838744,218.8209713,224.2914955,229.8987829,235.6462525,241.5374088,247.575844,198.241,208.15305,213.3568763,218.6907982,224.1580681,229.7620198,235.5060703,241.3937221,247.4285651,253.6142792,198.241,213.109075,218.4368019,223.8977219,229.495165,235.2325441,241.1133577,247.1411916,253.3197214,259.6527145
5034,236.242,242.14805,248.2017513,254.406795,260.7669649,267.286139,273.9682925,280.8174998,287.8379373,295.0338857,236.242,248.0541,254.2554525,260.6118388,267.1271348,273.8053132,280.650446,287.6667071,294.8583748,302.2298342,236.242,253.96015,260.3091538,266.8168826,273.4873047,280.3244873,287.3325995,294.5159144,301.8788123,309.4257826
5035,231.056,236.8324,242.75321,248.8220403,255.0425913,261.418656,267.9541224,274.6529755,281.5192999,288.5572824,231.056,242.6088,248.67402,254.8908705,261.2631423,267.7947208,274.4895888,281.3518286,288.3856243,295.5952649,231.056,248.3852,254.59483,260.9597008,267.4836933,274.1707856,281.0250552,288.0506816,295.2519487,302.6332474
5036,183.603,188.193075,192.8979019,197.7203494,202.6633582,207.7299421,212.9231907,218.2462704,223.7024272,229.2949879,183.603,192.78315,197.6027288,202.542797,207.6063669,212.7965261,218.1164392,223.5693502,229.158584,234.8875486,183.603,197.373225,202.3075556,207.3652445,212.5493756,217.86311,223.3096878,228.89243,234.6147407,240.4801092
5037,131.144,134.4226,137.783165,141.2277441,144.7584377,148.3773987,152.0868336,155.8890045,159.7862296,163.7808853,131.144,137.7012,141.14373,144.6723233,148.2891313,151.9963596,155.7962686,159.6911753,163.6834547,167.7755411,131.144,140.9798,144.504295,148.1169024,151.8198249,155.6153206,159.5057036,163.4933462,167.5806798,171.7701968
5038,78.436,80.3969,82.4068225,84.46699306,86.57866789,88.74313459,90.96171295,93.23575577,95.56664967,97.95581591,78.436,82.3578,84.416745,86.52716363,88.69034272,90.90760128,93.18029132,95.5097986,97.89754356,100.3449822,78.436,84.3187,86.4266675,88.58733419,90.80201754,93.07206798,95.39886968,97.78384142,100.2284375,102.7341484
5039,41.991,43.040775,44.11679438,45.21971423,46.35020709,47.50896227,48.69668632,49.91410348,51.16195607,52.44100497,41.991,44.09055,45.19281375,46.32263409,47.48069995,48.66771744,49.88441038,51.13152064,52.40980866,53.72005387,41.991,45.140325,46.26883313,47.42555395,48.6111928,49.82647262,51.07213444,52.3489378,53.65766124,54.99910277
5040,31.965,32.764125,33.58322813,34.42280883,35.28337905,36.16546353,37.06960011,37.99634012,38.94624862,39.91990483,31.965,33.56325,34.40233125,35.26238953,36.14394927,37.047548,37.9737367,38.92308012,39.89615712,40.89356105,31.965,34.362375,35.22143438,36.10197023,37.00451949,37.92963248,38.87787329,39.84982012,40.84606562,41.86721727
5041,34.706,35.57365,36.46299125,37.37456603,38.30893018,39.26665344,40.24831977,41.25452777,42.28589096,43.34303824,34.706,36.4413,37.3523325,38.28614081,39.24329433,40.22437669,41.22998611,42.26073576,43.31725416,44.40018551,34.706,37.30895,38.24167375,39.19771559,40.17765848,41.18209995,42.21165244,43.26694376,44.34861735,45.45733278
5042,39.453,40.439325,41.45030813,42.48656583,43.54872997,44.63744822,45.75338443,46.89721904,48.06964952,49.27139075,39.453,41.42565,42.46129125,43.52282353,44.61089412,45.72616647,46.86932063,48.04105365,49.24207999,50.47313199,39.453,42.411975,43.47227438,44.55908123,45.67305827,46.81488472,47.98525684,49.18488826,50.41451047,51.67487323
5043,42.285,43.342125,44.42567813,45.53632008,46.67472808,47.84159628,49.03763619,50.26357709,51.52016652,52.80817068,42.285,44.39925,45.50923125,46.64696203,47.81313608,49.00846448,50.2336761,51.489518,52.77675595,54.09617485,42.285,45.456375,46.59278438,47.75760398,48.95154408,50.17533269,51.429716,52.7154589,54.03334538,55.38417901
5044,55.451,56.837275,58.25820688,59.71466205,61.2075286,62.73771681,64.30615973,65.91381373,67.56165907,69.25070055,55.451,58.22355,59.67913875,61.17111722,62.70039515,64.26790503,65.87460265,67.52146772,69.20950441,70.93974202,55.451,59.609825,61.10007063,62.62757239,64.1932617,65.79809324,67.44304557,69.12912171,70.85734976,72.6287835
5045,73.323,75.156075,77.03497688,78.9608513,80.93487258,82.95824439,85.0322005,87.15800552,89.33695565,91.57037955,73.323,76.98915,78.91387875,80.88672572,82.90889386,84.98161621,87.10615661,89.28381053,91.51590579,93.80380344,73.323,78.822225,80.79278063,82.81260014,84.88291514,87.00498802,89.18011272,91.40961554,93.69485593,96.03722733
5046,12.001,12.301025,12.60855063,12.92376439,13.2468585,13.57802996,13.91748071,14.26541773,14.62205317,14.9876045,12.001,12.60105,12.91607625,13.23897816,13.56995261,13.90920143,14.25693146,14.61335475,14.97868862,15.35315583,12.001,12.901075,13.22360188,13.55419192,13.89304672,14.24037289,14.59638221,14.96129177,15.33532406,15.71870716
5047,193.212,198.0423,202.9933575,208.0681914,213.2698962,218.6016436,224.0666847,229.6683518,235.4100606,241.2953121,193.212,202.8726,207.944415,213.1430254,218.471601,223.933391,229.5317258,235.270019,241.1517694,247.1805637,193.212,207.7029,212.8954725,218.2178593,223.6733058,229.2651384,234.9967669,240.8716861,246.8934782,253.0658152
5048,230.992,236.7668,242.68597,248.7531193,254.9719472,261.3462459,267.8799021,274.5768996,281.4413221,288.4773552,230.992,242.5416,248.60514,254.8202685,261.1907752,267.7205446,274.4135582,281.2738972,288.3057446,295.5133882,230.992,248.3164,254.52431,260.8874178,267.4096032,274.0948433,280.9472144,287.9708947,295.1701671,302.5494213
5049,224.011,229.611275,235.3515569,241.2353458,247.2662294,253.4478852,259.7840823,266.2786844,272.9356515,279.7590428,224.011,235.21155,241.0918388,247.1191347,253.2971131,259.6295409,266.1202794,272.7732864,279.5926186,286.582434,224.011,240.811825,246.8321206,253.0029236,259.3279967,265.8111966,272.4564766,279.2678885,286.2495857,293.4058253
5050,165.946,170.09465,174.3470163,178.7056917,183.1733339,187.7526673,192.446484,197.2576461,202.1890872,207.2438144,165.946,174.2433,178.5993825,183.0643671,187.6409762,192.3320006,197.1403007,202.0688082,207.1205284,212.2985416,165.946,178.39195,182.8517488,187.4230425,192.1086185,196.911334,201.8341173,206.8799703,212.0519695,217.3532688
5051,102.821,105.391525,108.0263131,110.726971,113.4951452,116.3325239,119.240837,122.2218579,125.2774043,128.4093394,102.821,107.96205,110.6611013,113.4276288,116.2633195,119.1699025,122.1491501,125.2028788,128.3329508,131.5412745,102.821,110.532575,113.2958894,116.1282866,119.0314938,122.0072811,125.0574631,128.1838997,131.3884972,134.6732096
5052,104.082,106.68405,109.3511513,112.08493,114.8870533,117.7592296,120.7032104,123.7207906,126.8138104,129.9841556,104.082,109.2861,112.0182525,114.8187088,117.6891765,120.6314059,123.6471911,126.7383709,129.9068301,133.1545009,104.082,111.88815,114.6853538,117.5524876,120.4912998,123.5035823,126.5911718,129.7559511,132.9998499,136.3248462
