inv_step,inv_step_start_year,technology,vintage_label,display_label,fuel_vintage_label,resource,units,installed_capacity,capacity_unit
1,2026,renewable,Renewable technology 1,Renewable technology 1 (step 1),,Solar,947.8912258869932,947.8912258869932,kW
1,2026,battery,Storage technology 1,Storage technology 1 (step 1),,,2033.273237298351,2033.273237298351,kWh
1,2026,generator,Backup technology 1,Backup technology 1 (step 1),Fuel 1,,57.45158708703852,57.45158708703852,kW
