year,scenario,weight,fuel_cost,grid_import_cost,grid_export_revenue,res_subsidy_revenue,annual_variable_cost,fixed_om_res,fixed_om_battery,fixed_om_generator,fixed_om_total,lost_load_penalty,scope1_emissions,scope2_emissions,scope3_res_emissions,scope3_battery_emissions,scope3_generator_emissions,scope3_emissions,total_emissions,scope1_emissions_cost,scope2_emissions_cost,scope3_res_emissions_cost,scope3_battery_emissions_cost,scope3_generator_emissions_cost,emissions_cost,total_operating_cost
2026,scenario_1,1.0,29096.47282307391,0.0,0.0,0.0,29096.47282307391,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2027,scenario_1,1.0,29096.472823073902,0.0,0.0,0.0,29096.472823073902,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.064143398704
2028,scenario_1,1.0,29096.472823073906,0.0,0.0,0.0,29096.472823073906,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2029,scenario_1,1.0,29096.47282307391,0.0,0.0,0.0,29096.47282307391,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2030,scenario_1,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2031,scenario_1,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2032,scenario_1,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2033,scenario_1,1.0,29096.472823073917,0.0,0.0,0.0,29096.472823073917,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2034,scenario_1,1.0,29096.472823073913,0.0,0.0,0.0,29096.472823073913,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2035,scenario_1,1.0,29096.472823073917,0.0,0.0,0.0,29096.472823073917,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2026,Expected,1.0,29096.47282307391,0.0,0.0,0.0,29096.47282307391,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2027,Expected,1.0,29096.472823073902,0.0,0.0,0.0,29096.472823073902,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.064143398704
2028,Expected,1.0,29096.472823073906,0.0,0.0,0.0,29096.472823073906,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2029,Expected,1.0,29096.47282307391,0.0,0.0,0.0,29096.47282307391,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2030,Expected,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2031,Expected,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2032,Expected,1.0,29096.47282307392,0.0,0.0,0.0,29096.47282307392,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339873
2033,Expected,1.0,29096.472823073917,0.0,0.0,0.0,29096.472823073917,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2034,Expected,1.0,29096.472823073913,0.0,0.0,0.0,29096.472823073913,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
2035,Expected,1.0,29096.472823073917,0.0,0.0,0.0,29096.472823073917,15166.259614191891,14232.912661088456,689.4190450444621,30088.59132032481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59185.06414339872
