meta,scenario_1
hour,typical_year
1213,47.1557519
1214,28.10995414
1215,5.108168634
1216,4.879783831
1217,7.163264239
1218,7.58645845
1219,7.915959833
1220,8.115460367
1221,8.18082675
1222,7.352925967
1223,4.344940933
1224,0.429904667
1225,0.46230355
1226,0.49075335
1227,1.822335517
1228,7.028955133
1229,7.258422233
1230,2.750740483
1231,15.81564816
1232,29.63936008
1233,37.78600943
1234,45.07001014
1235,17.60594904
1236,4.720206312
1237,36.42917741
1238,31.3519323
1239,3.154015583
1240,3.602747067
1241,5.450327117
1242,8.271358033
1243,8.81647355
1244,8.736523817
1245,8.328459317
1246,8.0317242
1247,6.253025967
1248,0.446802217
1249,0.4714012
1250,0.499119917
1251,1.212373467
1252,6.782673517
1253,7.848939583
1254,4.2587757
1255,6.569101956
1256,63.32339903
1257,75.59365181
1258,53.44696126
1259,30.2420814
1260,30.06488217
1261,57.61639732
1262,48.39531914
1263,21.83202322
1264,13.99146549
1265,8.45876355
1266,9.354074967
1267,10.64047707
1268,8.470793517
1269,7.8835433
1270,7.387092
1271,6.179490767
1272,0.439202767
1273,0.4911857
1274,0.497654017
1275,1.424121617
1276,6.994374667
1277,7.858441933
1278,3.793512817
1279,12.65163379
1280,58.53323569
1281,63.12106097
1282,62.68740283
1283,34.61285568
1284,28.15763175
1285,81.6942599
1286,41.26435905
1287,17.54817444
1288,10.25875174
1289,8.25985345
1290,8.759809367
1291,9.034911683
1292,8.479626533
1293,7.656559417
1294,8.082223517
1295,6.113244283
1296,0.4276695
1297,0.46263575
1298,0.5163539
1299,1.113972683
1300,6.835007133
1301,7.72135805
1302,3.628910283
1303,18.32686958
1304,57.51787161
1305,74.33357067
1306,80.10944233
1307,46.74240404
1308,26.42711247
1309,58.93814895
1310,29.98668428
1311,17.11965675
1312,10.4025492
1313,7.582968767
1314,8.275280533
1315,9.922194783
1316,9.0492769
1317,8.761124567
1318,8.351792283
1319,5.841560783
1320,0.439402683
1321,0.47080125
1322,0.50803485
1323,1.072837
1324,6.922171533
1325,7.47567385
1326,3.057030283
1327,9.224941683
1328,39.11035511
1329,80.12523855
1330,78.71677281
1331,40.81109964
1332,26.94501623
1333,70.0872652
1334,39.4409038
1335,17.04948599
1336,9.828264612
1337,8.85745769
1338,9.624325217
1339,9.008009433
1340,9.12360605
1341,8.209442517
1342,7.94274365
1343,5.6953926
1344,0.396688833
1345,0.515502167
1346,0.630903583
1347,1.391773317
1348,7.451223067
1349,7.24141015
1350,4.028712567
1351,13.99979515
1352,63.95851297
1353,70.29980054
1354,76.94362856
1355,42.78120149
1356,30.12152349
1357,63.79586816
1358,33.44000979
1359,17.06746712
1360,10.23888182
1361,7.507402967
1362,8.38364625
1363,8.33014585
1364,8.195740933
1365,7.970242533
1366,7.6923251
1367,5.882759617
1368,0.430003267
1369,0.474201933
1370,0.4874686
1371,1.109937983
1372,6.94060845
1373,6.861159883
1374,2.600793733
1375,9.268504886
1376,24.25596818
1377,47.04885769
1378,47.79626281
1379,14.14878458
1380,8.221058625
1381,50.70826538
1382,14.72099655
1383,8.183931472
1384,5.805521574
1385,5.046259833
1386,8.1643574
1387,8.662742167
1388,8.397424383
1389,7.977124617
1390,7.290389483
1391,6.40710425
1392,0.435336433
1393,0.479951717
1394,0.515520217
1395,1.4529038
1396,7.482271317
1397,7.028388983
1398,2.656091167
1399,3.019106767
1400,39.85568128
1401,47.75839057
1402,35.74276927
1403,12.77472036
1404,10.29205486
1405,47.62579458
1406,25.77295792
1407,4.167757674
1408,3.220669588
1409,3.79901105
1410,7.2638427
1411,9.543540167
1412,9.0945399
1413,9.331071717
1414,8.663489333
1415,6.665758383
1416,0.427436483
1417,0.495785933
1418,0.559702667
1419,0.95972235
1420,7.306660633
1421,7.804829433
1422,4.3480712
1423,15.9713949
1424,43.72601082
1425,82.00775986
1426,78.70730036
1427,34.39109826
1428,30.26781282
1429,65.93483927
1430,32.99946492
1431,15.60934776
1432,10.94725267
1433,8.517852733
1434,8.8656276
1435,9.24544605
1436,8.863396083
1437,7.9285798
1438,7.591328317
1439,6.991876483
1440,0.425803483
1441,0.475285267
1442,0.56526925
1443,0.897504883
1444,7.08069035
1445,8.831407417
1446,6.304410733
1447,20.83993434
1448,65.23108336
1449,67.58204719
1450,72.57036234
1451,30.75466487
1452,24.92748777
1453,51.48979829
1454,35.24048864
1455,16.21338846
1456,8.324657481
1457,6.497955603
1458,9.232178083
1459,9.461425433
1460,9.350641717
1461,8.694242383
1462,8.2518077
1463,5.4046922
1464,0.420620383
1465,0.494551583
1466,0.493803183
1467,1.19330405
1468,7.402573783
1469,8.091273817
1470,4.8257297
1471,10.24946681
1472,57.70549931
1473,82.99927602
1474,86.93836963
1475,41.14227003
1476,32.25739693
1477,64.58725784
1478,24.91390491
1479,15.46849369
1480,11.79254829
1481,7.488812483
1482,9.360093767
1483,9.391726917
1484,8.401792967
1485,7.758842283
1486,8.021374483
1487,5.30740655
1488,0.425002817
1489,0.480034683
1490,0.496602083
1491,0.719437217
1492,6.63460645
1493,7.904776783
1494,4.159444133
1495,9.18930865
1496,63.93614505
1497,70.91952715
1498,68.50252238
1499,38.12126779
1500,29.78211638
1501,72.8005788
1502,26.84247128
1503,14.31385555
1504,10.59592987
1505,8.47636905
1506,8.674111133
1507,9.6472783
1508,8.651293
1509,7.9685439
1510,7.5361917
1511,6.113958017
1512,0.448685833
1513,0.488436133
1514,0.517104233
1515,1.38313845
1516,6.97149045
1517,7.470507733
1518,3.296762283
1519,12.96047235
1520,62.63047171
1521,77.37253883
1522,63.86540279
1523,34.9656122
1524,29.96820278
1525,68.88120688
1526,37.75274944
1527,15.97736609
1528,11.72085145
1529,7.469135567
1530,8.2024642
1531,8.9784931
1532,7.900894167
1533,8.0365261
1534,8.665806233
1535,7.387558617
1536,0.392204
1537,0.46678515
1538,0.486601167
1539,1.261469
1540,7.0129361
1541,7.397206683
1542,2.941193
1543,8.520408335
1544,29.02970762
1545,41.97512258
1546,51.66487464
1547,20.63506904
1548,4.451164816
1549,36.38630667
