Periods,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044
38,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477,9190.739477
39,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537,10741.51537
40,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639,12728.78639
41,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934,11328.68934
42,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386,8695.123386
43,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675,10640.48675
44,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557,13819.08557
45,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126,18641.58126
46,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467,21801.45467
47,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384,18091.67384
48,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001,11054.4001
49,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072,4070.626072
50,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462,3930.846462
51,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161,4091.36161
52,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734,4191.064734
53,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331,4374.19331
54,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276,4884.780276
55,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573,5613.860573
56,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105,9394.400105
57,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694,9273.688694
58,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203,8145.273203
59,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249,7939.432249
60,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999,8587.473999
61,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972,8600.138972
62,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819,9474.658819
63,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864,11436.14864
64,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133,12514.8133
65,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465,10626.03465
66,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231,8276.756231
67,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507,10380.507
68,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814,13277.32814
69,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259,17561.98259
70,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659,20601.28659
71,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582,17515.9582
72,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124,10469.43124
73,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842,3589.394842
74,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566,3980.331566
75,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653,3918.184653
76,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215,3880.204215
77,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087,3962.036087
78,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575,4260.746575
79,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032,5833.162032
80,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175,8855.160175
81,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641,8750.392641
82,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801,8969.784801
83,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751,8344.367751
84,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109,14453.52109
85,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878,8880.342878
86,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681,10158.94681
87,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733,11897.95733
88,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689,11584.689
89,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339,11228.80339
90,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143,9828.232143
91,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722,10202.19722
92,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918,13690.53918
93,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206,16516.81206
94,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795,19595.09795
95,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407,16999.01407
96,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046,10553.44046
97,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915,3755.28915
98,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181,3951.907181
99,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782,3974.333782
100,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494,4212.985494
101,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426,4924.479426
102,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472,5138.904472
103,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432,5640.89432
104,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833,8912.766833
105,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631,9092.81631
106,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937,8395.337937
107,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949,8133.497949
108,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716,8412.316716
109,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243,8920.764243
110,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477,9509.597477
111,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322,11792.18322
112,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612,12495.04612
113,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068,11262.1068
