;1;2
525;0;7327,786084
526;0;7961,02879
527;0;6404,007248
528;0;4179,681075
529;0;4322,257289
530;0;7679,291823
531;0;8973,45575
532;0;9120,552484
533;0;8489,21661
534;0;8867,938421
535;2;17849,24836
536;115;30488,0534
537;268;37259,80778
538;385;36521,93425
539;461;32334,38752
540;523;26895,35718
541;585;20857,02935
542;641;15243,84745
543;547;9217,34817
544;432;4061,870372
545;261;3762,699707
546;109;3768,673717
547;6;4348,990061
548;0;7992,88383
549;0;12048,55746
550;0;10934,20375
551;0;7998,453181
552;0;7681,774173
553;0;8867,439612
554;0;10343,79323
555;0;12023,79835
556;0;10620,94712
557;0;9003,787548
558;0;10142,32408
559;4;23071,38225
560;149;35155,41437
561;397;37955,5908
562;573;32005,28199
563;698;23387,49287
564;763;16019,83431
565;775;10457,01258
566;748;6802,255141
567;656;3446,675354
568;446;2286,958123
569;270;1826,809537
570;127;2251,158697
571;11;5507,839044
572;0;16200,46191
573;0;17304,39171
574;0;10384,48834
575;0;7445,763912
576;0;7277,511612
577;0;8476,864328
578;0;9116,290993
579;0;7840,852766
580;0;6247,910057
581;0;3815,833916
582;0;1874,055994
583;4;1626,788372
584;175;951,0567312
585;393;410,5611287
586;568;278,8171694
587;689;143,5453932
588;757;68,29292729
589;779;102,192132
590;749;218,2977968
591;677;423,8580279
592;559;1247,271642
593;393;3408,693745
594;185;6915,461313
595;9;8554,83311
596;0;7688,538367
597;0;5778,552802
598;0;4768,620438
599;0;4758,124498
600;0;3391,99638
601;0;1813,465475
602;0;373,4279576
603;0;0
604;0;0
605;0;0
606;0;0
607;3;36,69879544
608;116;26,50405631
609;312;0
610;495;0
611;653;41,96277
612;738;43,8813637
613;737;0
614;716;0
615;649;0
616;534;0
617;371;0
618;177;0
619;9;0
620;0;6,948119956
621;0;396,5380955
622;0;2855,062853
623;0;5892,602342
624;0;3461,444563
625;0;3737,647947
626;0;4988,647871
627;0;5755,490249
628;0;5820,769662
629;0;7395,994047
630;0;12219,33209
631;4;15610,29012
632;159;14290,34666
633;390;10494,12995
634;568;7315,158415
635;690;5139,222105
636;757;5142,999409
637;775;6308,59829
638;745;7316,296503
639;672;6797,649676
640;547;7547,213137
641;366;10224,99284
642;156;11564,84191
643;7;10574,21713
644;0;11176,81091
645;0;12921,39041
646;0;14931,25918
647;0;15683,7668
648;0;13471,30198
649;0;9763,711098
650;0;7545,052741
651;0;6245,833014
652;0;5949,980755
653;0;6609,337344
654;0;9930,606614
655;4;14466,87324
656;173;14781,25335
657;396;13813,40088
658;567;9878,48376
659;685;4758,726243
660;745;1437,09612
661;756;268,9700823
662;732;9,445341642
663;653;0
664;524;0
665;318;0
666;124;224,7296081
667;5;1467,841227
668;0;4881,969346
669;0;9244,005163
670;0;11774,65103
671;0;12216,9477
672;0;10582,65128
673;0;7749,79508
674;0;5992,465905
675;0;5090,360096
676;0;4717,742862
677;0;4364,93778
678;0;4420,507509
679;3;5196,794712
680;126;2951,247707
681;353;799,4597729
682;561;1154,915675
683;687;3000,599702
684;761;3971,153229
685;782;4580,807932
686;761;5093,944051
687;698;5086,091442
688;580;3342,305147
689;409;1768,238088
690;191;1712,441982
691;11;1687,406764
692;0;996,4029915
693;0;376,5019283
694;0;178,4078166
695;0;121,7716138
696;0;213,2928207
697;0;381,4862276
698;0;1166,321535
699;0;2586,122515
700;0;3662,822732
701;0;3134,699374
702;0;630,5438666
703;4;71,36317459
704;181;0
705;405;0
706;585;0
707;707;0
708;774;0
709;793;0
710;767;0
711;694;0
712;566;0
713;394;0
714;183;82,02659969
715;11;1431,599417
716;0;3870,3901
717;0;3288,042601
718;0;1343,709321
719;0;478,051933
720;0;1292,86198
721;0;2230,452077
722;0;2087,509184
723;0;1361,601637
724;0;468,5306585
725;0;293,0944028
726;0;125,6056449
727;4;147,2632528
728;186;169,6732403
729;412;120,9062827
730;588;0
731;708;0
732;775;0
733;795;0
734;770;0
735;701;181,1113567
736;582;459,5648615
737;413;2343,219663
738;197;3993,645466
739;11;4626,322786
740;0;4604,867201
741;0;4951,189781
742;0;4967,186758
743;0;4290,480987
744;0;3857,964113
745;0;4062,128609
746;0;5331,350857
747;0;6704,250571
748;0;6191,517976
749;0;3600,462864
750;0;477,0366755
751;4;273,4716591
752;183;191,2674611
753;405;143,7882697
754;584;0
755;705;0
756;772;0
757;792;0
758;765;0
759;684;0
760;567;0
761;399;99,54214656
762;184;377,0446005
763;10;1184,805874
764;0;1792,612798
765;0;841,8962694
766;0;264,141476
767;0;3,06893228
768;0;11,84587086
769;0;203,7193073
770;0;386,3061515
771;0;1040,841608
772;0;2161,3331
773;0;1908,145487
774;0;266,8271139
775;4;0
776;186;0
777;409;0
778;586;37,32618035
779;708;268,5904942
780;775;476,0223747
781;796;1390,881803
782;772;1833,612261
783;703;1692,474316
784;585;1419,548714
785;414;1066,444945
786;199;1964,632303
787;11;3493,704918
788;0;6778,941355
789;0;9313,196795
790;0;9407,775587
791;0;7096,905859
792;0;4417,757007
793;0;3125,137036
794;0;2779,112107
795;0;3019,71989
796;0;3799,52698
797;0;4115,684534
798;0;7468,560197
799;4;11338,17614
800;180;10320,41876
801;404;7707,745374
802;581;3879,554514
803;701;1623,000521
804;769;379,6857025
805;790;204,3113782
806;765;210,9775007
807;696;342,4954015
808;577;1490,594266
809;405;3995,59111
810;183;8209,252337
811;10;10387,49446
812;0;11043,68939
813;0;9838,889899
814;0;7618,210431
815;0;6655,181448
816;0;7439,802757
817;0;8094,308852
818;0;8135,720363
819;0;6539,971916
820;0;3911,182791
821;0;2292,451296
822;0;1668,794393
823;4;3531,787879
824;178;3577,931331
825;399;1492,42832
826;575;229,9522296
827;695;0
828;762;0
829;782;0
830;754;0
831;667;0
832;514;0
833;343;0
834;150;358,5984923
835;9;1805,791075
836;0;3354,335076
837;0;3856,823264
838;0;3404,819008
839;0;2780,117505
840;0;2410,628136
841;0;2194,323128
842;0;2097,974322
843;0;2505,926914
844;0;3342,81746
845;0;3904,862426
846;0;4231,139709
847;3;6987,160036
848;129;7587,759604
849;342;6212,175644
850;551;4031,110288
851;679;2357,21549
852;747;546,1358172
853;756;282,6044008
854;733;82,15857562
855;668;0
856;568;0
857;397;0
858;180;0
859;7;0
860;0;1,000398551
861;0;93,69149811
862;0;256,5850069
863;0;400,9415739
864;0;525,9389921
865;0;1212,017246
866;0;2580,630447
867;0;6469,29714
868;0;8622,896056
869;0;5828,061513
870;0;1688,494028
871;4;746,2860697
872;156;1416,294327
873;360;2675,374568
874;514;5297,495509
875;608;9706,500271
876;694;10642,47947
877;730;7036,200818
878;709;3657,069268
879;643;2819,590597
880;529;1604,10863
881;366;1624,378486
882;154;4153,506009
883;9;9666,067529
884;0;14208,30034
885;0;16234,59323
886;0;15219,27881
887;0;13332,75531
888;0;10442,31423
889;0;8225,755489
890;0;7707,000376
891;0;9304,493058
892;0;9845,84688
893;0;7980,384637
894;0;6295,809918
895;4;6713,379233
896;161;5719,337865
897;364;2667,433088
898;546;449,2018701
899;665;128,9735749
900;716;0
901;721;0
902;696;0
903;597;0
904;482;0
905;302;0
906;105;0
907;5;0
908;0;0
909;0;0
910;0;0
911;0;0
912;0;38,39565112
913;0;322,7399161
914;0;482,9062769
915;0;552,3555528
916;0;487,8654204
917;0;497,8214048
918;0;388,5177856
919;1;762,0198182
920;90;2658,664221
921;320;3457,419894
922;478;2864,63811
923;576;1648,827897
924;634;569,0433059
925;658;429,9639349
926;621;388,4460206
927;508;369,1599655
928;413;444,3033842
929;295;2287,399722
930;129;5710,952686
931;7;7672,399699
932;0;7252,030683
933;0;5404,766441
934;0;3578,439555
935;0;2746,184442
936;0;2921,251693
937;0;5099,444014
938;0;8683,337097
939;0;11786,01013
940;0;14323,90516
941;0;10428,75422
942;0;6764,458346
943;2;8238,400794
944;104;7727,458969
945;287;5943,825386
946;446;3438,722995
947;587;1825,431145
948;700;960,8711034
949;770;1089,258984
950;748;1739,939529
951;657;2180,692423
952;501;2555,967757
953;315;3104,174613
954;127;4052,976101
955;10;4516,437737
956;0;3937,12018
957;0;3069,592494
958;0;2407,443207
959;0;2116,678424
960;0;2171,460914
961;0;2497,724701
962;0;3349,435926
963;0;5313,984313
964;0;7754,828752
965;0;6278,310276
966;0;4483,992934
967;2;2668,937138
968;122;392,975954
969;364;392,000176
970;562;929,4537368
971;677;1472,446748
972;742;1463,106676
973;791;880,2631231
974;765;461,3587126
975;710;367,5994963
976;586;238,2757159
977;411;153,2487855
978;188;207,6544356
979;10;358,6055351
980;0;1523,402697
981;0;5622,572169
982;0;7541,236132
983;0;2943,985285
984;0;474,4665374
985;0;835,3973229
986;0;4963,431607
987;0;10006,65811
988;0;14397,15347
989;0;19690,54057
990;0;23885,28368
991;4;24553,57225
992;190;22434,15875
993;418;24731,45941
994;596;29772,94346
995;716;32179,777
996;783;24291,77974
997;801;11723,05691
998;776;3213,15463
999;705;460,6030308
1000;587;137,9127213
1001;417;18,17945948
1002;201;766,8582636
1003;12;445,3095534
1004;0;279,49608
1005;0;1082,496426
1006;0;2847,240792
1007;0;2224,912799
1008;0;442,3113693
1009;0;437,9467028
1010;0;3166,639463
1011;0;6291,73827
1012;0;6665,759314
1013;0;6235,308619
1014;0;8324,436307
1015;4;9419,581533
1016;173;7053,034288
1017;380;4568,50663
1018;575;3138,107876
1019;705;1704,568713
1020;782;363,230736
1021;804;0
1022;779;0
1023;709;0
1024;589;0
1025;419;0
1026;202;0
1027;12;0
1028;0;0
1029;0;0
1030;0;0
1031;0;0
1032;0;0
1033;0;0
1034;0;0
1035;0;0
1036;0;37,65573121
1037;0;108,6898219
1038;0;0
1039;3;0
1040;145;0
1041;398;0
1042;601;0
1043;724;0
1044;791;0
1045;810;0
1046;783;0
1047;710;30,67299979
1048;590;198,8981522
1049;408;346,2662805
1050;188;610,9455975
1051;9;1983,055067
1052;0;3453,925403
1053;0;4712,035917
1054;0;6118,904967
1055;0;6707,107298
1056;0;7064,749848
1057;0;8204,761201
1058;0;10992,3916
1059;0;14348,08146
1060;0;15558,92179
1061;0;14418,12777
1062;0;15870,56148
1063;4;19455,25765
1064;174;16338,78706
1065;408;11218,47402
1066;584;5743,138315
1067;706;2011,70506
1068;773;415,2404349
1069;791;324,3644681
1070;764;274,9189797
1071;693;201,243401
1072;575;0,89193156
1073;410;0
1074;199;0
1075;12;0
1076;0;0
1077;0;0
1078;0;0
1079;0;0
1080;0;0
1081;0;0
1082;0;0
1083;0;0
1084;0;0
1085;0;0
1086;0;0
1087;4;0
1088;182;0
1089;407;46,49637107
1090;589;0
1091;708;0
1092;775;0
1093;789;0
1094;754;0
1095;681;0
1096;549;0
1097;337;0
1098;121;46,65343865
1099;6;246,9748635
1100;0;315,2645262
1101;0;198,6824148
1102;0;6,456932142
1103;0;0
1104;0;222,5601638
1105;0;499,5578358
1106;0;2126,309561
1107;0;3725,402893
1108;0;3694,68486
1109;0;1239,704905
1110;0;0
1111;3;0
1112;111;0
1113;261;0
1114;401;108,0011544
1115;597;150,6572685
1116;745;84,41739835
1117;681;0
1118;493;0
1119;457;0
1120;346;0
1121;242;0
1122;110;0
1123;6;0
1124;0;36,02677362
1125;0;72,04655882
1126;0;44,77045002
1127;0;9,448729891
1128;0;0
1129;0;0
1130;0;21,61478588
1131;0;92,07324932
1132;0;221,0506545
1133;0;316,7951637
1134;0;189,0447108
1135;3;288,123276
1136;136;307,3617166
1137;393;233,9942318
1138;580;221,9821789
1139;704;290,6826127
1140;771;358,1845761
1141;791;394,2086817
1142;764;361,391554
1143;688;328,7718499
1144;571;244,7624753
1145;398;150,1934669
1146;191;66,12279329
1147;11;35,94192893
1148;0;169,2117775
1149;0;349,9403118
1150;0;288,7575379
1151;0;3,294482004
1152;0;165,1284845
1153;0;479,0542742
1154;0;2137,474034
1155;0;3527,910724
1156;0;5099,938389
1157;0;5556,386315
1158;0;2839,378472
1159;4;4048,786634
1160;196;7343,76345
1161;424;9445,647304
1162;600;11146,52996
1163;718;10447,55793
1164;783;10867,05842
1165;800;12614,99067
1166;776;12389,22936
1167;706;9144,800926
1168;587;5874,861452
1169;410;5363,720695
1170;193;6784,164489
1171;10;9310,831766
1172;0;11809,84411
1173;0;13945,64218
1174;0;14627,76187
1175;0;13594,44238
1176;0;9193,490066
1177;0;5015,791886
1178;0;6461,990309
1179;0;8642,768478
1180;0;5390,086216
1181;0;1655,906582
1182;0;754,8526485
1183;4;2142,113012
1184;168;3529,310424
1185;339;5234,844874
1186;520;5629,915972
1187;652;4517,62462
1188;729;3466,288993
1189;703;2259,531493
1190;642;803,9573614
1191;578;266,2823625
1192;463;16,53080599
1193;326;0
1194;151;0
1195;8;0
1196;0;90,75370766
1197;0;187,5292509
1198;0;194,9325914
1199;0;143,954707
1200;0;39,36865203
1201;0;0
1202;0;0
1203;0;0
1204;0;0
1205;0;35,61578179
1206;0;0
1207;2;0
1208;114;0
1209;273;0
1210;384;0
1211;599;0
1212;738;0
1213;751;0
1214;719;0
1215;635;0
1216;500;0
1217;321;0
1218;137;0
1219;6;0
1220;0;321,9707965
1221;0;2173,793527
1222;0;4593,582983
1223;0;6623,667794
1224;0;6873,909691
1225;0;6712,461916
1226;0;7392,296861
1227;0;8963,43369
1228;0;9229,382719
1229;0;6133,908673
1230;0;3541,439934
1231;2;3213,287101
1232;98;2610,983679
1233;308;1818,433598
1234;510;690,8205081
1235;676;318,8229097
1236;710;164,1169941
1237;741;79,383991
1238;728;22,80441475
1239;670;79,05110842
1240;550;278,6575989
1241;390;860,7656178
1242;161;3667,923751
1243;7;7808,095869
1244;0;8914,538437
1245;0;7021,994035
1246;0;5497,866382
1247;0;3938,311653
1248;0;3874,723941
1249;0;5581,665086
1250;0;7964,103056
1251;0;8443,749737
1252;0;7439,458968
1253;0;6035,700402
1254;0;7392,177543
1255;3;10348,71029
1256;137;8752,211273
1257;400;5042,701833
1258;576;2100,69922
1259;691;303,42643
1260;758;0
1261;738;0
1262;726;0
1263;624;0
1264;511;0
1265;321;0
1266;142;90,36002621
1267;7;2476,331341
1268;0;13975,36864
1269;0;20028,56094
1270;0;21415,91519
1271;0;19203,17306
1272;0;14677,87429
1273;0;11304,68361
1274;0;8528,856516
1275;0;5826,590949
1276;0;4087,868046
1277;0;5572,807046
1278;0;9507,137751
1279;3;11292,4692
1280;119;6543,140434
1281;301;2370,716486
1282;480;463,4070333
1283;590;266,517298
1284;668;133,5501704
1285;667;144,3560879
1286;582;271,8599415
1287;401;360,458327
1288;303;422,6713122
1289;178;1760,906954
1290;64;5332,604083
1291;1;8325,555722
1292;0;7904,390905
1293;0;5405,290392
1294;0;3610,812805
1295;0;3046,856261
1296;0;3262,344831
1297;0;4055,980533
1298;0;4793,032044
1299;0;3933,271113
1300;0;3035,770605
1301;0;2152,582151
1302;0;1133,367541
1303;1;456,5754254
1304;99;261,9783774
1305;269;191,9469097
1306;402;51,60266899
1307;515;0
1308;580;0
1309;591;0
1310;577;0
1311;460;0
1312;319;0
1313;206;0
1314;92;0
1315;4;144,9260798
1316;0;388,7583744
1317;0;2093,345177
1318;0;5569,440646
1319;0;8252,552763
1320;0;8040,643268
1321;0;6565,79484
1322;0;5395,705862
1323;0;4037,43483
1324;0;2670,842103
1325;0;493,7983631
1326;0;33,31358325
1327;3;0
1328;106;50,42936846
1329;292;283,0434715
1330;378;392,1525123
1331;455;416,7132034
1332;545;420,6567874
1333;634;399,0695698
1334;574;391,1845853
1335;442;383,0768032
1336;279;722,6228839
1337;156;3592,107183
1338;66;11483,54353
1339;3;20182,19049
1340;0;22824,6984
1341;0;19167,03214
1342;0;13213,61364
1343;0;9138,159076
1344;0;7775,190704
1345;0;7508,094133
1346;0;7876,635811
1347;0;8411,194243
1348;0;9299,859259
1349;0;9217,045943
1350;0;2900,458029
1351;4;6751,381742
1352;166;3763,377921
1353;304;397,1811287
1354;370;0
1355;438;0
1356;571;0
1357;661;0
1358;711;0
1359;652;0
1360;549;0
1361;397;240,0340989
1362;186;2031,109145
1363;10;6854,322817
1364;0;11944,48661
1365;0;13676,31907
1366;0;12078,9722
1367;0;9860,206047
1368;0;7864,26265
1369;0;5888,610125
1370;0;4093,851875
1371;0;2994,149927
1372;0;1236,05045
1373;0;318,0420868
1374;0;0
1375;3;0
1376;149;0
1377;396;52,02178673
1378;581;182,7950856
1379;707;261,9077328
1380;775;346,7618067
1381;793;484,2243128
1382;760;1740,618744
1383;679;3097,93664
1384;561;5859,126956
1385;397;11809,18511
1386;186;21634,4663
1387;10;27355,68193
1388;0;28432,14518
1389;0;26548,84174
1390;0;21294,58265
1391;0;12566,05673
1392;0;5552,590345
1393;0;2345,738843
1394;0;891,855675
1395;0;484,3153256
1396;0;987,7103175
1397;0;1507,286354
1398;0;393,9495905
1399;4;3411,016501
1400;188;3024,090049
1401;418;1438,860343
1402;600;402,2933946
1403;718;228,0212438
1404;783;173,2863791
1405;800;225,0453364
1406;773;323,8909499
1407;702;407,2688297
1408;583;928,7049377
1409;411;3492,639204
1410;194;9184,307433
1411;11;14821,04468
1412;0;17217,20893
1413;0;16868,52023
1414;0;14644,42348
1415;0;12378,59577
1416;0;10051,32735
1417;0;1756,848399
1418;0;4056,771031
1419;0;3964,549601
1420;0;3401,998471
1421;0;2495,110252
1422;0;3356,275159
1423;4;6666,71064
1424;187;7696,191493
1425;414;5608,640351
1426;589;2886,763872
1427;706;798,6602064
1428;771;351,7361694
1429;789;264,1154431
1430;763;246,759871
1431;686;258,5556833
1432;562;392,2737843
1433;393;2077,951618
1434;183;6606,836663
1435;9;11871,06435
1436;0;14511,98853
1437;0;12728,18584
1438;0;10066,84564
1439;0;8461,33815
1440;0;8061,652903
1441;0;8027,558118
1442;0;8201,30835
1443;0;8188,717343
1444;0;7110,504502
1445;0;5515,668733
1446;0;11524,86197
1447;4;12776,55674
1448;181;8703,27049
1449;405;5249,086764
1450;580;3035,150116
1451;698;2028,21312
1452;764;1855,196681
1453;763;2372,197065
1454;741;3052,741093
1455;655;3232,756694
1456;502;2517,552523
1457;350;1382,646948
1458;129;794,0912734
1459;3;612,4311891
1460;0;1169,219672
