year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2026,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1062133.8830856474,1585078.7358023324,522944.85271668504,0.3299172721864707,45771.190925373434,0.0,0.0,0.0,0.0,0.958686721453793,15257.063641791145,0.0,0.0,0.0,0.0,1932175.8498543596
2027,scenario_1,1112008.6845,1112008.6845,0.0,0.0,1099844.4411465735,1585078.7358023324,485234.2946557589,0.3061263038205757,62893.05422461496,0.0,0.0,0.0,0.0,0.9459094985110658,20964.351408204988,0.0,0.0,0.0,0.0,1932175.8498543596
2028,scenario_1,1167609.118725,1167609.118725,0.0,0.0,1132474.6380587341,1585078.7358023324,452604.0977435983,0.2855404514113931,86860.60758599543,0.0,0.0,0.0,0.0,0.9287639655326558,28953.535861998476,0.0,0.0,0.0,0.0,1932175.8498543596
2029,scenario_1,1225989.57473015,1225989.57473015,0.0,0.0,1160899.333653031,1585078.7358023324,424179.4021493015,0.26760778033817423,117525.99770472446,0.0,0.0,0.0,0.0,0.9080697207556849,39175.33256824149,0.0,0.0,0.0,0.0,1932175.8498543596
2030,scenario_1,1287289.053415663,1287289.053415663,0.0,0.0,1186772.8059520586,1585078.7358023324,398305.92985027377,0.2512846339135702,153564.6776299017,0.0,0.0,0.0,0.0,0.885428349567968,51188.22587663391,0.0,0.0,0.0,0.0,1932175.8498543596
2031,scenario_1,1351653.506062013,1351653.506062013,0.0,0.0,1356043.674774745,2023006.765607942,666963.0908331969,0.32968900656778827,58466.92127919743,0.0,0.0,0.0,0.0,0.9586663249873827,19488.973759732475,0.0,0.0,0.0,0.0,1932175.8498543596
2032,scenario_1,1419236.1813656609,1419236.1813656609,0.0,0.0,1403711.1818634723,2023006.765607942,619295.5837444696,0.3061263038131079,80269.24550553467,0.0,0.0,0.0,0.0,0.9459094985182208,26756.415168511558,0.0,0.0,0.0,0.0,1932175.8498543596
2033,scenario_1,1490197.9904385302,1490197.9904385302,0.0,0.0,1445356.5005655875,2023006.765607942,577650.2650423544,0.28554045140267353,110858.5919614056,0.0,0.0,0.0,0.0,0.9287639655380846,36952.8639871352,0.0,0.0,0.0,0.0,1932175.8498543596
2034,scenario_1,1564707.889957455,1564707.889957455,0.0,0.0,1481634.4154288298,2023006.765607942,541372.350179112,0.26760778035085914,149996.26392897707,0.0,0.0,0.0,0.0,0.9080697207850896,49998.754642992346,0.0,0.0,0.0,0.0,1932175.8498543596
2035,scenario_1,1642943.284457026,1642943.284457026,0.0,0.0,1514385.0591785149,2023006.765607942,508621.706429427,0.25141868780482257,195991.76668005605,0.0,0.0,0.0,0.0,0.8854101834654639,65330.58889335202,0.0,0.0,0.0,0.0,1932175.8498543596
2026,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1062133.8830856474,1585078.7358023324,522944.85271668504,0.3299172721864707,45771.190925373434,0.0,0.0,0.0,0.0,0.958686721453793,15257.063641791145,0.0,0.0,0.0,0.0,1932175.8498543596
2027,expected,1112008.6845,1112008.6845,0.0,0.0,1099844.4411465735,1585078.7358023324,485234.2946557589,0.3061263038205757,62893.05422461496,0.0,0.0,0.0,0.0,0.9459094985110658,20964.351408204988,0.0,0.0,0.0,0.0,1932175.8498543596
2028,expected,1167609.118725,1167609.118725,0.0,0.0,1132474.6380587341,1585078.7358023324,452604.0977435983,0.2855404514113931,86860.60758599543,0.0,0.0,0.0,0.0,0.9287639655326558,28953.535861998476,0.0,0.0,0.0,0.0,1932175.8498543596
2029,expected,1225989.57473015,1225989.57473015,0.0,0.0,1160899.333653031,1585078.7358023324,424179.4021493015,0.26760778033817423,117525.99770472446,0.0,0.0,0.0,0.0,0.9080697207556849,39175.33256824149,0.0,0.0,0.0,0.0,1932175.8498543596
2030,expected,1287289.053415663,1287289.053415663,0.0,0.0,1186772.8059520586,1585078.7358023324,398305.92985027377,0.2512846339135702,153564.6776299017,0.0,0.0,0.0,0.0,0.885428349567968,51188.22587663391,0.0,0.0,0.0,0.0,1932175.8498543596
2031,expected,1351653.506062013,1351653.506062013,0.0,0.0,1356043.674774745,2023006.765607942,666963.0908331969,0.32968900656778827,58466.92127919743,0.0,0.0,0.0,0.0,0.9586663249873827,19488.973759732475,0.0,0.0,0.0,0.0,1932175.8498543596
2032,expected,1419236.1813656609,1419236.1813656609,0.0,0.0,1403711.1818634723,2023006.765607942,619295.5837444696,0.3061263038131079,80269.24550553467,0.0,0.0,0.0,0.0,0.9459094985182208,26756.415168511558,0.0,0.0,0.0,0.0,1932175.8498543596
2033,expected,1490197.9904385302,1490197.9904385302,0.0,0.0,1445356.5005655875,2023006.765607942,577650.2650423544,0.28554045140267353,110858.5919614056,0.0,0.0,0.0,0.0,0.9287639655380846,36952.8639871352,0.0,0.0,0.0,0.0,1932175.8498543596
2034,expected,1564707.889957455,1564707.889957455,0.0,0.0,1481634.4154288298,2023006.765607942,541372.350179112,0.26760778035085914,149996.26392897707,0.0,0.0,0.0,0.0,0.9080697207850896,49998.754642992346,0.0,0.0,0.0,0.0,1932175.8498543596
2035,expected,1642943.284457026,1642943.284457026,0.0,0.0,1514385.0591785149,2023006.765607942,508621.706429427,0.25141868780482257,195991.76668005605,0.0,0.0,0.0,0.0,0.8854101834654639,65330.58889335202,0.0,0.0,0.0,0.0,1932175.8498543596
