meta;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1;scenario_1
hour;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035
52;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
53;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
54;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
55;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
56;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
57;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
58;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
59;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
60;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
61;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
62;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
63;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
64;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
65;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
66;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
67;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
68;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
69;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
70;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
71;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
72;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
73;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
74;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
75;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
76;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
77;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
78;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
79;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
80;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
81;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
82;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
83;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
84;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
85;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
86;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
87;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
88;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
89;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
90;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
91;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
92;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
93;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
94;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
95;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
96;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
97;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
98;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
99;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
100;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
101;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
102;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
103;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
104;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
105;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
106;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
107;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
108;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
109;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
110;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
111;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
112;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
113;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
114;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
115;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
116;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
117;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
118;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
119;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
120;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
121;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
122;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
123;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
124;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
125;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
126;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
127;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
128;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
129;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
130;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
131;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
132;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
133;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
134;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
135;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
136;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
137;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
138;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
139;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
140;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
141;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
142;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
143;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
144;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
145;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
146;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
147;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
148;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
149;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
150;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
151;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
152;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
153;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
154;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
155;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
156;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
157;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
158;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
159;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
160;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
161;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
162;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
163;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
164;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
165;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
166;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
167;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
168;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
169;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
170;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
171;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
172;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
173;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
174;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
175;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
176;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
177;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
178;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
179;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
180;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
181;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
182;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
183;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
184;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
185;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
186;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
187;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
188;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
189;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
190;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
191;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
192;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
193;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
194;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
195;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
196;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
197;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
198;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
199;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
200;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
201;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
202;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
203;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
204;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
205;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
206;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
207;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
208;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
209;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
210;80,067;84,07035;88,2738675;92,68756088;97,32193892;102,1880359;107,2974377;112,6623095;118,295425;124,2101963
211;69,965;73,46325;77,1364125;80,99323313;85,04289478;89,29503952;93,7597915;98,44778107;103,3701701;108,5386786
212;51,829;54,42045;57,1414725;59,99854613;62,99847343;66,1483971;69,45581696;72,92860781;76,5750382;80,40379011
213;51,709;54,29445;57,0091725;59,85963113;62,85261268;65,99524332;69,29500548;72,75975576;76,39774354;80,21763072
214;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
215;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
216;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
217;18,941;19,88805;20,8824525;21,92657513;23,02290388;24,17404908;25,38275153;26,65188911;27,98448356;29,38370774
218;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
219;17,101;17,95605;18,8538525;19,79654513;20,78637238;21,825691;22,91697555;24,06282433;25,26596554;26,52926382
220;41,381;43,45005;45,6225525;47,90368013;50,29886413;52,81380734;55,4544977;58,22722259;61,13858372;64,19551291
221;34,165;35,87325;37,6669125;39,55025813;41,52777103;43,60415958;45,78436756;48,07358594;50,47726524;53,0011285
222;51,465;54,03825;56,7401625;59,57717063;62,55602916;65,68383061;68,96802214;72,41642325;76,03724441;79,83910664
223;63,629;66,81045;70,1509725;73,65852113;77,34144718;81,20851954;85,26894552;89,53239279;94,00901243;98,70946305
224;52,661;55,29405;58,0587525;60,96169013;64,00977463;67,21026336;70,57077653;74,09931536;77,80428113;81,69449518
225;56,951;59,79855;62,7884775;65,92790138;69,22429644;72,68551127;76,31978683;80,13577617;84,14256498;88,34969323
226;57,119;59,97495;62,9736975;66,12238238;69,42850149;72,89992657;76,5449229;80,37216904;84,39077749;88,61031637
227;52,259;54,87195;57,6155475;60,49632488;63,52114112;66,69719817;70,03205808;73,53366099;77,21034404;81,07086124
228;42,623;44,75415;46,9918575;49,34145038;51,80852289;54,39894904;57,11889649;59,97484131;62,97358338;66,12226255
229;43,487;45,66135;47,9444175;50,34163838;52,85872029;55,50165631;58,27673912;61,19057608;64,25010488;67,46261013
230;41,327;43,39335;45,5630175;47,84116838;50,23322679;52,74488813;55,38213254;58,15123917;61,05880113;64,11174118
231;48,127;50,53335;53,0600175;55,71301838;58,49866929;61,42360276;64,4947829;67,71952204;71,10549814;74,66077305
232;55,167;57,92535;60,8216175;63,86269838;67,05583329;70,40862496;73,92905621;77,62550902;81,50678447;85,58212369
233;72,387;76,00635;79,8066675;83,79700088;87,98685092;92,38619346;97,00550314;101,8557783;106,9485672;112,2959956
