Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
1,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667,68.09906666666667
2,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344,186.80837333333344
3,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669,183.8203466666669
4,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336,314.0992533333336
5,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669,328.2857866666669
6,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345,191.02717333333345
7,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338,376.4958133333338
8,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652,625.5337066666652
9,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997,503.5498399999997
10,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032,243.26256000000032
11,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332,143.6923733333332
12,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669,213.3136266666669
13,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706,259.22890666666706
14,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672,274.3458666666672
15,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672,285.3593866666672
16,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002,275.4658400000002
