Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
60,10576.932,11105.778600000001,11661.06753,12244.120906500002,12856.326951825004,13499.143299416255,14174.100464387067,14882.805487606422,15626.945761986743,16408.293050086082,17228.707702590385,18090.143087719905,18994.6502421059,19944.382754211198,20941.60189192176,21988.681986517848,23088.11608584374,24242.52189013593,25454.647984642725,26727.380383874864
61,15504.635999999995,16279.867799999995,17093.861189999996,17948.554249499997,18845.981961974998,19788.28106007375,20777.695113077436,21816.57986873131,22907.408862167875,24052.77930527627,25255.41827054008,26518.18918406709,27844.098643270445,29236.30357543397,30698.11875420567,32233.024691915958,33844.67592651175,35536.90972283734,37313.75520897921,39179.44296942817
62,11476.507999999998,12050.333399999998,12652.850069999999,13285.4925735,13949.767202175,14647.255562283752,15379.61834039794,16148.599257417836,16956.02922028873,17803.830681303167,18694.022215368324,19628.72332613674,20610.15949244358,21640.66746706576,22722.70084041905,23858.835882440006,25051.777676562,26304.366560390106,27619.58488840961,29000.564132830095
63,2531.0580000000004,2657.6109000000006,2790.4914450000006,2930.016017250001,3076.516818112501,3230.3426590181266,3391.859791969033,3561.4527815674846,3739.525420645859,3926.501691678152,4122.82677626206,4328.968115075163,4545.416520828921,4772.687346870368,5011.3217142138865,5261.8877999245815,5524.982189920809,5801.231299416851,6091.292864387693,6395.857507607078
64,292.42900000000003,307.05045000000007,322.40297250000003,338.52312112500005,355.4492771812501,373.2217410403126,391.8828280923283,411.4769694969447,432.05081797179196,453.65335887038157,476.3360268139006,500.1528281545957,525.1604695623255,551.4184930404418,578.989417692464,607.9388885770873,638.3358330059415,670.2526246562387,703.7652558890505,738.9535186835033
65,2442.4809999999998,2564.6050499999997,2692.8353024999997,2827.477067625,2968.8509210062502,3117.2934670565633,3273.1581404093913,3436.816047429861,3608.656849801354,3789.089692291422,3978.544176905993,4177.4713857512925,4386.344955038858,4605.662202790801,4835.945312930341,5077.742578576859,5331.629707505701,5598.211192880987,5878.121752525036,6172.027840151289
66,4022.586,4223.7153,4434.901065,4656.646118250001,4889.4784241625,5133.952345370626,5390.649962639158,5660.182460771116,5943.191583809671,6240.351163000155,6552.368721150163,6879.987157207672,7223.986515068056,7585.185840821458,7964.445132862533,8362.66738950566,8780.800758980942,9219.84079692999,9680.83283677649,10164.874478615315
67,20350.373,21367.89165,22436.2862325,23558.100544125,24736.005571331254,25972.80584989782,27271.44614239271,28635.018449512347,30066.769371987964,31570.107840587363,33148.613232616735,34806.043894247574,36546.34608895995,38373.66339340795,40292.346563078354,42306.96389123228,44422.312085793885,46643.42769008358,48975.59907458776,51424.379028317155
68,42845.94499999999,44988.242249999996,47237.65436249999,49599.537080625,52079.51393465625,54683.48963138907,57417.664112958526,60288.54731860645,63302.97468453678,66468.12341876361,69791.5295897018,73281.10606918689,76945.16137264624,80792.41944127856,84832.04041334249,89073.64243400963,93527.32455571009,98203.69078349561,103113.87532267038,108269.56908880392
69,65068.268000000004,68321.6814,71737.76547000001,75324.6537435,79090.88643067502,83045.43075220878,87197.70228981922,91557.58740431018,96135.46677452569,100942.24011325199,105989.35211891458,111288.81972486031,116853.26071110334,122695.92374665852,128830.71993399145,135272.25593069103,142035.86872722558,149137.66216358685,156594.5452717662,164424.27253535454
70,80731.82700000002,84768.41835000002,89006.83926750002,93457.18123087504,98130.0402924188,103036.54230703974,108188.36942239173,113597.78789351133,119277.67728818688,125241.56115259623,131503.63921022604,138078.82117073736,144982.76222927423,152231.90034073795,159843.49535777487,167835.67012566363,176227.4536319468,185038.82631354415,194290.76762922134,204005.30601068246
71,72159.08099999999,75767.03504999999,79555.3868025,83533.156142625,87709.81394975625,92095.30464724408,96700.06987960628,101535.0733735866,106611.82704226593,111942.41839437923,117539.53931409819,123416.51627980311,129587.34209379328,136066.70919848295,142870.0446584071,150013.54689132748,157514.22423589384,165389.93544768853,173659.43222007295,182342.40383107663
72,46165.157000000014,48473.414850000016,50897.085592500014,53441.93987212502,56114.03686573128,58919.738709017845,61865.72564446874,64959.011926692176,68206.96252302678,71617.31064917814,75198.17618163704,78958.0849907189,82905.98924025484,87051.28870226759,91403.85313738098,95974.04579425004,100772.74808396252,105811.38548816067,111101.9547625687,116657.05250069714
73,17221.878,18082.9719,18987.120495000003,19936.476519750002,20933.300345737505,21979.96536302438,23078.9636311756,24232.911812734383,25444.557403371102,26716.78527353966,28052.62453721664,29455.255764077476,30928.01855228135,32474.41947989542,34098.14045389019,35803.0474765847,37593.199850413934,39472.85984293464,41446.502835081366,43518.82797683544
74,24258.167000000005,25471.075350000006,26744.629117500008,28081.86057337501,29485.953602043763,30960.251282145953,32508.263846253252,34133.67703856591,35840.36089049421,37632.378935018925,39513.997881769865,41489.69777585837,43564.182664651285,45742.39179788385,48029.511387778046,50430.986957166955,52952.5363050253,55600.16312027657,58380.17127629039,61299.179840104924
75,32825.2,34466.46,36189.782999999996,37999.272150000004,39899.235757500006,41894.197545375006,43988.90742264376,46188.35279377595,48497.77043346475,50922.65895513799,53468.79190289488,56142.23149803963,58949.34307294162,61896.8102265887,64991.65073791814,68241.23327481406,71653.29493855475,75235.95968548249,78997.75766975661,82947.64555324447
76,31525.174000000003,33101.432700000005,34756.504335000005,36494.32955175001,38319.04602933751,40234.99833080439,42246.74824734461,44359.08565971184,46577.03994269743,48905.891939832305,51351.18653682392,53918.74586366512,56614.68315684838,59445.41731469081,62417.68818042535,65538.57258944663,68815.50121891894,72256.2762798649,75869.09009385815,79662.54459855106
77,32071.172000000002,33674.7306,35358.467130000005,37126.39048650001,38982.71001082501,40931.845511366264,42978.43778693458,45127.35967628131,47383.72766009538,49752.91404310014,52240.55974525515,54852.58773251791,57595.21711914381,60474.97797510101,63498.72687385606,66673.66321754888,70007.3463784263,73507.71369734763,77183.099382215,81042.25435132577
78,22347.132,23464.488600000004,24637.713030000003,25869.598681500003,27163.078615575007,28521.23254635376,29947.29417367145,31444.658882355023,33016.891826472776,34667.73641779641,36401.12323868623,38221.179400620545,40132.238370651576,42138.850289184156,44245.79280364337,46458.082443825544,48780.986566016814,51220.03589431766,53781.03768903354,56470.08957348523
79,8912.598,9358.2279,9826.139295,10317.44625975,10833.318572737502,11374.984501374378,11943.733726443097,12540.920412765252,13167.966433403515,13826.364755073691,14517.682992827376,15243.567142468746,16005.745499592185,16806.032774571795,17646.334413300385,18528.651133965406,19455.083690663676,20427.83787519686,21449.229768956702,22521.691257404542
80,6661.451999999999,6994.5246,7344.250829999999,7711.4633715,8097.036540075001,8501.88836707875,8926.982785432689,9373.331924704324,9841.99852093954,10334.098446986518,10850.803369335843,11393.343537802637,11963.01071469277,12561.161250427409,13189.21931294878,13848.680278596219,14541.114292526028,15268.170007152332,16031.578507509948,16833.157432885448
81,22656.702999999998,23789.53815,24979.015057499997,26227.965810375,27539.364100893752,28916.332305938442,30362.148921235366,31880.256367297134,33474.26918566199,35147.98264494509,36905.38177719235,38750.65086605197,40688.18340935457,42722.592579822296,44858.722208813415,47101.65831925409,49456.74123521679,51929.578296977634,54526.05721182652,57252.360072417854
82,28473.185,29896.844250000002,31391.6864625,32961.270785625005,34609.33432490626,36339.80104115157,38156.791093209154,40064.63064786961,42067.862180263095,44171.25528927625,46379.81805374006,48698.80895642707,51133.749404248425,53690.43687446085,56374.958718183894,59193.7066540931,62153.391986797746,65261.061586137635,68524.11466544452,71950.32039871675
83,13299.854000000001,13964.846700000002,14663.089035,15396.243486750003,16166.055661087505,16974.358444141883,17823.076366348974,18714.230184666423,19649.941693899746,20632.438778594737,21664.06071752447,22747.263753400697,23884.626941070732,25078.85828812427,26332.801202530485,27649.441262657012,29031.91332578986,30483.508992079358,32007.684441683323,33608.068663767495
84,14413.124000000003,15133.780200000005,15890.469210000005,16684.992670500007,17519.242304025007,18395.20441922626,19314.964640187573,20280.712872196953,21294.7485158068,22359.48594159714,23477.460238677,24651.33325061085,25883.899913141395,27178.094908798466,28536.99965423839,29963.849636950312,31462.042118797825,33035.14422473772,34686.90143597461,36421.24650777334
85,14191.046999999999,14900.599349999999,15645.6293175,16427.910783375,17249.30632254375,18111.77163867094,19017.36022060449,19968.228231634712,20966.63964321645,22014.97162537727,23115.720206646136,24271.506216978443,25485.08152782737,26759.335604218737,28097.302384429677,29502.167503651162,30977.27587883372,32526.139672775407,34152.44665641418,35860.06898923489
86,24656.468999999994,25889.292449999994,27183.757072499993,28542.944926124997,29970.092172431247,31468.596781052813,33042.026620105455,34694.12795111073,36428.83434866626,38250.27606609958,40162.78986940456,42170.92936287479,44279.475831018535,46493.44962256946,48818.12210369794,51259.02820888284,53821.97961932697,56513.07860029333,59338.73253030799,62305.6691568234
