Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
34,14448.154000000002,15170.561700000004,15929.089785000004,16725.544274250005,17561.821487962505,18439.912562360634,19361.908190478665,20330.003600002598,21346.503780002728,22413.828969002865,23534.520417453008,24711.246438325663,25946.808760241947,27244.149198254046,28606.35665816675,30036.67449107509,31538.50821562884,33115.43362641029,34771.2053077308,36509.76557311734
35,14028.205,14729.61525,15466.0960125,16239.400813125001,17051.370853781253,17903.939396470316,18799.136366293835,19739.093184608526,20726.04784383895,21762.3502360309,22850.467747832445,23992.99113522407,25192.640691985274,26452.27272658454,27774.88636291377,29163.63068105946,30621.81221511243,32152.902825868056,33760.54796716146,35448.57536551954
36,21439.137000000002,22511.093850000005,23636.648542500003,24818.480969625005,26059.40501810626,27362.375269011573,28730.494032462153,30167.01873408526,31675.369670789525,33259.138154329004,34922.09506204545,36668.199815147724,38501.609805905115,40426.69029620037,42448.02481101039,44570.42605156092,46798.94735413896,49138.894721845914,51595.83945793821,54175.63143083513
37,20396.077,21415.88085,22486.674892500003,23611.008637125004,24791.559068981256,26031.13702243032,27332.693873551838,28699.32856722943,30134.294995590903,31641.009745370447,33223.06023263897,34884.21324427092,36628.42390648447,38459.84510180869,40382.83735689914,42401.97922474409,44522.07818598129,46748.18209528036,49085.59120004438,51539.87076004661
38,21276.033000000003,22339.834650000004,23456.826382500003,24629.667701625007,25861.151086706257,27154.208641041572,28511.919073093653,29937.515026748337,31434.390778085755,33006.110316990045,34656.41583283954,36389.23662448153,38208.698455705606,40119.133378490886,42125.09004741543,44231.34454978621,46442.91177727551,48765.05736613929,51203.31023444626,53763.47574616858
39,17810.100000000002,18700.605000000003,19635.635250000003,20617.417012500006,21648.287863125006,22730.70225628126,23867.237369095325,25060.59923755009,26313.629199427596,27629.310659398976,29010.776192368925,30461.315001987372,31984.38075208674,33583.599789691085,35262.77977917564,37025.91876813443,38877.21470654114,40821.075441868205,42862.12921396161,45005.2356746597
40,19143.096999999998,20100.251849999997,21105.2644425,22160.527664625,23268.55404785625,24431.981750249066,25653.58083776152,26936.2598796496,28283.072873632078,29697.226517313684,31182.087843179368,32741.192235338338,34378.25184710525,36097.16443946052,37902.02266143355,39797.123794505234,41786.979984230486,43876.328983442014,46070.14543261412,48373.65270424483
41,22917.104,24062.9592,25266.10716,26529.412518,27855.883143900006,29248.677301095006,30711.11116614976,32246.666724457245,33859.00006068011,35551.95006371412,37329.54756689982,39196.02494524482,41155.82619250706,43213.617502132416,45374.298377239036,47643.013296100995,50025.16396090604,52526.42215895135,55152.74326689891,57910.380430243866
42,19652.151,20634.758550000002,21666.4964775,22749.821301375003,23887.312366443755,25081.677984765945,26335.761884004245,27652.549978204457,29035.17747711468,30486.936350970416,32011.283168518938,33611.84732694489,35292.43969329213,37057.06167795674,38909.91476185458,40855.41049994731,42898.18102494467,45043.09007619191,47295.244580001505,49660.00680900159
43,26248.045000000002,27560.447250000005,28938.469612500005,30385.393093125007,31904.662747781258,33499.89588517032,35174.89067942884,36933.63521340028,38780.3169740703,40719.33282277382,42755.2994639125,44893.064437108136,47137.71765896354,49494.603541911725,51969.333719007314,54567.800404957685,57296.19042520556,60160.99994646585,63169.049943789134,66327.5024409786
44,23797.095999999998,24986.9508,26236.298339999998,27548.113257,28925.51891985,30371.794865842505,31890.38460913463,33484.90383959137,35159.14903157093,36917.10648314948,38762.96180730696,40701.10989767231,42736.16539255592,44872.97366218372,47116.62234529291,49472.45346255756,51946.076135685435,54543.37994246971,57270.548939593195,60134.076386572866
45,15825.092999999999,16616.34765,17447.1650325,18319.523284125,19235.49944833125,20197.274420747817,21207.13814178521,22267.49504887447,23380.869801318193,24549.913291384102,25777.40895595331,27066.279403750974,28419.593373938525,29840.573042635453,31332.60169476723,32899.23177950559,34544.19336848087,36271.403036904914,38084.97318875016,39989.22184818768
46,22203.037,23313.188850000002,24478.848292500003,25702.790707125005,26987.930242481256,28337.32675460532,29754.193092335587,31241.902746952368,32803.997884299984,34444.19777851499,36166.40766744073,37974.72805081277,39873.464453353416,41867.13767602109,43960.494559822146,46158.51928781326,48466.445252203914,50889.76751481412,53434.25589055482,56105.968685082575
47,19586.028,20565.3294,21593.595869999997,22673.2756635,23806.939446675,24997.286419008757,26247.150739959194,27559.508276957153,28937.483690805013,30384.357875345264,31903.575769112525,33498.75455756816,35173.69228544657,36932.376899718896,38778.995744704844,40717.94553194009,42753.84280853709,44891.53494896395,47136.11169641215,49492.91728123276
48,13677.102,14360.957100000001,15079.004955000002,15832.955202750003,16624.602962887504,17455.83311103188,18328.624766583474,19245.05600491265,20207.30880515828,21217.674245416198,22278.557957687008,23392.485855571358,24562.11014834993,25790.215655767428,27079.7264385558,28433.71276048359,29855.39839850777,31348.16831843316,32915.576734354814,34561.35557107256
49,8806.041000000001,9246.343050000001,9708.660202500001,10194.093212625003,10703.797873256253,11238.987766919066,11800.937155265021,12390.984013028272,13010.533213679686,13661.059874363671,14344.112868081855,15061.318511485948,15814.384437060246,16605.10365891326,17435.358841858924,18307.12678395187,19222.48312314946,20183.60727930694,21192.787643272284,22252.427025435903
50,10175.025000000001,10683.776250000003,11217.965062500001,11778.863315625003,12367.806481406255,12986.196805476568,13635.506645750396,14317.281978037918,15033.146076939813,15784.803380786805,16574.043549826143,17402.74572731745,18272.883013683328,19186.527164367493,20145.85352258587,21153.146198715167,22210.803508650923,23321.34368408347,24487.410868287643,25711.781411702028
51,9210.030999999999,9670.53255,10154.0591775,10661.762136375,11194.85024319375,11754.59275535344,12342.322393121112,12959.438512777167,13607.410438416027,14287.780960336828,15002.170008353669,15752.278508771355,16539.892434209924,17366.88705592042,18235.23140871644,19146.992979152266,20104.342628109876,21109.559759515374,22165.03774749114,23273.2896348657
52,8980.019,9429.01995,9900.4709475,10395.494494875002,10915.269219618753,11461.03268059969,12034.084314629676,12635.78853036116,13267.577956879219,13930.95685472318,14627.504697459339,15358.879932332306,16126.823928948923,16933.16512539637,17779.82338166619,18668.8145507495,19602.25527828697,20582.368042201324,21611.48644431139,22692.060766526964
53,10218.026000000002,10728.927300000003,11265.373665000003,11828.642348250003,12420.074465662505,13041.07818894563,13693.132098392913,14377.788703312559,15096.678138478186,15851.512045402096,16644.0876476722,17476.29203005581,18350.106631558603,19267.611963136536,20230.992561293366,21242.542189358035,22304.669298825935,23419.902763767233,24590.89790195559,25820.442797053376
54,9318.024000000001,9783.925200000001,10273.121460000002,10786.777533000002,11326.116409650003,11892.422230132504,12487.04334163913,13111.395508721087,13766.965284157142,14455.313548365,15178.079225783249,15936.983187072412,16733.832346426036,17570.52396374734,18449.050161934705,19371.50267003144,20340.07780353301,21357.081693709664,22424.93577839515,23546.18256731491
55,9846.047000000002,10338.349350000002,10855.266817500004,11398.030158375004,11967.931666293754,12566.328249608445,13194.644662088867,13854.37689519331,14547.095739952976,15274.450526950624,16038.173053298156,16840.081705963064,17682.08579126122,18566.190080824283,19494.499584865498,20469.224564108776,21492.68579231421,22567.320081929924,23695.686086026417,24880.470390327744
56,14495.018,15219.768900000001,15980.757345,16779.795212250003,17618.784972862504,18499.72422150563,19424.710432580912,20395.945954209958,21415.743251920456,22486.53041451648,23610.856935242304,24791.39978200442,26030.969771104643,27332.51825965988,28699.144172642875,30134.10138127502,31640.806450338765,33222.84677285571,34883.98911149849,36628.18856707343
57,17839.129999999997,18731.086499999998,19667.640825,20651.022866249998,21683.5740095625,22767.75271004063,23906.14034554266,25101.447362819792,26356.519730960783,27674.345717508822,29058.063003384264,30510.96615355348,32036.514461231156,33638.34018429271,35320.25719350736,37086.27005318273,38940.583555841855,40887.612733633956,42931.99337031565,45078.59303883144
58,15987.104,16786.4592,17625.78216,18507.071268,19432.424831400003,20404.046072970006,21424.248376618507,22495.46079544943,23620.233835221905,24801.245526983,26041.30780333215,27343.37319349876,28710.541853173698,30146.068945832383,31653.372393124006,33236.04101278021,34897.84306341922,36642.73521659018,38474.87197741969,40398.61557629068
59,24087.043999999998,25291.3962,26555.96601,27883.764310500002,29277.952526025005,30741.850152326257,32278.94265994257,33892.8897929397,35587.53428258668,37366.91099671602,39235.25654655182,41197.01937387941,43256.87034257339,45419.71385970206,47690.69955268717,50075.234530321526,52578.9962568376,55207.946069679485,57968.34337316346,60866.76054182164
60,19979.084000000003,20978.038200000003,22026.940110000003,23128.287115500007,24284.701471275006,25498.93654483876,26773.883372080698,28112.577540684735,29518.20641771897,30994.11673860492,32543.822575535167,34171.013704311925,35879.56438952753,37673.5426090039,39557.21973945411,41535.080726426815,43611.83476274815,45792.42650088556,48082.04782592984,50486.150217226335
61,18452.101,19374.70605,20343.441352499998,21360.613420125002,22428.644091131253,23550.076295687817,24727.58011047221,25963.95911599582,27262.157071795613,28625.264925385392,30056.528171654663,31559.3545802374,33137.32230924927,34794.188424711734,36533.89784594732,38360.5927382447,40278.62237515693,42292.55349391478,44407.181168610514,46627.54022704105
62,18300.051,19215.05355,20175.8062275,21184.596538875,22243.826365818753,23356.017684109695,24523.81856831518,25750.009496730938,27037.509971567484,28389.385470145862,29808.854743653155,31299.297480835812,32864.26235487761,34507.47547262149,36232.84924625257,38044.4917085652,39946.71629399345,41944.05210869313,44041.25471412778,46243.31744983418
63,19756.008,20743.8084,21780.99882,22870.048761000005,24013.551199050005,25214.228759002508,26474.940196952637,27798.687206800267,29188.621567140282,30648.052645497297,32180.455277772162,33789.47804166077,35478.951943743814,37252.89954093101,39115.544517977556,41071.32174387644,43124.88783107026,45281.132222623775,47545.18883375496,49922.448275442715
64,18391.020000000004,19310.571000000004,20276.099550000006,21289.904527500006,22354.399753875008,23472.11974156876,24645.7257286472,25878.012015079563,27171.91261583354,28530.508246625217,29957.03365895648,31454.885341904304,33027.62960899952,34679.0110894495,36412.961643921975,38233.60972611808,40145.29021242398,42152.554723045185,44260.18245919744,46473.19158215732
65,18889.020999999997,19833.472049999997,20825.145652499996,21866.402935125,22959.72308188125,24107.709235975315,25313.094697774082,26578.749432662786,27907.686904295926,29303.071249510725,30768.22481198626,32306.636052585574,33921.967855214854,35618.0662479756,37398.96956037438,39268.91803839311,41232.36394031275,43293.9821373284,45458.68124419482,47731.615306404565
66,17974.054000000004,18872.756700000005,19816.394535000003,20807.214261750007,21847.57497483751,22939.953723579387,24086.951409758356,25291.298980246276,26555.86392925859,27883.65712572152,29277.839982007594,30741.731981107976,32278.818580163377,33892.75950917155,35587.39748463013,37366.76735886164,39235.105726804715,41196.86101314495,43256.7040638022,45419.53926699232
67,19329.092000000004,20295.546600000005,21310.323930000006,22375.840126500007,23494.63213282501,24669.363739466262,25902.831926439576,27197.973522761557,28557.872198899633,29985.765808844615,31485.05409928685,33059.30680425119,34712.27214446376,36447.88575168695,38270.280039271296,40183.79404123486,42192.9837432966,44302.632930461434,46517.764576984504,48843.652805833735
68,19004.050000000003,19954.252500000002,20951.965125000002,21999.563381250005,23099.541550312508,24254.518627828136,25467.244559219544,26740.60678718052,28077.637126539546,29481.518982866524,30955.59493200985,32503.374678610347,34128.543412540865,35834.97058316791,37626.71911232631,39508.05506794263,41483.457821339754,43557.630712406746,45735.51224802708,48022.28786042845
69,14334.097,15050.80185,15803.341942500001,16593.509039625,17423.184491606255,18294.343716186566,19209.060901995897,20169.513947095693,21177.989644450477,22236.889126673002,23348.73358300665,24516.170262156986,25741.978775264837,27029.07771402808,28380.531599729486,29799.55817971596,31289.536088701756,32854.012893136845,34496.71353779369,36221.54921468338
70,15846.1,16638.405000000002,17470.32525,18343.841512500003,19261.033588125003,20224.085267531256,21235.28953090782,22297.05400745321,23411.90670782587,24582.502043217166,25811.627145378025,27102.20850264693,28457.318927779277,29880.18487416824,31374.194117876657,32942.90382377049,34590.04901495901,36319.551465706965,38135.52903899231,40042.30549094194
71,18429.084000000003,19350.538200000003,20318.065110000003,21333.968365500004,22400.666783775006,23520.70012296376,24696.73512911195,25931.571885567548,27228.150479845925,28589.55800383822,30019.035904030134,31519.987699231642,33095.98708419323,34750.78643840289,36488.32576032304,38312.74204833919,40228.37915075615,42239.79810829396,44351.788013708654,46569.3774143941
72,13127.134999999995,13783.491749999996,14472.666337499995,15196.299654374996,15956.114637093746,16753.920368948435,17591.616387395858,18471.19720676565,19394.757067103936,20364.494920459132,21382.719666482088,22451.85564980619,23574.448432296504,24753.17085391133,25990.8293966069,27290.370866437246,28654.889409759107,30087.633880247064,31592.015574259418,33171.61635297239
73,5669.0689999999995,5952.5224499999995,6250.148572499999,6562.656001125,6890.788801181251,7235.328241240314,7597.09465330233,7976.949385967447,8375.796855265819,8794.58669802911,9234.316032930567,9696.031834577094,10180.83342630595,10689.875097621249,11224.368852502312,11785.587295127429,12374.866659883797,12993.60999287799,13643.290492521888,14325.455017147984
74,6914.053999999999,7259.756699999999,7622.744534999999,8003.88176175,8404.0758498375,8824.279642329377,9265.493624445846,9728.768305668138,10215.206720951544,10725.967056999123,11262.265409849078,11825.378680341533,12416.647614358611,13037.479995076543,13689.35399483037,14373.82169457189,15092.512779300483,15847.13841826551,16639.495339178782,17471.470106137727
75,7400.016,7770.0168,8158.51764,8566.443522000001,8994.765698100002,9444.503983005003,9916.729182155252,10412.565641263016,10933.193923326166,11479.853619492475,12053.8463004671,12656.538615490454,13289.365546264979,13953.833823578228,14651.52551475714,15384.101790494999,16153.306880019747,16960.972224020737,17809.02083522177,18699.471876982865
76,10042.025999999998,10544.127299999998,11071.333664999998,11624.90034825,12206.1453656625,12816.452633945626,13457.275265642907,14130.139028925054,14836.645980371306,15578.478279389872,16357.402193359365,17175.272303027334,18034.035918178703,18935.737714087638,19882.524599792025,20876.650829781625,21920.483371270704,23016.50753983424,24167.332916825955,25375.699562667254
77,10016.028,10516.8294,11042.67087,11594.804413500002,12174.544634175003,12783.271865883753,13422.435459177943,14093.55723213684,14798.235093743682,15538.146848430866,16315.05419085241,17130.80690039503,17987.347245414785,18886.714607685524,19831.050338069803,20822.602854973295,21863.732997721956,22956.919647608054,24104.76562998846,25310.003911487885
78,10120.02,10626.021,11157.32205,11715.188152500003,12300.947560125003,12915.994938131254,13561.794685037818,14239.884419289709,14951.878640254194,15699.472572266905,16484.44620088025,17308.668510924264,18174.101936470477,19082.807033294,20036.947384958705,21038.79475420664,22090.73449191697,23195.27121651282,24355.03477733846,25572.78651620539
79,9821.043000000001,10312.095150000003,10827.699907500002,11369.084902875004,11937.539148018754,12534.416105419692,13161.136910690679,13819.193756225211,14510.153444036472,15235.661116238298,15997.444172050213,16797.316380652723,17637.18219968536,18519.04130966963,19444.993375153113,20417.24304391077,21438.105196106306,22510.010455911623,23635.510978707203,24817.28652764257
80,13115.035,13770.786750000001,14459.3260875,15182.292391875002,15941.407011468753,16738.47736204219,17575.401230144304,18454.171291651517,19376.879856234093,20345.7238490458,21363.010041498088,22431.160543572994,23552.718570751647,24730.35449928923,25966.872224253693,27265.21583546638,28628.476627239696,30059.900458601685,31562.895481531767,33141.040255608365
81,12845.126,13487.382300000001,14161.751415,14869.838985750002,15613.330935037504,16393.997481789378,17213.69735587885,18074.382223672794,18978.101334856434,19927.006401599254,20923.356721679218,21969.52455776318,23068.00078565134,24221.40082493391,25432.470866180607,26704.094409489637,28039.299129964118,29441.264086462324,30913.32729078544,32458.993655324717
82,19354.092999999997,20321.797649999997,21337.887532499997,22404.781909125,23525.021004581253,24701.272054810317,25936.335657550833,27233.152440428374,28594.810062449793,30024.550565572285,31525.7780938509,33102.06699854344,34757.17034847062,36495.02886589415,38319.78030918886,40235.76932464831,42247.55779088072,44359.93568042476,46577.932464446,48906.82908766831
83,22413.093999999997,23533.748699999996,24710.436134999996,25945.95794175,27243.255838837504,28605.41863077938,30035.689562318348,31537.474040434266,33114.34774245598,34770.06512957878,36508.56838605772,38333.996805360606,40250.69664562864,42263.23147791008,44376.393051805586,46595.21270439587,48924.97333961565,51371.22200659644,53939.78310692626,56636.772262272585
84,19476.07,20449.8735,21472.367175,22545.98553375,23673.284810437504,24856.94905095938,26099.79650350735,27404.78632868272,28775.025645116857,30213.7769273727,31724.465773741336,33310.689062428406,34976.22351554983,36725.03469132732,38561.28642589369,40489.35074718838,42513.81828454779,44639.50919877519,46871.48465871394,49215.05889164965
85,19156.120000000003,20113.926000000003,21119.622300000003,22175.603415000005,23284.38358575001,24448.60276503751,25671.032903289386,26954.584548453855,28302.31377587655,29717.42946467038,31203.300937903896,32763.465984799095,34401.639284039054,36121.721248241,37927.80731065306,39824.197676185715,41815.407559994994,43906.17793799475,46101.48683489449,48406.56117663922
86,19191.031,20150.58255,21158.1116775,22216.017261375,23326.818124443755,24493.159030665942,25717.81698219924,27003.707831309202,28353.893222874663,29771.587884018398,31260.16727821932,32823.175642130285,34464.334424236804,36187.55114544865,37996.92870272108,39896.77513785714,41891.613894749986,43986.194589487495,46185.50431896187,48494.77953490997
