Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
67,166298.841,174613.78305,183344.47220249998,192511.695812625,202137.28060325628,212244.1446334191,222856.35186509005,233999.16945834458,245699.1279312618,257984.0843278249,270883.28854421614,284427.45297142694,298648.82561999833,313581.26690099825,329260.3302460482,345723.3467583507,363009.51409626816,381159.9898010816,400217.9892911357,420228.8887556925
68,172239.31,180851.27550000002,189893.839275,199388.53123875003,209357.95780068752,219825.85569072195,230817.14847525803,242358.00589902094,254475.90619397198,267199.7015036706,280559.6865788541,294587.6709077969,309317.05445318675,324782.90717584605,341022.0525346384,358073.15516137035,375976.8129194388,394775.6535654108,414514.43624368135,435240.1580558655
69,172149.433,180756.90465,189794.7498825,199284.487376625,209248.71174545627,219711.1473327291,230696.70469936557,242231.53993433385,254343.11693105055,267060.27277760307,280413.2864164832,294433.95073730743,309155.6482741728,324613.4306878815,340844.1022222756,357886.3073333894,375780.6227000588,394569.6538350618,414298.1365268149,435013.04335315566
70,152631.11600000007,160262.67180000007,168275.80539000008,176689.5956595001,185524.07544247512,194800.27921459888,204540.29317532884,214767.3078340953,225505.67322580007,236780.95688709005,248620.00473144455,261051.00496801682,274103.55521641765,287808.73297723854,302199.1696261005,317309.12810740556,333174.5845127758,349833.31373841467,367324.97942533536,385691.2283966022
71,131115.03699999995,137670.78884999995,144554.32829249997,151782.04470712497,159371.14694248122,167339.7042896053,175706.68950408557,184492.02397928986,193716.62517825435,203402.45643716707,213572.57925902543,224251.2082219767,235463.76863307555,247236.95706472936,259598.80491796584,272578.74516386417,286207.6824220573,300518.06654316024,315543.96987031825,331321.1683638342
72,97901.72799999999,102796.81439999999,107936.65512,113333.487876,119000.16226980001,124950.17038329002,131197.67890245453,137757.56284757724,144645.4409899561,151877.71303945393,159471.59869142663,167445.17862599797,175817.43755729788,184608.30943516278,193838.72490692095,203530.661152267,213707.1942098803,224392.55392037437,235612.18161639306,247392.79069721277
73,81370.17099999999,85438.67954999999,89710.61352749998,94196.144203875,98905.95141406875,103851.2489847722,109043.81143401081,114496.00200571136,120220.80210599693,126231.84221129678,132543.43432186163,139170.6060379547,146129.13633985244,153435.59315684508,161107.37281468735,169162.74145542172,177620.87852819278,186501.92245460246,195827.01857733258,205618.36950619923
74,93755.33499999998,98443.10174999999,103365.25683749998,108533.51967937498,113960.19566334375,119658.20544651094,125641.11571883649,131923.17150477832,138519.33008001724,145445.2965840181,152717.561413219,160353.43948387998,168371.11145807398,176789.6670309777,185629.1503825266,194910.60790165293,204656.13829673556,214888.94521157237,225633.39247215097,236915.06209575856
75,94599.16800000002,99329.12640000002,104295.58272000002,109510.36185600003,114985.87994880005,120735.17394624006,126771.93264355206,133110.52927572967,139766.05573951616,146754.35852649197,154092.07645281657,161796.68027545742,169886.51428923028,178380.84000369182,187299.8820038764,196664.87610407025,206498.11990927375,216823.02590473744,227664.1771999743,239047.38605997307
76,105402.14299999998,110672.25014999999,116205.86265749998,122016.15579037499,128116.96357989375,134522.81175888845,141248.95234683287,148311.39996417452,155726.96996238324,163513.31846050243,171688.98438352754,180273.43360270394,189287.10528283915,198751.4605469811,208689.03357433018,219123.4852530467,230079.65951569902,241583.642491484,253662.82461605818,266345.96584686113
77,108463.173,113886.33165,119580.6482325,125559.68064412501,131837.66467633127,138429.54791014784,145351.02530565523,152618.576570938,160249.50539948491,168261.98066945915,176675.07970293213,185508.83368807874,194784.2753724827,204523.48914110684,214749.66359816218,225487.1467780703,236761.5041169738,248599.57932282254,261029.55828896363,274081.0362034119
78,135721.094,142507.14870000002,149632.50613500003,157114.13144175004,164969.83801383755,173218.32991452943,181879.2464102559,190973.2087307687,200521.86916730716,210547.96262567252,221075.36075695616,232129.12879480395,243735.58523454418,255922.36449627142,268718.482721085,282154.40685713926,296262.1271999962,311075.23355999606,326628.9952379958,342960.4449998957
79,137514.09900000002,144389.80395000003,151609.2941475,159189.75885487505,167149.2467976188,175506.70913749977,184282.04459437475,193496.1468240935,203170.95416529817,213329.50187356307,223995.97696724124,235195.77581560332,246955.5646063835,259303.34283670268,272268.50997853786,285881.93547746475,300176.03225133795,315184.8338639049,330944.0755571001,347491.2793349552
80,148620.27100000007,156051.28455000007,163853.84877750007,172046.5412163751,180648.86827719386,189681.31169105356,199165.37727560627,209123.64613938658,219579.8284463559,230558.81986867372,242086.7608621074,254191.09890521277,266900.65385047346,280245.68654299714,294257.970870147,308970.8694136544,324419.41288433707,340640.38352855394,357672.4027049816,375556.0228402308
81,143495.17299999998,150669.93164999998,158203.42823249998,166113.599644125,174419.27962633126,183140.24360764783,192297.25578803025,201912.11857743174,212007.72450630335,222608.1107316185,233738.51626819946,245425.44208160942,257696.71418568993,270581.54989497445,284110.6273897232,298316.1587592094,313231.96669716976,328893.5650320283,345338.2432836297,362605.15544781124
82,163675.097,171858.85185,180451.79444250002,189474.38416462502,198948.1033728563,208895.50854149912,219340.2839685741,230307.2981670028,241822.66307535296,253913.7962291206,266609.48604057665,279939.9603426055,293936.9583597358,308633.8062777226,324065.49659160874,340268.7714211892,357282.2099922486,375146.3204918611,393903.6365164541,413598.8183422769
83,162215.151,170325.90855000002,178842.20397750003,187784.31417637505,197173.5298851938,207032.2063794535,217383.8166984262,228253.0075333475,239665.65791001488,251648.94080551565,264231.3878457914,277442.957238081,291315.1050999851,305880.86035498435,321174.9033727336,337233.6485413703,354095.33096843876,371800.09751686075,390390.10239270376,409909.607512339
84,172088.727,180693.16335000002,189727.8215175,199214.21259337504,209174.9232230438,219633.66938419602,230615.3528534058,242146.12049607612,254253.42652087993,266966.0978469239,280314.4027392701,294330.12287623365,309046.62902004534,324498.96047104767,340723.90849460004,357760.1039193301,375648.10911529657,394430.5145710614,414152.0402996145,434859.6423145953
85,192296.31,201911.1255,212006.681775,222607.01586375,233737.36665693755,245424.23498978445,257695.44673927367,270580.21907623735,284109.2300300492,298314.6915315517,313230.42610812926,328891.9474135358,345336.5447842126,362603.37202342326,380733.54062459443,399770.2176558242,419758.72853861534,440746.66496554617,462783.9982138234,485923.1981245147
86,196369.42700000003,206187.89835000003,216497.29326750003,227322.15793087505,238688.26582741883,250622.6791187898,263153.8130747293,276311.50372846576,290127.0789148891,304633.43286063353,319865.1045036652,335858.35972884845,352651.2777152909,370283.84160105546,388798.03368110827,408237.9353651637,428649.83213342185,450082.32374009304,472586.43992709764,496215.7619234526
87,193589.008,203268.4584,213431.88132000001,224103.47538600003,235308.64915530005,247074.08161306506,259427.78569371832,272399.17497840425,286019.1337273245,300320.0904136907,315336.09493437526,331102.89968109404,347658.0446651488,365040.9468984062,383292.99424332654,402457.6439554929,422580.5261532675,443709.55246093095,465895.03008397744,489189.7815881764
