Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
1,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024,199.56577200000024
2,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007,366.8357280000007
3,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001,445.324950000001
4,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006,395.9319840000006
5,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003,443.8482300000003
6,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002,339.4903680000002
7,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045,272.46550800000045
8,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004,418.5689340000004
9,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008,422.9766240000008
10,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974,308.03585399999974
11,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001,314.5046100000001
12,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005,380.6468820000005
13,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016,484.12358400000016
14,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009,588.4861080000009
15,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003,508.5290700000003
16,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005,562.9141560000005
17,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012,468.5516220000012
18,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004,524.4081780000004
19,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992,880.6773359999992
20,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996,2062.931387999996
