year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2026,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032608.6506653983,1438863.208442641,406254.5577772426,0.2823441140155038,73771.18876526627,0.0,0.0,0.0,0.0,0.9333220055752024,24590.396255088755,0.0,0.0,0.0,0.0,1545490.5202613599
2027,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2028,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2029,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2030,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.663018545,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2031,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.663018545,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2032,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.663018545,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2033,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.663018545,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2034,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.663018545,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2035,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1032540.746060176,1438863.208442641,406322.4623824649,0.2823913072475107,73784.663018545,0.0,0.0,0.0,0.0,0.9333065457838592,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2026,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1032608.6506653983,1438863.208442641,406254.5577772426,0.2823441140155038,73771.18876526627,0.0,0.0,0.0,0.0,0.9333220055752024,24590.396255088755,0.0,0.0,0.0,0.0,1545490.5202613599
2027,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2028,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
2029,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1032901.5833434555,1438863.208442641,405961.6250991855,0.28214052782583804,73784.66301854499,0.0,0.0,0.0,0.0,0.9333282913191551,24594.887672848334,0.0,0.0,0.0,0.0,1545490.5202613599
