period,year,scenario,demand,supply_renewable,supply_generator,supply_grid_import,supply_battery_discharge,supply_lost_load,sink_battery_charge,sink_grid_export,balance_lhs,balance_residual
0,2026,scenario_1,17.312,0.0,0.0,0.0,17.312,0.0,0.0,0.0,17.312,0.0
0,2027,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2028,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2029,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2030,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2031,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2032,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2033,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2034,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
0,2035,scenario_1,17.312,0.0,13.474253278737628,0.0,3.837746721262374,0.0,0.0,0.0,17.312,0.0
1,2026,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2027,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2028,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2029,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2030,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2031,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2032,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2033,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2034,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2035,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
2,2026,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2027,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2028,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2029,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2030,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2031,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2032,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2033,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2034,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
2,2035,scenario_1,29.901,0.0,0.0,0.0,29.901,0.0,0.0,0.0,29.901,0.0
3,2026,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2027,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2028,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2029,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2030,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2031,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2032,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2033,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2034,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
3,2035,scenario_1,38.433,0.0,0.0,0.0,38.433,0.0,0.0,0.0,38.433,0.0
4,2026,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2027,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2028,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2029,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2030,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2031,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2032,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2033,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2034,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
4,2035,scenario_1,53.686,0.0,0.0,0.0,53.686,0.0,0.0,0.0,53.686,0.0
5,2026,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2027,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2028,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2029,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2030,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2031,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2032,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2033,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2034,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
5,2035,scenario_1,66.868,0.0,0.0,0.0,66.868,0.0,0.0,0.0,66.868,0.0
6,2026,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2027,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2028,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2029,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2030,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2031,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2032,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2033,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2034,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
6,2035,scenario_1,10.6,0.35665953867914635,0.0,0.0,10.243340461320853,0.0,0.0,0.0,10.6,0.0
7,2026,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2027,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2028,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2029,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2030,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2031,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2032,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2033,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2034,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
7,2035,scenario_1,222.357,164.08948483182286,0.0,0.0,58.26751516817714,0.0,0.0,0.0,222.357,0.0
8,2026,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2027,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2028,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2029,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2030,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2031,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2032,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2033,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2034,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
8,2035,scenario_1,250.941,250.941,0.0,0.0,0.0,0.0,0.0,0.0,250.941,0.0
9,2026,scenario_1,229.837,229.837,0.0,0.0,0.0,0.0,0.0,0.0,229.837,0.0
9,2027,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2028,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2029,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2030,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2031,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2032,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2033,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2034,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
9,2035,scenario_1,229.837,312.80183304349424,0.0,0.0,0.0,0.0,82.96483304349427,0.0,229.837,0.0
10,2026,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2027,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2028,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2029,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2030,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2031,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2032,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2033,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2034,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
10,2035,scenario_1,137.978,532.0609569565967,0.0,0.0,0.0,0.0,394.08295695659666,0.0,137.978,0.0
11,2026,scenario_1,13.329,407.41195695659667,0.0,0.0,0.0,0.0,394.08295695659666,0.0,13.329000000000008,7.105427357601002e-15
11,2027,scenario_1,13.329,407.41195695659667,0.0,0.0,0.0,0.0,394.08295695659666,0.0,13.329000000000008,7.105427357601002e-15
11,2028,scenario_1,13.329,407.41195695659667,0.0,0.0,0.0,0.0,394.08295695659666,0.0,13.329000000000008,7.105427357601002e-15
