year,scenario,weight,fuel_cost,grid_import_cost,grid_export_revenue,res_subsidy_revenue,annual_variable_cost,fixed_om_res,fixed_om_battery,fixed_om_generator,fixed_om_total,lost_load_penalty,scope1_emissions,scope2_emissions,scope3_res_emissions,scope3_battery_emissions,scope3_generator_emissions,scope3_emissions,total_emissions,scope1_emissions_cost,scope2_emissions_cost,scope3_res_emissions_cost,scope3_battery_emissions_cost,scope3_generator_emissions_cost,emissions_cost,total_operating_cost
2026,scenario_1,1.0,29508.475506106322,0.0,0.0,0.0,29508.475506106322,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57956.50043835936
2027,scenario_1,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2028,scenario_1,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2029,scenario_1,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2030,scenario_1,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2031,scenario_1,1.0,29513.865207417814,0.0,0.0,0.0,29513.865207417814,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2032,scenario_1,1.0,29513.865207417814,0.0,0.0,0.0,29513.865207417814,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2033,scenario_1,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
2034,scenario_1,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
2035,scenario_1,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
2026,Expected,1.0,29508.475506106322,0.0,0.0,0.0,29508.475506106322,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57956.50043835936
2027,Expected,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2028,Expected,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2029,Expected,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2030,Expected,1.0,29513.86520741781,0.0,0.0,0.0,29513.86520741781,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2031,Expected,1.0,29513.865207417814,0.0,0.0,0.0,29513.865207417814,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2032,Expected,1.0,29513.865207417814,0.0,0.0,0.0,29513.865207417814,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967085
2033,Expected,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
2034,Expected,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
2035,Expected,1.0,29513.86520741782,0.0,0.0,0.0,29513.86520741782,13918.421021625223,13792.903493480882,736.7004171469383,28448.024932253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57961.89013967086
