battery_units,battery_installed_kwh,generator_units,generator_installed_kw,res_units_total,res_installed_kw_total,res_units__Solar,res_installed_kw__Solar
1970.414784782983,1970.414784782983,61.3917014289115,61.3917014289115,869.9013138515763,869.9013138515763,869.9013138515763,869.9013138515763
