period,scenario,load_demand,res_generation_total,generator_generation,battery_charge,battery_discharge,battery_soc,lost_load,fuel_consumption,grid_import,grid_export,grid_import_delivered,grid_export_delivered,res_generation__Solar
0,scenario_1,17.312,0.0,0.0,0.0,17.312,985.2073923914915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,scenario_1,25.614,0.0,0.0,0.0,25.614,967.1740590581582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,scenario_1,29.901,0.0,0.0,0.0,29.901,940.4928090581582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,scenario_1,38.433,0.0,0.0,0.0,38.433,909.3459340581582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,scenario_1,53.686,0.0,0.0,0.0,53.686,869.3115590581582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,scenario_1,66.868,0.0,0.0,0.0,66.868,813.3886423914915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,scenario_1,10.6,0.3566595386791463,0.0,0.0,10.243340461320853,743.7344757248248,0.0,0.0,0.0,0.0,0.0,0.0,0.3566595386791463
7,scenario_1,222.357,164.08948483182283,0.0,0.0,58.26751516817717,733.064329410949,0.0,0.0,0.0,0.0,0.0,0.0,164.08948483182283
8,scenario_1,250.941,250.941,0.0,0.0,0.0,672.3690011107644,0.0,0.0,0.0,0.0,0.0,0.0,250.941
9,scenario_1,229.837,229.837,0.0,0.0,0.0,672.3690011107644,0.0,0.0,0.0,0.0,0.0,0.0,229.837
10,scenario_1,137.978,532.0609569565966,0.0,394.0829569565966,0.0,672.3690011107644,0.0,0.0,0.0,0.0,0.0,0.0,532.0609569565966
11,scenario_1,13.329,407.4119569565966,0.0,394.0829569565966,0.0,1046.7478102195312,0.0,0.0,0.0,0.0,0.0,0.0,407.4119569565966
12,scenario_1,107.116,107.116,0.0,0.0,0.0,1421.126619328298,0.0,0.0,0.0,0.0,0.0,0.0,107.116
13,scenario_1,11.53,405.6129569565966,0.0,394.0829569565966,0.0,1421.126619328298,0.0,0.0,0.0,0.0,0.0,0.0,405.6129569565966
14,scenario_1,114.441,298.55611194307187,0.0,184.11511194307184,0.0,1795.5054284370647,0.0,0.0,0.0,0.0,0.0,0.0,298.55611194307187
15,scenario_1,107.333,107.333,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,107.333
16,scenario_1,131.548,131.548,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,131.548
17,scenario_1,177.208,19.98163317917071,0.0,0.0,157.2263668208293,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,19.98163317917071
18,scenario_1,274.324,0.0,61.3917014289115,0.0,212.9322985710885,1806.637319344619,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
19,scenario_1,294.662,0.0,58.035543616161846,0.0,236.62645638383813,1584.832841666402,0.0,19.34518120538728,0.0,0.0,0.0,0.0,0.0
20,scenario_1,258.803,0.0,0.0,0.0,258.803,1338.3469495999038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,scenario_1,158.622,0.0,0.0,0.0,158.622,1068.7604912665706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,scenario_1,68.128,0.0,0.0,0.0,68.128,903.5292412665707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,scenario_1,25.237,0.0,0.0,0.0,25.237,832.562574599904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,scenario_1,21.239,0.0,0.0,0.0,21.239,806.2740329332373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,scenario_1,24.749,0.0,0.0,0.0,24.749,784.150074599904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,scenario_1,3.829,0.0,0.0,0.0,3.829,758.3698662665706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,scenario_1,45.479,0.0,0.0,0.0,45.479,754.3813245999039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,scenario_1,69.081,0.0,0.0,0.0,69.081,707.0073662665706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,scenario_1,84.809,0.0,0.0,0.0,84.809,635.0479912665705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,scenario_1,108.125,0.03479605255406305,0.0,0.0,108.09020394744594,546.7052829332372,0.0,0.0,0.0,0.0,0.0,0.0,0.03479605255406305
31,scenario_1,205.283,166.85577100987086,0.0,0.0,38.42722899012912,434.111320487981,0.0,0.0,0.0,0.0,0.0,0.0,166.85577100987086
32,scenario_1,247.355,247.355,0.0,0.0,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,247.355
33,scenario_1,202.174,285.1388330434942,0.0,82.96483304349414,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,285.1388330434942
34,scenario_1,130.858,524.9409569565967,0.0,394.0829569565966,0.0,472.8995483479159,0.0,0.0,0.0,0.0,0.0,0.0,524.9409569565967
35,scenario_1,123.012,517.0949569565967,0.0,394.0829569565966,0.0,847.2783574566827,0.0,0.0,0.0,0.0,0.0,0.0,517.0949569565967
36,scenario_1,93.725,487.8079569565966,0.0,394.0829569565966,0.0,1221.6571665654494,0.0,0.0,0.0,0.0,0.0,0.0,487.8079569565966
37,scenario_1,99.017,99.017,0.0,0.0,0.0,1596.0359756742162,0.0,0.0,0.0,0.0,0.0,0.0,99.017
38,scenario_1,101.375,495.4579569565966,0.0,394.0829569565966,0.0,1596.0359756742162,0.0,0.0,0.0,0.0,0.0,0.0,495.4579569565966
39,scenario_1,114.014,114.014,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,114.014
40,scenario_1,139.898,139.898,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,139.898
41,scenario_1,199.673,21.547455544103546,61.3917014289115,0.0,116.73384302698496,1970.414784782983,0.0,20.463900476303834,0.0,0.0,0.0,0.0,21.547455544103546
42,scenario_1,272.177,0.0,61.3917014289115,0.0,210.7852985710885,1848.8170316298736,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
43,scenario_1,301.939,0.0,7.958565017129047,0.0,293.980434982871,1629.2490122849897,0.0,2.6528550057096822,0.0,0.0,0.0,0.0,0.0
44,scenario_1,224.756,0.0,61.3917014289115,0.0,163.3642985710885,1323.0193925111657,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
45,scenario_1,156.296,0.0,0.0,0.0,156.296,1152.8482481662818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,scenario_1,81.852,0.0,0.0,0.0,81.852,990.0399148329484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,scenario_1,37.844,0.0,0.0,0.0,37.844,904.7774148329484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,scenario_1,3.195,0.0,0.0,0.0,3.195,865.356581499615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,scenario_1,42.895,0.0,0.0,0.0,42.895,862.028456499615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,scenario_1,43.327,0.0,0.0,0.0,43.327,817.3461648329484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,scenario_1,54.088,0.0,0.0,0.0,54.088,772.2138731662817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,scenario_1,59.358,0.0,0.0,0.0,59.358,715.872206499615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,scenario_1,103.242,0.0,0.0,0.0,103.242,654.040956499615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,scenario_1,148.695,0.0,61.3917014289115,0.0,87.30329857108849,546.497206499615,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
55,scenario_1,202.229,81.82291758087928,61.3917014289115,0.0,59.01438099020923,455.55627048806446,0.0,20.463900476303834,0.0,0.0,0.0,0.0,81.82291758087928
56,scenario_1,286.691,286.691,0.0,0.0,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,286.691
57,scenario_1,232.383,517.3042143081169,0.0,284.9212143081169,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,517.3042143081169
58,scenario_1,164.312,164.312,0.0,0.0,0.0,664.7581105493075,0.0,0.0,0.0,0.0,0.0,0.0,164.312
59,scenario_1,127.076,521.1589569565966,0.0,394.0829569565966,0.0,664.7581105493075,0.0,0.0,0.0,0.0,0.0,0.0,521.1589569565966
60,scenario_1,95.396,489.4789569565966,0.0,394.0829569565966,0.0,1039.1369196580742,0.0,0.0,0.0,0.0,0.0,0.0,489.4789569565966
61,scenario_1,84.245,478.3279569565966,0.0,394.0829569565966,0.0,1413.515728766841,0.0,0.0,0.0,0.0,0.0,0.0,478.3279569565966
62,scenario_1,97.763,97.763,0.0,0.0,0.0,1787.8945378756077,0.0,0.0,0.0,0.0,0.0,0.0,97.763
63,scenario_1,117.283,309.4095756919739,0.0,192.12657569197387,0.0,1787.8945378756077,0.0,0.0,0.0,0.0,0.0,0.0,309.4095756919739
64,scenario_1,137.068,137.068,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,137.068
65,scenario_1,187.828,20.912427584991892,0.0,0.0,166.9155724150081,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,20.912427584991892
66,scenario_1,255.293,0.0,0.0,0.0,255.293,1796.5443968506827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,scenario_1,28.536,0.0,0.0,0.0,28.536,1530.6141885173492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,scenario_1,234.155,0.0,0.0,0.0,234.155,1500.8891885173493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,scenario_1,164.486,0.0,0.0,0.0,164.486,1256.977730184016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,scenario_1,7.845,0.0,0.0,0.0,7.845,1085.6381468506827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,scenario_1,48.142,0.0,0.0,0.0,48.142,1077.4662718506827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,scenario_1,19.693,0.0,0.0,0.0,19.693,1027.3183551840161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,scenario_1,34.229,0.0,0.0,0.0,34.229,1006.8048135173494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,scenario_1,35.114,0.0,0.0,0.0,35.114,971.1496051840161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,scenario_1,40.075,0.0,0.0,0.0,40.075,934.5725218506827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,scenario_1,73.345,0.0,0.0,0.0,73.345,892.8277301840161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,scenario_1,78.612,0.0,0.0,0.0,78.612,816.4266885173495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,scenario_1,123.043,0.0,0.0,0.0,123.043,734.5391885173494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,scenario_1,233.813,93.14033367408828,0.0,0.0,140.6726663259117,606.3693968506827,0.0,0.0,0.0,0.0,0.0,0.0,93.14033367408828
80,scenario_1,25.688,355.2242015112912,0.0,329.5362015112912,0.0,459.83536942785804,0.0,0.0,0.0,0.0,0.0,0.0,355.2242015112912
81,scenario_1,224.759,418.4747260414393,0.0,193.7157260414393,0.0,772.8947608635847,0.0,0.0,0.0,0.0,0.0,0.0,418.4747260414393
82,scenario_1,177.375,214.4915669563832,0.0,37.116566956383195,0.0,956.924700602952,0.0,0.0,0.0,0.0,0.0,0.0,214.4915669563832
83,scenario_1,126.622,333.98991044017424,0.0,207.36791044017423,0.0,992.185439211516,0.0,0.0,0.0,0.0,0.0,0.0,333.98991044017424
84,scenario_1,111.965,477.2969225597034,0.0,365.33192255970334,0.0,1189.1849541296815,0.0,0.0,0.0,0.0,0.0,0.0,477.2969225597034
85,scenario_1,95.283,295.06182664531616,0.0,199.77882664531614,0.0,1536.2502805613997,0.0,0.0,0.0,0.0,0.0,0.0,295.06182664531616
86,scenario_1,108.568,206.4536788163946,0.0,97.88567881639462,0.0,1726.04016587445,0.0,0.0,0.0,0.0,0.0,0.0,206.4536788163946
87,scenario_1,131.224,249.7138711542335,0.0,118.4898711542335,0.0,1819.0315607500247,0.0,0.0,0.0,0.0,0.0,0.0,249.7138711542335
88,scenario_1,166.367,207.2278909857225,0.0,40.860890985722506,0.0,1931.5969383465465,0.0,0.0,0.0,0.0,0.0,0.0,207.2278909857225
89,scenario_1,181.851,21.182096992285885,0.0,0.0,160.6689030077141,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,21.182096992285885
90,scenario_1,244.149,0.0,0.0,0.0,244.149,1803.0513441499475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,scenario_1,282.063,0.0,0.0,0.0,282.063,1548.7294691499474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,scenario_1,246.001,0.0,0.0,0.0,246.001,1254.9138441499474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,scenario_1,14.814,0.0,0.0,0.0,14.814,998.6628024832808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,scenario_1,73.883,0.0,0.0,0.0,73.883,983.2315524832808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,scenario_1,41.944,0.0,0.0,0.0,41.944,906.2700941499475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,scenario_1,20.323,0.0,0.0,0.0,20.323,862.5784274832807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,scenario_1,25.879,0.0,0.0,0.0,25.879,841.408635816614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,scenario_1,40.476,0.0,0.0,0.0,40.476,814.4513441499473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,scenario_1,44.772,0.0,0.0,0.0,44.772,772.2888441499473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,scenario_1,56.133,0.0,0.0,0.0,56.133,725.6513441499472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,scenario_1,77.449,0.0,0.0,0.0,77.449,667.1794691499473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,scenario_1,131.974,0.0,32.047471964302815,0.0,99.92652803569717,586.5034274832806,0.0,10.682490654767605,0.0,0.0,0.0,0.0,0.0
103,scenario_1,226.043,141.24587633008045,0.0,0.0,84.79712366991956,482.4132941127627,0.0,0.0,0.0,0.0,0.0,0.0,141.24587633008045
104,scenario_1,254.839,348.59555349974215,0.0,93.75655349974215,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,348.59555349974215
105,scenario_1,233.249,233.249,0.0,0.0,0.0,483.15168278135155,0.0,0.0,0.0,0.0,0.0,0.0,233.249
106,scenario_1,152.313,546.3959569565966,0.0,394.0829569565966,0.0,483.15168278135155,0.0,0.0,0.0,0.0,0.0,0.0,546.3959569565966
107,scenario_1,119.638,513.7209569565966,0.0,394.0829569565966,0.0,857.5304918901184,0.0,0.0,0.0,0.0,0.0,0.0,513.7209569565966
108,scenario_1,100.281,494.3639569565966,0.0,394.0829569565966,0.0,1231.909300998885,0.0,0.0,0.0,0.0,0.0,0.0,494.3639569565966
109,scenario_1,128.934,468.5208931579466,0.0,339.5868931579466,0.0,1606.2881101076518,0.0,0.0,0.0,0.0,0.0,0.0,468.5208931579466
110,scenario_1,106.116,106.116,0.0,0.0,0.0,1928.895658607701,0.0,0.0,0.0,0.0,0.0,0.0,106.116
111,scenario_1,139.262,182.96634334240204,0.0,43.70434334240204,0.0,1928.895658607701,0.0,0.0,0.0,0.0,0.0,0.0,182.96634334240204
112,scenario_1,134.217,134.217,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,134.217
113,scenario_1,193.236,15.29286509751071,0.0,0.0,177.94313490248928,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,15.29286509751071
114,scenario_1,247.928,0.0,61.3917014289115,0.0,186.53629857108848,1785.0573525928899,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
115,scenario_1,287.597,0.0,61.3917014289115,0.0,226.20529857108846,1590.748708248006,0.0,20.463900476303834,0.0,0.0,0.0,0.0,0.0
116,scenario_1,250.475,0.0,0.0,0.0,250.475,1355.1181889031222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,scenario_1,170.816,0.0,0.0,0.0,170.816,1094.2067305697888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,scenario_1,81.266,0.0,0.0,0.0,81.266,916.2733972364554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,scenario_1,3.383,0.0,0.0,0.0,3.383,831.621313903122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,scenario_1,39.163,0.0,0.0,0.0,39.163,828.0973555697886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,scenario_1,44.302,0.0,0.0,0.0,44.302,787.302563903122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,scenario_1,4.552,0.0,0.0,0.0,4.552,741.1546472364553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,scenario_1,59.436,0.0,0.0,0.0,59.436,736.4129805697886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,scenario_1,58.173,0.0,0.0,0.0,58.173,674.5004805697886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,scenario_1,81.096,0.0,0.0,0.0,81.096,613.9036055697886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,scenario_1,136.519,0.0,24.477404639384588,0.0,112.04159536061542,529.4286055697886,0.0,8.159134879794863,0.0,0.0,0.0,0.0,0.0
127,scenario_1,167.983,150.09277269195098,0.0,0.0,17.89022730804902,412.71861040248086,0.0,0.0,0.0,0.0,0.0,0.0,150.09277269195098
128,scenario_1,176.353,343.24566041955495,0.0,166.89266041955494,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,343.24566041955495
129,scenario_1,177.051,487.20612958053573,0.0,310.15512958053574,0.0,552.6309843551737,0.0,0.0,0.0,0.0,0.0,0.0,487.20612958053573
130,scenario_1,185.291,579.3739569565967,0.0,394.0829569565966,0.0,847.2783574566827,0.0,0.0,0.0,0.0,0.0,0.0,579.3739569565967
131,scenario_1,163.352,557.4349569565966,0.0,394.0829569565966,0.0,1221.6571665654494,0.0,0.0,0.0,0.0,0.0,0.0,557.4349569565966
132,scenario_1,121.056,121.056,0.0,0.0,0.0,1596.0359756742162,0.0,0.0,0.0,0.0,0.0,0.0,121.056
133,scenario_1,116.304,116.304,0.0,0.0,0.0,1596.0359756742162,0.0,0.0,0.0,0.0,0.0,0.0,116.304
134,scenario_1,12.36,406.4429569565966,0.0,394.0829569565966,0.0,1596.0359756742162,0.0,0.0,0.0,0.0,0.0,0.0,406.4429569565966
135,scenario_1,138.726,138.726,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,138.726
136,scenario_1,172.086,172.086,0.0,0.0,0.0,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,172.086
137,scenario_1,202.875,21.12990291345479,0.0,0.0,181.7450970865452,1970.414784782983,0.0,0.0,0.0,0.0,0.0,0.0,21.12990291345479
138,scenario_1,235.454,0.0,0.0,0.0,235.454,1781.0969753178317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,scenario_1,234.853,0.0,0.0,0.0,234.853,1535.8323919844984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,scenario_1,204.625,0.0,0.0,0.0,204.625,1291.1938503178317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,scenario_1,129.181,0.0,0.0,0.0,129.181,1078.042808651165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,scenario_1,71.655,0.0,0.0,0.0,71.655,943.4792669844983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,scenario_1,4.68,0.0,0.0,0.0,4.68,868.8386419844983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,scenario_1,34.847,0.0,0.0,0.0,34.847,863.9636419844983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,scenario_1,39.392,0.0,0.0,0.0,39.392,827.664683651165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,scenario_1,42.502,0.0,0.0,0.0,42.502,786.6313503178317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,scenario_1,5.03,0.0,0.0,0.0,5.03,742.358433651165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,scenario_1,71.297,0.0,0.0,0.0,71.297,737.1188503178316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,scenario_1,90.447,0.0,0.0,0.0,90.447,662.8511419844983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,scenario_1,117.461,0.0,0.0,0.0,117.461,568.6355169844983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,scenario_1,159.593,146.8393417781461,0.0,0.0,12.753658221853897,446.28030865116494,0.0,0.0,0.0,0.0,0.0,0.0,146.8393417781461
152,scenario_1,195.645,195.645,0.0,0.0,0.0,432.9952480034005,0.0,0.0,0.0,0.0,0.0,0.0,195.645
153,scenario_1,16.893,410.97595695659663,0.0,394.0829569565966,0.0,432.9952480034005,0.0,0.0,0.0,0.0,0.0,0.0,410.97595695659663
154,scenario_1,15.289,409.3719569565966,0.0,394.0829569565966,0.0,807.3740571121673,0.0,0.0,0.0,0.0,0.0,0.0,409.3719569565966
155,scenario_1,147.754,403.60038715608556,0.0,255.84638715608557,0.0,1181.752866220934,0.0,0.0,0.0,0.0,0.0,0.0,403.60038715608556
156,scenario_1,153.366,153.366,0.0,0.0,0.0,1424.8069340192153,0.0,0.0,0.0,0.0,0.0,0.0,153.366
157,scenario_1,139.525,533.6079569565966,0.0,394.0829569565966,0.0,1424.8069340192153,0.0,0.0,0.0,0.0,0.0,0.0,533.6079569565966
158,scenario_1,14.199,14.199,0.0,0.0,0.0,1799.185743127982,0.0,0.0,0.0,0.0,0.0,0.0,14.199
159,scenario_1,179.034,179.034,0.0,0.0,0.0,1799.185743127982,0.0,0.0,0.0,0.0,0.0,0.0,179.034
160,scenario_1,192.013,192.013,0.0,0.0,0.0,1799.185743127982,0.0,0.0,0.0,0.0,0.0,0.0,192.013
161,scenario_1,212.714,21.469164425856903,0.0,0.0,191.2448355741431,1799.185743127982,0.0,0.0,0.0,0.0,0.0,0.0,21.469164425856903
162,scenario_1,240.332,0.0,0.0,0.0,240.332,1599.9723727382495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,scenario_1,24.314,0.0,0.0,0.0,24.314,1349.6265394049162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,scenario_1,183.668,0.0,0.0,0.0,183.668,1324.2994560715829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,scenario_1,123.943,0.0,0.0,0.0,123.943,1132.9786227382494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,scenario_1,83.577,0.0,0.0,0.0,83.577,1003.8713310715829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,scenario_1,29.072,0.0,0.0,0.0,29.072,916.8119560715828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,scenario_1,24.505,0.0,0.0,0.0,24.505,886.5286227382495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,scenario_1,41.707,0.0,0.0,0.0,41.707,861.0025810715829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,scenario_1,47.206,0.0,0.0,0.0,47.206,817.5577894049162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,scenario_1,52.219,0.0,0.0,0.0,52.219,768.3848727382496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,scenario_1,53.264,0.0,0.0,0.0,53.264,713.9900810715828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,scenario_1,80.661,0.0,0.0,0.0,80.661,658.5067477382495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,scenario_1,109.809,0.0,0.0,0.0,109.809,574.4848727382495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,scenario_1,213.574,150.19716084961317,0.0,0.0,63.37683915038684,460.1004977382495,0.0,0.0,0.0,0.0,0.0,0.0,150.19716084961317
176,scenario_1,261.002,261.002,0.0,0.0,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,261.002
177,scenario_1,215.615,215.615,0.0,0.0,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,215.615
178,scenario_1,137.999,532.0819569565966,0.0,394.0829569565966,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,532.0819569565966
179,scenario_1,109.261,503.34395695659657,0.0,394.0829569565966,0.0,768.4617660653632,0.0,0.0,0.0,0.0,0.0,0.0,503.34395695659657
180,scenario_1,91.739,485.82195695659664,0.0,394.0829569565966,0.0,1142.84057517413,0.0,0.0,0.0,0.0,0.0,0.0,485.82195695659664
181,scenario_1,136.618,136.618,0.0,0.0,0.0,1517.2193842828967,0.0,0.0,0.0,0.0,0.0,0.0,136.618
182,scenario_1,131.241,460.00808459569055,0.0,328.76708459569056,0.0,1517.2193842828967,0.0,0.0,0.0,0.0,0.0,0.0,460.00808459569055
183,scenario_1,129.793,129.793,0.0,0.0,0.0,1829.5481146488028,0.0,0.0,0.0,0.0,0.0,0.0,129.793
184,scenario_1,158.964,158.964,0.0,0.0,0.0,1829.5481146488028,0.0,0.0,0.0,0.0,0.0,0.0,158.964
185,scenario_1,198.091,25.07055586520243,0.0,0.0,173.02044413479757,1829.5481146488028,0.0,0.0,0.0,0.0,0.0,0.0,25.07055586520243
186,scenario_1,260.525,0.0,0.0,0.0,260.525,1649.318485341722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,scenario_1,27.428,0.0,0.0,0.0,27.428,1377.9382770083887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,scenario_1,244.514,0.0,0.0,0.0,244.514,1349.3674436750553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,scenario_1,162.426,0.0,0.0,0.0,162.426,1094.665360341722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,scenario_1,64.634,0.0,0.0,0.0,64.634,925.471610341722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,scenario_1,22.484,0.0,0.0,0.0,22.484,858.1445270083886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,scenario_1,34.051,0.0,0.0,0.0,34.051,834.7236936750553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,scenario_1,38.322,0.0,0.0,0.0,38.322,799.2539020083886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,scenario_1,43.615,0.0,0.0,0.0,43.615,759.3351520083886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,scenario_1,58.588,0.0,0.0,0.0,58.588,713.902860341722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,scenario_1,62.924,0.0,0.0,0.0,62.924,652.8736936750553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,scenario_1,7.581,0.0,0.0,0.0,7.581,587.3278603417219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,scenario_1,117.617,0.0,0.0,0.0,117.617,579.4309853417219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,scenario_1,213.759,153.44189275027955,0.0,0.0,60.317107249720436,456.9132770083886,0.0,0.0,0.0,0.0,0.0,0.0,153.44189275027955
200,scenario_1,240.851,240.851,0.0,0.0,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,240.851
201,scenario_1,199.894,282.85883304349414,0.0,82.96483304349414,0.0,394.0829569565965,0.0,0.0,0.0,0.0,0.0,0.0,282.85883304349414
