period,year,scenario,demand,supply_renewable,supply_generator,supply_grid_import,supply_battery_discharge,supply_lost_load,sink_battery_charge,sink_grid_export,balance_lhs,balance_residual
0,2026,scenario_1,17.312,0.0,0.0,0.0,17.312,0.0,0.0,0.0,17.312,0.0
0,2027,scenario_1,18.1776,0.0,0.0,0.0,18.1776,0.0,0.0,0.0,18.1776,0.0
0,2028,scenario_1,19.08648,0.0,0.0,0.0,19.08648,0.0,0.0,0.0,19.08648,0.0
0,2029,scenario_1,20.040804,0.0,0.0,0.0,20.040804,0.0,0.0,0.0,20.040804,0.0
0,2030,scenario_1,21.0428442,0.0,0.0,0.0,21.0428442,0.0,0.0,0.0,21.0428442,0.0
0,2031,scenario_1,22.09498641,0.0,22.09498641,0.0,0.0,0.0,0.0,0.0,22.09498641,0.0
0,2032,scenario_1,23.19973573,0.0,0.0,0.0,23.19973573,0.0,0.0,0.0,23.19973573,0.0
0,2033,scenario_1,24.35972252,0.0,24.35972252,0.0,0.0,0.0,0.0,0.0,24.35972252,0.0
0,2034,scenario_1,25.57770864,0.0,25.57770864,0.0,0.0,0.0,0.0,0.0,25.57770864,0.0
0,2035,scenario_1,26.85659408,0.0,26.85659408,0.0,0.0,0.0,0.0,0.0,26.85659408,0.0
1,2026,scenario_1,25.614,0.0,0.0,0.0,25.614,0.0,0.0,0.0,25.614,0.0
1,2027,scenario_1,26.8947,0.0,0.0,0.0,26.8947,0.0,0.0,0.0,26.8947,0.0
1,2028,scenario_1,28.239435,0.0,0.0,0.0,28.239435,0.0,0.0,0.0,28.239435,0.0
1,2029,scenario_1,29.65140675,0.0,0.0,0.0,29.65140675,0.0,0.0,0.0,29.65140675,0.0
1,2030,scenario_1,31.13397709,0.0,0.0,0.0,31.13397709,0.0,0.0,0.0,31.13397709,0.0
1,2031,scenario_1,32.69067594,0.0,0.0,0.0,32.69067594,0.0,0.0,0.0,32.69067594,0.0
1,2032,scenario_1,34.32520974,0.0,34.32520974,0.0,0.0,0.0,0.0,0.0,34.32520974,0.0
1,2033,scenario_1,36.04147023,0.0,0.0,0.0,36.04147023,0.0,0.0,0.0,36.04147023,0.0
1,2034,scenario_1,37.84354374,0.0,0.0,0.0,37.84354374,0.0,0.0,0.0,37.84354374,0.0
