year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2026,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1080255.8062373218,1764696.712692476,684440.9064551543,0.3878518623241908,28455.653950770073,0.0,0.0,0.0,0.0,0.9743344819887199,9485.217983590022,0.0,0.0,0.0,0.0,1990397.1337659098
2027,scenario_1,1112008.6845,1112008.6845,0.0,0.0,1126586.8115670912,1764696.712692476,638109.901125385,0.3615974895492339,37628.63558272334,0.0,0.0,0.0,0.0,0.9676789758503511,12542.87852757445,0.0,0.0,0.0,0.0,1990397.1337659098
2028,scenario_1,1167609.118725,1167609.118725,0.0,0.0,1171691.4138662624,1764696.712692476,593005.2988262137,0.3360380821027536,50028.23908279388,0.0,0.0,0.0,0.0,0.959050966429137,16676.079694264627,0.0,0.0,0.0,0.0,1990397.1337659098
2029,scenario_1,1225989.57473015,1225989.57473015,0.0,0.0,1212592.1896168434,1764696.712692476,552104.5230756328,0.3128608554119548,69190.55134871833,0.0,0.0,0.0,0.0,0.946020063199948,23063.51711623944,0.0,0.0,0.0,0.0,1990397.1337659098
2030,scenario_1,1287289.053415663,1287289.053415663,0.0,0.0,1248162.4301270288,1764696.712692476,516534.28256544727,0.29270428105311536,95865.40865287851,0.0,0.0,0.0,0.0,0.9286730483649028,31955.136217626172,0.0,0.0,0.0,0.0,1990397.1337659098
2031,scenario_1,1351653.506062013,1351653.506062013,0.0,0.0,1279410.0924527221,1764696.712692476,485286.620239754,0.2749971803932986,129659.55382904789,0.0,0.0,0.0,0.0,0.9079821539189412,43219.851276349305,0.0,0.0,0.0,0.0,1990397.1337659098
2032,scenario_1,1419236.1813656609,1419236.1813656609,0.0,0.0,1307754.445858166,1764696.712692476,456942.26683431,0.2589352966704023,169282.5532581784,0.0,0.0,0.0,0.0,0.8853904449519858,56427.51775272614,0.0,0.0,0.0,0.0,1990397.1337659098
2033,scenario_1,1490197.9904385302,1490197.9904385302,0.0,0.0,1333606.7160458027,1764696.712692476,431089.9966466734,0.24428560077552378,214636.97821247327,0.0,0.0,0.0,0.0,0.8613674455717384,71545.65940415775,0.0,0.0,0.0,0.0,1990397.1337659098
2034,scenario_1,1564707.889957455,1564707.889957455,0.0,0.0,1358407.2555517917,1764696.712692476,406289.45714068436,0.23023188869706143,264687.8968809723,0.0,0.0,0.0,0.0,0.8369239804060491,88229.29896032411,0.0,0.0,0.0,0.0,1990397.1337659098
2035,scenario_1,1642943.284457026,1642943.284457026,0.0,0.0,1382789.7415309083,1764696.712692476,381906.97116156784,0.21641507484811678,318978.66112406796,0.0,0.0,0.0,0.0,0.8125604749586252,106326.22037468934,0.0,0.0,0.0,0.0,1990397.1337659098
2026,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1080255.8062373218,1764696.712692476,684440.9064551543,0.3878518623241908,28455.653950770073,0.0,0.0,0.0,0.0,0.9743344819887199,9485.217983590022,0.0,0.0,0.0,0.0,1990397.1337659098
2027,expected,1112008.6845,1112008.6845,0.0,0.0,1126586.8115670912,1764696.712692476,638109.901125385,0.3615974895492339,37628.63558272334,0.0,0.0,0.0,0.0,0.9676789758503511,12542.87852757445,0.0,0.0,0.0,0.0,1990397.1337659098
2028,expected,1167609.118725,1167609.118725,0.0,0.0,1171691.4138662624,1764696.712692476,593005.2988262137,0.3360380821027536,50028.23908279388,0.0,0.0,0.0,0.0,0.959050966429137,16676.079694264627,0.0,0.0,0.0,0.0,1990397.1337659098
2029,expected,1225989.57473015,1225989.57473015,0.0,0.0,1212592.1896168434,1764696.712692476,552104.5230756328,0.3128608554119548,69190.55134871833,0.0,0.0,0.0,0.0,0.946020063199948,23063.51711623944,0.0,0.0,0.0,0.0,1990397.1337659098
2030,expected,1287289.053415663,1287289.053415663,0.0,0.0,1248162.4301270288,1764696.712692476,516534.28256544727,0.29270428105311536,95865.40865287851,0.0,0.0,0.0,0.0,0.9286730483649028,31955.136217626172,0.0,0.0,0.0,0.0,1990397.1337659098
2031,expected,1351653.506062013,1351653.506062013,0.0,0.0,1279410.0924527221,1764696.712692476,485286.620239754,0.2749971803932986,129659.55382904789,0.0,0.0,0.0,0.0,0.9079821539189412,43219.851276349305,0.0,0.0,0.0,0.0,1990397.1337659098
2032,expected,1419236.1813656609,1419236.1813656609,0.0,0.0,1307754.445858166,1764696.712692476,456942.26683431,0.2589352966704023,169282.5532581784,0.0,0.0,0.0,0.0,0.8853904449519858,56427.51775272614,0.0,0.0,0.0,0.0,1990397.1337659098
2033,expected,1490197.9904385302,1490197.9904385302,0.0,0.0,1333606.7160458027,1764696.712692476,431089.9966466734,0.24428560077552378,214636.97821247327,0.0,0.0,0.0,0.0,0.8613674455717384,71545.65940415775,0.0,0.0,0.0,0.0,1990397.1337659098
