Periods,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
28,4009.8783843333385,4010.6803600102053,4011.482496082207,4012.2847925814235,4013.08724953994,4013.8898669898476,4014.6926449632456,4015.495583492238,4016.2986826089364,4017.101942345458
29,4164.651972833339,4165.484903227905,4166.318000208551,4167.151263808592,4167.984694061354,4168.818291000166,4169.652054658366,4170.485985069297,4171.320082266311,4172.154346282764
30,4438.648704491142,4439.53643423204,4440.424341518887,4441.3124263871905,4442.200688872468,4443.089129010243,4443.977746836044,4444.866542385412,4445.755515693889,4446.644666797028
31,5476.98643766718,5478.0818349547135,5479.177451321704,5480.273286811968,5481.369341469331,5482.4656153376245,5483.562108460692,5484.658820882384,5485.755752646561,5486.85290379709
32,8052.031629352601,8053.642035678471,8055.252764085607,8056.863814638424,8058.475187401351,8060.086882438831,8061.698899815318,8063.311239595281,8064.9239018432,8066.5368866235685
33,8510.939425209977,8512.641613095018,8514.344141417638,8516.04701024592,8517.750219647969,8519.453769691898,8521.157660445837,8522.861891977926,8524.566464356321,8526.271377649193
34,7339.303260401234,7340.771121053314,7342.239275277525,7343.70772313258,7345.176464677206,7346.645499970142,7348.114829070136,7349.58445203595,7351.054368926357,7352.5245798001415
35,12381.854960641744,12384.331331633872,12386.808197900198,12389.285559539778,12391.763416651685,12394.241769335016,12396.720617688883,12399.199961812421,12401.679801804783,12404.160137765144
36,11035.54766383737,11037.754773370136,11039.96232432481,11042.170316789674,11044.378750853031,11046.587626603201,11048.796944128522,11051.006703517347,11053.21690485805,11055.427548239022
37,7364.021881035663,7365.49468541187,7366.967784348952,7368.441177905821,7369.914866141402,7371.38884911463,7372.863126884453,7374.33769950983,7375.812567049731,7377.287729563141
38,7539.443554959323,7540.951443670315,7542.459633959049,7543.968125885841,7545.4769195110175,7546.986014894919,7548.495412097898,7550.005111180318,7551.515112202554,7553.025415224994
39,9121.227846430924,9123.052092000209,9124.876702418609,9126.701677759092,9128.527018094645,9130.352723498263,9132.178794042962,9134.00522980177,9135.83203084773,9137.659197253899
40,11159.535148000003,11161.767055029602,11163.999408440608,11166.232208322295,11168.46545476396,11170.699147854913,11172.933287684484,11175.16787434202,11177.402907916889,11179.638388498472
41,9859.50143783334,9861.473338120906,9863.445632788531,9865.41832191509,9867.391405579472,9869.364883860588,9871.33875683736,9873.313024588728,9875.287687193646,9877.262744731084
42,6651.710488500011,6653.040830597711,6654.37143876383,6655.702313051583,6657.033453514193,6658.364860204895,6659.696533176936,6661.028472483571,6662.360678178067,6663.693150313703
43,7927.397876021696,7928.9833555969,7930.569152268019,7932.155266098473,7933.741697151692,7935.328445491123,7936.915511180221,7938.5028942824565,7940.090594861313,7941.678612980285
44,11450.354536127303,11452.644607034528,11454.935135955935,11457.226122983126,11459.517568207722,11461.809471721364,11464.101833615709,11466.394653982432,11468.687932913228,11470.98167049981
45,16449.6916210781,16452.981559402313,16456.272155714192,16459.563410145336,16462.855322827363,16466.147893891928,16469.441123470708,16472.7350116954,16476.029558697737,16479.324764609475
46,19537.596821370807,19541.504340735082,19545.41264160323,19549.32172413155,19553.231588476378,19557.14223479407,19561.05366324103,19564.965873973677,19568.878867148473,19572.7926429219
47,17126.473986159,17129.89928095623,17133.32526081242,17136.75192586458,17140.179276249753,17143.607312105003,17147.036033567423,17150.465440774136,17153.89553386229,17157.326312969064
48,10533.251412833344,10535.358063115911,10537.465134728534,10539.57262775548,10541.680542281032,10543.788878389489,10545.897636165166,10548.006815692399,10550.116417055537,10552.226440338947
49,3917.511540166672,3918.2950424747055,3919.0787014832003,3919.862517223497,3920.6464897269416,3921.4306190248867,3922.2149051486917,3922.9993481297215,3923.783947999347,3924.568704788947
50,3863.328090500004,3864.1007561181036,3864.8735762693273,3865.646550984581,3866.419680294778,3867.192964230837,3867.966402823683,3868.7399961042474,3869.513744103468,3870.2876468522886
51,3887.885628500002,3888.6632056257017,3889.440938266827,3890.21882645448,3890.996870219771,3891.775069593815,3892.5534246077336,3893.331935292655,3894.1106016797135,3894.8894238000494
52,3974.984104500004,3975.779101320904,3976.574257141168,3977.369571992596,3978.1650459069942,3978.9606789161758,3979.756471051959,3980.5524223461694,3981.3485328306383,3982.144802537204
53,3976.782063500004,3977.577419912704,3978.3729353966864,3979.1686099837657,3979.9644437057623,3980.7604365945035,3981.556588681822,3982.3528999995583,3983.1493705795583,3983.946000453674
54,4489.094406355366,4489.992225236637,4490.890223681684,4491.7884017264205,4492.686759406765,4493.585296758646,4494.484013817998,4495.382910620761,4496.281987202886,4497.1812436003265
55,5230.3259306226755,5231.3719958087995,5232.4182702079615,5233.464753862003,5234.511446812775,5235.558349102137,5236.605460771957,5237.652781864112,5238.700312420484,5239.748052482968
56,8614.857479943304,8616.580451439293,8618.30376752958,8620.027428283085,8621.75143376874,8623.475784055494,8625.200479212304,8626.925519308146,8628.650904412008,8630.37663459289
57,8492.872239281955,8494.570813729812,8496.269727892557,8497.968981838136,8499.668575634503,8501.36850934963,8503.0687830515,8504.76939680811,8506.47035068747,8508.171644757607
58,7750.492609646602,7752.042708168531,7753.593116710164,7755.143835333506,7756.694864100573,7758.246203073393,7759.797852314007,7761.34981188447,7762.902081846847,7764.454662263216
59,7336.500312044553,7337.9676121069615,7339.435205629383,7340.903092670508,7342.371273289042,7343.8397475437,7345.308515493208,7346.777577196306,7348.246932711745,7349.716582098287
60,7460.839671418022,7462.331839352305,7463.824305720175,7465.317070581319,7466.8101339954355,7468.303496022235,7469.797156721439,7471.291116152783,7472.785374376013,7474.279931450888
61,6932.610148467674,6933.996670497367,6935.383469831466,6936.770546525432,6938.157900634737,6939.545532214865,6940.933441321307,6942.321628009571,6943.710092335173,6945.098834353639
62,7531.006063932461,7532.5122651452475,7534.018767598276,7535.525571351795,7537.032676466066,7538.540083001359,7540.047791017959,7541.555800576162,7543.0641117362775,7544.572724558625
63,9680.132276410655,9682.068302865937,9684.00471652651,9685.941517469815,9687.87870577331,9689.816281514464,9691.754244770767,9693.692595619721,9695.631334138845,9697.570460405672
64,10790.16213733334,10792.320169760807,10794.478633794759,10796.637529521518,10798.796857027422,10800.956616398827,10803.116807722106,10805.27743108365,10807.438486569867,10809.599974267181
65,8955.702146333342,8957.493286762608,8959.28478541996,8961.076642377044,8962.868857705518,8964.66143147706,8966.454363763354,8968.247654636107,8970.041304167034,8971.835312427867
66,6886.905768000012,6888.283149153613,6889.660805783443,6891.038737944599,6892.416945692188,6893.795429081327,6895.174188167143,6896.553223004777,6897.932533649378,6899.312120156107
67,8196.840180445237,8198.479548481326,8200.119244391022,8201.7592682399,8203.399620093549,8205.040300017568,8206.681308077572,8208.322644339187,8209.964308868055,8211.60630172983
68,11275.364199000023,11277.619271839823,11279.874795694192,11282.13077065333,11284.38719680746,11286.644074246822,11288.90140306167,11291.159183342283,11293.41741517895,11295.676098661987
69,15779.90498519431,15783.060966191348,15786.217578384585,15789.374821900261,15792.53269686464,15795.691203404012,15798.850341644693,15802.010111713022,15805.170513735364,15808.33154783811
70,19498.74181389601,19502.64156225879,19506.542090571238,19510.44339898935,19514.34548766915,19518.248356766682,19522.152006438035,19526.05643683932,19529.96164812669,19533.867640456316
71,15699.785809084771,15702.925766246588,15706.066351399837,15709.207564670116,15712.34940618305,15715.491876064287,15718.6349744395,15721.778701434387,15724.923057174674,15728.068041786108
72,9631.561921666678,9633.488234051012,9635.414931697822,9637.342014684162,9639.269483087099,9641.197336983716,9643.125576451113,9645.054201566403,9646.983212406716,9648.912609049197
73,3638.6793105000042,3639.407046362104,3640.1349277713766,3640.862954756931,3641.591127347882,3642.3194455733515,3643.047909462466,3643.7765190443583,3644.505274348167,3645.2341754030367
74,3722.8039585000024,3723.548519291702,3724.2932289955606,3725.0380876413597,3725.783095258888,3726.5282518779395,3727.273557528315,3728.0190122398208,3728.7646160422687,3729.510368965477
75,3871.4084458333373,3872.1827275225037,3872.9571640680083,3873.7317555008217,3874.5065018519217,3875.281403152292,3876.0564594329226,3876.831670724809,3877.607037058954,3878.382558466366
76,3721.42848116667,3722.1727668629032,3722.917201416276,3723.6617848565593,3724.4065172135306,3725.151398516973,3725.8964287966764,3726.6416080824356,3727.386936404052,3728.1324137913325
77,3969.562952623735,3970.3568652142594,3971.150936587302,3971.9451667746193,3972.7395558079743,3973.5341037191356,3974.328810539879,3975.123676301987,3975.918701037247,3976.7138847774545
78,4322.012367824224,4322.876770297789,4323.741345651849,4324.606093920979,4325.471015139763,4326.336109342791,4327.20137656466,4328.0668168399725,4328.93243020334,4329.798216689381
79,5666.460850513161,5667.594142683263,5668.7276615118,5669.861407044102,5670.995379325511,5672.1295784013755,5673.264004317056,5674.398657117919,5675.533536849342,5676.668643556713
80,7973.89684415394,7975.491623522771,7977.086721847475,7978.682139191845,7980.277875619683,7981.873931194807,7983.470305981045,7985.0670000422415,7986.66401344225,7988.261346244938
81,7774.509666228073,7776.064568161319,7777.619781074951,7779.175305031165,7780.731140092172,7782.28728632019,7783.843743777454,7785.400512526209,7786.957592628714,7788.51498414724
82,8356.11743131481,8357.788654801072,8359.460212532033,8361.132104574539,8362.804330995454,8364.476891861652,8366.149787240023,8367.823017197472,8369.496581800911,8371.170481117271
83,7408.408078323273,7409.8897599389375,7411.371737890925,7412.854012238503,7414.33658304095,7415.819450357559,7417.30261424763,7418.78607477048,7420.2698319854335,7421.753885951831
84,13565.193074265002,13567.906112879855,13570.61969410243,13573.33381804125,13576.048484804858,13578.763694501818,13581.47944724072,13584.195743130167,13586.912582278794,13589.62996479525
85,7276.711862872875,7278.16720524545,7279.622838686499,7281.078763254236,7282.534979006887,7283.991486002688,7285.448284299889,7286.905373956749,7288.3627550315405,7289.8204275825465
86,8088.612342212345,8090.230064680787,8091.848110693723,8093.466480315862,8095.085173611925,8096.704190646647,8098.323531484776,8099.943196191073,8101.563184830311,8103.1834974672765
87,9815.849101157888,9817.81227097812,9819.775833432315,9821.739788599001,9823.70413655672,9825.66887738403,9827.634011159507,9829.59953796174,9831.565457869332,9833.531770960906
88,9654.18487966667,9656.115716642604,9658.046939785932,9659.97854917389,9661.910544883724,9663.8429269927,9665.775695578099,9667.708850717214,9669.642392487358,9671.576320965854
89,9459.45776733334,9461.349658886807,9463.241928818585,9465.134577204348,9467.027604119789,9468.921009640611,9470.814793842539,9472.708956801307,9474.603498592667,9476.498419292386
90,7696.225645333341,7697.7648904624075,7699.3044434405,7700.844304329188,7702.3844731900535,7703.924950084692,7705.465735074708,7707.0068282217235,7708.548229587368,7710.089939233285
91,7721.23128833438,7722.775534592047,7724.320089698965,7725.864953716904,7727.410126707648,7728.955608732989,7730.501399854736,7732.047500134707,7733.593909634734,7735.140628416661
92,11608.131406054039,11610.45303233525,11612.775122941717,11615.097677966305,11617.420697501899,11619.7441816414,11622.068130477728,11624.392544103823,11626.717422612643,11629.042766097165
93,15410.299397879116,15413.381457758693,15416.464134050244,15419.547426877054,15422.631336362429,15425.7158626297,15428.801005802226,15431.886766003387,15434.973143356587,15438.060137985258
94,18925.857829015178,18929.64300058098,18933.428929181096,18937.21561496693,18941.003058089926,18944.79125870154,18948.58021695328,18952.36993299667,18956.16040698327,18959.951639064664
95,15509.356625328563,15512.458496653628,15515.560988352958,15518.664100550628,15521.767833370737,15524.872186937411,15527.977161374798,15531.082756807073,15534.188973358434,15537.295811153106
96,9571.193917333341,9573.108156116808,9575.022777748032,9576.937782303581,9578.853169860042,9580.768940494014,9582.685094282113,9584.60163130097,9586.51855162723,9588.435855337555
97,3985.11279433334,3985.9098168922064,3986.706998855585,3987.504340255356,3988.301841123407,3989.0995014916316,3989.89732139193,3990.695300856208,3991.4934399163794,3992.2917386043628
98,4084.6500698333366,4085.466999847303,4086.2840932472727,4087.101350065922,4087.918770335935,4088.736354090002,4089.55410136082,4090.372012181092,4091.1900865835282,4092.008324600845
99,4096.17434766667,4096.993582536203,4097.8129812527095,4098.63254384896,4099.45227035773,4100.272160811802,4101.092215243964,4101.912433687013,4102.73281617375,4103.553362736984
100,4277.915876833337,4278.771460008704,4279.627214300705,4280.4831397435655,4281.339236371514,4282.195504218788,4283.051943319632,4283.9085537082965,4284.765335419038,4285.622288486122
101,4831.834961820828,4832.8013288131915,4833.767889078954,4834.734642656769,4835.7015895853,4836.668729903217,4837.636063649198,4838.603590861928,4839.5713115801,4840.539225842416
102,5098.451283448248,5099.470973704938,5100.490867899679,5101.510966073259,5102.5312682664735,5103.551774520127,5104.572484875031,5105.5933993720055,5106.61451805188,5107.63584095549
103,5763.718823520824,5764.871567285528,5766.024541598985,5767.177746507305,5768.331182056606,5769.484848293017,5770.638745262676,5771.792873011728,5772.94723158633,5774.101821032647
104,7786.6862528222155,7788.24359007278,7789.801238790794,7791.359199038552,7792.917470878359,7794.476054372535,7796.03494958341,7797.5941565733265,7799.153675404641,7800.713506139722
105,7944.513098203248,7946.102000822888,7947.691221223053,7949.280759467297,7950.87061561919,7952.460789742314,7954.051281900262,7955.642092156642,7957.233220575074,7958.824667219188
106,7755.5898012786665,7757.140919238922,7758.69234742277,7760.244085892254,7761.796134709432,7763.348493936374,7764.9011636351615,7766.454143867888,7768.007434696661,7769.561036183601
107,7747.257553621599,7748.807005132323,7750.356766533349,7751.906837886656,7753.457219254233,7755.007910698084,7756.558912280223,7758.110224062679,7759.661846107491,7761.213778476713
108,7430.07276751675,7431.558782070253,7433.045093826667,7434.531702845432,7436.0186091860005,7437.505812907838,7438.99331407042,7440.481112733233,7441.969208955779,7443.45760279757
109,6951.450119556237,6952.840409580148,6954.230977662064,6955.621823857597,6957.012948222368,6958.404350812013,6959.796031682175,6961.187990888512,6962.5802284866895,6963.972744532387
110,7525.717249990865,7527.222393440863,7528.727837919551,7530.233583487135,7531.739630203832,7533.245978129873,7534.752627325499,7536.259577850964,7537.766829766534,7539.274383132487
111,9837.612949048238,9839.580471638048,9841.548387732375,9843.516697409921,9845.485400749403,9847.454497829553,9849.423988729119,9851.393873526864,9853.364152301569,9855.33482513203
112,10973.759108333337,10975.953860155003,10978.149050927033,10980.344680737218,10982.540749673366,10984.7372578233,10986.934205274865,10989.13159211592,10991.329418434343,10993.527684318029
113,9704.305586833341,9706.246447950707,9708.187697240297,9710.129334779745,9712.071360646702,9714.01377491883,9715.956577673815,9717.89976898935,9719.843348943146,9721.787317612934
114,7298.708007000012,7300.167748601411,7301.627782151131,7303.088107707561,7304.548725329102,7306.009635074168,7307.470837001182,7308.932331168582,7310.394117634815,7311.856196458342
115,9165.93036834182,9167.76355441549,9169.597107126372,9171.431026547798,9173.265312753107,9175.099965815658,9176.93498580882,9178.770372805982,9180.606126880542,9182.44224810592
116,13187.317968222033,13189.955431815677,13192.59342290204,13195.23194158662,13197.870987974937,13200.51056217253,13203.150664284965,13205.791294417822,13208.432452676705,13211.07413916724
117,16302.441584770422,16305.702073087376,16308.963213501993,16312.225006144692,16315.48745114592,16318.75054863615,16322.014298745877,16325.278701605626,16328.543757345948,16331.809466097417
118,18970.300485652388,18974.094545749518,18977.88936465867,18981.6849425316,18985.481279520107,18989.27837577601,18993.076231451167,18996.874846697458,19000.674221666795,19004.474356511128
119,15346.06357704462,15349.13278976003,15352.202616317982,15355.273056841244,15358.344111452612,15361.415780274903,15364.488063430957,15367.560961043644,15370.634473235852,15373.7086001305
120,9432.10543133334,9433.991852419607,9435.878650790091,9437.76582652025,9439.653379685553,9441.54131036149,9443.429618623562,9445.318304547287,9447.207368208195,9449.096809681836
121,3736.1534301666734,3736.9006608527066,3737.648040984877,3738.395570593074,3739.1432497071924,3739.8910783571337,3740.639056572805,3741.38718438412,3742.1354618209966,3742.883888913361
122,3867.066299166671,3867.8397124265043,3868.6132803689898,3869.3870030250637,3870.1608804256684,3870.9349126017537,3871.709099584274,3872.4834414041907,3873.2579380924712,3874.0325896800896
123,4001.6786006666707,4002.478936386804,4003.279432174081,4004.080088060516,4004.880904078128,4005.6818802589437,4006.4830166349952,4007.2843132383223,4008.08577010097,4008.8873872549902
124,4165.148582333337,4165.9816120498035,4166.8148083722135,4167.648171333888,4168.481700968155,4169.315397308348,4170.14926038781,4170.983290239887,4171.817486897935,4172.651850395315
125,4248.142555386997,4248.9921838980745,4249.841982334854,4250.6919507313205,4251.542089121466,4252.392397539291,4253.242876018799,4254.093524594003,4254.944343298921,4255.79533216758
126,4461.124893135087,4462.017118113714,4462.909521537336,4463.802103441643,4464.694863862332,4465.587802835104,4466.480920395671,4467.37421657975,4468.267691423066,4469.161344961351
127,4283.111946839739,4283.968569229107,4284.825362942953,4285.682328015541,4286.539464481144,4287.39677237404,4288.254251728515,4289.11190257886,4289.9697249593755,4290.827718904367
128,5156.257760153195,5157.289011705226,5158.3204695075665,5159.352133601468,5160.384004028188,5161.416080828994,5162.44836404516,5163.480853717969,5164.513549888712,5165.54645259869
129,5671.1033239365315,5672.237544601318,5673.371992110238,5674.506666508661,5675.641567841963,5676.776696155531,5677.912051494762,5679.04763390506,5680.183443431841,5681.319480120527
130,5621.400822337329,5622.525102501797,5623.649607522297,5624.774337443801,5625.89929231129,5627.024472169752,5628.149877064186,5629.275507039598,5630.401362141006,5631.527442413434
131,6661.310728771354,6662.642990917107,6663.975519515291,6665.308314619194,6666.641376282118,6667.974704557374,6669.308299498285,6670.6421611581845,6671.976289590416,6673.310684848334
132,7189.661075342389,7191.099007557457,7192.537227358968,7193.9757348044395,7195.4145299514,7196.8536128573905,7198.292983579962,7199.732642176678,7201.172588705113,7202.612823222854
133,7635.741204461767,7637.268352702659,7638.795806373199,7640.323565534474,7641.851630247581,7643.38000057363,7644.908676573745,7646.43765830906,7647.966945840722,7649.496539229889
134,7500.394409350533,7501.894488232403,7503.3948671300495,7504.895546103476,7506.396525212696,7507.897804517739,7509.3993840786425,7510.901263955458,7512.403444208248,7513.90592489709
135,6689.857336623065,6691.1953080903895,6692.5335471520075,6693.872053861438,6695.21082827221,6696.549870437864,6697.889180411951,6699.228758248033,6700.568603999683,6701.908717720483
136,6424.771883666675,6426.056838043409,6427.342049411017,6428.627517820899,6429.913243324463,6431.199225973128,6432.485465818322,6433.771962911485,6435.058717304068,6436.345729047528
137,6814.983009500006,6816.346006101906,6817.709275303127,6819.072817158187,6820.436631721618,6821.800719047962,6823.165079191772,6824.52971220761,6825.894618150051,6827.2597970736815
138,6481.49957016668,6482.795870080714,6484.09242925473,6485.389247740581,6486.686325590129,6487.983662855247,6489.281259587818,6490.579115839735,6491.877231662903,6493.175607109235
139,8454.445146015656,8456.13603504486,8457.827262251869,8459.51882770432,8461.21073146986,8462.902973616154,8464.595554210877,8466.288473321718,8467.981731016382,8469.675327362585
140,12335.34861891969,12337.815688643474,12340.283251781202,12342.751308431558,12345.219858693245,12347.688902664982,12350.158440445515,12352.628472133603,12355.09899782803,12357.570017627595
141,17052.681634782613,17056.09217110957,17059.503389543792,17062.9152902217,17066.327873279744,17069.7411388544,17073.15508708217,17076.569718099585,17079.985032043205,17083.40102904961
142,19817.570757035515,19821.534271186923,19825.49857804116,19829.46367775677,19833.42957049232,19837.39625640642,19841.363735657702,19845.332008404832,19849.301074806513,19853.270935021475
143,16928.102708165512,16931.488328707146,16934.874626372886,16938.26160129816,16941.64925361842,16945.037583469144,16948.426590985837,16951.816276304035,16955.206639559296,16958.597680887207
144,9254.341450666676,9256.19231895681,9258.0435574206,9259.895166132084,9261.747145165311,9263.599494594344,9265.452214493263,9267.305304936162,9269.15876599715,9271.012597750349
145,4048.1620788333394,4048.9717112491057,4049.7815055913557,4050.591461892474,4051.4015801848523,4052.211860500889,4053.0223028729893,4053.832907333564,4054.643673915031,4055.4546026498138
146,3911.811236833336,3912.5935990807025,3913.3761178005184,3914.1587930240785,3914.941624782683,3915.7246131076395,3916.507758030261,3917.2910595818666,3918.074517793783,3918.8581326973417
147,4076.9910818333356,4077.8064800497023,4078.622041345712,4079.4377657539812,4080.253653307132,4081.069704037793,4081.8859179786004,4082.702295162196,4083.5188356212284,4084.3355393883526
148,4304.686414500004,4305.547351782903,4306.40846125326,4307.26974294551,4308.131196894099,4308.992823133478,4309.854621698105,4310.716592622444,4311.578735940969,4312.441051688157
149,4302.619332500004,4303.479856366504,4304.340552337777,4305.201420448245,4306.062460732334,4306.923673224481,4307.785057959126,4308.646614970718,4309.508344293711,4310.37024596257
150,4308.268533804934,4309.130187511695,4309.9920135491975,4310.8540119519075,4311.716182754298,4312.578525990849,4313.441041696047,4314.303729904386,4315.166590650367,4316.029623968497
151,4470.856917405816,4471.751088789297,4472.645439007055,4473.539968094856,4474.434676088475,4475.329563023693,4476.224628936297,4477.119873862084,4478.015297836857,4478.910900896424
152,4836.123266576158,4837.090491229474,4838.057909327719,4839.025520909585,4839.993326013767,4840.9613246789695,4841.929516943906,4842.897902847294,4843.866482427863,4844.835255724349
153,5543.979122505508,5545.0879183300085,5546.196935913675,5547.306175300857,5548.415636535917,5549.525319663224,5550.635224727156,5551.7453517721015,5552.855700842456,5553.966271982625
154,13097.858025728861,13100.477597334007,13103.097692853475,13105.718312392046,13108.339456054524,13110.961123945735,13113.583316170525,13116.20603283376,13118.829274040325,13121.453039895132
155,7471.37335961318,7472.867634285102,7474.362207811959,7475.857080253521,7477.352251669572,7478.8477221199055,7480.343491664329,7481.839560362662,7483.335928274734,7484.832595460389
156,6471.373932748449,6472.668207534999,6473.962741176506,6475.257533724741,6476.552585231486,6477.847895748532,6479.143465327682,6480.439294020747,6481.735381879551,6483.031728955927
157,8561.626873098143,8563.339198472762,8565.051866312457,8566.764876685718,8568.478229661056,8570.191925306988,8571.90596369205,8573.620344884788,8575.335068953766,8577.050135967556
158,7940.534003253332,7942.122110053982,7943.710534475993,7945.299276582888,7946.888336438204,7948.477714105491,7950.067409648312,7951.657423130241,7953.247754614867,7954.838404165789
159,6625.415841458929,6626.740924627221,6628.066272812146,6629.391886066708,6630.717764443922,6632.04390799681,6633.37031677841,6634.696990841765,6636.023930239933,6637.351135025981
160,6480.917623500008,6482.213807024707,6483.510249786113,6484.80695183607,6486.103913226437,6487.401134009082,6488.698614235884,6489.996353958731,6491.294353229522,6492.592612100168
161,6300.63246783334,6301.892594326907,6303.152972845772,6304.413603440341,6305.674486161029,6306.935621058261,6308.197008182472,6309.458647584109,6310.7205393136255,6311.982683421488
162,6916.515304333342,6917.898607394209,6919.2821871156875,6920.66604355311,6922.050176761821,6923.434586797173,6924.819273714533,6926.204237569275,6927.5894784167895,6928.974996312472
163,8738.48035986331,8740.228055935282,8741.976101546468,8743.724496766778,8745.47324166613,8747.222336314462,8748.971780781725,8750.72157513788,8752.471719452908,8754.222213796798
164,11941.334430264507,11943.72269715056,11946.11144168999,11948.500663978328,11950.890364111123,11953.280542183944,11955.67119829238,11958.06233253204,11960.453944998546,11962.846035787545
165,16168.867731251203,16172.101504797452,16175.335925098412,16178.570992283432,16181.806706481888,16185.043067823184,16188.280076436748,16191.517732452034,16194.756035998524,16197.994987205722
166,18496.97195892725,18500.671353319034,18504.3714875897,18508.072361887214,18511.773976359593,18515.476331154863,18519.179426421095,18522.88326230638,18526.58783895884,18530.29315652663
