year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2026,base_demand,1059055.8900000001,1059055.8900000001,0.0,0.0,1225955.435991672,1835638.7367101437,609683.3007184716,0.3321368679608245,27578.45149738382,0.0,0.0,0.0,0.0,0.9779994368140889,9192.817165794608,0.0,0.0,0.0,0.0,1459369.0752253034
2026,high_demand,1059055.8900000001,1059055.8900000001,0.0,0.0,1225955.435991672,1835638.7367101437,609683.3007184716,0.3321368679608245,27578.45149738382,0.0,0.0,0.0,0.0,0.9779994368140889,9192.817165794608,0.0,0.0,0.0,0.0,1459369.0752253034
2026,low_demand,1059055.8900000001,1059055.8900000001,0.0,0.0,1225955.435991672,1835638.7367101437,609683.3007184716,0.3321368679608245,27578.451497383823,0.0,0.0,0.0,0.0,0.9779994368140889,9192.817165794608,0.0,0.0,0.0,0.0,1459369.0752253034
2027,base_demand,1112008.6845,1112008.6845,0.0,0.0,1246291.4481155712,1835638.7367101437,589347.2885945726,0.3210584287684017,37354.09290006207,0.0,0.0,0.0,0.0,0.9708999940353417,12451.36430002069,0.0,0.0,0.0,0.0,1459369.0752253034
2027,high_demand,1138485.08175,1138485.08175,0.0,0.0,1256015.8620552518,1835638.7367101437,579622.8746548919,0.31576086463162123,44074.199047181835,0.0,0.0,0.0,0.0,0.9660991185412122,14691.399682393941,0.0,0.0,0.0,0.0,1459369.0752253034
2027,low_demand,1085532.28725,1085532.28725,0.0,0.0,1236338.3927309522,1835638.7367101437,599300.3439791915,0.32648054979122176,32019.07611569018,0.0,0.0,0.0,0.0,0.9747554795062577,10673.025371896727,0.0,0.0,0.0,0.0,1459369.0752253034
2028,base_demand,1139808.9017563998,1139808.9017563998,0.0,0.0,1256497.9998697815,1835638.7367101437,579140.7368403622,0.3154982106546226,44448.21011504536,0.0,0.0,0.0,0.0,0.9658339370422059,14816.070038348455,0.0,0.0,0.0,0.0,1459369.0752253034
2028,high_demand,1166947.2088579151,1166947.2088579151,0.0,0.0,1266250.5628496301,1835638.7367101437,569388.1738605136,0.31018531177925496,52819.3152432809,0.0,0.0,0.0,0.0,0.9599571515349541,17606.438414426968,0.0,0.0,0.0,0.0,1459369.0752253034
2028,low_demand,1112670.5944989799,1112670.5944989799,0.0,0.0,1246537.1794576992,1835638.7367101437,589101.5572524446,0.320924561827585,37506.15467683207,0.0,0.0,0.0,0.0,0.9707905849594151,12502.051558944022,0.0,0.0,0.0,0.0,1459369.0752253034
2029,base_demand,1168304.124169068,1168304.124169068,0.0,0.0,1266731.8923465577,1835638.7367101437,568906.844363586,0.3099230981490337,53265.20760871035,0.0,0.0,0.0,0.0,0.9596474813387732,17755.06920290345,0.0,0.0,0.0,0.0,1459369.0752253034
2029,high_demand,1196120.889019415,1196120.889019415,0.0,0.0,1276445.0138096232,1835638.7367101437,559193.7229005205,0.30463168580911243,63449.748236762476,0.0,0.0,0.0,0.0,0.9526457226089479,21149.916078920825,0.0,0.0,0.0,0.0,1459369.0752253034
2029,low_demand,1140487.3593018441,1140487.3593018441,0.0,0.0,1256744.7768930495,1835638.7367101437,578893.9598170943,0.31536377405861227,44642.24827070324,0.0,0.0,0.0,0.0,0.9656964089794225,14880.749423567748,0.0,0.0,0.0,0.0,1459369.0752253034
2030,base_demand,1197511.7272562971,1197511.7272562971,0.0,0.0,1276926.9012212376,1835638.7367101437,558711.8354889061,0.3043691682439852,63998.53821292396,0.0,0.0,0.0,0.0,0.9522728584820273,21332.846070974654,0.0,0.0,0.0,0.0,1459369.0752253034
2030,high_demand,1226023.9112401172,1226023.9112401172,0.0,0.0,1286684.1130946104,1835638.7367101437,548954.6236155333,0.2990537367932086,75879.44220923171,0.0,0.0,0.0,0.0,0.9443112639305026,25293.147403077237,0.0,0.0,0.0,0.0,1459369.0752253034
2030,low_demand,1168999.543274289,1168999.543274289,0.0,0.0,1266977.9120209957,1835638.7367101437,568660.824689148,0.3097890741335681,53496.29448433662,0.0,0.0,0.0,0.0,0.9594870583455652,17832.09816144554,0.0,0.0,0.0,0.0,1459369.0752253034
2031,base_demand,1227449.5204414278,1227449.5204414278,0.0,0.0,1287167.9089487738,1835638.7367101437,548470.82776137,0.2987901795667849,76500.63460728394,0.0,0.0,0.0,0.0,0.9439008584829623,25500.211535761315,0.0,0.0,0.0,0.0,1459369.0752253034
2031,high_demand,1256674.509017703,1256674.509017703,0.0,0.0,1297039.3981959089,1835638.7367101437,538599.3385142349,0.293412493288042,90014.19001335475,0.0,0.0,0.0,0.0,0.935104028583664,30004.730004451583,0.0,0.0,0.0,0.0,1459369.0752253034
2031,low_demand,1198224.531857723,1198224.531857723,0.0,0.0,1277173.8685204298,1835638.7367101437,558464.8681897139,0.3042346279914544,64282.07930051198,0.0,0.0,0.0,0.0,0.9520803650653369,21427.359766837326,0.0,0.0,0.0,0.0,1459369.0752253034
2032,base_demand,1258135.758450436,1258135.758450436,0.0,0.0,1297530.0035186855,1835638.7367101437,538108.7331914583,0.29314522647079455,90724.08060135058,0.0,0.0,0.0,0.0,0.9346487925811813,30241.360200450203,0.0,0.0,0.0,0.0,1459369.0752253034
2032,high_demand,1288091.371746635,1288091.371746635,0.0,0.0,1307486.158706092,1835638.7367101437,528152.5780040517,0.28772141676995433,105811.62242971803,0.0,0.0,0.0,0.0,0.9251314027078699,35270.54080990601,0.0,0.0,0.0,0.0,1459369.0752253034
2032,low_demand,1228180.145153964,1228180.145153964,0.0,0.0,1287415.6920541136,1835638.7367101437,548223.0446560301,0.29865519488794556,76820.35219900895,0.0,0.0,0.0,0.0,0.9436898383365426,25606.784066336317,0.0,0.0,0.0,0.0,1459369.0752253034
2033,base_demand,1289589.1524097882,1289589.1524097882,0.0,0.0,1307980.9972675936,1835638.7367101437,527657.7394425501,0.28745184381335587,106593.59633589012,0.0,0.0,0.0,0.0,0.9246461820975068,35531.198778630045,0.0,0.0,0.0,0.0,1459369.0752253034
2033,high_demand,1320293.656038017,1320293.656038017,0.0,0.0,1318045.5613356996,1835638.7367101437,517593.1753744441,0.2819689762605912,123110.26052870548,0.0,0.0,0.0,0.0,0.9145753299810153,41036.753509568494,0.0,0.0,0.0,0.0,1459369.0752253034
