year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2033,low_demand,1258884.648777637,1258884.648777637,0.0,0.0,1297781.4387381696,1835638.7367101437,537857.2979719741,0.29300825223155247,91088.5129957208,0.0,0.0,0.0,0.0,0.9344153764130296,30362.837665240266,0.0,0.0,0.0,0.0,1459369.0752253034
2034,base_demand,1321828.881222236,1321828.881222236,0.0,0.0,1318544.0060736951,1835638.7367101437,517094.7306364486,0.2816974387690209,123964.64541307994,0.0,0.0,0.0,0.0,0.9140631529070475,41321.54847102665,0.0,0.0,0.0,0.0,1459369.0752253034
2034,high_demand,1353300.997443099,1353300.997443099,0.0,0.0,1328680.2031674013,1835638.7367101437,506958.5335427425,0.2761755477285908,141849.2011860165,0.0,0.0,0.0,0.0,0.9035386842547453,47283.0670620055,0.0,0.0,0.0,0.0,1459369.0752253034
2034,low_demand,1290356.765002383,1290356.765002383,0.0,0.0,1308234.602032215,1835638.7367101437,527404.1346779286,0.2873136876720903,106994.36452113237,0.0,0.0,0.0,0.0,0.9243978415862228,35664.7881737108,0.0,0.0,0.0,0.0,1459369.0752253034
2035,base_demand,1354874.603251461,1354874.603251461,0.0,0.0,1329181.3215310324,1835638.7367101437,506457.4151791113,0.27590255372731515,142765.72559268412,0.0,0.0,0.0,0.0,0.903008925578092,47588.57519756138,0.0,0.0,0.0,0.0,1459369.0752253034
2035,high_demand,1387133.5223800312,1387133.5223800312,0.0,0.0,1339348.534442035,1835638.7367101437,496290.2022681087,0.2703637662155499,162044.90664624143,0.0,0.0,0.0,0.0,0.8920703246653429,54014.96888208047,0.0,0.0,0.0,0.0,1459369.0752253034
2035,low_demand,1322615.684126722,1322615.684126722,0.0,0.0,1318799.1329167108,1835638.7367101437,516839.60379343294,0.2815584534458669,124404.70175340338,0.0,0.0,0.0,0.0,0.9137996319266712,41468.23391780113,0.0,0.0,0.0,0.0,1459369.0752253034
2026,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1225955.4359916719,1835638.7367101437,609683.3007184716,0.3321368679608245,27578.45149738382,0.0,0.0,0.0,0.0,0.9779994368140887,9192.817165794608,0.0,0.0,0.0,0.0,1459369.0752253034
2027,expected,1112008.6845,1112008.6845,0.0,0.0,1246215.2343005915,1835638.7367101437,589423.502409552,0.3210999477304149,37815.78935431136,0.0,0.0,0.0,0.0,0.9705848640276038,12605.263118103785,0.0,0.0,0.0,0.0,1459369.0752253034
2028,expected,1139808.9017044315,1139808.9017044315,0.0,0.0,1256428.5807257036,1835638.7367101437,579210.1559844401,0.31553602808715414,44924.56001171944,0.0,0.0,0.0,0.0,0.9655272245121918,14974.853337239814,0.0,0.0,0.0,0.0,1459369.0752253034
2029,expected,1168304.1241634423,1168304.1241634423,0.0,0.0,1266640.5610164101,1835638.7367101437,568998.1756937336,0.3099728526722528,53785.73470539202,0.0,0.0,0.0,0.0,0.9593298709757145,17928.578235130673,0.0,0.0,0.0,0.0,1459369.0752253034
2030,expected,1197511.727256901,1197511.727256901,0.0,0.0,1276862.9754456144,1835638.7367101437,558775.7612645291,0.3044039930569206,64458.091635497425,0.0,0.0,0.0,0.0,0.952023726919365,21486.03054516581,0.0,0.0,0.0,0.0,1459369.0752253034
2031,expected,1227449.5204389512,1227449.5204389512,0.0,0.0,1287127.0585550375,1835638.7367101437,548511.6781551063,0.2988124336154271,76932.30130705022,0.0,0.0,0.0,0.0,0.9436950840439877,25644.100435683402,0.0,0.0,0.0,0.0,1459369.0752253034
2032,expected,1258135.758450345,1258135.758450345,0.0,0.0,1297477.2847596304,1835638.7367101437,538161.4519505133,0.29317394604289815,91118.68507669252,0.0,0.0,0.0,0.0,0.9344900112085313,30372.895025564176,0.0,0.0,0.0,0.0,1459369.0752253034
2033,expected,1289589.1524084806,1289589.1524084806,0.0,0.0,1307935.999113821,1835638.7367101437,527702.7375963228,0.28747635743516653,106930.78995343878,0.0,0.0,0.0,0.0,0.9245456294971838,35643.59665114627,0.0,0.0,0.0,0.0,1459369.0752253034
2034,expected,1321828.8812225726,1321828.8812225726,0.0,0.0,1318486.2704244372,1835638.7367101437,517152.46628570656,0.28172889138990065,124269.40370674292,0.0,0.0,0.0,0.0,0.9139998929160051,41423.13456891431,0.0,0.0,0.0,0.0,1459369.0752253034
2035,expected,1354874.603252738,1354874.603252738,0.0,0.0,1329109.6629632595,1835638.7367101437,506529.0737468843,0.2759415911295773,143071.77799744296,0.0,0.0,0.0,0.0,0.9029596273900352,47690.59266581433,0.0,0.0,0.0,0.0,1459369.0752253034
