inv_step,inv_step_start_year,technology,vintage_label,display_label,fuel_vintage_label,resource,units,installed_capacity,capacity_unit
1,2026,renewable,Renewable technology 1,Renewable technology 1 (step 1),,Solar,1109.7820414418209,1109.7820414418209,kW
1,2026,battery,Storage technology 1,Storage technology 1 (step 1),,,2231.708143886944,2231.708143886944,kWh
1,2026,generator,Backup technology 1,Backup technology 1 (step 1),Fuel 1,,85.92284978994688,85.92284978994688,kW
