year,scenario,total_demand_kwh,served_energy_kwh,lost_load_kwh,lost_load_fraction,total_res_kwh,renewable_potential_kwh,renewable_curtailment_kwh,renewable_curtailment_share,generator_generation_kwh,grid_import_raw_kwh,grid_import_delivered_kwh,grid_export_delivered_kwh,grid_renewable_kwh,renewable_penetration,fuel_consumption,scope1_emissions_kgco2e,scope2_emissions_kgco2e,scope3_emissions_kgco2e,emissions_kgco2e,objective_value
2026,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017232.8990496595,1427787.6145126051,410554.71546294563,0.28754606867989546,72153.1071660876,0.0,0.0,0.0,0.0,0.9337671800863964,24051.035722029206,0.0,0.0,0.0,0.0,1526965.6786703032
2027,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017527.202411629,1427787.6145126051,410260.4121009761,0.28733994323169987,72165.60605577313,0.0,0.0,0.0,0.0,0.933774357786879,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2028,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017539.2380479072,1427787.6145126051,410248.3764646979,0.28733151366125403,72165.60605577314,0.0,0.0,0.0,0.0,0.9337750892397547,24055.202018591044,0.0,0.0,0.0,0.0,1526965.6786703032
2029,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017560.4621846743,1427787.6145126051,410227.1523279308,0.28731664860951145,72165.60605577314,0.0,0.0,0.0,0.0,0.9337763790745164,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2030,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017583.1195504667,1427787.6145126051,410204.4949621385,0.2873007797466904,72165.60605577314,0.0,0.0,0.0,0.0,0.9337777559541292,24055.202018591048,0.0,0.0,0.0,0.0,1526965.6786703032
2031,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017618.8502735058,1427787.6145126051,410168.76423909934,0.28727575450997034,72165.60605577314,0.0,0.0,0.0,0.0,0.9337799271804184,24055.202018591048,0.0,0.0,0.0,0.0,1526965.6786703032
2032,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017640.158134314,1427787.6145126051,410147.4563782911,0.2872608308192256,72165.60605577314,0.0,0.0,0.0,0.0,0.9337812219139761,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2033,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017647.0197352294,1427787.6145126051,410140.5947773757,0.28725602506181064,72165.60605577314,0.0,0.0,0.0,0.0,0.9337816388359474,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2034,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017635.2730783976,1427787.6145126051,410152.3414342075,0.28726425223559504,72165.60605577314,0.0,0.0,0.0,0.0,0.9337809250868768,24055.202018591044,0.0,0.0,0.0,0.0,1526965.6786703032
2035,scenario_1,1059055.8900000001,1059055.8900000001,0.0,0.0,1017299.4352422681,1427787.6145126051,410488.179270337,0.28749946777655916,72165.60605577314,0.0,0.0,0.0,0.0,0.9337605124348078,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2026,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1017232.8990496595,1427787.6145126051,410554.71546294563,0.28754606867989546,72153.1071660876,0.0,0.0,0.0,0.0,0.9337671800863964,24051.035722029206,0.0,0.0,0.0,0.0,1526965.6786703032
2027,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1017527.202411629,1427787.6145126051,410260.4121009761,0.28733994323169987,72165.60605577313,0.0,0.0,0.0,0.0,0.933774357786879,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2028,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1017539.2380479072,1427787.6145126051,410248.3764646979,0.28733151366125403,72165.60605577314,0.0,0.0,0.0,0.0,0.9337750892397547,24055.202018591044,0.0,0.0,0.0,0.0,1526965.6786703032
2029,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1017560.4621846743,1427787.6145126051,410227.1523279308,0.28731664860951145,72165.60605577314,0.0,0.0,0.0,0.0,0.9337763790745164,24055.20201859105,0.0,0.0,0.0,0.0,1526965.6786703032
2030,expected,1059055.8900000001,1059055.8900000001,0.0,0.0,1017583.1195504667,1427787.6145126051,410204.4949621385,0.2873007797466904,72165.60605577314,0.0,0.0,0.0,0.0,0.9337777559541292,24055.202018591048,0.0,0.0,0.0,0.0,1526965.6786703032
